Topology,DemandFile,ExitCode_SRPP,Time_SRPP,Umax_SRPP,ExitCode_MIP,Time_MIP,Umax_MIP,ExitCode_full,Time_full,Umax_full,ExitCode_CG4SR,Time_CG4SR,Umax_CG4SR
Cernet,0,0,0.443,0.9565899655,0,3.694556109,0.956636564,0,0.809,0.9565643363,0,18.779378667,0.956572491
Cernet,1,0,0.501,1.0418419937,0,3.067677591,1.0418408287,0,0.761,1.0418338389,0,17.313224013,1.0418210243
Cernet,2,0,0.435,1.0376645161,0,2.259294791,1.0376085163,0,0.711,1.0376469601,0,15.314444576,1.037683871
Cernet,3,0,0.371,0.9492432,0,2.886690831,0.9492432,0,0.707,0.9492432,0,18.159022937,0.9492432
Cernet,4,0,0.372,0.9283629001,0,3.058293594,0.9283629001,0,0.754,0.9283535804,0,16.710511264,0.9283629001
Cesnet1993,0,0,0.076,0.8981666667,0,0.040946464,0.8981666667,0,0.043,0.8981666667,0,0.208353006,0.8981666667
Cesnet1993,1,0,0.064,0.8975,0,0.040225684,0.8975,0,0.043,0.8975,0,0.201931116,0.8975
Cesnet1993,2,0,0.095,0.8975,0,0.041576235,0.8975,0,0.043,0.8975,0,0.19443592,0.8975
Cesnet1993,3,0,0.058,0.8975,0,0.040838197,0.8975,0,0.044,0.8975,0,0.215152414,0.8975
Cesnet1993,4,0,0.073,0.8985,0,0.040781567,0.8985,0,0.044,0.8985,0,0.196496888,0.8985
Cesnet1997,0,0,0.086,0.8994705882,0,0.052939988,0.8994705882,0,0.056,0.8994705882,0,0.40010337,0.8994705882
Cesnet1997,1,0,0.075,0.8995,0,0.052018975,0.8995,0,0.058,0.8995,0,0.353202514,0.8995
Cesnet1997,2,0,0.11,0.8994705882,0,0.052003342,0.8994705882,0,0.056,0.8994705882,0,0.225241688,0.8994705882
Cesnet1997,3,0,0.067,0.8993529412,0,0.05416851,0.8993529412,0,0.085,0.8993529412,0,0.351354304,0.8993529412
Cesnet1997,4,0,0.077,0.8993823529,0,0.052030954,0.8993823529,0,0.061,0.8993823529,0,0.335920963,0.8993823529
Cesnet1999,0,0,0.085,0.8998774194,0,0.054029929,0.8998774194,0,0.083,0.8998774194,0,0.352028075,0.8998774194
Cesnet1999,1,0,0.061,0.8998529412,0,0.050535186,0.8998529412,0,0.055,0.8998529412,0,0.338207639,0.8998529412
Cesnet1999,2,0,0.084,0.89925,0,0.051719086,0.89925,0,0.055,0.89925,0,0.336674132,0.89925
Cesnet1999,3,0,0.062,0.8992258065,0,0.052810445,0.8992258065,0,0.055,0.8992258065,0,0.350625613,0.8992258065
Cesnet1999,4,0,0.062,0.8998529412,0,0.053860486,0.8998529412,0,0.054,0.8998529412,0,0.354344198,0.8998529412
Cesnet2001,0,0,0.128,1.0581070127,0,0.1449233,1.0581070127,0,0.152,1.0581070127,0,1.339081782,1.0581070127
Cesnet2001,1,0,0.129,1.0581070127,0,0.149093724,1.0581070127,0,0.151,1.0581070127,0,1.127008908,1.0581070127
Cesnet2001,2,0,0.131,1.0581092801,0,0.139970079,1.0581092801,0,0.154,1.0581092801,0,1.175976828,1.0581092801
Cesnet2001,3,0,0.097,1.0581002103,0,0.136539067,1.0581002103,0,0.151,1.0581002103,0,1.154024061,1.0581002103
Cesnet2001,4,0,0.098,1.0581070127,0,0.13590641,1.0581070127,0,0.15,1.0581070127,0,1.153169163,1.0581070127
Cesnet200304,0,0,0.29,0.9000076,0,1.621952384,0.900063,0,0.403,0.900048,0,4.190331791,0.9000488
Cesnet200304,1,0,0.279,0.8999583333,0,1.088260893,0.8999583333,0,0.313,0.8999583333,0,3.78963607,0.8999583333
Cesnet200304,2,0,0.343,0.900031,0,1.160893784,0.900038,0,0.342,0.900042,0,3.239906095,0.900044
Cesnet200304,3,0,0.203,0.9000132,0,1.143218176,0.900056,0,0.32,0.9000304,0,3.274157116,0.900047
Cesnet200304,4,0,0.301,0.8999533333,0,1.159981249,0.8999533333,0,0.29,0.8999533333,0,3.271847784,0.8999533333
Cesnet200511,0,0,0.444,0.900031,0,1.794721064,0.9000446,0,0.904,0.9000548,0,10.320020014,0.9000554
Cesnet200511,1,0,0.468,0.9000499,0,2.249406301,0.9000224,0,0.834,0.9000463,0,12.099326955,0.928796
Cesnet200511,2,0,0.572,0.9000758,0,3.436309024,0.9000015,0,0.748,0.9000867,0,10.970534904,0.9000276
Cesnet200511,3,0,0.589,0.9001692,0,2.85624938,0.9000578,0,0.739,0.9001395,0,13.748258748,0.9000978
Cesnet200511,4,0,0.434,0.900049,0,2.528308619,0.9000306971,0,0.728,0.9000680884,0,11.034353462,0.900036
Cesnet200603,0,0,0.488,0.9004058164,0,2.2179482,0.9000072,0,0.758,0.9004130534,0,12.881945292,0.9001072
Cesnet200603,1,0,0.455,0.899922,0,2.669997811,0.899922,0,0.739,0.899922,0,9.276823147,0.9164822732
Cesnet200603,2,0,0.553,0.900096,0,2.142719579,0.9000218,0,0.709,0.9001371,0,10.575604521,0.9000412
Cesnet200603,3,0,0.467,0.9000864,0,2.364737771,0.9000397434,0,0.796,0.9000776,0,8.939178241,1.0482762
Cesnet200603,4,0,0.588,0.9000038,0,2.260187977,0.8999903,0,0.78,0.900016223,0,9.140645356,0.926447059
Cesnet200706,0,0,0.674,0.9000332362,0,3.599110889,0.8999860207,0,1.053,0.9000556,0,27.122957971,0.96381
Cesnet200706,1,0,0.531,0.9000674756,0,2.417258983,0.900002,0,1.041,0.900096808,0,21.850985555,0.975074716
Cesnet200706,2,0,0.495,0.9001,0,3.069825525,0.9000224,0,1.024,0.9000004144,0,25.6157086,0.9000112
Cesnet200706,3,0,0.613,0.9001415155,0,3.811599451,0.9000258213,0,1.283,0.9000488293,0,26.929014017,0.9000196
Cesnet200706,4,0,0.571,0.9000548266,0,3.143289032,0.9000144,0,0.903,0.9,0,26.579849079,0.8999879835
Cesnet201006,0,0,1.078,0.899989036,0,3.789451366,0.8999906895,0,1.97,0.9000172728,0,57.829423034,0.8999690667
Cesnet201006,1,0,1.207,0.899970593,0,4.192436747,0.8999713561,0,2.133,0.9000015009,0,60.092406579,0.9000180996
Cesnet201006,2,0,1.251,0.8999982575,0,7.415546871,0.9000277026,0,2.132,0.8999867465,0,63.611115373,0.9000738101
Cesnet201006,3,0,1.585,0.9000254132,0,6.251327067,0.8999928942,0,2.534,0.899998745,0,57.870573825,0.9000245228
Cesnet201006,4,0,1.216,0.9000134146,0,4.013231009,0.8999566017,0,2.118,0.9000239292,0,57.672692031,0.9000155345
Chinanet,0,0,6.438,0.90002725,0,14.574469627,0.900019375,0,6.449,0.900012875,0,34.926446089,1.24757975
Chinanet,1,0,14.764,1.00850825,0,1054.851171936,1.0084203333,0,9.935,1.00850075,0,34.800664016,1.386723125
Chinanet,2,0,14.763,0.899986625,0,36.356944245,0.8999895,0,7.585,0.9000075,1,-0,-0
Chinanet,3,0,11.699,0.9000716667,0,23.463526918,0.9000615,0,3.65,0.900073375,0,30.716528397,0.9812321667
Chinanet,4,0,10.841,0.954757875,0,117.041172666,0.95462775,0,6.239,0.954637375,0,38.745080548,1.267532
Claranet,0,0,0.256,0.900054,0,0.407244429,0.900058,0,0.194,0.900028,0,0.85448095,0.9000225
Claranet,1,0,0.149,0.8999865,0,0.246487432,0.9000405,0,0.12,0.900009,0,0.541537627,0.9000605
Claranet,2,0,0.216,0.9000285,0,0.220866625,0.9000425,0,0.091,0.9000025,0,0.583441203,0.900069
Claranet,3,0,0.171,0.9000345,0,0.413277981,0.900046,0,0.118,0.900022,0,0.871124001,0.9000655
Claranet,4,0,0.157,0.9000075,0,0.179026006,0.900019,0,0.089,0.900079,0,0.525168578,0.9000105
Cogentco,0,0,489.974,0.898534,1,1818.797310404,1.6349348958,0,761.179,0.8985311771,1,-0,-0
Cogentco,1,0,549.47,0.898691309,1,1819.75344093,1.701552875,0,837.743,0.8991125174,1,-0,-0
Cogentco,2,0,518.286,0.8987625035,1,1819.173015103,1.7325022813,0,828.703,0.8988368646,1,-0,-0
Cogentco,3,0,601.768,0.8991414201,1,1819.864061932,1.7316863125,0,933.462,0.8991683438,1,-0,-0
Cogentco,4,0,596.226,0.8991164757,1,1819.025666506,1.5546565,0,918.932,0.8989684063,1,-0,-0
Colt,0,0,109.762,0.8986698333,0,279.452730943,0.898647,0,310.203,0.8986831667,1,-0,-0
Colt,1,0,118.834,0.898636,0,966.381443261,0.8986426667,0,318.665,0.8987168333,1,-0,-0
Colt,2,0,126.258,0.8988258333,0,953.661409305,0.898828,0,311.706,0.8988314167,1,-0,-0
Colt,3,0,106.214,0.8986901667,0,623.958258463,0.89866525,0,299.095,0.8986546667,1,-0,-0
Colt,4,0,111.918,0.8986265,0,449.691583869,0.8986765,0,287.598,0.8986855,1,-0,-0
Columbus,0,0,9.734,0.8997385,0,51.741938384,0.8997413333,0,15.448,0.8997510833,0,219.266823503,0.8997964167
Columbus,1,0,8.823,0.899731,0,26.778972747,0.899769,0,14.134,0.8998009167,0,209.904651455,0.8998168333
Columbus,2,0,9.516,0.8997325,0,106.24789893,0.899735,0,14.765,0.899822,0,219.685894255,0.8998105
Columbus,3,0,9.097,0.89974,0,72.267355636,0.899746,0,14.244,0.89974,0,210.307702958,0.899797
Columbus,4,0,10.082,0.8997398333,0,149.638067273,0.8997755833,0,19.298,0.8997390833,0,220.435824184,0.8997495833
Compuserve,0,0,1.564,0.8998944444,0,0.360445569,0.8999277778,0,1.416,0.8999222222,0,1.421760875,0.89995
Compuserve,1,0,0.869,0.8999333333,0,25.411780734,0.8999111111,0,3.829,0.8999111111,0,1.089826917,0.8999333333
Compuserve,2,0,4.625,0.9000888889,1,1803.436820611,0.9000888889,0,3.156,0.9001,0,1.158050947,0.9012
Compuserve,3,0,0.282,0.8999111111,0,3.767394541,0.8998888889,0,1.499,0.8999111111,0,1.292017677,0.8998888889
Compuserve,4,0,1.129,0.8999111111,0,1.154194417,0.8998666667,0,0.807,0.8999111111,0,1.361062005,0.8998888889
CrlNetworkServices,0,0,0.868,0.8991222222,0,2.057077893,0.8991777778,0,0.983,0.8991111111,0,5.156847263,0.8991555556
CrlNetworkServices,1,0,0.8,0.8986666667,0,2.180208297,0.8986777778,0,0.73,0.8986444444,0,5.999963291,0.8986888889
CrlNetworkServices,2,0,0.87,0.8986555556,0,1.693645002,0.8986444444,0,1.019,0.8986555556,0,5.774607652,0.8987222222
CrlNetworkServices,3,0,0.861,0.8986111111,0,1.505041563,0.8986666667,0,1.039,0.8986111111,0,5.21312802,0.8986111111
CrlNetworkServices,4,0,0.87,0.8986888889,0,1.512014015,0.8986888889,0,0.982,0.8986888889,0,5.74631373,0.8987444444
Cudi,0,0,0.271,0.8998870833,0,1.337977223,0.8998870833,0,1.421,0.8998870833,0,31.851823546,0.8998870833
Cudi,1,0,0.285,0.8999529167,0,1.292870411,0.8999529167,0,1.431,0.8999529167,0,31.631386878,0.8999529167
Cudi,2,0,0.279,0.8998883333,0,1.240027074,0.8998883333,0,1.45,0.8998883333,0,32.302069705,0.8998883333
Cudi,3,0,0.282,0.8998845833,0,1.741496505,0.8998845833,0,1.602,0.8998845833,0,32.11494414,0.8998845833
Cudi,4,0,0.276,0.8998883333,0,1.036690314,0.8998883333,0,1.342,0.8998883333,0,31.445406535,0.8998883333
Cwix,0,0,0.765,0.8988222222,0,2.054518872,0.8988185185,0,1.002,0.8988296296,0,7.578468315,0.8988074074
Cwix,1,0,1.263,0.8989222222,0,2.505215967,0.8989444444,0,1.351,0.8989555556,0,9.454907657,0.8989111111
Cwix,2,0,0.705,0.898937037,0,1.507684364,0.8989185185,0,1.061,0.8988888889,0,7.418326031,0.8989111111
Cwix,3,0,0.721,0.8988444444,0,2.013436852,0.8988555556,0,1.19,0.8988592593,0,7.602687613,0.8988074074
Cwix,4,0,0.979,0.8989592593,0,1.353202069,0.8989333333,0,1.08,0.8989259259,0,7.910043196,0.8988888889
Cynet,0,0,0.128,0.8994971805,0,0.244138567,0.8994971805,0,0.331,0.8994971805,0,2.386796546,0.8994971805
Cynet,1,0,0.131,0.899450188,0,0.253548556,0.899450188,0,0.298,0.899450188,0,2.831987892,0.899450188
Cynet,2,0,0.156,0.8994736842,0,0.241121956,0.8994736842,0,0.306,0.8994736842,0,2.241293175,0.8994736842
Cynet,3,0,0.13,0.8995112782,0,0.248627226,0.8995112782,0,0.343,0.8995112782,0,2.336601944,0.8995112782
Cynet,4,0,0.141,0.8994736842,0,0.2424435,0.8994736842,0,0.296,0.8994736842,0,2.562167567,0.8994736842
Darkstrand,0,0,0.361,0.899969,0,0.890368343,0.899999,0,0.473,0.9000425,0,2.815872158,0.900022
Darkstrand,1,0,0.583,0.89998,0,0.86146682,0.89999875,0,0.676,0.8999615,0,2.651130446,0.899971
Darkstrand,2,0,0.506,0.899992,0,0.577275458,0.900028,0,0.666,0.8999755,0,2.641651461,0.900019
Darkstrand,3,0,0.372,0.9000035,0,0.862417622,0.89998,0,0.522,0.89998425,0,2.675459641,0.900031
Darkstrand,4,0,0.488,0.9000195,0,0.76871048,0.89999675,0,0.693,0.89996875,0,2.603366091,0.89995275
Dataxchange,0,0,0.062,1.0392666667,0,0.047445563,1.0392666667,0,0.051,1.0392666667,0,0.159783828,1.0392666667
Dataxchange,1,0,0.065,1.0802222222,0,0.046551502,1.0802222222,0,0.046,1.0802222222,0,0.197999072,1.0802222222
Dataxchange,2,0,0.063,1.2024,0,0.064877741,1.2024,0,0.061,1.2024,0,0.170144628,1.2024
Dataxchange,3,0,0.083,0.8999333333,0,0.041248896,0.8999333333,0,0.074,0.8999333333,0,0.167515376,0.98
Dataxchange,4,0,0.078,1.4325111111,0,0.041847525,1.4325111111,0,0.04,1.4325111111,0,0.165709372,1.4325111111
Deltacom,0,0,106.78,0.8996467222,0,580.57017841,0.8996523736,0,140.999,0.8997080214,1,-0,-0
Deltacom,1,0,138.628,0.899713625,0,1083.236209261,0.899715825,0,146.708,0.8996993333,1,-0,-0
Deltacom,2,0,92.3,0.89961,0,597.086538066,0.8996205,0,121.307,0.89961,1,-0,-0
Deltacom,3,0,105.486,0.8996295,0,741.141776167,0.89969475,0,128.827,0.89961975,1,-0,-0
Deltacom,4,0,109.301,0.89966825,0,922.728708289,0.8997179167,0,142.172,0.89970975,1,-0,-0
DeutscheTelekom,0,0,1.491,0.900066,0,1.635612903,0.900032,0,0.834,0.9000548333,0,6.917417075,0.9000811667
DeutscheTelekom,1,0,0.741,0.899957,0,1.022424958,0.899957,0,0.717,0.899957,0,4.833539963,0.899957
DeutscheTelekom,2,0,0.737,0.899957,0,0.488479939,0.899957,0,0.842,0.899957,0,4.67446237,0.899957
DeutscheTelekom,3,0,0.706,0.899961,0,1.574958925,0.900009,0,0.83,0.899961,0,5.52774012,0.899961
DeutscheTelekom,4,0,0.67,0.89996,0,1.433975757,0.89996,0,0.754,0.89996,0,4.757021679,0.89996
Dfn,0,0,5.517,0.900028875,0,70.236718512,0.900042125,0,6.672,0.900038875,0,120.797057579,0.89999025
Dfn,1,0,30.201,0.9002615,0,1172.989619082,0.90013475,0,48.347,0.9002615,0,197.547543666,0.90091425
Dfn,2,0,13.557,0.9063075,0,274.505254261,0.90569,0,16.963,0.90666425,0,216.974269028,0.908466
Dfn,3,0,11.381,0.9000155,0,91.643150384,0.900027,0,14.508,0.90001475,0,234.710986196,0.90003825
Dfn,4,0,12.675,0.9094835,0,422.327460743,0.904334625,0,14.489,0.9093735,0,229.888180217,0.907858
DialtelecomCz,0,0,119.335,0.8995445,0,1311.144251282,0.899297,0,200.537,0.89927325,1,-0,-0
DialtelecomCz,1,0,121.203,0.8992731667,1,1807.195678241,1.54252475,0,196.085,0.89927,1,-0,-0
DialtelecomCz,2,0,177.96,0.899241,0,1630.587516663,0.8992525,0,203.419,0.8992905,1,-0,-0
DialtelecomCz,3,0,109.457,0.89927925,0,881.502273652,0.89921575,0,203.143,0.89927325,1,-0,-0
DialtelecomCz,4,0,124.022,0.899301,1,1807.033636567,1.3284085,0,208.043,0.899216,1,-0,-0
Digex,0,0,0.534,0.8988666667,0,1.02046281,0.8989555556,0,0.955,0.8988777778,0,4.158403268,0.8989111111
Digex,1,0,0.522,0.8988,0,0.686719172,0.8988,0,0.797,0.8988,0,4.154321542,0.8988444444
Digex,2,0,0.614,0.8988444444,0,1.11176098,0.8989111111,0,0.75,0.8988333333,0,4.208386174,0.8988777778
Digex,3,0,0.754,0.8987777778,0,0.975813959,0.8988,0,0.714,0.8987777778,0,4.201180643,0.8987888889
Digex,4,0,0.718,0.898812963,0,1.172959276,0.8988277778,0,0.887,0.8988240741,0,4.43344708,0.8988796296
Easynet,0,0,0.212,0.90006,0,0.337313801,0.900018,0,0.322,0.900014,0,1.146660423,0.900016
Easynet,1,0,0.212,0.900018,0,0.248049683,0.9000065,0,0.17,0.9000055,0,0.965783417,0.899977
Easynet,2,0,0.269,0.9000395,0,0.225816422,0.9000555,0,0.169,0.9000005,0,1.125291096,0.8999835
Easynet,3,0,0.243,0.89998,0,0.225927378,0.900009,0,0.224,0.90006,0,1.235786889,0.899991
Easynet,4,0,0.232,0.900071,0,0.321136258,0.90005,0,0.197,0.900051,0,1.111830484,0.900005
Eenet,0,0,0.067,0.9539915,0,0.110541985,0.9539915,0,0.059,0.9539915,0,0.355688446,0.9539915
Eenet,1,0,0.067,0.9539885,0,0.055295678,0.9539885,0,0.058,0.9539885,0,0.371945301,0.9539885
Eenet,2,0,0.098,0.953989,0,0.053029568,0.953989,0,0.06,0.953989,0,0.272382667,0.953989
Eenet,3,0,0.066,0.95399,0,0.052421286,0.95399,0,0.057,0.95399,0,0.238281252,0.95399
Eenet,4,0,0.091,0.953991,0,0.052904211,0.953991,0,0.059,0.953991,0,0.385542684,0.953991
EliBackbone,0,0,0.638,0.90006125,0,0.652157001,0.90004725,0,0.372,0.9000648333,0,1.939065518,0.9000545833
EliBackbone,1,0,0.534,0.90005875,0,0.480444152,0.900027,0,0.497,0.900055125,0,1.222878785,0.900004375
EliBackbone,2,0,0.666,0.9000703333,0,1.132252159,0.9000708333,0,0.714,0.9000478333,0,1.477406765,0.9000290417
EliBackbone,3,0,1.145,0.9000645,0,1.776165963,0.9000745,0,0.589,0.9000755,0,1.934415467,0.9000665
EliBackbone,4,0,0.682,0.900009,0,0.392430728,0.9000605,0,0.476,0.9000526667,0,1.631654794,0.90001975
Epoch,0,0,0.092,0.9926666667,0,0.040362307,0.9926666667,0,0.042,0.9926666667,0,0.166117483,0.9950555556
Epoch,1,0,0.095,0.8999777778,0,0.103110159,0.9000333333,0,0.126,0.9000277778,0,0.16585239,0.9052777778
Epoch,2,0,0.514,0.9000888889,0,0.627664744,0.9000888889,0,0.424,0.9000888889,0,0.192498379,0.9195444444
Epoch,3,0,0.186,0.9000555556,0,0.110366252,0.9000555556,0,0.211,0.9000555556,0,0.172579138,0.9123888889
Epoch,4,0,0.532,0.9001888889,0,0.573759679,0.9001888889,0,0.389,0.9001888889,0,0.173815133,0.9473111111
Ernet,0,0,0.287,0.899951,0,0.438920091,0.8999745,0,0.488,0.899951,0,3.227123905,0.899951
Ernet,1,0,0.372,0.899946,0,0.996506582,0.899946,0,0.604,0.899946,0,4.918505645,0.899946
Ernet,2,0,0.437,0.899949,0,0.51755213,0.899949,0,0.495,0.899949,0,3.955623538,0.90001625
Ernet,3,0,0.386,0.899947,0,0.64313918,0.899947,0,0.451,0.899947,0,3.703860649,0.9000025
Ernet,4,0,0.339,0.899949,0,0.724485844,0.899949,0,0.43,0.899949,0,3.935674159,0.899949
Esnet,0,0,2.722,0.9001551208,0,33.362629552,0.8999883683,0,6.611,0.9002421,0,263.783586984,0.9714319
Esnet,1,0,2.578,0.9002025267,0,37.690333751,0.8999968,0,6.492,0.900084903,0,220.074492164,0.9577053
Esnet,2,0,2.592,0.9000998139,0,34.576684273,0.9000091604,0,6.453,0.9002655,0,256.455001109,0.9186886
Esnet,3,0,2.684,0.9003276,0,20.598191892,0.9000409,0,6.317,0.9002989,0,268.323595811,0.9550542
Esnet,4,0,2.641,0.9002730416,0,39.04199403,0.9000476,0,6.281,0.9001049,0,243.136479392,0.9342413
Eunetworks,0,0,0.152,0.90005,0,0.120605534,0.900043,0,0.201,0.9000525,0,0.432319329,0.89999
Eunetworks,1,0,0.135,0.9000385,0,0.11700865,0.9000641667,0,0.124,0.9000416667,0,0.540983736,0.900074
Eunetworks,2,0,0.127,0.900065,0,0.310522575,0.9000308333,0,0.18,0.9000338333,0,0.507119927,0.9000353333
Eunetworks,3,0,0.138,0.9000225,0,0.167305948,0.9000515,0,0.113,0.9000235,0,0.409619599,0.900061
Eunetworks,4,0,0.225,0.9000001667,0,0.14080923,0.9000616667,0,0.129,0.9000071667,0,0.421392715,0.9000533333
Evolink,0,0,0.548,0.899965,0,1.027372637,0.899939,0,0.877,0.899936,0,7.750172437,0.9000125
Evolink,1,0,0.586,0.89996275,0,1.603315197,0.8999275,0,1.061,0.89998675,0,9.215416938,0.89998
Evolink,2,0,0.682,0.90001325,0,1.490232844,0.89995725,0,1.119,0.8999385,0,8.97372738,0.90000225
Evolink,3,0,0.579,0.89995425,0,1.267174594,0.8999975,0,0.921,0.89997025,0,8.504504317,0.89997125
Evolink,4,0,0.583,0.899998,0,1.638267471,0.89997475,0,1.09,0.89996925,0,8.694370177,0.89994525
Fatman,0,0,0.164,0.899978,0,0.082171037,0.899978,0,0.167,0.899978,0,0.60752296,0.899978
Fatman,1,0,0.143,0.899977,0,0.077034764,0.899977,0,0.181,0.899977,0,0.572644354,0.899977
Fatman,2,0,0.154,0.899971,0,0.092672358,0.899971,0,0.11,0.899971,0,0.629695124,0.899971
Fatman,3,0,0.144,0.899973,0,0.076712691,0.899973,0,0.168,0.899973,0,0.593045398,0.899973
Fatman,4,0,0.147,0.899973,0,0.08722121,0.899973,0,0.148,0.899973,0,0.588970298,0.899973
Fccn,0,0,0.157,0.900026,0,0.255151932,0.899989,0,0.22,0.899981,0,1.479967769,0.900019
Fccn,1,0,0.155,0.899969,0,0.174239298,0.899969,0,0.243,0.899969,0,1.448711352,0.899969
Fccn,2,0,0.174,0.900008,0,0.190660493,0.900054,0,0.239,0.900053,0,1.418993615,0.900057
Fccn,3,0,0.161,0.899977,0,0.324090793,0.900002,0,0.242,0.900057,0,1.616824869,0.900035
Fccn,4,0,0.146,0.900029,0,0.322164932,0.89998,0,0.26,0.899985,0,1.374570833,0.900043
Forthnet,0,0,0.305,0.8999888889,0,2.272847837,0.8999888889,0,2.325,0.8999888889,0,79.360855606,0.8999888889
Forthnet,1,0,0.318,0.8999883889,0,3.053503712,0.8999883889,0,2.351,0.8999883889,0,86.76039443,0.8999883889
Forthnet,2,0,0.378,0.8999891111,0,3.092748376,0.8999891111,0,2.23,0.8999891111,0,81.385195175,0.8999891111
Forthnet,3,0,0.317,0.8999876111,0,2.449327988,0.8999876111,0,2.331,0.8999876111,0,86.592162818,0.8999876111
Forthnet,4,0,0.385,0.8999896111,0,4.031956064,0.8999896111,0,2.35,0.8999896111,0,91.049050422,0.8999896111
Funet,0,0,0.465,0.8999905,0,0.592420586,0.8999835,0,0.473,0.8999795,0,1.915393026,0.8999725
Funet,1,0,0.391,0.899957,0,0.712178199,0.900001,0,0.395,0.899971,0,2.247524832,0.8999665
Funet,2,0,0.328,0.899968,0,0.803885465,0.899978,0,0.377,0.899978,0,1.92311395,0.8999855
Funet,3,0,0.35,0.8999695,0,0.535009059,0.899961,0,0.483,0.900018,0,2.072083597,0.899974
Funet,4,0,0.391,0.900004,0,0.885975953,0.9000095,0,0.481,0.9000265,0,2.071043012,0.9000075
Gambia,0,0,0.157,0.89968,0,0.28692285,0.89968,0,0.245,0.89968,0,1.879582872,0.89968
Gambia,1,0,0.172,0.89965,0,0.196393298,0.89965,0,0.278,0.89965,0,2.078509352,0.89965
Gambia,2,0,0.198,0.89968,0,0.219304829,0.89968,0,0.24,0.89968,0,2.138966574,0.89968
Gambia,3,0,0.182,0.899655,0,0.20123608,0.899655,0,0.329,0.899655,0,2.140751392,0.899655
Gambia,4,0,0.183,0.89966,0,0.229466181,0.89966,0,0.329,0.89966,0,2.015951026,0.89966
Garr199901,0,0,0.176,0.90006,0,0.429914568,0.900039,0,0.245,0.900047,0,0.593834709,0.900064
Garr199901,1,0,0.402,0.900046,0,0.514570635,0.90006,0,0.822,0.90005,0,0.93783665,0.900054
Garr199901,2,0,0.242,0.900081,0,0.979518783,0.900069,0,0.216,0.9,0,0.752994112,0.900067
Garr199901,3,0,0.177,0.900024,0,0.34155955,0.900056,0,0.173,0.900079,0,0.576110201,0.900078
Garr199901,4,0,0.207,0.90006,0,0.55454286,0.90005,0,0.154,0.900062,0,0.69800753,0.900052
Garr199904,0,0,0.205,0.8999806452,0,0.685677723,0.8999354839,0,0.255,0.8999483871,0,1.552705888,0.8999225806
Garr199904,1,0,0.238,0.8999870968,0,1.393875061,0.8999225806,0,0.269,0.8999483871,0,1.368316816,0.8999419355
Garr199904,2,0,0.184,0.8999612903,0,0.896497171,0.8999290323,0,0.203,0.8999419355,0,1.543303214,0.8999290323
Garr199904,3,0,0.311,0.8999483871,0,0.501016224,0.8999935484,0,0.258,0.8999806452,0,1.637011154,0.8999935484
Garr199904,4,0,0.216,0.8999741935,0,0.519072418,0.8999806452,0,0.28,0.8999612903,0,1.274461175,0.8999677419
Garr199905,0,0,0.727,0.8999806452,0,3.784753053,0.8999741935,0,0.711,0.8999806452,0,1.833807806,0.8999483871
Garr199905,1,0,0.192,0.8999483871,0,0.563796966,0.8999419355,0,0.36,0.8999548387,0,1.604338276,0.9003419355
Garr199905,2,0,0.173,0.8999612903,0,0.459599001,0.8999741935,0,0.227,0.8999677419,0,1.505699147,0.8999741935
Garr199905,3,0,1.213,0.8999290323,0,6.871945329,0.8999806452,0,0.721,0.8999741935,0,2.11234614,0.8999483871
Garr199905,4,0,0.232,0.8999483871,0,0.636027059,0.8999612903,0,0.218,0.8999225806,0,1.290368009,0.8999806452
Garr200109,0,0,0.181,0.8999548387,0,0.391387336,0.8999483871,0,0.183,0.8999677419,0,1.436964805,0.8999096774
Garr200109,1,0,0.257,0.8999483871,0,0.427747521,0.8999096774,0,0.181,0.8999354839,0,1.360981587,0.8999419355
Garr200109,2,0,0.204,0.9,0,0.717249274,0.8999935484,0,0.305,0.9,0,1.181079696,0.8999806452
Garr200109,3,0,0.201,0.8999096774,0,0.553021256,0.8999612903,0,0.235,0.8999032258,0,1.247294663,0.8999548387
Garr200109,4,0,0.177,0.8999483871,0,0.343765387,0.8999483871,0,0.297,0.8998967742,0,1.140906363,0.8999612903
Garr200112,0,0,0.222,0.8999483871,0,0.523149679,0.8999096774,0,0.294,0.899883871,0,1.633607211,0.8998774194
Garr200112,1,0,0.161,0.8999290323,0,0.717353282,0.8999096774,0,0.273,0.8999354839,0,1.792526459,0.8999096774
Garr200112,2,0,0.221,0.8999677419,0,0.542829125,0.8999548387,0,0.315,0.8999741935,0,1.72355675,0.8999741935
Garr200112,3,0,0.183,0.899883871,0,0.576595109,0.899916129,0,0.282,0.899916129,0,1.556963969,0.8999096774
Garr200112,4,0,0.215,0.8999354839,0,0.53727291,0.8999483871,0,0.258,0.8999290323,0,1.485319053,0.8999032258
Garr200212,0,0,0.176,0.8998580645,0,0.521072321,0.8998451613,0,0.292,0.8998677419,0,2.366715934,0.8998387097
Garr200212,1,0,0.397,0.8998430108,0,0.715138192,0.899883871,0,0.313,0.8998451613,0,2.282469915,0.8998580645
Garr200212,2,0,0.38,0.8999483871,0,1.066522859,0.8999290323,0,0.283,0.8999096774,0,2.28875256,1.1318548387
Garr200212,3,0,0.278,0.8998666667,0,0.662086553,0.899855914,0,0.261,0.8998580645,0,2.206361244,0.8998258065
