Topology,DemandFile,Preprocessing time,ILP solve time,Total  time,uMax
Pern,0002,0.099,21.568,21.667,0.898502
Pern,0003,0.109,21.708,21.817,0.898533
Pern,0004,0.113,21.858,21.971,0.898505
PionierL1,0000,0.009,0.689,0.698,0.89998
PionierL1,0001,0.008,0.684,0.692,0.899984
PionierL1,0002,0.009,0.723,0.732,0.899982
PionierL1,0003,0.008,0.947,0.955,0.899946
PionierL1,0004,0.008,0.806,0.814,0.8999739999999999
PionierL3,0000,0.01,1.003,1.013,1.4663587
PionierL3,0001,0.01,1.108,1.118,1.3623937
PionierL3,0002,0.009,1.136,1.145,1.32881965
PionierL3,0003,0.01,0.967,0.977,1.6821686
PionierL3,0004,0.01,0.886,0.896,1.646869
Psinet,0000,0.003,0.2,0.203,0.8992
Psinet,0001,0.004,0.344,0.348,0.8993555555555555
Psinet,0002,0.004,0.203,0.207,0.8992444444444445
Psinet,0003,0.004,0.348,0.352,0.8993111111111111
Psinet,0004,0.003,0.204,0.207,0.8992444444444444
Quest,0000,0.003,0.33,0.333,0.900058
Quest,0001,0.003,0.361,0.364,0.900045
Quest,0002,0.003,262.79,262.793,0.914232
Quest,0003,0.003,0.513,0.516,0.9000429999999999
Quest,0004,0.003,6.408,6.411,0.900074
RedBestel,0000,0.041,25.477,25.518,1.125482
RedBestel,0001,0.035,21.222,21.257,1.17221
RedBestel,0002,0.062,21.165,21.227,0.995576
RedBestel,0003,0.047,21.33,21.377,0.960074
RedBestel,0004,0.047,21.881,21.928,1.040702
Rediris,0000,0.001,0.403,0.404,0.9085092
Rediris,0001,0.002,0.275,0.277,0.9093159999999999
Rediris,0002,0.002,0.292,0.294,0.9149716
Rediris,0003,0.002,0.286,0.288,0.9336544
Rediris,0004,0.004,0.248,0.252,0.9752152000000001
Renam,0000,0.0,0.043,0.043,0.89975
Renam,0001,0.0,0.025,0.025,0.899875
Renam,0002,0.0,0.025,0.025,0.89875
Renam,0003,0.0,0.042,0.042,0.899899033607385
Renam,0004,0.0,0.024,0.024,0.89875
Renater1999,0000,0.004,0.145,0.149,0.8996387096774193
Renater1999,0001,0.006,0.165,0.171,0.8996645161290323
Renater1999,0002,0.003,0.131,0.134,0.8996580645161291
Renater1999,0003,0.004,0.194,0.198,0.8996451612903226
Renater1999,0004,0.005,0.197,0.202,0.8996580645161291
Renater2001,0000,0.003,0.178,0.181,0.956941935483871
Renater2001,0001,0.004,0.248,0.252,1.1750258064516128
Renater2001,0002,0.003,0.186,0.189,0.947541935483871
Renater2001,0003,0.004,0.178,0.182,0.899832258064516
Renater2001,0004,0.004,0.2,0.204,0.8999032258064517
Renater2004,0000,0.006,0.563,0.569,0.9797496
Renater2004,0001,0.005,0.496,0.501,0.9862448
Renater2004,0002,0.006,0.611,0.617,0.9383132
Renater2004,0003,0.005,1.239,1.244,0.9140176
Renater2004,0004,0.007,0.507,0.514,0.9145988
Renater2006,0000,0.007,0.47,0.477,0.9000792
Renater2006,0001,0.009,0.627,0.636,0.9000096
Renater2006,0002,0.009,0.904,0.913,0.9000152
Renater2006,0003,0.007,0.647,0.654,0.9000324
Renater2006,0004,0.009,0.471,0.48,0.9000248000000001
Renater2008,0000,0.006,0.567,0.573,0.9000096
Renater2008,0001,0.007,0.57,0.577,0.9000647999999999
Renater2008,0002,0.007,0.667,0.674,0.9000352
Renater2008,0003,0.009,0.61,0.619,0.9000028
Renater2008,0004,0.006,0.567,0.573,0.9000020000000001
Renater2010,0000,0.017,1.306,1.323,0.8996645161290323
Renater2010,0001,0.013,1.392,1.405,0.8996838709677419
Renater2010,0002,0.014,1.468,1.482,0.8997096774193548
Renater2010,0003,0.013,1.731,1.744,0.8997290322580646
Renater2010,0004,0.014,1.211,1.225,0.8996903225806452
Restena,0000,0.002,0.193,0.195,0.9663823
Restena,0001,0.003,0.103,0.106,0.9543425
Restena,0002,0.003,0.152,0.155,0.951228
Restena,0003,0.002,0.161,0.163,0.9416971999999999
Restena,0004,0.002,0.134,0.136,0.9401589
Reuna,0000,0.01,0.505,0.515,0.8993707317073171
Reuna,0001,0.012,0.508,0.52,0.8993853658536586
Reuna,0002,0.01,0.515,0.525,0.899380487804878
Reuna,0003,0.009,0.494,0.503,0.8994750830564784
Reuna,0004,0.008,0.491,0.499,0.8993756097560975
Rhnet,0000,0.001,0.083,0.084,0.899974
Rhnet,0001,0.002,0.148,0.15,0.899981
Rhnet,0002,0.003,0.14,0.143,0.899979
Rhnet,0003,0.002,0.13,0.132,0.899976
Rhnet,0004,0.002,0.086,0.088,0.899982
Rnp,0000,0.008,0.336,0.344,0.8999904000000001
Rnp,0001,0.01,0.368,0.378,0.8999746666666666
Rnp,0002,0.007,0.322,0.329,0.899975
Rnp,0003,0.006,0.333,0.339,0.8999914999999999
Rnp,0004,0.005,0.462,0.467,0.8999743333333333
Roedunet,0000,0.012,0.619,0.631,2.1918025648589046
Roedunet,0001,0.012,0.608,0.62,1.2592721193415637
Roedunet,0002,0.016,0.675,0.691,1.4329920076412006
Roedunet,0003,0.012,0.593,0.605,1.8847479423868312
Roedunet,0004,0.013,0.625,0.638,2.3476605846080374
RoedunetFibre,0000,0.018,1.645,1.663,0.899786
RoedunetFibre,0001,0.017,1.638,1.655,0.899795
RoedunetFibre,0002,0.017,1.679,1.696,0.899788
RoedunetFibre,0003,0.017,1.618,1.635,0.8998
RoedunetFibre,0004,0.023,1.711,1.734,0.899794
Sago,0000,0.002,0.097,0.099,0.899956
Sago,0001,0.002,0.155,0.157,0.899956
Sago,0002,0.002,0.153,0.155,0.899957
Sago,0003,0.001,0.097,0.098,0.899965
Sago,0004,0.002,0.102,0.104,0.89996
Sanet,0000,0.014,1.534,1.548,0.9001425999999997
Sanet,0001,0.023,1.487,1.51,0.9000333
Sanet,0002,0.014,1.503,1.517,0.9000659
Sanet,0003,0.017,1.418,1.435,0.9001415
Sanet,0004,0.015,1.396,1.411,0.9000316
Sanren,0000,0.001,0.09,0.091,0.90248
Sanren,0001,0.0,0.054,0.054,0.9571069999999999
Sanren,0002,0.0,0.064,0.064,0.90986
Sanren,0003,0.0,0.052,0.052,0.9008349999999999
Sanren,0004,0.0,0.07,0.07,0.921459
Savvis,0000,0.003,0.222,0.225,0.8996000000000001
Savvis,0001,0.001,0.13,0.131,0.8995777777777778
Savvis,0002,0.002,0.242,0.244,0.8995333333333333
Savvis,0003,0.003,0.137,0.14,0.8996
Savvis,0004,0.002,0.179,0.181,0.8995333333333333
Shentel,0000,0.004,0.333,0.337,0.899942
Shentel,0001,0.007,0.366,0.373,0.899936
Shentel,0002,0.004,0.333,0.337,0.899931
Shentel,0003,0.005,0.332,0.337,0.899931
Shentel,0004,0.005,0.354,0.359,0.899937
Sinet,0000,0.028,5.02,5.048,0.90108085
Sinet,0001,0.028,4.509,4.537,0.902518875
Sinet,0002,0.028,4.587,4.615,0.9002792
Sinet,0003,0.029,4.53,4.559,0.9033021499999999
Sinet,0004,0.028,4.691,4.719,0.9002717
Singaren,0000,0.001,0.068,0.069,0.899993
Singaren,0001,0.001,0.067,0.068,0.899995
Singaren,0002,0.0,0.035,0.035,0.899995
Singaren,0003,0.001,0.07,0.071,0.899994
Singaren,0004,0.001,0.065,0.066,0.899995
Spiralight,0000,0.001,0.127,0.128,0.90005
Spiralight,0001,0.001,0.146,0.147,0.900033
Spiralight,0002,0.001,0.13,0.131,0.900068
Spiralight,0003,0.001,0.126,0.127,0.900068
Spiralight,0004,0.001,0.107,0.108,0.900045
Sprint,0000,0.0,0.289,0.289,0.8999111111111111
Sprint,0001,0.001,1.07,1.071,0.9028222222222222
Sprint,0002,0.001,0.721,0.722,0.8999333333333334
Sprint,0003,0.001,0.439,0.44,0.9017777777777777
Sprint,0004,0.0,0.106,0.106,0.9659777777777778
Sunet,0000,0.003,0.327,0.33,1.51693
Sunet,0001,0.003,0.327,0.33,1.509564
Sunet,0002,0.004,0.358,0.362,1.799949
Sunet,0003,0.004,0.347,0.351,1.35008
Sunet,0004,0.004,0.321,0.325,1.483969
Surfnet,0000,0.02,2.125,2.145,1.053419
Surfnet,0001,0.029,2.182,2.211,1.146207
Surfnet,0002,0.021,2.665,2.686,0.900002
Surfnet,0003,0.019,2.123,2.142,1.219621
Surfnet,0004,0.019,2.195,2.214,1.243916
Switch,0000,0.039,10.236,10.275,0.8999492
Switch,0001,0.029,9.589,9.618,0.8999164
Switch,0002,0.051,10.216,10.267,0.8999608
Switch,0003,0.04,9.382,9.422,0.8999704
Switch,0004,0.027,9.21,9.237,0.8999964
SwitchL3,0000,0.012,0.951,0.963,0.9385876
SwitchL3,0001,0.013,0.982,0.995,0.9593941
SwitchL3,0002,0.012,0.916,0.928,0.9711348000000001
SwitchL3,0003,0.012,0.916,0.928,0.9701557
SwitchL3,0004,0.013,0.966,0.979,0.9418736
Syringa,0000,0.043,11.14,11.183,0.899694
Syringa,0001,0.037,11.198,11.235,0.899588
Syringa,0002,0.056,11.343,11.399,0.8995919999999997
Syringa,0003,0.046,11.298,11.344,0.899568
Syringa,0004,0.028,11.155,11.183,0.899564
TataNld,0000,0.165,266.496,266.661,0.899349
TataNld,0001,0.153,247.182,247.335,0.899397
TataNld,0002,0.149,220.345,220.494,0.899344
TataNld,0003,0.148,224.642,224.79,0.899409
TataNld,0004,0.136,264.271,264.407,0.899388
Telcove,0000,0.041,2.911,2.952,0.89935
Telcove,0001,0.025,2.773,2.798,0.899364
Telcove,0002,0.027,2.758,2.785,0.899391
Telcove,0003,0.026,2.78,2.806,0.899365
Telcove,0004,0.029,2.933,2.962,0.899382
Telecomserbia,0000,0.0,0.045,0.045,0.919178
Telecomserbia,0001,0.0,0.039,0.039,0.9037868
Telecomserbia,0002,0.0,0.05,0.05,0.9493364
Telecomserbia,0003,0.0,0.037,0.037,0.9544168
Telecomserbia,0004,0.0,0.043,0.043,0.9027136
Tinet,0000,0.023,3.262,3.285,0.899845
Tinet,0001,0.021,2.928,2.949,0.899858
Tinet,0002,0.021,3.419,3.44,0.899881
Tinet,0003,0.019,2.958,2.977,0.899896
Tinet,0004,0.021,2.95,2.971,0.89991
TLex,0000,0.001,0.074,0.075,1.480000430081994
TLex,0001,0.001,0.092,0.093,1.554011635232317
TLex,0002,0.0,0.081,0.081,1.1430136208784818
TLex,0003,0.0,0.099,0.099,1.1714215966582022
TLex,0004,0.001,0.112,0.113,1.0131464253523037
Tw,0000,0.025,6.321,6.346,1.138501
Tw,0001,0.026,6.381,6.407,1.103208
Tw,0002,0.026,6.277,6.303,1.126419
Tw,0003,0.026,7.058,7.084,1.17225
Tw,0004,0.041,6.315,6.356,1.101253
Twaren,0000,0.002,0.112,0.114,0.900044
Twaren,0001,0.002,0.101,0.103,0.899993
Twaren,0002,0.002,0.104,0.106,0.899987
Twaren,0003,0.003,0.192,0.195,0.9
Twaren,0004,0.001,0.106,0.107,0.900033
Ulaknet,0000,0.081,3.632,3.713,0.89985
Ulaknet,0001,0.075,3.783,3.858,0.899832
Ulaknet,0002,0.077,3.867,3.944,0.899846
Ulaknet,0003,0.047,3.779,3.826,0.9538447
Ulaknet,0004,0.048,3.77,3.818,0.899844
UniC,0000,0.003,0.212,0.215,1.7999239999999999
UniC,0001,0.003,0.294,0.297,1.650283
UniC,0002,0.003,0.214,0.217,1.799925
UniC,0003,0.003,0.225,0.228,1.612914
UniC,0004,0.004,0.206,0.21,1.7999239999999999
Uninet,0000,0.001,0.078,0.079,1.350082
Uninet,0001,0.001,0.111,0.112,1.350066
Uninet,0002,0.001,0.104,0.105,1.042447
Uninet,0003,0.001,0.054,0.055,1.608921
Uninet,0004,0.001,0.078,0.079,1.278975
Uninett2010,0000,0.027,6.983,7.01,0.899835
Uninett2010,0001,0.029,6.992,7.021,0.899832
Uninett2010,0002,0.028,6.995,7.023,1.068928
Uninett2010,0003,0.029,6.956,6.985,1.0120948
Uninett2010,0004,0.027,7.231,7.258,1.0636536
Uninett2011,0000,0.041,5.646,5.687,0.899905
Uninett2011,0001,0.025,5.235,5.26,0.899956
Uninett2011,0002,0.04,5.652,5.692,0.89992
Uninett2011,0003,0.027,5.332,5.359,0.900954
Uninett2011,0004,0.024,6.155,6.179,0.901267
Uran,0000,0.004,0.159,0.163,1.252659
Uran,0001,0.004,0.149,0.153,1.201474
Uran,0002,0.002,0.147,0.149,1.237587
Uran,0003,0.003,0.163,0.166,0.899945
Uran,0004,0.003,0.153,0.156,1.236725
UsCarrier,0000,0.163,191.555,191.718,0.898599
UsCarrier,0001,0.165,201.768,201.933,0.898613
UsCarrier,0002,0.175,185.334,185.509,0.89859
UsCarrier,0003,0.207,195.235,195.442,0.898686
UsCarrier,0004,0.17,197.613,197.783,0.898621
UsSignal,0000,0.022,7.422,7.444,0.899897
UsSignal,0001,0.049,6.378,6.427,0.928234
UsSignal,0002,0.036,5.768,5.804,0.8999429999999999
UsSignal,0003,0.035,6.932,6.967,0.899915
UsSignal,0004,0.022,6.127,6.149,0.89993
Uunet,0000,0.018,2.163,2.181,0.8986666666666667
Uunet,0001,0.019,2.129,2.148,0.8986666666666666
Uunet,0002,0.019,2.225,2.244,0.8986666666666666
Uunet,0003,0.02,3.013,3.033,0.8988666666666666
Uunet,0004,0.018,2.495,2.513,0.8986888888888889
Vinaren,0000,0.002,0.152,0.154,0.8994774193548387
Vinaren,0001,0.004,0.156,0.16,0.8995290322580646
Vinaren,0002,0.004,0.155,0.159,0.8995032258064517
Vinaren,0003,0.003,0.142,0.145,0.8994903225806452
Vinaren,0004,0.004,0.148,0.152,0.899541935483871
VisionNet,0000,0.003,0.167,0.17,0.899945
VisionNet,0001,0.003,0.162,0.165,0.899937
VisionNet,0002,0.003,0.166,0.169,0.899939
VisionNet,0003,0.004,0.171,0.175,0.899932
VisionNet,0004,0.002,0.228,0.23,0.89994
VtlWavenet2008,0000,0.058,30.014,30.072,0.899621
VtlWavenet2008,0001,0.057,30.631,30.688,0.899596
VtlWavenet2008,0002,0.079,34.109,34.188,0.899533
VtlWavenet2008,0003,0.05,30.339,30.389,0.899562
VtlWavenet2008,0004,0.054,29.558,29.612,0.899547
VtlWavenet2011,0000,0.05,44.09,44.14,0.899508
VtlWavenet2011,0001,0.065,39.963,40.028,0.89951
VtlWavenet2011,0002,0.084,38.106,38.19,0.899507
VtlWavenet2011,0003,0.07,40.715,40.785,0.89949
VtlWavenet2011,0004,0.053,41.849,41.902,0.899515
WideJpn,0000,0.005,0.32,0.325,0.9899885
WideJpn,0001,0.006,0.309,0.315,0.899949
WideJpn,0002,0.005,0.241,0.246,0.9899915
WideJpn,0003,0.006,0.237,0.243,0.899945
WideJpn,0004,0.005,0.275,0.28,0.989989
Xeex,0000,0.003,0.417,0.42,0.900022
Xeex,0001,0.004,1.18,1.184,1.02475
Xeex,0002,0.004,0.455,0.459,0.972484
Xeex,0003,0.003,0.581,0.584,1.040223
Xeex,0004,0.003,0.237,0.24,1.0705809999999998
Xspedius,0000,0.006,1.345,1.351,0.899988
Xspedius,0001,0.008,0.894,0.902,0.900029
Xspedius,0002,0.007,1.016,1.023,0.900044
Xspedius,0003,0.008,0.813,0.821,0.900034
Xspedius,0004,0.007,0.99,0.997,0.900053
York,0000,0.003,0.372,0.375,0.899979
York,0001,0.004,0.206,0.21,0.900044
York,0002,0.003,0.328,0.331,0.8999780000000001
York,0003,0.004,0.269,0.273,0.900009
York,0004,0.003,0.204,0.207,0.899983
Zamren,0000,0.008,0.419,0.427,0.89855
Zamren,0001,0.013,0.482,0.495,0.89854
Zamren,0002,0.007,0.432,0.439,0.89852
Zamren,0003,0.008,0.432,0.44,0.89848
Zamren,0004,0.008,0.426,0.434,0.89863
