Topology,DemandFile,Preprocessing time,ILP solve time,Total  time,uMax
Garr201007,0003,0.02,3.271,3.291,0.9188172
Garr201007,0004,0.019,2.508,2.527,0.9654002
Garr201008,0000,0.02,2.603,2.623,0.8999061538461538
Garr201008,0001,0.02,2.445,2.465,0.900058
Garr201008,0002,0.026,2.164,2.19,1.038482
Garr201008,0003,0.038,2.637,2.675,0.9600248
Garr201008,0004,0.032,2.131,2.163,1.221674
Garr201010,0000,0.022,2.703,2.725,0.9000368
Garr201010,0001,0.022,2.751,2.773,0.9000892
Garr201010,0002,0.02,2.722,2.742,0.9000792
Garr201010,0003,0.02,2.992,3.012,1.0808564
Garr201010,0004,0.022,2.63,2.652,0.958056
Garr201012,0000,0.02,2.502,2.522,0.9000284
Garr201012,0001,0.02,2.885,2.905,0.972131
Garr201012,0002,0.02,2.854,2.874,0.9000588
Garr201012,0003,0.02,3.256,3.276,0.922372224894488
Garr201012,0004,0.026,2.56,2.586,0.9000484
Garr201101,0000,0.019,2.646,2.665,1.003705361462431
Garr201101,0001,0.02,2.549,2.569,0.90006
Garr201101,0002,0.02,2.961,2.981,1.1179884
Garr201101,0003,0.02,2.912,2.932,0.900122
Garr201101,0004,0.021,2.906,2.927,0.9783552
Garr201102,0000,0.02,2.366,2.386,0.89994
Garr201102,0001,0.021,2.363,2.384,0.89995
Garr201102,0002,0.019,2.319,2.338,0.899945
Garr201102,0003,0.021,2.268,2.289,0.89995
Garr201102,0004,0.021,2.306,2.327,0.899944
Garr201103,0000,0.021,2.414,2.435,0.899941
Garr201103,0001,0.021,2.733,2.754,0.899944
Garr201103,0002,0.021,2.728,2.749,0.950317
Garr201103,0003,0.021,2.468,2.489,0.992136
Garr201103,0004,0.02,2.809,2.829,1.024875999999999
Garr201104,0000,0.021,2.598,2.619,0.899941
Garr201104,0001,0.021,2.629,2.65,1.247638
Garr201104,0002,0.021,2.613,2.634,1.799943
Garr201104,0003,0.032,2.81,2.842,0.899941
Garr201104,0004,0.032,2.617,2.649,0.899939
Garr201105,0000,0.032,2.649,2.681,1.09697
Garr201105,0001,0.033,2.662,2.695,0.899947
Garr201105,0002,0.021,2.725,2.746,0.899943
Garr201105,0003,0.021,3.322,3.343,0.943398
Garr201105,0004,0.022,2.909,2.931,0.9000244
Garr201107,0000,0.021,3.102,3.123,0.925796
Garr201107,0001,0.02,2.577,2.597,1.302537
Garr201107,0002,0.021,3.402,3.423,0.909163
Garr201107,0003,0.022,2.606,2.628,1.09726
Garr201107,0004,0.032,2.959,2.991,1.130553
Garr201108,0000,0.02,2.711,2.731,1.089768
Garr201108,0001,0.02,2.951,2.971,0.9000384
Garr201108,0002,0.021,2.621,2.642,0.9000452
Garr201108,0003,0.032,3.022,3.054,0.8999764
Garr201108,0004,0.041,2.706,2.747,0.9000096
Garr201109,0000,0.02,3.185,3.205,0.8999888
Garr201109,0001,0.021,2.88,2.901,0.8999864000000001
Garr201109,0002,0.023,3.032,3.055,0.89999
Garr201109,0003,0.021,3.215,3.236,0.9000892
Garr201109,0004,0.022,2.835,2.857,0.8999732
Garr201110,0000,0.036,2.623,2.659,0.899938
Garr201110,0001,0.021,2.931,2.952,0.9000564
Garr201110,0002,0.043,2.863,2.906,0.8999724
Garr201110,0003,0.044,2.816,2.86,0.9000288
Garr201110,0004,0.034,2.924,2.958,0.8999996
Garr201111,0000,0.028,3.001,3.029,0.8999704000000001
Garr201111,0001,0.022,3.518,3.54,0.8999744
Garr201111,0002,0.022,3.191,3.213,0.8999891999999999
Garr201111,0003,0.021,3.204,3.225,0.8999876
Garr201111,0004,0.033,3.248,3.281,0.9000004
Garr201112,0000,0.023,3.441,3.464,0.9000464
Garr201112,0001,0.033,3.278,3.311,0.9000288
Garr201112,0002,0.022,3.113,3.135,0.899996
Garr201112,0003,0.022,3.036,3.058,0.899938
Garr201112,0004,0.022,3.267,3.289,0.899982
Garr201201,0000,0.03,3.144,3.174,0.90004
Garr201201,0001,0.023,3.056,3.079,1.02542
Garr201201,0002,0.022,3.131,3.153,1.101024
Garr201201,0003,0.021,2.928,2.949,1.277966
Garr201201,0004,0.022,3.009,3.031,0.9000859999999999
Gblnet,0000,0.0,0.033,0.033,0.899993
Gblnet,0001,0.0,0.053,0.053,0.899993
Gblnet,0002,0.0,0.032,0.032,0.899993
Gblnet,0003,0.001,0.055,0.056,0.899993
Gblnet,0004,0.0,0.068,0.068,0.899992
Geant2001,0000,0.004,0.328,0.332,1.0393784
Geant2001,0001,0.004,0.278,0.282,0.8999935691318327
Geant2001,0002,0.004,0.491,0.495,0.945324
Geant2001,0003,0.004,0.303,0.307,0.9276324
Geant2001,0004,0.003,0.251,0.254,0.8999694533762058
Geant2009,0000,0.008,1.066,1.074,0.9000815
Geant2009,0001,0.007,2.711,2.718,0.9384006
Geant2009,0002,0.008,1.506,1.514,0.9001760000000001
Geant2009,0003,0.007,0.994,1.001,0.9001317000000001
Geant2009,0004,0.008,1.112,1.12,0.9002035
Geant2010,0000,0.008,1.136,1.144,0.900086106870229
Geant2010,0001,0.008,1.321,1.329,0.9001183511450381
Geant2010,0002,0.008,3.938,3.946,0.9001388702290076
Geant2010,0003,0.009,1.134,1.143,0.9001133
Geant2010,0004,0.008,0.84,0.848,0.9000815
Geant2012,0000,0.01,1.265,1.275,0.9001828744356163
Geant2012,0001,0.011,1.477,1.488,0.9000353
Geant2012,0002,0.011,1.654,1.665,0.9000769674490202
Geant2012,0003,0.011,1.474,1.485,0.9000779
Geant2012,0004,0.012,1.029,1.041,0.9000934325668309
Getnet,0000,0.0,0.054,0.054,0.9311333333333334
Getnet,0001,0.0,0.043,0.043,0.9186888888888889
Getnet,0002,0.0,0.048,0.048,0.9135777777777778
Getnet,0003,0.0,0.053,0.053,0.908422222222222
Getnet,0004,0.001,0.033,0.034,0.9623555555555554
Globalcenter,0000,0.0,0.062,0.062,1.3514
Globalcenter,0001,0.0,0.099,0.099,1.6360666666666663
Globalcenter,0002,0.0,0.1,0.1,1.1823777777777777
Globalcenter,0003,0.0,0.084,0.084,1.3111111111111111
Globalcenter,0004,0.001,0.056,0.057,1.5756666666666668
Globenet,0000,0.024,7.589,7.613,1.162068
Globenet,0001,0.035,7.339,7.374,1.0449519999999999
Globenet,0002,0.034,8.36,8.394,1.221443
Globenet,0003,0.023,7.141,7.164,1.114044
Globenet,0004,0.026,7.091,7.117,1.108822
Goodnet,0000,0.002,1.964,1.966,0.8999555555555555
Goodnet,0001,0.001,0.133,0.134,0.941
Goodnet,0002,0.001,0.232,0.233,1.2745333333333324
Goodnet,0003,0.001,1.136,1.137,0.8999555555555553
Goodnet,0004,0.001,0.687,0.688,0.9331333333333334
Grena,0000,0.001,0.095,0.096,0.899971
Grena,0001,0.002,0.077,0.079,0.899962
Grena,0002,0.002,0.076,0.078,0.899965
Grena,0003,0.002,0.07,0.072,0.899964
Grena,0004,0.001,0.076,0.077,0.899968
Gridnet,0000,0.0,0.224,0.224,0.9105111111111106
Gridnet,0001,0.0,0.384,0.384,0.9027555555555554
Gridnet,0002,0.0,0.3,0.3,0.9051777777777777
Gridnet,0003,0.0,0.149,0.149,0.9072666666666663
Gridnet,0004,0.0,0.065,0.065,1.0624222222222222
Grnet,0000,0.009,0.561,0.57,0.899951
Grnet,0001,0.008,0.463,0.471,0.899986
Grnet,0002,0.015,0.555,0.57,0.899947
Grnet,0003,0.014,0.516,0.53,0.899951
Grnet,0004,0.009,0.567,0.576,0.89995
GtsCe,0000,0.146,170.077,170.223,0.899164
GtsCe,0001,0.159,167.682,167.841,0.899115
GtsCe,0002,0.17,169.935,170.105,0.899169
GtsCe,0003,0.145,218.262,218.407,0.899131
GtsCe,0004,0.188,178.769,178.957,0.899174
GtsCzechRepublic,0000,0.006,0.472,0.478,0.899991
GtsCzechRepublic,0001,0.006,0.428,0.434,0.8999699999999999
GtsCzechRepublic,0002,0.007,0.442,0.449,0.899974
GtsCzechRepublic,0003,0.006,0.472,0.478,0.899994
GtsCzechRepublic,0004,0.006,0.654,0.66,0.899942
GtsHungary,0000,0.005,0.263,0.268,0.899966
GtsHungary,0001,0.005,0.263,0.268,0.899957
GtsHungary,0002,0.005,0.266,0.271,0.900042
GtsHungary,0003,0.005,0.319,0.324,0.899992
GtsHungary,0004,0.005,0.267,0.272,0.900023
GtsPoland,0000,0.006,0.742,0.748,0.89998
GtsPoland,0001,0.007,0.872,0.879,0.900018
GtsPoland,0002,0.006,0.536,0.542,0.899983
GtsPoland,0003,0.008,0.568,0.576,0.900039
GtsPoland,0004,0.01,0.974,0.984,0.900015
GtsRomania,0000,0.003,0.191,0.194,0.900001
GtsRomania,0001,0.003,0.127,0.13,0.900006
GtsRomania,0002,0.002,0.126,0.128,0.900054
GtsRomania,0003,0.003,0.131,0.134,0.899981
GtsRomania,0004,0.003,0.126,0.129,0.89998
GtsSlovakia,0000,0.007,0.343,0.35,1.021509
GtsSlovakia,0001,0.007,0.341,0.348,1.190953
GtsSlovakia,0002,0.009,0.376,0.385,0.900021
GtsSlovakia,0003,0.008,0.361,0.369,0.899975
GtsSlovakia,0004,0.007,0.349,0.356,0.899935
Harnet,0000,0.003,0.17,0.173,1.134652463382157
Harnet,0001,0.003,0.129,0.132,1.0764324900133155
Harnet,0002,0.003,0.128,0.131,1.231328894806924
Harnet,0003,0.003,0.136,0.139,0.9000063914780293
Harnet,0004,0.004,0.207,0.211,0.9000639147802929
Heanet,0000,0.0,0.053,0.053,1.188591
Heanet,0001,0.0,0.041,0.041,2.308915
Heanet,0002,0.0,0.042,0.042,2.159488
Heanet,0003,0.0,0.053,0.053,1.069156
Heanet,0004,0.0,0.051,0.051,0.911412
HiberniaCanada,0000,0.001,0.065,0.066,0.900001
HiberniaCanada,0001,0.001,0.102,0.103,0.902308
HiberniaCanada,0002,0.001,0.105,0.106,0.90003
HiberniaCanada,0003,0.0,0.097,0.097,0.900007
HiberniaCanada,0004,0.001,0.098,0.099,0.900053
HiberniaGlobal,0000,0.02,4.786,4.806,0.987353
HiberniaGlobal,0001,0.019,4.577,4.596,0.937103
HiberniaGlobal,0002,0.02,4.879,4.899,1.044716
HiberniaGlobal,0003,0.021,4.1,4.121,1.0091329999999998
HiberniaGlobal,0004,0.027,4.137,4.164,1.002381
HiberniaIreland,0000,0.0,0.047,0.047,0.903995
HiberniaIreland,0001,0.0,0.076,0.076,0.900041
HiberniaIreland,0002,0.0,0.065,0.065,0.900001
HiberniaIreland,0003,0.0,0.05,0.05,0.9
HiberniaIreland,0004,0.0,0.105,0.105,0.900077
HiberniaNireland,0000,0.001,0.123,0.124,0.900031
HiberniaNireland,0001,0.002,0.196,0.198,0.900048999892875
HiberniaNireland,0002,0.001,0.168,0.169,0.900013
HiberniaNireland,0003,0.003,0.314,0.317,0.9000039999999991
HiberniaNireland,0004,0.001,0.125,0.126,0.900006
HiberniaUk,0000,0.001,0.098,0.099,0.9000349999999999
HiberniaUk,0001,0.002,0.162,0.164,0.9000509999999999
HiberniaUk,0002,0.001,0.117,0.118,0.900073
HiberniaUk,0003,0.001,0.126,0.127,0.900022
HiberniaUk,0004,0.001,0.073,0.074,0.90005
HiberniaUs,0000,0.003,0.186,0.189,0.899958
HiberniaUs,0001,0.003,0.188,0.191,0.899958
HiberniaUs,0002,0.002,0.303,0.305,0.900035
HiberniaUs,0003,0.003,0.185,0.188,0.899965
HiberniaUs,0004,0.003,0.182,0.185,0.899955
Highwinds,0000,0.002,0.244,0.246,1.800016
Highwinds,0001,0.003,0.293,0.296,1.800072
Highwinds,0002,0.003,0.265,0.268,1.800006
Highwinds,0003,0.002,0.142,0.144,1.860619
Highwinds,0004,0.002,0.185,0.187,1.800082
HostwayInternational,0000,0.001,0.181,0.182,0.900065
HostwayInternational,0001,0.001,0.089,0.09,0.899976
HostwayInternational,0002,0.001,0.093,0.094,0.899974
HostwayInternational,0003,0.003,0.104,0.107,0.900069
HostwayInternational,0004,0.001,0.087,0.088,0.899976
HurricaneElectric,0000,0.005,0.502,0.507,0.900065
HurricaneElectric,0001,0.003,0.205,0.208,0.900074
HurricaneElectric,0002,0.004,0.303,0.307,0.8999869999999999
HurricaneElectric,0003,0.003,0.662,0.665,0.900058
HurricaneElectric,0004,0.004,0.37,0.374,0.9000630000000001
Ibm,0000,0.002,1.373,1.375,0.8998444444444444
Ibm,0001,0.003,0.309,0.312,0.8998666666666667
Ibm,0002,0.002,0.326,0.328,0.8998222222222222
Ibm,0003,0.001,0.48,0.481,0.8998666666666667
Ibm,0004,0.002,0.324,0.326,0.8998444444444444
Iij,0000,0.009,0.555,0.564,0.9001051914544753
Iij,0001,0.008,0.61,0.618,1.0440097133809156
Iij,0002,0.01,0.558,0.568,1.026588119695216
Iij,0003,0.009,0.681,0.69,0.9000280309606481
Iij,0004,0.009,0.822,0.831,0.9001096121077675
Iinet,0000,0.006,0.321,0.327,1.079384
Iinet,0001,0.009,0.486,0.495,0.900019
Iinet,0002,0.006,0.362,0.368,0.900012
Iinet,0003,0.006,0.372,0.378,0.900041
Iinet,0004,0.006,0.371,0.377,0.900012
Ilan,0000,0.001,0.071,0.072,0.914012
Ilan,0001,0.001,0.144,0.145,0.900076
Ilan,0002,0.001,0.158,0.159,0.900046
Ilan,0003,0.001,0.201,0.202,0.900022
Ilan,0004,0.001,0.073,0.074,1.020346
Integra,0000,0.004,0.464,0.468,0.899967
Integra,0001,0.004,0.309,0.313,0.900015
Integra,0002,0.004,0.404,0.408,0.899968
Integra,0003,0.003,0.287,0.29,0.900042
Integra,0004,0.004,0.429,0.433,0.8999739999999999
Intellifiber,0000,0.027,11.673,11.7,0.899749
Intellifiber,0001,0.028,10.825,10.853,0.899763
Intellifiber,0002,0.028,11.573,11.601,0.899777
Intellifiber,0003,0.038,12.044,12.082,0.899758
Intellifiber,0004,0.046,10.925,10.971,0.899773
Internetmci,0000,0.002,0.243,0.245,1.7999555555555555
Internetmci,0001,0.003,0.311,0.314,1.7999777777777777
Internetmci,0002,0.004,0.329,0.333,1.6323777777777775
Internetmci,0003,0.002,0.311,0.313,1.540883870967742
Internetmci,0004,0.003,0.2,0.203,1.7998888888888889
Internode,0000,0.025,3.219,3.244,1.2119702372950563
Internode,0001,0.026,3.605,3.631,1.132372
Internode,0002,0.023,3.235,3.258,1.3384756188648905
Internode,0003,0.024,3.406,3.43,1.1322924444444444
Internode,0004,0.05,3.48,3.53,1.1331556249999999
Interoute,0000,0.09,74.206,74.296,1.199604
Interoute,0001,0.086,61.022,61.108,1.199641
Interoute,0002,0.076,61.042,61.118,1.199569
Interoute,0003,0.088,64.84,64.928,1.1995559999999998
Interoute,0004,0.098,66.929,67.027,1.194856
Intranetwork,0000,0.01,1.362,1.372,1.221881
Intranetwork,0001,0.014,1.382,1.396,1.035221
Intranetwork,0002,0.011,1.368,1.379,1.038016
Intranetwork,0003,0.011,1.423,1.434,1.086011
Intranetwork,0004,0.011,1.374,1.385,0.997462
Ion,0000,0.095,116.818,116.913,0.899493
Ion,0001,0.111,91.803,91.914,0.899416
Ion,0002,0.1,89.9,90.0,0.899404
Ion,0003,0.12,84.526,84.646,0.899434
Ion,0004,0.116,91.444,91.56,0.899466
IowaStatewideFiberMap,0000,0.009,0.908,0.917,0.900011
IowaStatewideFiberMap,0001,0.007,0.742,0.749,0.900036
IowaStatewideFiberMap,0002,0.006,0.565,0.571,0.900024
IowaStatewideFiberMap,0003,0.008,0.58,0.588,0.900006
IowaStatewideFiberMap,0004,0.007,0.826,0.833,0.899999
Iris,0000,0.022,2.2,2.222,0.899906
Iris,0001,0.021,2.508,2.529,0.899882
Iris,0002,0.02,2.52,2.54,0.89988
Iris,0003,0.019,2.161,2.18,0.899933
Iris,0004,0.019,2.242,2.261,0.899855
Istar,0000,0.003,0.141,0.144,0.899945
Istar,0001,0.003,0.14,0.143,0.899945
Istar,0002,0.004,0.139,0.143,0.899944
Istar,0003,0.003,0.139,0.142,0.8999479999999999
Istar,0004,0.003,0.14,0.143,0.899949
Itnet,0000,0.0,0.047,0.047,0.899995
Itnet,0001,0.0,0.037,0.037,0.899994
Itnet,0002,0.001,0.042,0.043,0.899995
Itnet,0003,0.001,0.036,0.037,0.899994
Itnet,0004,0.0,0.037,0.037,0.899995
Janetbackbone,0000,0.004,0.557,0.561,0.900056
Janetbackbone,0001,0.005,0.382,0.387,0.900014
Janetbackbone,0002,0.004,0.699,0.703,0.900046
Janetbackbone,0003,0.005,0.491,0.496,0.9000360000000001
Janetbackbone,0004,0.007,0.607,0.614,0.900027
JanetExternal,0000,0.0,0.036,0.036,0.8999952
JanetExternal,0001,0.001,0.038,0.039,0.8999956
JanetExternal,0002,0.0,0.036,0.036,0.8999948
JanetExternal,0003,0.001,0.036,0.037,0.8999944
JanetExternal,0004,0.001,0.034,0.035,0.8999952
Janetlense,0000,0.003,0.155,0.158,1.350036
Janetlense,0001,0.003,0.136,0.139,1.211582
Janetlense,0002,0.002,0.166,0.168,1.15521
Janetlense,0003,0.003,0.169,0.172,0.900073
Janetlense,0004,0.004,0.13,0.134,0.999866
Jgn2Plus,0000,0.002,0.077,0.079,0.899963
Jgn2Plus,0001,0.001,0.085,0.086,0.899966
Jgn2Plus,0002,0.001,0.081,0.082,0.899964
Jgn2Plus,0003,0.001,0.091,0.092,0.899959
Jgn2Plus,0004,0.002,0.077,0.079,0.899959
Karen,0000,0.003,0.189,0.192,0.9899956
Karen,0001,0.003,0.185,0.188,0.9916195999999999
Karen,0002,0.003,0.193,0.196,0.9899958
Karen,0003,0.003,0.186,0.189,0.9899967
Karen,0004,0.003,0.183,0.186,0.9899963999999999
KentmanApr2007,0000,0.004,0.126,0.13,0.89968
KentmanApr2007,0001,0.002,0.12,0.122,0.89969
KentmanApr2007,0002,0.003,0.115,0.118,0.89972
KentmanApr2007,0003,0.002,0.126,0.128,0.89971
KentmanApr2007,0004,0.002,0.13,0.132,0.89972
KentmanAug2005,0000,0.007,0.233,0.24,0.8996516129032258
KentmanAug2005,0001,0.004,0.216,0.22,0.8996580645161291
KentmanAug2005,0002,0.004,0.217,0.221,0.8996258064516129
KentmanAug2005,0003,0.003,0.222,0.225,0.8996516129032258
KentmanAug2005,0004,0.003,0.215,0.218,0.8998387096774194
KentmanFeb2008,0000,0.003,0.166,0.169,0.8997
KentmanFeb2008,0001,0.003,0.182,0.185,0.9928224153211498
KentmanFeb2008,0002,0.003,0.179,0.182,0.89968
KentmanFeb2008,0003,0.003,0.166,0.169,0.8996899999999999
KentmanFeb2008,0004,0.004,0.228,0.232,0.89966
KentmanJan2011,0000,0.01,0.431,0.441,0.899932
KentmanJan2011,0001,0.01,0.43,0.44,0.8999139999999999
KentmanJan2011,0002,0.009,0.429,0.438,0.899913
KentmanJan2011,0003,0.01,0.44,0.45,0.89992
KentmanJan2011,0004,0.01,0.417,0.427,0.8999329999999999
KentmanJul2005,0000,0.002,0.107,0.109,0.8995294117647059
KentmanJul2005,0001,0.001,0.099,0.1,0.8995294117647059
KentmanJul2005,0002,0.001,0.104,0.105,0.8996580645161291
KentmanJul2005,0003,0.002,0.084,0.086,0.8999419354838709
KentmanJul2005,0004,0.001,0.093,0.094,0.899916129032258
Kreonet,0000,0.001,0.046,0.047,0.8999992
Kreonet,0001,0.0,0.045,0.045,0.89999925
Kreonet,0002,0.001,0.043,0.044,0.89999925
Kreonet,0003,0.001,0.045,0.046,0.89999925
Kreonet,0004,0.001,0.051,0.052,0.89999925
LambdaNet,0000,0.013,1.652,1.665,0.899942
LambdaNet,0001,0.013,1.342,1.355,0.899956
LambdaNet,0002,0.012,1.727,1.739,0.899961
LambdaNet,0003,0.013,1.532,1.545,0.899967
LambdaNet,0004,0.013,1.337,1.35,0.899905
Latnet,0000,0.026,3.122,3.148,0.8970400000000001
Latnet,0001,0.025,3.072,3.097,0.94154
Latnet,0002,0.027,3.007,3.034,0.89705
Latnet,0003,0.025,2.98,3.005,0.8970899999999999
Latnet,0004,0.025,3.216,3.241,0.89701
Layer42,0000,0.0,0.057,0.057,0.904542
Layer42,0001,0.0,0.089,0.089,0.90265
Layer42,0002,0.0,0.054,0.054,0.905147
Layer42,0003,0.0,0.05,0.05,0.974519
Layer42,0004,0.0,0.031,0.031,0.900035
Litnet,0000,0.014,0.6,0.614,0.899897
Litnet,0001,0.013,0.585,0.598,0.899929
Litnet,0002,0.013,0.614,0.627,0.89996
Litnet,0003,0.014,0.755,0.769,0.899909
Litnet,0004,0.014,0.6,0.614,0.899901
Marnet,0000,0.002,0.091,0.093,2.357032258064516
Marnet,0001,0.002,0.086,0.088,2.932135483870968
Marnet,0002,0.002,0.087,0.089,2.4704516129032257
Marnet,0003,0.002,0.082,0.084,2.932141935483871
Marnet,0004,0.003,0.093,0.096,2.9321225806451614
Marwan,0000,0.001,0.096,0.097,0.8998478173808571
Marwan,0001,0.001,0.152,0.153,0.9610252302763316
Marwan,0002,0.001,0.109,0.11,1.1999359231077291
Marwan,0003,0.001,0.102,0.103,0.8998157789347216
Marwan,0004,0.002,0.085,0.087,0.8997837404885863
Missouri,0000,0.024,8.118,8.142,0.899826
Missouri,0001,0.024,7.052,7.076,0.899751
Missouri,0002,0.024,7.647,7.671,0.899751
Missouri,0003,0.024,6.975,6.999,0.899828
Missouri,0004,0.029,8.491,8.52,0.899763
Mren,0000,0.0,0.027,0.027,0.899997
Mren,0001,0.0,0.027,0.027,0.899997
Mren,0002,0.0,0.027,0.027,0.899996
Mren,0003,0.0,0.026,0.026,0.899998
Mren,0004,0.001,0.027,0.028,0.899997
Myren,0000,0.009,0.406,0.415,1.44885
Myren,0001,0.008,0.395,0.403,1.550329
Myren,0002,0.01,0.403,0.413,0.8997741935483871
Myren,0003,0.008,0.387,0.395,0.89956
Myren,0004,0.011,0.45,0.461,0.8996399999999998
Napnet,0000,0.0,0.049,0.049,1.0766444444444445
Napnet,0001,0.0,0.047,0.047,0.9469777777777778
Napnet,0002,0.0,0.031,0.031,0.8999555555555556
Napnet,0003,0.0,0.032,0.032,1.0675555555555556
Napnet,0004,0.0,0.04,0.04,0.8999555555555554
Navigata,0000,0.001,0.099,0.1,0.9000579999999999
Navigata,0001,0.001,0.102,0.103,0.900017
Navigata,0002,0.001,0.121,0.122,0.900029
Navigata,0003,0.0,0.084,0.084,0.899993
Navigata,0004,0.001,0.109,0.11,0.9000229999999999
Netrail,0000,0.0,0.091,0.091,0.9185555555555556
Netrail,0001,0.001,0.071,0.072,0.9245111111111104
Netrail,0002,0.0,0.151,0.151,0.9050444444444443
Netrail,0003,0.0,0.098,0.098,0.9542888888888883
Netrail,0004,0.0,0.037,0.037,0.9616888888888889
NetworkUsa,0000,0.009,0.733,0.742,0.899958
NetworkUsa,0001,0.008,0.593,0.601,0.899943
NetworkUsa,0002,0.008,0.717,0.725,0.899952
NetworkUsa,0003,0.008,0.825,0.833,0.899992
NetworkUsa,0004,0.008,0.625,0.633,0.899965
Nextgen,0000,0.001,0.102,0.103,0.899974
Nextgen,0001,0.001,0.11,0.111,0.899972
Nextgen,0002,0.001,0.103,0.104,0.899971
Nextgen,0003,0.001,0.136,0.137,0.899968
Nextgen,0004,0.001,0.099,0.1,0.899971
Niif,0000,0.013,0.398,0.411,0.90002
Niif,0001,0.009,0.402,0.411,0.899982
Niif,0002,0.008,0.407,0.415,0.899983
Niif,0003,0.008,0.417,0.425,0.899991
Niif,0004,0.009,0.489,0.498,0.899963
Noel,0000,0.003,0.131,0.134,0.900007
Noel,0001,0.003,0.166,0.169,0.899991
Noel,0002,0.001,0.244,0.245,0.9000069999999999
Noel,0003,0.003,0.266,0.269,0.900022
Noel,0004,0.002,0.29,0.292,0.899991
Nordu1989,0000,0.0,0.036,0.036,0.89921875
Nordu1989,0001,0.0,0.028,0.028,0.89921875
Nordu1989,0002,0.0,0.028,0.028,0.899375
Nordu1989,0003,0.0,0.028,0.028,0.89921875
Nordu1989,0004,0.0,0.032,0.032,0.89921875
Nordu1997,0000,0.001,0.05,0.051,0.899978
Nordu1997,0001,0.001,0.046,0.047,0.899979
Nordu1997,0002,0.001,0.052,0.053,0.899978
Nordu1997,0003,0.001,0.046,0.047,0.899981
Nordu1997,0004,0.001,0.048,0.049,0.899979
Nordu2005,0000,0.0,0.041,0.041,1.0737555
Nordu2005,0001,0.0,0.033,0.033,1.3499996
Nordu2005,0002,0.001,0.033,0.034,1.3499997
Nordu2005,0003,0.0,0.033,0.033,1.0587268
Nordu2005,0004,0.0,0.038,0.038,1.3499993
Nordu2010,0000,0.001,0.052,0.053,0.8999799999999999
Nordu2010,0001,0.001,0.055,0.056,0.899982
Nordu2010,0002,0.001,0.058,0.059,0.8999809999999999
Nordu2010,0003,0.001,0.06,0.061,0.899979
Nordu2010,0004,0.001,0.054,0.055,0.899985
Nsfcnet,0000,0.0,0.034,0.034,0.937616
Nsfcnet,0001,0.0,0.071,0.071,0.900074
Nsfcnet,0002,0.0,0.04,0.04,0.8999979999999999
Nsfcnet,0003,0.0,0.064,0.064,0.900071
Nsfcnet,0004,0.0,0.057,0.057,0.900042
Nsfnet,0000,0.0,0.104,0.104,0.8957253886010362
Nsfnet,0001,0.001,331.513,331.514,0.8963730569948186
Nsfnet,0002,0.001,0.476,0.477,0.8976683937823834
Nsfnet,0003,0.001,1.749,1.75,0.9177461139896373
Nsfnet,0004,0.0,17.473,17.473,0.8983160621761658
Ntelos,0000,0.018,2.142,2.16,0.899852
Ntelos,0001,0.017,2.221,2.238,0.899861
Ntelos,0002,0.016,2.354,2.37,0.899862
Ntelos,0003,0.017,2.163,2.18,0.899861
Ntelos,0004,0.017,2.221,2.238,0.8998609999999996
Ntt,0000,0.006,2.575,2.581,3.1329294463734567
Ntt,0001,0.006,1.363,1.369,4.50537511252572
Ntt,0002,0.006,2.386,2.392,4.683189461162551
Ntt,0003,0.007,2.216,2.223,2.99619843910751
Ntt,0004,0.007,16.798,16.805,3.402856947659465
Oteglobe,0000,0.047,17.908,17.955,1.252771
Oteglobe,0001,0.054,16.305,16.359,1.252388
Oteglobe,0002,0.035,16.809,16.844,1.164698
Oteglobe,0003,0.07,16.665,16.735,1.199696
Oteglobe,0004,0.047,18.793,18.84,1.19327
Oxford,0000,0.003,0.156,0.159,0.900013
Oxford,0001,0.003,0.173,0.176,0.900047
Oxford,0002,0.002,0.133,0.135,0.900007
Oxford,0003,0.003,0.182,0.185,0.900044
Oxford,0004,0.003,0.211,0.214,0.900001
Pacificwave,0000,0.002,0.09,0.092,1.8001083
Pacificwave,0001,0.002,0.128,0.13,1.800019
Pacificwave,0002,0.003,0.11,0.113,1.8000362
Pacificwave,0003,0.001,0.137,0.138,1.8001246
Pacificwave,0004,0.002,0.123,0.125,1.8000152
Packetexchange,0000,0.003,0.168,0.171,0.899956
Packetexchange,0001,0.003,0.169,0.172,0.899955
Packetexchange,0002,0.002,0.175,0.177,0.899951
Packetexchange,0003,0.002,0.159,0.161,0.899955
Packetexchange,0004,0.003,0.166,0.169,0.899952
Padi,0000,0.0,0.028,0.028,0.89997
Padi,0001,0.0,0.029,0.029,0.8994
Padi,0002,0.0,0.028,0.028,0.8994
Padi,0003,0.001,0.029,0.03,0.8994
Padi,0004,0.0,0.028,0.028,0.8994
Palmetto,0000,0.016,1.722,1.738,1.013857
Palmetto,0001,0.015,2.066,2.081,0.914641
Palmetto,0002,0.015,1.866,1.881,1.10229
Palmetto,0003,0.015,1.799,1.814,0.99587
Palmetto,0004,0.015,1.896,1.911,0.95853
Peer1,0000,0.001,0.158,0.159,0.899983
Peer1,0001,0.002,0.074,0.076,0.899985
Peer1,0002,0.002,0.215,0.217,0.900005
Peer1,0003,0.001,0.655,0.656,0.900041
Peer1,0004,0.001,0.727,0.728,0.900047
Pern,0000,0.101,22.988,23.089,0.898501
Pern,0001,0.119,20.979,21.098,0.898509
