Topology,DemandFile,ExitCode,PreprocessingTime,ILPTime,TotalTime,uMax
Garr200902,0001,0,0.262,3.616,3.878,0.899908
Garr200902,0002,0,0.287,5.624,5.911,0.9000112
Garr200902,0003,0,0.25,2.931,3.181,0.899902
Garr200902,0004,0,0.252,3.886,4.138,0.930666
Garr200908,0000,0,0.281,5.758,6.039,0.9000092
Garr200908,0001,0,0.261,6.411,6.672,0.9000472
Garr200908,0002,0,0.254,3.243,3.497,0.911444
Garr200908,0003,0,0.252,5.79,6.042,0.900052
Garr200908,0004,0,0.246,2.695,2.941,0.984247
Garr200909,0000,0,0.263,5.671,5.934,0.9315896
Garr200909,0001,0,0.247,2.676,2.923,0.8999169230769231
Garr200909,0002,0,0.261,5.613,5.874,0.9534344
Garr200909,0003,0,0.256,5.204,5.46,0.9001076
Garr200909,0004,0,0.247,3.118,3.365,0.9000592
Garr200912,0000,0,0.259,5.491,5.75,0.9469616
Garr200912,0001,0,0.263,6.481,6.744,0.9457464
Garr200912,0002,0,0.261,2.337,2.598,0.8999138461538462
Garr200912,0003,0,0.261,2.484,2.745,0.8999261538461538
Garr200912,0004,0,0.251,8.798,9.049,0.9338676923076923
Garr201001,0000,0,0.273,10.433,10.706,0.9449165999999999
Garr201001,0001,0,0.277,4.303,4.58,1.091937
Garr201001,0002,0,0.269,7.155,7.424,0.905651
Garr201001,0003,0,0.262,12.521,12.783,0.9001496
Garr201001,0004,0,0.272,4.218,4.49,1.007009
Garr201003,0000,0,0.256,5.819,6.075,0.9000912000000001
Garr201003,0001,0,0.262,3.288,3.55,1.019401
Garr201003,0002,0,0.26,3.377,3.637,0.8999184615384616
Garr201003,0003,0,0.253,4.846,5.099,0.8999230769230522
Garr201003,0004,0,0.268,3.182,3.45,0.8999169230769231
Garr201004,0000,0,0.259,8.05,8.309,0.92415585
Garr201004,0001,0,0.27,6.307,6.577,0.976953
Garr201004,0002,0,0.27,3.004,3.274,1.204614
Garr201004,0003,0,0.251,2.386,2.637,0.8999230769230768
Garr201004,0004,0,0.254,6.47,6.724,0.9186530666666667
Garr201005,0000,0,0.254,3.478,3.732,0.9000476
Garr201005,0001,0,0.262,5.539,5.801,0.9000956
Garr201005,0002,0,0.265,6.019,6.284,0.9000944
Garr201005,0003,0,0.274,3.043,3.317,0.9000924000000001
Garr201005,0004,0,0.252,5.956,6.208,0.9239312
Garr201007,0000,0,0.267,3.87,4.137,0.8999246153846154
Garr201007,0001,0,0.248,5.327,5.575,1.119515
Garr201007,0002,0,0.246,3.606,3.852,0.9000215333333333
Garr201007,0003,0,0.256,8.556,8.812,0.9000336809090623
Garr201007,0004,0,0.253,10.225,10.478,0.9242796
Garr201008,0000,0,0.259,4.585,4.844,0.8999061538461538
Garr201008,0001,0,0.251,3.033,3.284,0.9000057000000001
Garr201008,0002,0,0.261,6.266,6.527,0.900014
Garr201008,0003,0,0.329,6.103,6.432,0.9000716
Garr201008,0004,0,0.263,2.605,2.868,1.221674
Garr201010,0000,0,0.251,7.948,8.199,0.9000488
Garr201010,0001,0,0.258,5.763,6.021,0.9001124
Garr201010,0002,0,0.262,8.207,8.469,0.9000164
Garr201010,0003,0,0.257,7.034,7.291,0.9000828000000001
Garr201010,0004,0,0.277,6.486,6.763,0.9000915999999999
Garr201012,0000,0,0.295,5.654,5.949,0.9000772
Garr201012,0001,0,0.295,4.959,5.254,0.9000184
Garr201012,0002,0,0.304,7.792,8.096,0.9000944000000001
Garr201012,0003,0,0.283,9.48,9.763,0.9000468
Garr201012,0004,0,0.29,5.765,6.055,0.900052
Garr201101,0000,0,0.301,8.732,9.033,0.9001548
Garr201101,0001,0,0.315,6.919,7.234,0.9000148
Garr201101,0002,0,0.283,11.18,11.463,0.9006125366933808
Garr201101,0003,0,0.292,8.792,9.084,0.9001068
Garr201101,0004,0,0.325,7.712,8.037,0.9001328000000001
Garr201102,0000,0,0.299,4.636,4.935,0.89994
Garr201102,0001,0,0.286,4.714,5.0,0.89995
Garr201102,0002,0,0.304,4.083,4.387,0.899945
Garr201102,0003,0,0.291,3.926,4.217,0.89995
Garr201102,0004,0,0.284,4.065,4.349,0.899944
Garr201103,0000,0,0.292,4.534,4.826,0.899941
Garr201103,0001,0,0.28,4.89,5.17,0.899944
Garr201103,0002,0,0.32,8.304,8.624,0.899949
Garr201103,0003,0,0.301,4.958,5.259,0.899944
Garr201103,0004,0,0.299,5.29,5.589,0.899947
Garr201104,0000,0,0.317,5.739,6.056,0.8999409999999997
Garr201104,0001,0,0.321,9.362,9.683,0.899944
Garr201104,0002,0,0.302,5.904,6.206,0.8999715
Garr201104,0003,0,0.313,5.645,5.958,0.899941
Garr201104,0004,0,0.313,4.705,5.018,0.899939
Garr201105,0000,0,0.302,6.198,6.5,0.9000524
Garr201105,0001,0,0.306,5.44,5.746,0.899947
Garr201105,0002,0,0.299,5.375,5.674,0.899943
Garr201105,0003,0,0.292,5.273,5.565,0.899944
Garr201105,0004,0,0.297,8.057,8.354,0.9000592
Garr201107,0000,0,0.305,6.546,6.851,0.8999449999999998
Garr201107,0001,0,0.304,5.17,5.474,0.899946
Garr201107,0002,0,0.304,11.146,11.45,0.9000596
Garr201107,0003,0,0.35,5.769,6.119,0.899947
Garr201107,0004,0,0.311,5.894,6.205,0.899947
Garr201108,0000,0,0.299,5.203,5.502,0.899946
Garr201108,0001,0,0.298,7.329,7.627,0.899996
Garr201108,0002,0,0.318,4.349,4.667,0.8999628
Garr201108,0003,0,0.316,7.976,8.292,0.9000344
Garr201108,0004,0,0.307,5.313,5.62,0.8999656
Garr201109,0000,0,0.307,10.798,11.105,0.9000476
Garr201109,0001,0,0.342,6.306,6.648,0.8999656
Garr201109,0002,0,0.314,10.96,11.274,0.9000912
Garr201109,0003,0,0.32,10.608,10.928,0.900108
Garr201109,0004,0,0.309,10.167,10.476,0.9000088
Garr201110,0000,0,0.298,5.859,6.157,0.899938
Garr201110,0001,0,0.309,7.642,7.951,0.9000068
Garr201110,0002,0,0.305,7.113,7.418,0.9000244
Garr201110,0003,0,0.298,7.962,8.26,0.9000216
Garr201110,0004,0,0.292,7.857,8.149,0.9000516
Garr201111,0000,0,0.292,6.373,6.665,0.899966
Garr201111,0001,0,0.293,7.665,7.958,0.8999884
Garr201111,0002,0,0.292,4.507,4.799,0.9000692
Garr201111,0003,0,0.283,6.82,7.103,0.8999851999999999
Garr201111,0004,0,0.295,4.736,5.031,0.899964
Garr201112,0000,0,0.289,4.668,4.957,0.9000362
Garr201112,0001,0,0.291,5.078,5.369,0.9000654
Garr201112,0002,0,0.297,6.438,6.735,0.899998
Garr201112,0003,0,0.291,4.464,4.755,0.899938
Garr201112,0004,0,0.3,6.674,6.974,0.8999756
Garr201201,0000,0,0.304,7.64,7.944,0.9000655999999999
Garr201201,0001,0,0.298,8.603,8.901,0.9000296
Garr201201,0002,0,0.304,4.653,4.957,0.899939
Garr201201,0003,0,0.289,7.306,7.595,0.9000736
Garr201201,0004,0,0.304,5.104,5.408,0.9000535999999999
Gblnet,0000,0,0.013,0.03,0.043,0.899993
Gblnet,0001,0,0.01,0.024,0.034,0.899993
Gblnet,0002,0,0.009,0.024,0.033,0.899993
Gblnet,0003,0,0.013,0.036,0.049,0.899993
Gblnet,0004,0,0.013,0.025,0.038,0.899992
Geant2001,0000,0,0.219,8.425,8.644,0.9752137999999999
Geant2001,0001,0,0.202,3.868,4.07,0.8999782958199357
Geant2001,0002,0,0.201,3.893,4.094,0.94440635
Geant2001,0003,0,0.199,4.387,4.586,0.913929
Geant2001,0004,0,0.205,4.49,4.695,0.9000072347266881
Geant2009,0000,0,0.409,24.025,24.434,0.9000471708333332
Geant2009,0001,0,0.404,35.14,35.544,0.938858875
Geant2009,0002,0,0.392,23.964,24.356,0.90011195
Geant2009,0003,0,0.382,24.153,24.535,0.9000748375
Geant2009,0004,0,0.396,35.041,35.437,0.90007700625
Geant2010,0000,0,0.266,7.285,7.551,0.9000406717557252
Geant2010,0001,0,0.263,8.97,9.233,0.9000643664122138
Geant2010,0002,0,0.27,24.183,24.453,0.90009306870229
Geant2010,0003,0,0.255,7.303,7.558,0.9000792
Geant2010,0004,0,0.265,5.057,5.322,0.9000197862595419
Geant2012,0000,0,0.28,9.809,10.089,0.90008115
Geant2012,0001,0,0.285,9.264,9.549,0.9000010500000001
Geant2012,0002,0,0.278,8.391,8.669,0.90006485
Geant2012,0003,0,0.278,10.565,10.843,0.90012965
Geant2012,0004,0,0.279,5.495,5.774,0.9001108744289186
Getnet,0000,0,0.017,0.101,0.118,0.9012333333333332
Getnet,0001,0,0.017,0.188,0.205,0.9123333333333333
Getnet,0002,0,0.017,0.222,0.239,0.9012444444444444
Getnet,0003,0,0.017,0.393,0.41,0.9005777777777778
Getnet,0004,0,0.017,0.045,0.062,0.9246444444444445
Globalcenter,0000,0,0.061,0.531,0.592,1.3514
Globalcenter,0001,0,0.06,0.708,0.768,1.6360666666666666
Globalcenter,0002,0,0.058,0.526,0.584,1.1823777777777777
Globalcenter,0003,0,0.056,0.555,0.611,1.3111111111111111
Globalcenter,0004,0,0.058,1.542,1.6,1.5756666666666668
Globenet,0000,0,1.719,232.033,233.752,0.899904
Globenet,0001,0,1.65,213.285,214.935,0.8998619999999999
Globenet,0002,0,1.76,236.691,238.451,0.899894
Globenet,0003,0,1.604,210.725,212.329,0.899868
Globenet,0004,0,1.698,198.709,200.407,0.899875
Goodnet,0000,0,0.188,42.869,43.057,0.8999666666666666
Goodnet,0001,0,0.172,49.86,50.032,0.9113777777777777
Goodnet,0002,0,0.158,7.407,7.565,1.274533333333333
Goodnet,0003,0,0.197,15.177,15.374,0.8999611111111111
Goodnet,0004,0,0.251,8.52,8.771,0.899962962962963
Grena,0000,0,0.02,0.03,0.05,0.899971
Grena,0001,0,0.031,0.042,0.073,0.899962
Grena,0002,0,0.02,0.031,0.051,0.899965
Grena,0003,0,0.021,0.034,0.055,0.899964
Grena,0004,0,0.024,0.031,0.055,0.899968
Gridnet,0000,0,0.072,10.113,10.185,0.9
Gridnet,0001,0,0.078,9.017,9.095,0.9
Gridnet,0002,0,0.07,162.58,162.65,0.9000222222222222
Gridnet,0003,0,0.055,63.223,63.278,0.9000111111111111
Gridnet,0004,0,0.104,6.436,6.54,0.900011111111111
Grnet,0000,0,0.086,0.328,0.414,0.899951
Grnet,0001,0,0.083,0.262,0.345,0.900064
Grnet,0002,0,0.088,0.249,0.337,0.899947
Grnet,0003,0,0.112,0.27,0.382,0.899951
Grnet,0004,0,0.083,0.236,0.319,0.89995
GtsCe,0000,2,-,-,-,-
GtsCe,0001,2,-,-,-,-
GtsCe,0002,2,-,-,-,-
GtsCe,0003,2,-,-,-,-
GtsCe,0004,2,-,-,-,-
GtsCzechRepublic,0000,0,0.091,0.662,0.753,0.8999780000000001
GtsCzechRepublic,0001,0,0.083,0.568,0.651,0.90001
GtsCzechRepublic,0002,0,0.097,0.589,0.686,0.899982
GtsCzechRepublic,0003,0,0.081,0.643,0.724,0.8999739999999999
GtsCzechRepublic,0004,0,0.08,0.593,0.673,0.8999725
GtsHungary,0000,0,0.084,0.326,0.41,0.899973
GtsHungary,0001,0,0.075,0.243,0.318,0.900045
GtsHungary,0002,0,0.097,0.23,0.327,0.899983
GtsHungary,0003,0,0.062,0.321,0.383,0.899979
GtsHungary,0004,0,0.074,0.275,0.349,0.899989
GtsPoland,0000,0,0.197,5.533,5.73,0.900027
GtsPoland,0001,0,0.196,7.639,7.835,0.9000435833333332
GtsPoland,0002,0,0.194,7.509,7.703,0.9000036666666666
GtsPoland,0003,0,0.214,5.492,5.706,0.900016
GtsPoland,0004,0,0.194,7.237,7.431,0.9000115
GtsRomania,0000,0,0.067,0.33,0.397,0.9000509999999999
GtsRomania,0001,0,0.066,0.299,0.365,0.8999905
GtsRomania,0002,0,0.068,0.195,0.263,0.899982
GtsRomania,0003,0,0.067,0.203,0.27,0.899981
GtsRomania,0004,0,0.065,0.18,0.245,0.89998
GtsSlovakia,0000,0,0.121,0.76,0.881,0.9000285
GtsSlovakia,0001,0,0.123,1.771,1.894,0.899998
GtsSlovakia,0002,0,0.118,0.88,0.998,0.8999918333333334
GtsSlovakia,0003,0,0.117,1.149,1.266,0.899962
GtsSlovakia,0004,0,0.115,0.943,1.058,0.8999858333333333
Harnet,0000,0,0.096,0.425,0.521,0.8999765
Harnet,0001,0,0.098,0.497,0.595,0.8999785
Harnet,0002,0,0.093,0.562,0.655,0.9000703062583222
Harnet,0003,0,0.084,0.375,0.459,0.9000168664003547
Harnet,0004,0,0.122,0.498,0.62,0.9000074567243675
Heanet,0000,0,0.035,0.521,0.556,1.0817503333333331
Heanet,0001,0,0.031,0.071,0.102,1.1544575
Heanet,0002,0,0.031,0.191,0.222,1.213517
Heanet,0003,0,0.033,0.959,0.992,0.9000373333333332
Heanet,0004,0,0.032,8.567,8.599,0.9002815
HiberniaCanada,0000,0,0.033,0.111,0.144,0.900055
HiberniaCanada,0001,0,0.031,0.495,0.526,0.902277
HiberniaCanada,0002,0,0.034,0.08,0.114,0.900053
HiberniaCanada,0003,0,0.036,0.175,0.211,0.899989
HiberniaCanada,0004,0,0.035,0.195,0.23,0.900052
HiberniaGlobal,0000,0,1.176,169.401,170.577,0.8998165
HiberniaGlobal,0001,0,1.142,157.252,158.394,0.899889
HiberniaGlobal,0002,0,1.209,157.338,158.547,0.899822
HiberniaGlobal,0003,0,1.32,95.187,96.507,0.8998265
HiberniaGlobal,0004,0,1.224,94.101,95.325,0.8998854999999999
HiberniaIreland,0000,0,0.025,0.089,0.114,0.903995
HiberniaIreland,0001,0,0.018,0.123,0.141,0.900041
HiberniaIreland,0002,0,0.025,0.111,0.136,0.900001
HiberniaIreland,0003,0,0.018,0.083,0.101,0.9
HiberniaIreland,0004,0,0.017,0.103,0.12,0.900042
HiberniaNireland,0000,0,0.097,0.76,0.857,0.9000370000000001
HiberniaNireland,0001,0,0.093,1.008,1.101,0.8999911666666666
HiberniaNireland,0002,0,0.093,0.798,0.891,0.9000548333333332
HiberniaNireland,0003,0,0.091,1.126,1.217,0.9000555
HiberniaNireland,0004,0,0.091,0.719,0.81,0.8999884999999999
HiberniaUk,0000,0,0.025,0.051,0.076,0.900014
HiberniaUk,0001,0,0.023,0.125,0.148,0.900028
HiberniaUk,0002,0,0.025,0.098,0.123,0.900021
HiberniaUk,0003,0,0.024,0.122,0.146,0.900022
HiberniaUk,0004,0,0.025,0.044,0.069,0.900071
HiberniaUs,0000,0,0.164,1.556,1.72,0.899958
HiberniaUs,0001,0,0.164,2.433,2.597,0.899957999999998
HiberniaUs,0002,0,0.161,2.364,2.525,0.9000355555555555
HiberniaUs,0003,0,0.167,1.332,1.499,0.899965
HiberniaUs,0004,0,0.163,1.262,1.425,0.899955
Highwinds,0000,0,0.183,2.562,2.745,0.9000581157407408
Highwinds,0001,0,0.177,2.79,2.967,0.9000092592592593
Highwinds,0002,0,0.191,2.472,2.663,0.9000769500000001
Highwinds,0003,0,0.177,2.44,2.617,0.900018247685185
Highwinds,0004,0,0.179,2.886,3.065,0.9000179666666668
HostwayInternational,0000,0,0.074,0.436,0.51,0.8999855
HostwayInternational,0001,0,0.078,0.341,0.419,0.899976
HostwayInternational,0002,0,0.077,0.338,0.415,0.899974
HostwayInternational,0003,0,0.076,0.487,0.563,0.9000155
HostwayInternational,0004,0,0.078,0.313,0.391,0.899976
HurricaneElectric,0000,0,0.194,4.016,4.21,0.9000365
HurricaneElectric,0001,0,0.195,3.43,3.625,0.8999895
HurricaneElectric,0002,0,0.199,3.01,3.209,0.900047
HurricaneElectric,0003,0,0.197,5.514,5.711,0.9000158333333333
HurricaneElectric,0004,0,0.194,5.146,5.34,0.9000396666666665
Ibm,0000,0,0.129,12.108,12.237,0.8998416666666667
Ibm,0001,0,0.128,5.546,5.674,0.8998222222222222
Ibm,0002,0,0.131,4.389,4.52,0.8998037037037037
Ibm,0003,0,0.129,2.361,2.49,0.8998296296296295
Ibm,0004,0,0.142,3.201,3.343,0.8997555555555555
Iij,0000,0,0.498,23.557,24.055,0.9000474466708459
Iij,0001,0,0.518,16.427,16.945,1.0440097133809156
Iij,0002,0,0.522,15.825,16.347,1.026588119695216
Iij,0003,0,0.494,26.484,26.978,0.9000386304816098
Iij,0004,0,0.491,28.313,28.804,0.9000228316695599
Iinet,0000,0,0.125,1.62,1.745,0.90007525
Iinet,0001,0,0.125,1.428,1.553,0.900066
Iinet,0002,0,0.124,1.258,1.382,0.900026
Iinet,0003,0,0.124,0.947,1.071,0.9000169999999998
Iinet,0004,0,0.127,1.156,1.283,0.8999955
Ilan,0000,0,0.041,0.316,0.357,0.9000345
Ilan,0001,0,0.039,0.175,0.214,0.9000763333333333
Ilan,0002,0,0.042,0.371,0.413,0.9000813333333333
Ilan,0003,0,0.039,0.221,0.26,0.9000149999999999
Ilan,0004,0,0.053,0.258,0.311,0.9000801666666663
Integra,0000,0,0.246,5.251,5.497,0.9000015
Integra,0001,0,0.24,4.865,5.105,0.899991
Integra,0002,0,0.276,5.031,5.307,0.8999845
Integra,0003,0,0.247,4.865,5.112,0.900006
Integra,0004,0,0.258,10.147,10.405,0.90001125
Intellifiber,0000,0,1.313,167.566,168.879,0.8997425
Intellifiber,0001,0,1.25,138.873,140.123,0.8997485
Intellifiber,0002,0,1.152,183.975,185.127,0.8997285
Intellifiber,0003,0,1.212,194.301,195.513,0.8997385
Intellifiber,0004,0,1.216,182.211,183.427,0.8997484375
Internetmci,0000,0,0.152,2.041,2.193,0.8999962962962962
Internetmci,0001,0,0.14,1.19,1.33,0.8999592592592591
Internetmci,0002,0,0.146,11.338,11.484,0.9
Internetmci,0003,0,0.149,1.425,1.574,0.9652978494623655
Internetmci,0004,0,0.189,1.233,1.422,0.8999592592592592
Internode,0000,0,0.228,1.429,1.657,1.2119702372950563
Internode,0001,0,0.198,1.538,1.736,1.1323675555555555
Internode,0002,0,0.22,1.227,1.447,1.3384756188648905
Internode,0003,0,0.199,1.583,1.782,1.1322670833333333
Internode,0004,0,0.213,1.385,1.598,1.1331137777777778
Interoute,0000,1,11.329,1986.65,1997.979,3.5956787083333364
Interoute,0001,1,10.592,2082.996,2093.588,3.698129415512085
Interoute,0002,1,10.873,2038.311,2049.184,3.8258297443389893
Interoute,0003,1,10.736,2002.979,2013.715,3.483269453048706
Interoute,0004,1,10.707,2025.481,2036.188,3.7446156666666646
Intranetwork,0000,0,0.3,7.704,8.004,0.899881
Intranetwork,0001,0,0.344,7.647,7.991,0.89987
Intranetwork,0002,0,0.34,6.29,6.63,0.899877
Intranetwork,0003,0,0.273,7.536,7.809,0.899882
Intranetwork,0004,0,0.275,7.483,7.758,0.899883
Ion,0000,1,7.132,1932.683,1939.815,3.68703293800354
Ion,0001,1,6.518,2058.447,2064.965,3.378978729248047
Ion,0002,1,6.514,1911.35,1917.864,3.24805875
Ion,0003,1,6.545,2025.073,2031.618,3.1250395
Ion,0004,1,6.396,1939.345,1945.741,3.0500617027282715
IowaStatewideFiberMap,0000,0,0.374,9.692,10.066,0.899987
IowaStatewideFiberMap,0001,0,0.254,5.889,6.143,0.90003225
IowaStatewideFiberMap,0002,0,0.291,12.0,12.291,0.900047
IowaStatewideFiberMap,0003,0,0.336,10.591,10.927,0.8999897499999999
IowaStatewideFiberMap,0004,0,0.298,9.659,9.957,0.900022
Iris,0000,0,0.553,43.819,44.372,0.8998605
Iris,0001,0,0.509,54.849,55.358,0.8998575
Iris,0002,0,0.594,37.152,37.746,0.89987425
Iris,0003,0,0.496,49.536,50.032,0.8998505
Iris,0004,0,0.519,51.83,52.349,0.899853
Istar,0000,0,0.054,0.106,0.16,0.899945
Istar,0001,0,0.038,0.042,0.08,0.899945
Istar,0002,0,0.042,0.058,0.1,0.899944
Istar,0003,0,0.042,0.046,0.088,0.899948
Istar,0004,0,0.036,0.046,0.082,0.899949
Itnet,0000,0,0.031,0.034,0.065,0.899995
Itnet,0001,0,0.012,0.025,0.037,0.899994
Itnet,0002,0,0.012,0.027,0.039,0.899995
Itnet,0003,0,0.013,0.025,0.038,0.899994
Itnet,0004,0,0.012,0.026,0.038,0.899995
Janetbackbone,0000,0,0.404,11.361,11.765,0.900002
Janetbackbone,0001,0,0.386,12.778,13.164,0.900056
Janetbackbone,0002,0,0.409,13.055,13.464,0.900054
Janetbackbone,0003,0,0.416,11.79,12.206,0.9000615
Janetbackbone,0004,0,0.474,27.531,28.005,0.9000583333333334
JanetExternal,0000,0,0.025,0.041,0.066,0.8999952
JanetExternal,0001,0,0.011,0.025,0.036,0.8999956
JanetExternal,0002,0,0.027,0.026,0.053,0.8999948
JanetExternal,0003,0,0.011,0.024,0.035,0.8999944
JanetExternal,0004,0,0.01,0.025,0.035,0.8999952
Janetlense,0000,0,0.222,2.804,3.026,0.90005
Janetlense,0001,0,0.196,2.132,2.328,0.9000306666666666
Janetlense,0002,0,0.263,2.166,2.429,0.9000155
Janetlense,0003,0,0.194,1.65,1.844,0.9000249999999999
Janetlense,0004,0,0.195,1.842,2.037,0.900022
Jgn2Plus,0000,0,0.023,0.029,0.052,0.899963
Jgn2Plus,0001,0,0.02,0.03,0.05,0.899966
Jgn2Plus,0002,0,0.022,0.031,0.053,0.899964
Jgn2Plus,0003,0,0.02,0.04,0.06,0.899959
Jgn2Plus,0004,0,0.022,0.029,0.051,0.899959
Karen,0000,0,0.083,0.341,0.424,0.9899956
Karen,0001,0,0.083,0.347,0.43,0.9899956
Karen,0002,0,0.082,0.344,0.426,0.9899958
Karen,0003,0,0.082,0.356,0.438,0.9899967
Karen,0004,0,0.08,0.342,0.422,0.9899964
KentmanApr2007,0000,0,0.068,0.124,0.192,0.89968
KentmanApr2007,0001,0,0.056,0.123,0.179,0.89969
KentmanApr2007,0002,0,0.058,0.121,0.179,0.89972
KentmanApr2007,0003,0,0.058,0.126,0.184,0.89971
KentmanApr2007,0004,0,0.057,0.128,0.185,0.89972
KentmanAug2005,0000,0,0.11,0.205,0.315,0.8996516129032258
KentmanAug2005,0001,0,0.056,0.154,0.21,0.8996580645161291
KentmanAug2005,0002,0,0.055,0.131,0.186,0.8996258064516125
KentmanAug2005,0003,0,0.055,0.131,0.186,0.8996516129032258
KentmanAug2005,0004,0,0.054,0.134,0.188,0.8998
KentmanFeb2008,0000,0,0.084,0.158,0.242,0.8997
KentmanFeb2008,0001,0,0.06,0.16,0.22,0.9928224153211498
KentmanFeb2008,0002,0,0.078,0.175,0.253,0.89968
KentmanFeb2008,0003,0,0.061,0.167,0.228,0.89969
KentmanFeb2008,0004,0,0.06,0.161,0.221,0.89966
KentmanJan2011,0000,0,0.053,0.055,0.108,0.899932
KentmanJan2011,0001,0,0.051,0.094,0.145,0.899914
KentmanJan2011,0002,0,0.053,0.064,0.117,0.899913
KentmanJan2011,0003,0,0.058,0.089,0.147,0.89992
KentmanJan2011,0004,0,0.052,0.055,0.107,0.899933
KentmanJul2005,0000,0,0.038,0.073,0.111,0.8995294117647059
KentmanJul2005,0001,0,0.04,0.088,0.128,0.8995294117647059
KentmanJul2005,0002,0,0.037,0.073,0.11,0.8996470588235294
KentmanJul2005,0003,0,0.036,0.1,0.136,0.8999
KentmanJul2005,0004,0,0.036,0.073,0.109,0.8999290322580645
Kreonet,0000,0,0.017,0.028,0.045,0.8999992
Kreonet,0001,0,0.014,0.046,0.06,0.89999925
Kreonet,0002,0,0.015,0.026,0.041,0.89999925
Kreonet,0003,0,0.014,0.027,0.041,0.89999925
Kreonet,0004,0,0.014,0.026,0.04,0.89999925
LambdaNet,0000,0,0.175,4.477,4.652,0.8999874999999999
LambdaNet,0001,0,0.175,4.408,4.583,0.8999145
LambdaNet,0002,0,0.18,10.6,10.78,0.899961
LambdaNet,0003,0,0.168,5.211,5.379,0.8999215
LambdaNet,0004,0,0.172,3.751,3.923,0.8999735
Latnet,0000,0,0.181,0.521,0.702,0.89704
Latnet,0001,0,0.156,0.547,0.703,0.8969299999999993
Latnet,0002,0,0.188,0.509,0.697,0.89705
Latnet,0003,0,0.164,0.62,0.784,0.8970899999999999
Latnet,0004,0,0.167,0.884,1.051,0.8970099999999999
Layer42,0000,0,0.023,0.397,0.42,0.9000825
Layer42,0001,0,0.022,0.199,0.221,0.9000665
Layer42,0002,0,0.026,0.214,0.24,0.9000495
Layer42,0003,0,0.013,0.05,0.063,0.9745189999999999
Layer42,0004,0,0.013,0.042,0.055,0.900035
Litnet,0000,0,0.064,0.104,0.168,0.89992
Litnet,0001,0,0.097,0.143,0.24,0.899932
Litnet,0002,0,0.066,0.132,0.198,0.899885
Litnet,0003,0,0.06,0.103,0.163,0.899924
Litnet,0004,0,0.06,0.094,0.154,0.899901
Marnet,0000,0,0.032,0.033,0.065,2.357032258064516
Marnet,0001,0,0.025,0.03,0.055,2.932135483870968
Marnet,0002,0,0.026,0.031,0.057,2.4704516129032257
Marnet,0003,0,0.025,0.043,0.068,2.932141935483871
Marnet,0004,0,0.025,0.031,0.056,2.9321225806451614
Marwan,0000,0,0.055,0.291,0.346,0.8998157789347216
Marwan,0001,0,0.058,0.159,0.217,0.8997997597116539
Marwan,0002,0,0.054,0.263,0.317,0.8999599519423305
Marwan,0003,0,0.053,0.22,0.273,0.8997677212655185
Marwan,0004,0,0.054,0.248,0.302,0.8998077693231878
Missouri,0000,0,1.332,209.866,211.198,0.89975275
Missouri,0001,0,1.311,199.224,200.535,0.89976925
Missouri,0002,0,1.582,196.765,198.347,0.8997495
Missouri,0003,0,1.167,193.59,194.757,0.8997545
Missouri,0004,0,1.207,183.743,184.95,0.8997555
Mren,0000,0,0.019,0.056,0.075,0.899997
Mren,0001,0,0.021,0.035,0.056,0.899997
Mren,0002,0,0.015,0.025,0.04,0.899996
Mren,0003,0,0.032,0.031,0.063,0.899998
Mren,0004,0,0.018,0.031,0.049,0.899997
Myren,0000,0,0.096,0.498,0.594,0.8999863344051448
Myren,0001,0,0.086,0.454,0.54,0.900008
Myren,0002,0,0.09,0.283,0.373,0.8997677419354838
Myren,0003,0,0.094,0.295,0.389,0.89956
Myren,0004,0,0.088,0.261,0.349,0.89964
Napnet,0000,0,0.013,0.034,0.047,1.0766444444444445
Napnet,0001,0,0.013,0.095,0.108,0.9019111111111111
Napnet,0002,0,0.014,0.032,0.046,0.8999555555555555
Napnet,0003,0,0.013,0.037,0.05,1.0675555555555556
Napnet,0004,0,0.014,0.035,0.049,0.8999555555555555
Navigata,0000,0,0.056,0.247,0.303,0.9000285
Navigata,0001,0,0.052,0.499,0.551,0.9000205
Navigata,0002,0,0.053,0.198,0.251,0.900038
Navigata,0003,0,0.052,0.192,0.244,0.900076
Navigata,0004,0,0.056,0.197,0.253,0.9000655
Netrail,0000,0,0.033,0.204,0.237,0.9185555555555556
Netrail,0001,0,0.037,0.82,0.857,0.9042222222222212
Netrail,0002,0,0.026,5.34,5.366,0.9004888888888889
Netrail,0003,0,0.024,0.547,0.571,0.9338666666666665
Netrail,0004,0,0.025,0.078,0.103,0.9616888888888889
NetworkUsa,0000,0,0.128,2.037,2.165,0.8999375
NetworkUsa,0001,0,0.141,1.394,1.535,0.8999885
NetworkUsa,0002,0,0.133,1.405,1.538,0.899995
NetworkUsa,0003,0,0.133,1.527,1.66,0.8999365
NetworkUsa,0004,0,0.124,2.211,2.335,0.8999695
Nextgen,0000,0,0.051,0.111,0.162,0.899974
Nextgen,0001,0,0.06,0.11,0.17,0.899972
Nextgen,0002,0,0.047,0.109,0.156,0.899971
Nextgen,0003,0,0.044,0.11,0.154,0.899968
Nextgen,0004,0,0.053,0.115,0.168,0.899971
Niif,0000,0,0.058,0.101,0.159,0.899989
Niif,0001,0,0.057,0.154,0.211,0.900012
Niif,0002,0,0.058,0.121,0.179,0.899996
Niif,0003,0,0.056,0.124,0.18,0.90001
