Topology,DemandFile,ExitCode,PreprocessingTime,ILPTime,TotalTime,uMax
Dfn,0002,0,0.422,13.135,13.557,0.9063074999999999
Dfn,0003,0,0.422,10.959,11.381,0.9000155
Dfn,0004,0,0.422,12.253,12.675,0.9094835
DialtelecomCz,0000,0,4.718,114.617,119.33500000000001,0.8995445
DialtelecomCz,0001,0,4.718,116.485,121.203,0.8992731666666667
DialtelecomCz,0002,0,4.718,173.242,177.95999999999998,0.899241
DialtelecomCz,0003,0,4.718,104.739,109.45700000000001,0.8992792499999999
DialtelecomCz,0004,0,4.718,119.304,124.022,0.8993009999999999
Digex,0000,0,0.073,0.461,0.534,0.8988666666666667
Digex,0001,0,0.073,0.449,0.522,0.8988
Digex,0002,0,0.073,0.541,0.614,0.8988444444444444
Digex,0003,0,0.073,0.681,0.754,0.8987777777777778
Digex,0004,0,0.073,0.645,0.718,0.8988129629629629
Easynet,0000,0,0.042,0.17,0.21200000000000002,0.90006
Easynet,0001,0,0.042,0.17,0.21200000000000002,0.900018
Easynet,0002,0,0.042,0.227,0.269,0.9000395
Easynet,0003,0,0.042,0.201,0.24300000000000002,0.89998
Easynet,0004,0,0.042,0.19,0.232,0.900071
Eenet,0000,0,0.025,0.042,0.067,0.9539915
Eenet,0001,0,0.025,0.042,0.067,0.9539885
Eenet,0002,0,0.025,0.073,0.098,0.953989
Eenet,0003,0,0.025,0.041,0.066,0.95399
Eenet,0004,0,0.025,0.066,0.091,0.953991
EliBackbone,0000,0,0.05,0.588,0.638,0.9000612499999999
EliBackbone,0001,0,0.05,0.484,0.534,0.90005875
EliBackbone,0002,0,0.05,0.616,0.666,0.9000703333333332
EliBackbone,0003,0,0.05,1.095,1.145,0.9000644999999999
EliBackbone,0004,0,0.05,0.632,0.682,0.900009
Epoch,0000,0,0.017,0.075,0.092,0.9926666666666667
Epoch,0001,0,0.017,0.078,0.095,0.8999777777777778
Epoch,0002,0,0.017,0.497,0.514,0.9000888888888888
Epoch,0003,0,0.017,0.169,0.186,0.9000555555555556
Epoch,0004,0,0.017,0.515,0.532,0.9001888888888889
Ernet,0000,0,0.067,0.22,0.28700000000000003,0.899951
Ernet,0001,0,0.067,0.305,0.372,0.899946
Ernet,0002,0,0.067,0.37,0.437,0.899949
Ernet,0003,0,0.067,0.319,0.386,0.899947
Ernet,0004,0,0.067,0.272,0.339,0.899949
Esnet,0000,0,0.403,2.319,2.722,0.900155120804366
Esnet,0001,0,0.403,2.175,2.578,0.900202526748715
Esnet,0002,0,0.403,2.189,2.592,0.9000998138692922
Esnet,0003,0,0.403,2.281,2.684,0.9003276
Esnet,0004,0,0.403,2.238,2.641,0.9002730416057854
Eunetworks,0000,0,0.029,0.123,0.152,0.90005
Eunetworks,0001,0,0.029,0.106,0.135,0.9000385
Eunetworks,0002,0,0.029,0.098,0.127,0.900065
Eunetworks,0003,0,0.029,0.109,0.138,0.9000225
Eunetworks,0004,0,0.029,0.196,0.225,0.9000001666666666
Evolink,0000,0,0.083,0.465,0.548,0.899965
Evolink,0001,0,0.083,0.503,0.586,0.89996275
Evolink,0002,0,0.083,0.599,0.6819999999999999,0.90001325
Evolink,0003,0,0.083,0.496,0.579,0.89995425
Evolink,0004,0,0.083,0.5,0.583,0.899998
Fatman,0000,0,0.037,0.127,0.164,0.899978
Fatman,0001,0,0.037,0.106,0.143,0.899977
Fatman,0002,0,0.037,0.117,0.154,0.899971
Fatman,0003,0,0.037,0.107,0.144,0.899973
Fatman,0004,0,0.037,0.11,0.147,0.899973
Fccn,0000,0,0.04,0.117,0.157,0.900026
Fccn,0001,0,0.04,0.115,0.155,0.899969
Fccn,0002,0,0.04,0.134,0.17400000000000002,0.900008
Fccn,0003,0,0.04,0.121,0.161,0.8999769999999999
Fccn,0004,0,0.04,0.106,0.146,0.900029
Forthnet,0000,0,0.129,0.176,0.305,0.8999888888888888
Forthnet,0001,0,0.129,0.189,0.318,0.8999883888888889
Forthnet,0002,0,0.129,0.249,0.378,0.8999891111111111
Forthnet,0003,0,0.129,0.188,0.317,0.8999876111111111
Forthnet,0004,0,0.129,0.256,0.385,0.8999896111111111
Funet,0000,0,0.054,0.411,0.46499999999999997,0.8999905
Funet,0001,0,0.054,0.337,0.391,0.899957
Funet,0002,0,0.054,0.274,0.328,0.899968
Funet,0003,0,0.054,0.296,0.35,0.8999695
Funet,0004,0,0.054,0.337,0.391,0.900004
Gambia,0000,0,0.051,0.106,0.157,0.89968
Gambia,0001,0,0.051,0.121,0.172,0.89965
Gambia,0002,0,0.051,0.147,0.19799999999999998,0.89968
Gambia,0003,0,0.051,0.131,0.182,0.899655
Gambia,0004,0,0.051,0.132,0.183,0.89966
Garr199901,0000,0,0.032,0.144,0.176,0.90006
Garr199901,0001,0,0.032,0.37,0.402,0.900046
Garr199901,0002,0,0.032,0.21,0.242,0.900081
Garr199901,0003,0,0.032,0.145,0.177,0.900024
Garr199901,0004,0,0.032,0.175,0.207,0.90006
Garr199904,0000,0,0.038,0.167,0.20500000000000002,0.8999806451612903
Garr199904,0001,0,0.038,0.2,0.23800000000000002,0.8999870967741935
Garr199904,0002,0,0.038,0.146,0.184,0.8999612903225807
Garr199904,0003,0,0.038,0.273,0.311,0.8999483870967742
Garr199904,0004,0,0.038,0.178,0.216,0.899974193548387
Garr199905,0000,0,0.043,0.684,0.7270000000000001,0.8999806451612903
Garr199905,0001,0,0.043,0.149,0.192,0.8999483870967742
Garr199905,0002,0,0.043,0.13,0.173,0.8999612903225807
Garr199905,0003,0,0.043,1.17,1.2129999999999999,0.8999290322580644
Garr199905,0004,0,0.043,0.189,0.23199999999999998,0.8999483870967742
Garr200109,0000,0,0.046,0.135,0.181,0.8999548387096773
Garr200109,0001,0,0.046,0.211,0.257,0.8999483870967742
Garr200109,0002,0,0.046,0.158,0.20400000000000001,0.8999999999999999
Garr200109,0003,0,0.046,0.155,0.201,0.8999096774193548
Garr200109,0004,0,0.046,0.131,0.177,0.8999483870967742
