Topology,DemandFile,ExitCode,TotalTime,pre-uMax,post-uMax
Garr200404,0002,0,1.274349817,1.2503741935483872,0.8999806451612903
Garr200404,0003,0,1.513961572,1.1724451612903226,0.8999548387096774
Garr200404,0004,0,1.318627609,1.0150193548387096,0.9001806451612904
Garr200902,0000,0,107.588438611,2.2118672,0.9023112
Garr200902,0001,0,78.765268749,1.1961616,0.899908
Garr200902,0002,0,77.173664407,1.330906,0.9000448
Garr200902,0003,0,60.609166472,1.0292556,0.899902
Garr200902,0004,0,81.49968231,1.361124,0.929612
Garr200908,0000,0,83.712087897,1.888264,0.904334
Garr200908,0001,0,83.037482115,1.9892312,0.903414
Garr200908,0002,0,83.188335176,1.6590224,0.9350984615384615
Garr200908,0003,0,86.871793702,1.8579448,0.9036043
Garr200908,0004,0,68.115688091,1.6451688,0.984247
Garr200909,0000,0,78.473364162,1.8460972,0.93634
Garr200909,0001,0,72.849039544,1.5310056,0.8999169230769231
Garr200909,0002,0,97.183916208,1.7492150304708818,0.9533992
Garr200909,0003,0,87.740792726,1.576176,0.9000132
Garr200909,0004,0,75.250513115,1.6305696,0.9034812
Garr200912,0000,0,71.393664468,1.4969706,0.9545046153846154
Garr200912,0001,0,76.635964085,1.5403232,0.9552892307692308
Garr200912,0002,0,63.191082403,1.2863341530420966,0.9172812
Garr200912,0003,0,61.156078824,1.6261376,0.8999261538461538
Garr200912,0004,0,124.85173961,1.4553692,0.9342348
Garr201001,0000,0,75.232848671,1.9753044265593562,0.95674525
Garr201001,0001,0,65.726422121,1.619866800804829,1.1302323076923078
Garr201001,0002,0,64.836210505,1.567985,0.905651
Garr201001,0003,0,101.487233342,2.1552498993963782,0.9397324
Garr201001,0004,0,68.919359781,1.993496579476861,1.007009
Garr201003,0000,0,78.794231006,1.1459297666666668,0.974423076923077
Garr201003,0001,0,68.322443315,1.18724,1.019401
Garr201003,0002,0,64.752869567,1.2872212,0.946598
Garr201003,0003,0,71.130245825,1.1627034,0.8999230769230769
Garr201003,0004,0,70.562076934,1.095492,0.899981833333333
Garr201004,0000,0,89.292923645,1.3978076,0.9295261538461539
Garr201004,0001,0,81.703186399,1.4371175666666667,0.9769557
Garr201004,0002,0,66.859140857,1.6119322,1.204614
Garr201004,0003,0,59.049056612,0.9687167371079154,0.8999230769230769
Garr201004,0004,0,107.018358175,1.4510613333333333,0.9186404
Garr201005,0000,0,75.038601163,1.2156592,0.9028369333333334
Garr201005,0001,0,70.946639286,1.1102615962441316,0.9321816
Garr201005,0002,0,106.041349676,1.5387842253521127,0.900077
Garr201005,0003,0,81.173828245,1.15374035,0.9029172
Garr201005,0004,0,98.029697068,1.38090555,0.9448384
Garr201007,0000,0,75.442995979,1.3599599204854347,0.9118608
Garr201007,0001,0,87.439978894,1.2513086333333334,1.119515
Garr201007,0002,0,81.005822809,1.166788,0.9000184
Garr201007,0003,0,88.940995559,1.476117,0.90111965
Garr201007,0004,0,108.638778104,1.604812,1.0037607333333332
Garr201008,0000,0,86.183281145,1.232912,0.90809005
Garr201008,0001,0,76.448680786,1.2268232,0.899986
Garr201008,0002,0,84.762579684,1.567879,0.8999636
Garr201008,0003,0,96.456352024,1.41157605,0.9427430769230769
Garr201008,0004,0,73.434364186,1.2735308,1.221674
Garr201010,0000,0,111.23939362,1.3323118666666667,0.9000468
Garr201010,0001,0,84.461214232,1.2945896,0.9974044
Garr201010,0002,0,105.700448965,1.2278584666666665,0.9035048
Garr201010,0003,0,103.997725883,1.323428,0.9000384
Garr201010,0004,0,100.125359613,1.2403428,0.9200276923076923
Garr201012,0000,0,84.710785396,1.0270896,0.9001992
Garr201012,0001,0,85.974399813,1.1092852,0.9000076
Garr201012,0002,0,91.780969406,1.0395304333333333,0.9000396
Garr201012,0003,0,105.637368559,1.4536172,0.912622940663401
Garr201012,0004,0,78.317670941,0.9768884,0.9000192
Garr201101,0000,0,103.137263219,1.4853348,0.9398088666666667
Garr201101,0001,0,83.949160598,1.354374,0.8999928
Garr201101,0002,0,101.192255529,1.431048812899085,0.9978949333333333
Garr201101,0003,0,96.989216813,1.3771056,0.9662768
Garr201101,0004,0,85.704734793,1.319,0.908436
Garr201102,0000,0,81.683886372,0.89994,0.89994
Garr201102,0001,0,78.747599509,0.9609964,0.89995
Garr201102,0002,0,89.081699688,1.1521176,0.899945
Garr201102,0003,0,83.55036374,1.0782044,0.89995
Garr201102,0004,0,86.278240325,0.9902024,0.899944
Garr201103,0000,0,86.566699781,0.899941,0.899941
Garr201103,0001,0,92.009286477,0.899944,0.899944
Garr201103,0002,0,102.175306861,1.3230408,0.90752155
Garr201103,0003,0,93.007525493,0.9707176,0.899944
Garr201103,0004,0,110.253345146,1.20647,0.9636051833333334
Garr201104,0000,0,99.981230242,0.899941,0.899941
Garr201104,0001,0,116.518955528,1.1691708,0.9809585333333332
Garr201104,0002,0,98.134126043,0.8999715,0.8999715
Garr201104,0003,0,100.290051426,0.899941,0.899941
Garr201104,0004,0,111.6813347,1.0371744,0.9026636
Garr201105,0000,0,127.389816121,1.2947772,0.9857634
Garr201105,0001,0,98.421342655,0.9790596,0.899947
Garr201105,0002,0,95.360843463,0.899943,0.899943
Garr201105,0003,0,129.17076574,1.4035784,1.1579937392542679
Garr201105,0004,0,129.046916789,1.0751484,0.89999
Garr201107,0000,0,115.964771457,1.1242492,0.9279458
Garr201107,0001,0,108.626874007,1.1106188,0.899946
Garr201107,0002,0,139.907865471,1.46392,0.9101677666666668
Garr201107,0003,0,115.230926719,1.3550208,0.899947
Garr201107,0004,0,115.547919104,1.3470136,0.899947
Garr201108,0000,0,107.496134035,1.6996964,0.899946
Garr201108,0001,0,103.766110057,1.6592596,0.8999664
Garr201108,0002,0,102.571981478,1.6683392,0.8999676
Garr201108,0003,0,128.359678106,1.6538584,0.8999792
Garr201108,0004,0,122.144592553,1.739636,0.900044
Garr201109,0000,0,114.255590009,1.6535364,0.9000224
Garr201109,0001,0,119.774693967,1.6480192,0.8999808
Garr201109,0002,0,117.442805289,1.568964,0.8999848
Garr201109,0003,0,133.5627769,1.637068,0.9114111
Garr201109,0004,0,125.794448527,1.7105288,0.8999924
Garr201110,0000,0,118.138333076,1.7131356,0.899938
Garr201110,0001,0,110.6899566,1.6387374,0.900011
Garr201110,0002,0,110.959713302,1.652236,0.9000208
Garr201110,0003,0,123.326077125,1.73936,0.9000516
Garr201110,0004,0,124.706057096,1.4783022,0.8999816
Garr201111,0000,0,116.295948026,1.7034908,0.9000388
Garr201111,0001,0,130.629529563,1.7529704,0.8999852
Garr201111,0002,0,121.955225235,1.6175432,0.899984
Garr201111,0003,0,134.929361137,1.6526388,0.9000436
Garr201111,0004,0,129.501258064,1.6962456,0.900006
Garr201112,0000,0,128.277292822,1.6166066,0.9000058
Garr201112,0001,0,147.634855458,1.555221,0.9000186
Garr201112,0002,0,140.91697451,1.471955,0.9000138
Garr201112,0003,0,146.523684491,1.276268,0.899938
Garr201112,0004,0,144.795894766,1.6565868,0.9000396
Garr201201,0000,0,132.826645031,1.0054736,0.9000204
Garr201201,0001,0,162.621070425,1.2511469166666667,1.0346849833333334
Garr201201,0002,0,124.136380678,1.0280304,0.899939
Garr201201,0003,0,138.155468765,1.1231504,0.97249
Garr201201,0004,0,129.171078224,1.2479412,0.9000408
Gblnet,0000,0,0.185590216,0.899993,0.899993
Gblnet,0001,0,0.175408255,0.899993,0.899993
Gblnet,0002,0,0.224409442,0.899993,0.899993
Gblnet,0003,0,0.168448404,0.899993,0.899993
Gblnet,0004,0,0.179430618,0.899992,0.899992
Geant2001,0000,0,6.307669131,1.2385902,1.01171165
Geant2001,0001,0,2.912597352,1.1440361736334406,0.902226
Geant2001,0002,0,4.705241293,1.30042545,0.9577402
Geant2001,0003,0,3.043968529,1.0712394,0.9139158
Geant2001,0004,0,3.47106751,1.2215290875,0.9443726
Geant2009,0000,0,11.237573556,1.80149405,0.9004104208333332
Geant2009,0001,0,16.35759436,2.2504138833333336,0.9386730125
Geant2009,0002,0,11.506920572,2.216407425,0.9007054125
Geant2009,0003,0,11.980384064,2.0944492,0.9001539333333332
Geant2009,0004,0,11.589542597,2.0432102,0.90008135
Geant2010,0000,0,21.722513045,2.2397092,0.9000351755725191
Geant2010,0001,0,20.393238399,2.57291655,0.9000523969465649
Geant2010,0002,0,19.101855059,2.451569465648855,0.90016335
Geant2010,0003,0,19.722268818,2.41998565,0.9000972
Geant2010,0004,0,15.66804837,2.1475194,0.9000672977099237
Geant2012,0000,0,25.473390873,2.10166315,0.90006475
Geant2012,0001,0,23.978018007,1.9219331555286656,0.9017331
Geant2012,0002,0,27.690703099,2.498362418452318,0.90007445
Geant2012,0003,0,28.747976471,2.7747830023053957,0.90030965
Geant2012,0004,0,23.694554883,1.95512355,0.9000545023306514
Getnet,0000,0,0.198965675,1.057688888888889,0.9033333333333333
Getnet,0001,0,0.26215977,1.3724666666666667,0.9160555555555555
Getnet,0002,0,0.215466566,1.1450444444444445,0.9111
Getnet,0003,0,0.174337763,1.0886111111111112,0.9202888888888889
Getnet,0004,0,0.174093033,1.2756444444444444,0.9246444444444445
Globalcenter,0000,0,0.277822751,1.3514,1.3514
Globalcenter,0001,0,0.372844615,1.6360666666666666,1.6360666666666666
Globalcenter,0002,0,0.263170301,1.1823777777777777,1.1823777777777777
Globalcenter,0003,0,0.242522442,1.3111111111111111,1.3111111111111111
Globalcenter,0004,0,0.246263506,1.5756666666666668,1.5756666666666668
Globenet,0000,0,296.500813336,1.42827,0.8998989444444445
Globenet,0001,0,274.376760428,1.477349,0.899843
Globenet,0002,0,271.645061815,1.497911,0.899882
Globenet,0003,0,261.632178261,1.361048,0.899857
Globenet,0004,0,243.971810047,1.415469,0.899904
Goodnet,0000,0,0.937239756,1.8758611111111112,0.9645666666666667
Goodnet,0001,0,0.903035824,1.4355407407407408,0.9560037037037037
Goodnet,0002,0,1.094794506,1.8184185185185184,1.2745333333333333
Goodnet,0003,0,0.821531146,1.5124518518518517,0.9011314814814815
Goodnet,0004,0,1.777408851,1.5700907407407407,0.9425814814814815
Grena,0000,0,0.502168427,0.899971,0.899971
Grena,0001,0,0.504902531,0.899962,0.899962
Grena,0002,0,0.601462339,0.899965,0.899965
Grena,0003,0,0.542365503,0.899964,0.899964
Grena,0004,0,0.496991719,0.899968,0.899968
Gridnet,0000,0,0.209547572,1.4032777777777778,0.9255555555555556
Gridnet,0001,0,0.338101712,1.0364777777777778,0.9116111111111111
Gridnet,0002,0,0.284145959,1.1017222222222223,0.9125111111111112
Gridnet,0003,0,0.520009652,1.2236555555555555,0.9004444444444445
Gridnet,0004,0,0.284827565,1.5061666666666667,0.9101888888888889
Grnet,0000,0,8.69066222,1.164342,1.0790304
Grnet,0001,0,9.148364962,0.91689,1.974811
Grnet,0002,0,8.849069868,1.4110256,1.519008
Grnet,0003,0,8.615366237,0.899951,0.904641
Grnet,0004,0,8.107209906,0.89995,0.89995
GtsCe,0000,1,-,-,-
GtsCe,0001,1,-,-,-
GtsCe,0002,1,-,-,-
GtsCe,0003,1,-,-,-
GtsCe,0004,1,-,-,-
GtsCzechRepublic,0000,0,4.725913266,1.0437825,0.899988
GtsCzechRepublic,0001,0,5.555088205,1.309354,0.8999645
GtsCzechRepublic,0002,0,4.331248469,1.4538125,0.900024
GtsCzechRepublic,0003,0,5.427341137,1.3211415,0.8999655
GtsCzechRepublic,0004,0,5.887473693,1.467318,0.89999
GtsHungary,0000,0,2.765357407,1.2795465,0.8999615
GtsHungary,0001,0,2.6477025,1.0491225,0.9000285
GtsHungary,0002,0,2.813589173,1.2441695,0.899967
GtsHungary,0003,0,2.806422967,1.0528195,0.899978
GtsHungary,0004,0,2.749994163,1.417713,0.8999695
GtsPoland,0000,0,5.303570012,1.282924,0.900024
GtsPoland,0001,0,7.157238893,1.327354,0.9000274166666667
GtsPoland,0002,0,6.113190869,1.28676,0.900045
GtsPoland,0003,0,5.423341228,1.120624,0.9000173333333333
GtsPoland,0004,0,6.525295683,1.344564,0.9000375
GtsRomania,0000,0,1.167932355,1.3192185,0.90001
GtsRomania,0001,0,1.143433029,1.481737,0.899995
GtsRomania,0002,0,1.192848663,1.033897,0.900053
GtsRomania,0003,0,1.129949181,1.5041605,0.899981
GtsRomania,0004,0,1.155875601,1.4860335,0.89998
GtsSlovakia,0000,0,6.820733416,1.6009848333333334,0.899975
GtsSlovakia,0001,0,10.219897832,1.6317453333333332,0.9057613333333333
GtsSlovakia,0002,0,9.118786191,1.3163103333333332,0.9000256666666668
GtsSlovakia,0003,0,8.508760119,1.5327306666666667,0.900005
GtsSlovakia,0004,0,7.441044841,1.5389845,0.8999868333333334
Harnet,0000,0,1.274670349,1.3863256102973813,0.8999765
Harnet,0001,0,1.153094395,1.23868655126498,0.8999785
Harnet,0002,0,1.47751132,1.7888978251220593,0.9000532623169107
Harnet,0003,0,1.191022562,0.9064142032845096,0.9000685308477585
Harnet,0004,0,1.107182057,0.9635739014647137,0.8999928983577451
Heanet,0000,0,0.186725987,1.525681,1.083629
Heanet,0001,0,0.172666157,1.2456468333333333,1.1544575
Heanet,0002,0,0.215622265,1.4278496666666665,1.213517
Heanet,0003,0,0.185657477,1.259999,1.00883
Heanet,0004,0,0.183357385,0.9394635,0.9394635
HiberniaCanada,0000,0,0.404469326,0.9848585,0.900041
HiberniaCanada,0001,0,0.444619838,0.974045,0.902285
HiberniaCanada,0002,0,0.561694324,1.04008,0.900004
HiberniaCanada,0003,0,0.542434317,1.158054,0.899998
HiberniaCanada,0004,0,0.489898816,1.248499,0.900004
HiberniaGlobal,0000,0,97.269869683,1.667433,0.8998915
HiberniaGlobal,0001,0,84.996389414,1.6847075,0.899844
HiberniaGlobal,0002,0,97.190785236,1.6712835,0.899846
HiberniaGlobal,0003,0,100.768195711,1.73043525,0.89985225
HiberniaGlobal,0004,0,85.854523124,1.677241375,0.899827375
HiberniaIreland,0000,0,0.186928227,1.109221,0.922527
HiberniaIreland,0001,0,0.17396124,0.934059,0.901332
HiberniaIreland,0002,0,0.176315288,0.92977,0.901695
HiberniaIreland,0003,0,0.182238533,1.084278,0.927488
HiberniaIreland,0004,0,0.176701031,1.033772,0.900924
HiberniaNireland,0000,0,0.855186877,1.0833698333333335,0.9000346666666666
HiberniaNireland,0001,0,0.920977635,1.1519693333333334,0.901633
HiberniaNireland,0002,0,0.757244803,1.2221675,0.899997
HiberniaNireland,0003,0,0.791512997,1.3035783333333333,0.9000686666666667
HiberniaNireland,0004,0,0.736195848,1.0589783333333336,0.9000603333333334
HiberniaUk,0000,0,0.524378532,1.18647,0.900074
HiberniaUk,0001,0,0.531000847,1.059136,0.900002
HiberniaUk,0002,0,0.613361101,1.140335,0.900059
HiberniaUk,0003,0,0.494426789,0.904381,0.900022
HiberniaUk,0004,0,0.488578142,0.903784,0.900533
HiberniaUs,0000,0,1.214999848,1.229120625,0.899958
HiberniaUs,0001,0,1.325406152,1.3003363472222222,0.899958
HiberniaUs,0002,0,1.540229165,1.312005875,0.90005525
HiberniaUs,0003,0,1.281702118,0.899965,0.899965
HiberniaUs,0004,0,1.106556661,0.899955,0.899955
Highwinds,0000,0,1.20752497,1.369458520833333,0.8999978078703703
Highwinds,0001,0,1.555718411,1.3007418833333335,0.9000773726851852
Highwinds,0002,0,1.402658813,1.1709404333333333,0.9000300666666666
Highwinds,0003,0,1.481535847,1.435085727777778,0.9000820578703702
Highwinds,0004,0,1.413974835,1.1925104666666668,0.9000615333333332
HostwayInternational,0000,0,0.542196146,1.255871,0.900054
HostwayInternational,0001,0,0.556050473,0.899976,0.899976
HostwayInternational,0002,0,0.596479419,0.899974,0.899974
HostwayInternational,0003,0,0.699774752,1.2144663333333334,0.9000075
HostwayInternational,0004,0,0.532049823,0.956655,0.899976
HurricaneElectric,0000,0,2.157700607,1.3286320000000003,0.9000616666666668
HurricaneElectric,0001,0,2.343115005,1.685797,0.9029896111111111
HurricaneElectric,0002,0,2.196461085,1.399607111111111,0.900017
HurricaneElectric,0003,0,3.683761147,1.7691926666666666,0.9000435
HurricaneElectric,0004,0,3.062182752,1.376653861111111,0.90004025
Ibm,0000,0,3.121386843,1.1738222222222223,0.8998666666666667
Ibm,0001,0,0.960659769,1.6093555555555557,0.8998222222222222
Ibm,0002,0,1.448304357,1.0862444444444443,0.8997537037037038
Ibm,0003,0,1.021055861,1.2171574074074074,0.8997916666666667
Ibm,0004,0,0.851619455,1.215850925925926,0.8998333333333334
Iij,0000,0,14.614470698,1.2267730419854896,0.9153206949534893
Iij,0001,0,13.839593935,1.5090386619620197,1.12988655
Iij,0002,0,12.434375785,1.201259467565801,1.026588119695216
Iij,0003,0,15.615214733,1.3415402259355709,0.9000120814445087
Iij,0004,0,13.882533724,1.083474769121335,0.9409654154208462
Iinet,0000,0,10.006525048,1.811158,0.90004175
Iinet,0001,0,5.901900718,1.47487075,0.900073
Iinet,0002,0,7.324327739,1.3403495,0.900058
Iinet,0003,0,5.496935008,1.40639675,0.9000605
Iinet,0004,0,8.026742627,1.37533575,0.9000575
Ilan,0000,0,0.582679438,0.9161258333333333,0.9019983333333333
Ilan,0001,0,0.491771531,1.1145498333333335,0.9000746666666667
Ilan,0002,0,0.706968839,1.0772775,0.9004963333333332
Ilan,0003,0,0.475172047,0.9988771666666667,0.9034468333333334
Ilan,0004,0,0.474065404,1.0072555,0.9000593333333333
Integra,0000,0,3.455424039,1.37438875,0.90000025
Integra,0001,0,3.490522876,1.4051414166666665,0.90002
Integra,0002,0,3.696222015,1.06792975,0.900003
Integra,0003,0,3.287974598,1.1854025,0.8999995
Integra,0004,0,3.273742385,1.0883085833333332,0.90005075
Intellifiber,0000,0,313.103092734,1.2242573333333335,0.8997485
Intellifiber,0001,0,348.609714197,1.4220760000000003,0.899787
Intellifiber,0002,0,377.853349303,1.3985970277777775,0.8998033333333333
Intellifiber,0003,0,318.467208566,1.3804811666666668,0.8997892708333334
Intellifiber,0004,0,352.245912086,1.394062,0.8997776875
Internetmci,0000,0,1.558750552,1.5703193548387098,0.9000111111111111
Internetmci,0001,0,1.240979674,1.0734666666666666,0.8999814814814814
Internetmci,0002,0,5.581558868,1.5510698924731183,0.9212451612903226
Internetmci,0003,0,1.761310461,1.758709677419355,0.9653473118279571
Internetmci,0004,0,1.215180595,1.366785185185185,0.8999814814814816
Internode,0000,0,179.266313519,1.5740564583333334,1.2119702372950565
Internode,0001,0,198.920801826,1.7385339583333332,1.1322560416666667
Internode,0002,0,189.79926745,1.877145,1.3384756188648905
Internode,0003,0,196.451732648,1.6921379166666666,1.1322808333333334
Internode,0004,0,208.605514512,1.7367202083333333,1.133118125
Interoute,0000,1,-,-,-
Interoute,0001,1,-,-,-
Interoute,0002,1,-,-,-
Interoute,0003,1,-,-,-
Interoute,0004,1,-,-,-
Intranetwork,0000,0,12.095345746,0.899881,0.899881
Intranetwork,0001,0,12.465377041,0.89987,0.89987
Intranetwork,0002,0,12.021115159,0.899877,0.899877
Intranetwork,0003,0,12.976109885,0.9567145,0.899882
Intranetwork,0004,0,11.976571532,0.899883,0.899883
Ion,0000,1,-,-,-
Ion,0001,1,-,-,-
Ion,0002,1,-,-,-
Ion,0003,1,-,-,-
Ion,0004,1,-,-,-
IowaStatewideFiberMap,0000,0,8.33278577,1.62593375,0.90002175
IowaStatewideFiberMap,0001,0,6.352819297,1.53233,0.9000215
IowaStatewideFiberMap,0002,0,6.070604429,1.64421875,0.9000295
IowaStatewideFiberMap,0003,0,7.803013555,1.71679575,0.9000185
IowaStatewideFiberMap,0004,0,7.534096122,1.408259,0.9000435
Iris,0000,0,55.888902322,1.51681875,0.89994925
Iris,0001,0,55.468323607,1.49946125,0.8998845
Iris,0002,0,54.77240323,1.55736725,0.89989925
Iris,0003,0,53.380789565,1.5581415,0.899883
Iris,0004,0,49.36743506,1.575083,0.89990325
Istar,0000,0,1.269395684,0.899945,0.899945
Istar,0001,0,1.352918833,0.899945,0.899945
Istar,0002,0,1.227775217,0.899944,0.899944
Istar,0003,0,1.156087191,0.899948,0.899948
Istar,0004,0,1.067287158,0.899949,0.899949
Itnet,0000,0,0.20622914,0.899995,0.899995
Itnet,0001,0,0.205612169,0.899994,0.899994
Itnet,0002,0,0.227769135,0.899995,0.899995
Itnet,0003,0,0.310110497,0.899994,0.899994
Itnet,0004,0,0.212790687,0.899995,0.899995
Janetbackbone,0000,0,6.97777619,1.7821865833333332,0.900017
Janetbackbone,0001,0,6.954159915,2.113225,0.9000505
Janetbackbone,0002,0,5.561206846,1.5807060833333333,0.90006025
Janetbackbone,0003,0,6.270647912,1.7790295,0.9000225
Janetbackbone,0004,0,5.931437373,1.8281994166666664,0.90002625
JanetExternal,0000,0,0.195695338,0.8999952,0.8999952
JanetExternal,0001,0,0.232330893,0.8999956,0.8999956
JanetExternal,0002,0,0.195025371,0.8999948,0.8999948
JanetExternal,0003,0,0.240071378,0.8999944,0.8999944
JanetExternal,0004,0,0.207251224,0.8999952,0.8999952
Janetlense,0000,0,1.330682791,1.562631,1.1536495
Janetlense,0001,0,1.260323757,1.414758833333333,1.0306240833333333
Janetlense,0002,0,1.289393557,1.193208166666667,0.900465
Janetlense,0003,0,1.306915471,1.153866333333333,0.9000645
Janetlense,0004,0,1.622600626,1.0470613333333332,0.9000685
Jgn2Plus,0000,0,0.602450846,0.899963,0.899963
Jgn2Plus,0001,0,0.605881337,0.899966,0.899966
Jgn2Plus,0002,0,0.591960747,0.899964,0.899964
Jgn2Plus,0003,0,0.612447826,0.899959,0.899959
Jgn2Plus,0004,0,0.59874041,0.899959,0.899959
Karen,0000,0,2.081983285,1.4016143,0.9899956
Karen,0001,0,2.105768495,1.22368265,0.9899956
Karen,0002,0,2.040880608,1.1631183,0.9899958
Karen,0003,0,1.886148474,1.17987165,0.9899967
Karen,0004,0,1.928992537,0.9899964,0.9899964
KentmanApr2007,0000,0,1.12504196,0.89968,0.89968
KentmanApr2007,0001,0,1.171638481,0.89969,0.89969
KentmanApr2007,0002,0,1.036543597,0.89972,0.89972
KentmanApr2007,0003,0,0.963673163,0.89971,0.89971
KentmanApr2007,0004,0,0.923737959,0.89972,0.89972
KentmanAug2005,0000,0,2.374767011,1.151658064516129,0.8996516129032258
KentmanAug2005,0001,0,2.388710799,0.8996580645161291,0.8996580645161291
KentmanAug2005,0002,0,2.685410932,1.3120064516129033,0.8996258064516129
KentmanAug2005,0003,0,2.51174214,1.1926322580645161,0.8996516129032258
KentmanAug2005,0004,0,2.63409115,1.5748709677419355,0.8997967741935484
KentmanFeb2008,0000,0,1.8088137,0.8997,0.8997
KentmanFeb2008,0001,0,1.770677817,0.9928224153211498,0.9928224153211498
KentmanFeb2008,0002,0,1.710541687,0.89968,0.89968
KentmanFeb2008,0003,0,1.605179902,0.89969,0.89969
KentmanFeb2008,0004,0,1.688078577,0.89966,0.89966
KentmanJan2011,0000,0,8.712521349,0.899932,0.899932
KentmanJan2011,0001,0,8.586982044,0.899914,0.899914
KentmanJan2011,0002,0,8.3729363,0.899913,0.899913
KentmanJan2011,0003,0,8.403687773,0.89992,0.89992
KentmanJan2011,0004,0,7.708272782,0.899933,0.899933
KentmanJul2005,0000,0,0.590274985,0.8995294117647059,0.8995294117647059
KentmanJul2005,0001,0,0.648786957,1.0952935483870967,0.8995294117647059
KentmanJul2005,0002,0,0.575793692,0.9645225806451613,0.8996470588235295
KentmanJul2005,0003,0,0.641128195,1.1199129032258064,0.9232387096774194
KentmanJul2005,0004,0,0.744395768,1.0099903225806453,0.8999645161290323
Kreonet,0000,0,0.337706937,0.8999992,0.8999992
Kreonet,0001,0,0.339517175,0.89999925,0.89999925
Kreonet,0002,0,0.392536008,0.89999925,0.89999925
Kreonet,0003,0,0.324197034,0.89999925,0.89999925
Kreonet,0004,0,0.36699779,0.89999925,0.89999925
LambdaNet,0000,0,13.825128577,1.0407665,0.8999225
LambdaNet,0001,0,13.958328059,1.125329,0.899935
LambdaNet,0002,0,14.98778003,1.0969675,0.899947
LambdaNet,0003,0,13.943230303,1.191726,0.899964
LambdaNet,0004,0,14.186756843,1.0362805,0.8999055
Latnet,0000,0,148.051267575,0.89704,0.89704
Latnet,0001,0,153.650099287,0.99698,0.89693
Latnet,0002,0,134.810329693,0.89705,0.89705
Latnet,0003,0,136.236448464,0.89709,0.89709
Latnet,0004,0,155.241094164,1.034755,0.89701
Layer42,0000,0,0.165546181,1.1844815,0.9003525
Layer42,0001,0,0.170986132,0.95122,0.9021375
Layer42,0002,0,0.203143673,1.149145,0.9029095
Layer42,0003,0,0.202476743,1.3073735,0.974519
Layer42,0004,0,0.164179335,0.9302995,0.9071055
Litnet,0000,0,12.599633707,0.946706,0.899905
Litnet,0001,0,14.800969248,1.115487,0.89995
Litnet,0002,0,13.92849178,0.942885,0.899959
Litnet,0003,0,16.925337899,1.156748,0.899922
Litnet,0004,0,15.082139665,1.243692,0.911342
Marnet,0000,0,0.950266929,2.357032258064516,2.357032258064516
Marnet,0001,0,1.134362236,2.932135483870968,2.932135483870968
Marnet,0002,0,0.940294205,2.4704516129032257,2.4704516129032257
Marnet,0003,0,0.940044851,2.932141935483871,2.932141935483871
Marnet,0004,0,1.135345323,2.9321225806451614,2.9321225806451614
Marwan,0000,0,0.521349458,1.03668402082499,0.9139660926445068
Marwan,0001,0,0.5230679,0.9969723668402083,0.8997997597116539
Marwan,0002,0,0.572400456,1.1096342277399545,0.9002162595114137
Marwan,0003,0,0.63350303,1.2650353757842747,0.8998291282872781
Marwan,0004,0,0.510671488,0.99933253237218,0.9323908690428514
Missouri,0000,0,196.373954141,1.155353,0.89976475
Missouri,0001,0,183.180680261,1.1936195,0.8997905
Missouri,0002,0,181.716118362,1.1670445,0.899816
Missouri,0003,0,191.913119288,1.3122345,0.899823
Missouri,0004,0,185.293982454,1.201821875,0.899866
Mren,0000,0,0.164461159,0.899997,0.899997
Mren,0001,0,0.166451001,0.899997,0.899997
Mren,0002,0,0.196263439,0.899996,0.899996
Mren,0003,0,0.164845476,0.899998,0.899998
Mren,0004,0,0.165256645,0.899997,0.899997
Myren,0000,0,10.311613424,1.3330635048231512,0.95108922829582
Myren,0001,0,7.88647065,1.250447,1.1515128617363344
Myren,0002,0,6.130973501,1.1978096774193547,1.024841935483871
Myren,0003,0,6.908678998,0.89956,0.89956
Myren,0004,0,6.704113128,1.2008354838709678,0.89966
Napnet,0000,0,0.163407625,1.327288888888889,1.0766444444444445
Napnet,0001,0,0.173787739,1.1784,0.9039777777777778
Napnet,0002,0,0.218704129,1.2523777777777778,0.8999555555555555
Napnet,0003,0,0.168533688,1.4760888888888888,1.0675555555555556
Napnet,0004,0,0.170002661,1.1335333333333333,0.8999555555555555
Navigata,0000,0,0.541971835,1.13005525,0.9053085
Navigata,0001,0,0.482296359,1.03409,0.8999915
Navigata,0002,0,0.519777937,1.04190075,0.9000115
Navigata,0003,0,0.681995235,1.02011,0.900056
Navigata,0004,0,0.569456445,1.09470725,0.9000535
Netrail,0000,0,0.177001733,1.4626444444444444,0.9661777777777778
Netrail,0001,0,0.180219236,1.587611111111111,0.9525333333333333
Netrail,0002,0,0.20048919,1.2421333333333333,0.9749222222222222
Netrail,0003,0,0.179405754,1.3282222222222222,0.9429111111111111
Netrail,0004,0,0.193185607,1.9009111111111112,1.1820666666666666
NetworkUsa,0000,0,6.75350465,1.367548,0.8999985
NetworkUsa,0001,0,5.894324345,1.0809965,0.8999655
NetworkUsa,0002,0,7.020688852,1.26527,0.8999415
NetworkUsa,0003,0,7.687806197,1.326755,0.899997
NetworkUsa,0004,0,7.296502325,1.277645,0.8999605
Nextgen,0000,0,0.677702747,0.899974,0.899974
Nextgen,0001,0,0.577721402,0.899972,0.899972
Nextgen,0002,0,0.57814739,0.899971,0.899971
Nextgen,0003,0,0.632963728,0.899968,0.899968
