Topology,DemandFile,Preprocessing time,ILP solve time,Total  time,uMax
Garr201005,0003,0.041,2.71,2.751,0.9001643999999999
Garr201005,0004,0.044,4.015,4.059,0.924263
Garr201007,0000,0.038,2.297,2.335,0.8999246153846154
Garr201007,0001,0.039,2.296,2.335,1.119515
Garr201007,0002,0.045,2.495,2.54,0.9101977
Garr201007,0003,0.043,5.463,5.506,0.9187540000000001
Garr201007,0004,0.036,2.63,2.666,0.96541
Garr201008,0000,0.031,3.121,3.152,0.8999061538461538
Garr201008,0001,0.02,2.525,2.545,0.9000476
Garr201008,0002,0.043,2.413,2.456,1.038482
Garr201008,0003,0.047,3.876,3.923,0.9599285
Garr201008,0004,0.04,2.291,2.331,1.221674
Garr201010,0000,0.048,2.791,2.839,0.9000388
Garr201010,0001,0.048,2.719,2.767,0.9000935999999999
Garr201010,0002,0.041,2.784,2.825,0.9000584
Garr201010,0003,0.033,2.827,2.86,1.0807963999999999
Garr201010,0004,0.025,3.047,3.072,0.9580452
Garr201012,0000,0.042,2.705,2.747,0.9000616
Garr201012,0001,0.043,2.785,2.828,0.9721520124017883
Garr201012,0002,0.043,2.77,2.813,0.9000496
Garr201012,0003,0.043,4.168,4.211,0.9223552
Garr201012,0004,0.046,2.694,2.74,0.9000896
Garr201101,0000,0.035,2.931,2.966,1.0036728
Garr201101,0001,0.041,2.768,2.809,0.9000284
Garr201101,0002,0.051,2.856,2.907,1.1179528
Garr201101,0003,0.048,4.009,4.057,0.9000992
Garr201101,0004,0.035,2.803,2.838,0.9784127715588621
Garr201102,0000,0.025,2.503,2.528,0.89994
Garr201102,0001,0.026,2.586,2.612,0.89995
Garr201102,0002,0.041,2.541,2.582,0.899945
Garr201102,0003,0.037,2.464,2.501,0.89995
Garr201102,0004,0.036,2.462,2.498,0.899944
Garr201103,0000,0.03,2.604,2.634,0.899941
Garr201103,0001,0.051,2.948,2.999,0.899944
Garr201103,0002,0.045,2.971,3.016,0.950317
Garr201103,0003,0.032,2.693,2.725,0.992136
Garr201103,0004,0.036,3.009,3.045,1.024876
Garr201104,0000,0.027,2.865,2.892,0.899941
Garr201104,0001,0.04,2.832,2.872,1.247638
Garr201104,0002,0.06,2.732,2.792,1.799943
Garr201104,0003,0.047,2.882,2.929,0.899941
Garr201104,0004,0.025,2.889,2.914,0.899939
Garr201105,0000,0.036,2.769,2.805,1.09697
Garr201105,0001,0.04,2.818,2.858,0.899947
Garr201105,0002,0.035,2.726,2.761,0.899943
Garr201105,0003,0.035,3.215,3.25,0.943398
Garr201105,0004,0.043,2.992,3.035,0.9000344
Garr201107,0000,0.054,3.452,3.506,0.9257959999999994
Garr201107,0001,0.037,2.806,2.843,1.302537
Garr201107,0002,0.032,4.74,4.772,0.909163
Garr201107,0003,0.041,2.875,2.916,1.09726
Garr201107,0004,0.036,3.166,3.202,1.130553
Garr201108,0000,0.032,2.949,2.981,1.089768
Garr201108,0001,0.029,3.091,3.12,0.9000256
Garr201108,0002,0.037,2.833,2.87,0.9000452
Garr201108,0003,0.049,3.216,3.265,0.8999808
Garr201108,0004,0.049,2.837,2.886,0.9000096
Garr201109,0000,0.037,3.068,3.105,0.8999999999999997
Garr201109,0001,0.04,3.093,3.133,0.90003
Garr201109,0002,0.044,3.104,3.148,0.9000544
Garr201109,0003,0.025,3.313,3.338,0.9000456
Garr201109,0004,0.045,2.989,3.034,0.8999732
Garr201110,0000,0.045,2.864,2.909,0.899938
Garr201110,0001,0.04,3.171,3.211,0.900074
Garr201110,0002,0.031,3.16,3.191,0.900048
Garr201110,0003,0.034,2.976,3.01,0.9000288
Garr201110,0004,0.021,3.155,3.176,0.900026
Garr201111,0000,0.029,3.099,3.128,0.9000248
Garr201111,0001,0.05,3.364,3.414,0.9000104
Garr201111,0002,0.042,3.245,3.287,0.9000627999999999
Garr201111,0003,0.033,3.253,3.286,0.9000408
Garr201111,0004,0.043,3.194,3.237,0.8999796
Garr201112,0000,0.048,3.158,3.206,0.9000464
Garr201112,0001,0.037,3.417,3.454,0.9000348
Garr201112,0002,0.044,3.283,3.327,0.89999
Garr201112,0003,0.023,3.243,3.266,0.899938
Garr201112,0004,0.038,3.498,3.536,0.8999772
Garr201201,0000,0.046,3.408,3.454,0.9000948
Garr201201,0001,0.036,3.182,3.218,1.02542
Garr201201,0002,0.032,3.059,3.091,1.101024
Garr201201,0003,0.028,3.106,3.134,1.277966
Garr201201,0004,0.035,3.159,3.194,0.9000859999999999
Gblnet,0000,0.0,0.043,0.043,0.899993
Gblnet,0001,0.001,0.046,0.047,0.899993
Gblnet,0002,0.001,0.044,0.045,0.899993
Gblnet,0003,0.0,0.043,0.043,0.899993
Gblnet,0004,0.001,0.05,0.051,0.899992
Geant2001,0000,0.006,0.485,0.491,1.0393344
Geant2001,0001,0.007,0.395,0.402,0.8999887459807074
Geant2001,0002,0.007,0.526,0.533,0.9454232
Geant2001,0003,0.007,0.415,0.422,0.9276195999999999
Geant2001,0004,0.007,0.397,0.404,0.8999694533762058
Geant2009,0000,0.026,0.895,0.921,0.9000815
Geant2009,0001,0.007,2.879,2.886,0.9384993
Geant2009,0002,0.007,2.494,2.501,0.9002537
Geant2009,0003,0.026,1.914,1.94,0.900165
Geant2009,0004,0.028,1.118,1.146,0.9002035
Geant2010,0000,0.026,1.386,1.412,0.9000610687022901
Geant2010,0001,0.027,1.311,1.338,0.9001456
Geant2010,0002,0.028,3.8,3.828,0.900252213740458
Geant2010,0003,0.008,1.248,1.256,0.9001546259541985
Geant2010,0004,0.026,0.991,1.017,0.9000815
Geant2012,0000,0.03,1.49,1.52,0.9001828744356163
Geant2012,0001,0.025,1.539,1.564,0.9000832465193718
Geant2012,0002,0.01,1.537,1.547,0.9000639907036271
Geant2012,0003,0.026,2.063,2.089,0.900095
Geant2012,0004,0.028,1.216,1.244,0.9000934325668309
Getnet,0000,0.001,0.052,0.053,0.9311333333333334
Getnet,0001,0.001,0.042,0.043,0.9186888888888889
Getnet,0002,0.001,0.044,0.045,0.9135777777777778
Getnet,0003,0.001,0.052,0.053,0.9084222222222221
Getnet,0004,0.0,0.039,0.039,0.9623555555555554
Globalcenter,0000,0.0,0.059,0.059,1.3514
Globalcenter,0001,0.001,0.073,0.074,1.6360666666666663
Globalcenter,0002,0.001,0.069,0.07,1.1823777777777777
Globalcenter,0003,0.001,0.08,0.081,1.311111111111111
Globalcenter,0004,0.001,0.062,0.063,1.5756666666666668
Globenet,0000,0.031,7.545,7.576,1.162068
Globenet,0001,0.04,7.368,7.408,1.0449519999999999
Globenet,0002,0.032,7.24,7.272,1.221443
Globenet,0003,0.038,7.291,7.329,1.114044
Globenet,0004,0.043,7.187,7.23,1.108822
Goodnet,0000,0.016,11.969,11.985,0.8999555555555555
Goodnet,0001,0.015,0.202,0.217,0.941
Goodnet,0002,0.015,0.257,0.272,1.2745333333333333
Goodnet,0003,0.016,0.301,0.317,0.8999333333333331
Goodnet,0004,0.016,0.639,0.655,0.9331333333333334
Grena,0000,0.001,0.135,0.136,0.899971
Grena,0001,0.001,0.127,0.128,0.899962
Grena,0002,0.001,0.135,0.136,0.899965
Grena,0003,0.002,0.136,0.138,0.899964
Grena,0004,0.001,0.131,0.132,0.899968
Gridnet,0000,0.001,0.174,0.175,0.9105111111111112
Gridnet,0001,0.001,0.357,0.358,0.9027555505719513
Gridnet,0002,0.001,0.42,0.421,0.9051777777777777
Gridnet,0003,0.001,0.114,0.115,0.9072666666666666
Gridnet,0004,0.001,0.058,0.059,1.0624222222222222
Grnet,0000,0.008,0.711,0.719,0.8999509999999995
Grnet,0001,0.008,0.66,0.668,0.899986
Grnet,0002,0.008,0.702,0.71,0.899947
Grnet,0003,0.022,0.668,0.69,0.899951
Grnet,0004,0.028,0.661,0.689,0.89995
GtsCe,0000,0.446,238.303,238.749,0.899164
GtsCe,0001,0.157,158.154,158.311,0.899115
GtsCe,0002,0.154,162.287,162.441,0.899169
GtsCe,0003,0.162,190.629,190.791,0.899198
GtsCe,0004,0.162,168.497,168.659,0.899174
GtsCzechRepublic,0000,0.01,0.642,0.652,0.89997
GtsCzechRepublic,0001,0.028,0.586,0.614,0.899946
GtsCzechRepublic,0002,0.013,0.602,0.615,0.9
GtsCzechRepublic,0003,0.023,0.661,0.684,0.899966
GtsCzechRepublic,0004,0.027,0.62,0.647,0.899976
GtsHungary,0000,0.01,0.444,0.454,0.899966
GtsHungary,0001,0.007,0.463,0.47,0.899957
GtsHungary,0002,0.006,0.475,0.481,0.900042
GtsHungary,0003,0.015,0.451,0.466,0.899964
GtsHungary,0004,0.004,0.422,0.426,0.900023
GtsPoland,0000,0.023,0.798,0.821,0.899995
GtsPoland,0001,0.024,0.992,1.016,0.900043
GtsPoland,0002,0.006,0.736,0.742,0.899983
GtsPoland,0003,0.005,0.765,0.77,0.900039
GtsPoland,0004,0.006,0.962,0.968,0.900021
GtsRomania,0000,0.016,0.232,0.248,0.899981
GtsRomania,0001,0.017,0.239,0.256,0.900006
GtsRomania,0002,0.016,0.211,0.227,0.900054
GtsRomania,0003,0.016,0.221,0.237,0.899981
GtsRomania,0004,0.016,0.243,0.259,0.89998
GtsSlovakia,0000,0.027,0.532,0.559,1.021509
GtsSlovakia,0001,0.027,0.525,0.552,1.190953
GtsSlovakia,0002,0.024,0.539,0.563,0.900021
GtsSlovakia,0003,0.021,0.558,0.579,0.899975
GtsSlovakia,0004,0.019,0.545,0.564,0.899935
Harnet,0000,0.016,0.25,0.266,1.134652463382157
Harnet,0001,0.016,0.261,0.277,1.0764324900133155
Harnet,0002,0.017,0.261,0.278,1.231328894806924
Harnet,0003,0.016,0.259,0.275,0.9000308921438083
Harnet,0004,0.016,0.281,0.297,0.8999840213049267
Heanet,0000,0.001,0.055,0.056,1.1885909999999997
Heanet,0001,0.001,0.042,0.043,2.308915
Heanet,0002,0.0,0.053,0.053,2.159488
Heanet,0003,0.001,0.063,0.064,1.069156
Heanet,0004,0.001,0.06,0.061,0.911412
HiberniaCanada,0000,0.001,0.083,0.084,0.90006
HiberniaCanada,0001,0.001,0.097,0.098,0.902339
HiberniaCanada,0002,0.001,0.085,0.086,0.90003
HiberniaCanada,0003,0.001,0.083,0.084,0.899998
HiberniaCanada,0004,0.001,0.099,0.1,0.90006
HiberniaGlobal,0000,0.041,5.262,5.303,0.987342
HiberniaGlobal,0001,0.034,5.077,5.111,0.93715
HiberniaGlobal,0002,0.058,5.292,5.35,1.044641
HiberniaGlobal,0003,0.04,4.374,4.414,1.0091329999999998
HiberniaGlobal,0004,0.036,4.355,4.391,1.002381
HiberniaIreland,0000,0.001,0.046,0.047,0.903995
HiberniaIreland,0001,0.002,0.065,0.067,0.900066
HiberniaIreland,0002,0.002,0.069,0.071,0.90007
HiberniaIreland,0003,0.001,0.049,0.05,0.9
HiberniaIreland,0004,0.001,0.091,0.092,0.900074
HiberniaNireland,0000,0.016,0.209,0.225,0.900031
HiberniaNireland,0001,0.016,0.291,0.307,0.900009
HiberniaNireland,0002,0.015,0.244,0.259,0.9000239999999999
HiberniaNireland,0003,0.016,0.271,0.287,0.9000400000000001
HiberniaNireland,0004,0.016,0.211,0.227,0.900006
HiberniaUk,0000,0.001,0.121,0.122,0.900037
HiberniaUk,0001,0.001,0.128,0.129,0.900009
HiberniaUk,0002,0.001,0.139,0.14,0.900055
HiberniaUk,0003,0.002,0.132,0.134,0.900022
HiberniaUk,0004,0.001,0.115,0.116,0.90005
HiberniaUs,0000,0.018,0.306,0.324,0.899958
HiberniaUs,0001,0.019,0.332,0.351,0.899958
HiberniaUs,0002,0.019,0.575,0.594,0.899982
HiberniaUs,0003,0.016,0.328,0.344,0.899965
HiberniaUs,0004,0.018,0.336,0.354,0.899955
Highwinds,0000,0.006,0.31,0.316,1.800016999999983
Highwinds,0001,0.002,0.304,0.306,1.800016
Highwinds,0002,0.002,0.329,0.331,1.8
Highwinds,0003,0.002,0.255,0.257,1.860619
Highwinds,0004,0.003,0.389,0.392,1.800081
HostwayInternational,0000,0.002,0.248,0.25,0.900068
HostwayInternational,0001,0.002,0.152,0.154,0.899976
HostwayInternational,0002,0.001,0.177,0.178,0.899974
HostwayInternational,0003,0.001,0.167,0.168,0.900069
HostwayInternational,0004,0.002,0.149,0.151,0.899976
HurricaneElectric,0000,0.016,0.371,0.387,0.900057
HurricaneElectric,0001,0.016,0.32,0.336,0.900074
HurricaneElectric,0002,0.018,0.359,0.377,0.900064
HurricaneElectric,0003,0.017,0.75,0.767,0.900066
HurricaneElectric,0004,0.017,0.357,0.374,0.900073
Ibm,0000,0.016,2.474,2.49,0.8998666666666667
Ibm,0001,0.016,0.51,0.526,0.8998444444444444
Ibm,0002,0.016,0.59,0.606,0.8998222222222222
Ibm,0003,0.016,0.548,0.564,0.8998444444444444
Ibm,0004,0.015,0.389,0.404,0.8998444444444444
Iij,0000,0.028,0.776,0.804,0.9001051914544753
Iij,0001,0.027,0.764,0.791,1.0440097133809156
Iij,0002,0.008,0.761,0.769,1.026588119695216
Iij,0003,0.025,0.877,0.902,0.9000052244084361
Iij,0004,0.028,0.867,0.895,0.9000827867798354
Iinet,0000,0.01,0.46,0.47,1.079384
Iinet,0001,0.005,0.692,0.697,0.900024
Iinet,0002,0.025,0.575,0.6,0.900012
Iinet,0003,0.005,0.523,0.528,0.90005
Iinet,0004,0.01,0.581,0.591,0.900049
Ilan,0000,0.001,0.108,0.109,0.914012
Ilan,0001,0.001,0.163,0.164,0.900032
Ilan,0002,0.001,0.127,0.128,0.900069
Ilan,0003,0.001,0.142,0.143,0.9000449999999998
Ilan,0004,0.001,0.104,0.105,1.020346
Integra,0000,0.007,0.498,0.505,0.900037
Integra,0001,0.007,0.455,0.462,0.900015
Integra,0002,0.007,0.507,0.514,0.900015
Integra,0003,0.005,0.437,0.442,0.900042
Integra,0004,0.006,0.5,0.506,0.900026
Intellifiber,0000,0.04,12.309,12.349,0.899771
Intellifiber,0001,0.037,11.022,11.059,0.899763
Intellifiber,0002,0.057,11.202,11.259,0.899777
Intellifiber,0003,0.039,12.719,12.758,0.899749
Intellifiber,0004,0.053,11.123,11.176,0.899773
Internetmci,0000,0.016,0.269,0.285,1.7999555555555555
Internetmci,0001,0.016,0.335,0.351,1.7999333333333334
Internetmci,0002,0.016,0.327,0.343,1.6324
Internetmci,0003,0.016,0.39,0.406,1.5408
Internetmci,0004,0.016,0.41,0.426,1.799977777777778
Internode,0000,0.069,3.59,3.659,1.2119702372950563
Internode,0001,0.066,4.067,4.133,1.1323466666666666
Internode,0002,0.056,3.635,3.691,1.3384756188648905
Internode,0003,0.049,3.8,3.849,1.1322924444444444
Internode,0004,0.048,3.849,3.897,1.1330891666666667
Interoute,0000,0.098,60.94,61.038,1.199604
Interoute,0001,0.082,58.194,58.276,1.199641
Interoute,0002,0.097,57.705,57.802,1.199569
Interoute,0003,0.086,61.613,61.699,1.1995559999999998
Interoute,0004,0.094,62.854,62.948,1.194856
Intranetwork,0000,0.026,1.584,1.61,1.221881
Intranetwork,0001,0.023,1.596,1.619,1.035221
Intranetwork,0002,0.024,1.584,1.608,1.038016
Intranetwork,0003,0.01,1.726,1.736,1.086011
Intranetwork,0004,0.023,1.574,1.597,0.997462
Ion,0000,0.123,118.248,118.371,0.899493
Ion,0001,0.114,88.346,88.46,0.899416
Ion,0002,0.118,87.797,87.915,0.899404
Ion,0003,0.122,85.433,85.555,0.899434
Ion,0004,0.123,92.999,93.122,0.899466
IowaStatewideFiberMap,0000,0.027,0.937,0.964,0.900043
IowaStatewideFiberMap,0001,0.023,0.805,0.828,0.900036
IowaStatewideFiberMap,0002,0.006,0.743,0.749,0.900024
IowaStatewideFiberMap,0003,0.006,0.756,0.762,0.900006
IowaStatewideFiberMap,0004,0.006,0.982,0.988,0.90001
Iris,0000,0.021,2.456,2.477,0.899906
Iris,0001,0.022,2.797,2.819,0.899941
Iris,0002,0.035,2.711,2.746,0.899857
Iris,0003,0.021,2.44,2.461,0.899933
Iris,0004,0.021,2.426,2.447,0.899855
Istar,0000,0.016,0.264,0.28,0.899945
Istar,0001,0.016,0.257,0.273,0.899945
Istar,0002,0.016,0.26,0.276,0.899944
Istar,0003,0.016,0.263,0.279,0.8999479999999999
Istar,0004,0.016,0.252,0.268,0.899949
Itnet,0000,0.001,0.049,0.05,0.899995
Itnet,0001,0.001,0.054,0.055,0.899994
Itnet,0002,0.001,0.049,0.05,0.899995
Itnet,0003,0.001,0.08,0.081,0.899994
Itnet,0004,0.001,0.049,0.05,0.899995
Janetbackbone,0000,0.005,0.574,0.579,0.9000539999999999
Janetbackbone,0001,0.007,0.507,0.514,0.900014
Janetbackbone,0002,0.009,0.614,0.623,0.900048
Janetbackbone,0003,0.004,0.719,0.723,0.900062
Janetbackbone,0004,0.007,1.49,1.497,0.900038
JanetExternal,0000,0.001,0.048,0.049,0.8999952
JanetExternal,0001,0.001,0.123,0.124,0.8999956
JanetExternal,0002,0.001,0.052,0.053,0.8999948
JanetExternal,0003,0.001,0.048,0.049,0.8999944
JanetExternal,0004,0.001,0.048,0.049,0.8999952
Janetlense,0000,0.016,0.213,0.229,1.350053
Janetlense,0001,0.016,0.24,0.256,1.211592
Janetlense,0002,0.016,0.274,0.29,1.155215
Janetlense,0003,0.016,0.24,0.256,0.900073
Janetlense,0004,0.016,0.25,0.266,0.999783
Jgn2Plus,0000,0.016,0.144,0.16,0.899963
Jgn2Plus,0001,0.016,0.145,0.161,0.899966
Jgn2Plus,0002,0.015,0.154,0.169,0.899964
Jgn2Plus,0003,0.016,0.147,0.163,0.899959
Jgn2Plus,0004,0.016,0.15,0.166,0.899959
Karen,0000,0.017,0.352,0.369,0.9899956
Karen,0001,0.016,0.335,0.351,0.9916195999999999
Karen,0002,0.017,0.325,0.342,0.9899958
Karen,0003,0.016,0.355,0.371,0.9899967
Karen,0004,0.017,0.356,0.373,0.9899963999999999
KentmanApr2007,0000,0.016,0.262,0.278,0.89968
KentmanApr2007,0001,0.016,0.248,0.264,0.89969
KentmanApr2007,0002,0.016,0.249,0.265,0.89972
KentmanApr2007,0003,0.016,0.252,0.268,0.89971
KentmanApr2007,0004,0.016,0.245,0.261,0.89972
KentmanAug2005,0000,0.018,0.367,0.385,0.8996516129032258
KentmanAug2005,0001,0.018,0.359,0.377,0.8996580645161291
KentmanAug2005,0002,0.015,0.374,0.389,0.8996258064516129
KentmanAug2005,0003,0.018,0.37,0.388,0.8996516129032256
KentmanAug2005,0004,0.016,0.331,0.347,0.8998387096774194
KentmanFeb2008,0000,0.018,0.336,0.354,0.8997
KentmanFeb2008,0001,0.018,0.349,0.367,0.9928224153211498
KentmanFeb2008,0002,0.019,0.337,0.356,0.89968
KentmanFeb2008,0003,0.018,0.338,0.356,0.8996899999999999
KentmanFeb2008,0004,0.018,0.306,0.324,0.89966
KentmanJan2011,0000,0.024,0.625,0.649,0.899932
KentmanJan2011,0001,0.029,0.67,0.699,0.8999139999999999
KentmanJan2011,0002,0.008,0.674,0.682,0.899913
KentmanJan2011,0003,0.008,0.678,0.686,0.89992
KentmanJan2011,0004,0.023,0.708,0.731,0.8999329999999999
KentmanJul2005,0000,0.001,0.122,0.123,0.8995294117647059
KentmanJul2005,0001,0.002,0.131,0.133,0.8995935483870968
KentmanJul2005,0002,0.001,0.129,0.13,0.8996470588235291
KentmanJul2005,0003,0.002,0.13,0.132,0.8999612903225805
KentmanJul2005,0004,0.002,0.128,0.13,0.8999032258064517
Kreonet,0000,0.001,0.072,0.073,0.8999992
Kreonet,0001,0.001,0.065,0.066,0.89999925
Kreonet,0002,0.001,0.065,0.066,0.89999925
Kreonet,0003,0.001,0.067,0.068,0.89999925
Kreonet,0004,0.001,0.066,0.067,0.89999925
LambdaNet,0000,0.029,1.953,1.982,0.899915
LambdaNet,0001,0.027,1.585,1.612,0.899956
LambdaNet,0002,0.026,3.491,3.517,0.899962
LambdaNet,0003,0.019,1.845,1.864,0.899967
LambdaNet,0004,0.026,1.579,1.605,0.899905
Latnet,0000,0.041,3.533,3.574,0.8970400000000001
Latnet,0001,0.063,3.449,3.512,0.94154
Latnet,0002,0.036,3.335,3.371,0.89705
Latnet,0003,0.025,3.381,3.406,0.8970899999999999
Latnet,0004,0.036,3.539,3.575,0.89701
Layer42,0000,0.0,0.047,0.047,0.904542
Layer42,0001,0.001,0.055,0.056,0.9026499949953811
Layer42,0002,0.0,0.039,0.039,0.9051469999999999
Layer42,0003,0.0,0.037,0.037,0.974519
Layer42,0004,0.0,0.048,0.048,0.900035
Litnet,0000,0.012,0.917,0.929,0.899897
Litnet,0001,0.035,0.88,0.915,0.899929
Litnet,0002,0.012,0.9,0.912,0.89996
Litnet,0003,0.012,0.879,0.891,0.899909
Litnet,0004,0.03,0.886,0.916,0.899901
Marnet,0000,0.015,0.16,0.175,2.357032258064516
Marnet,0001,0.018,0.165,0.183,2.932135483870968
Marnet,0002,0.018,0.158,0.176,2.4704516129032257
Marnet,0003,0.018,0.16,0.178,2.932141935483871
Marnet,0004,0.018,0.174,0.192,2.9321225806451614
Marwan,0000,0.001,0.149,0.15,0.8998478173808571
Marwan,0001,0.001,0.181,0.182,0.9610252302763316
Marwan,0002,0.001,0.163,0.164,1.1999199038846615
Marwan,0003,0.001,0.148,0.149,0.8998157789347216
Marwan,0004,0.001,0.16,0.161,0.8998157789347216
Missouri,0000,0.035,8.56,8.595,0.899753
Missouri,0001,0.038,7.261,7.299,0.899751
Missouri,0002,0.04,8.188,8.228,0.89978
Missouri,0003,0.025,7.185,7.21,0.899828
Missouri,0004,0.035,8.345,8.38,0.899828
Mren,0000,0.001,0.033,0.034,0.899997
Mren,0001,0.0,0.034,0.034,0.899997
Mren,0002,0.0,0.033,0.033,0.899996
Mren,0003,0.0,0.035,0.035,0.899998
Mren,0004,0.0,0.041,0.041,0.899997
Myren,0000,0.029,0.603,0.632,1.44885
Myren,0001,0.008,0.623,0.631,1.550329
Myren,0002,0.025,0.607,0.632,0.8997741935483871
Myren,0003,0.03,0.566,0.596,0.89956
Myren,0004,0.029,0.571,0.6,0.8996399999999998
Napnet,0000,0.0,0.036,0.036,1.0766444444444445
Napnet,0001,0.0,0.036,0.036,0.9469777777777778
Napnet,0002,0.0,0.034,0.034,0.8999555555555556
Napnet,0003,0.001,0.042,0.043,1.0675555555555556
Napnet,0004,0.0,0.034,0.034,0.8999555555555554
Navigata,0000,0.001,0.089,0.09,0.900077
Navigata,0001,0.001,0.081,0.082,0.900017
Navigata,0002,0.001,0.101,0.102,0.900064
Navigata,0003,0.001,0.099,0.1,0.900033
Navigata,0004,0.001,0.093,0.094,0.900023
Netrail,0000,0.001,0.06,0.061,0.9185555555555556
Netrail,0001,0.001,0.057,0.058,0.9245111111111111
Netrail,0002,0.001,0.108,0.109,0.9050444444444444
Netrail,0003,0.001,0.079,0.08,0.954288888888889
Netrail,0004,0.001,0.041,0.042,0.9616888888888889
NetworkUsa,0000,0.024,0.907,0.931,0.899965
NetworkUsa,0001,0.024,0.802,0.826,0.899943
NetworkUsa,0002,0.03,0.918,0.948,0.899952
NetworkUsa,0003,0.007,0.957,0.964,0.8999849999999999
NetworkUsa,0004,0.007,0.816,0.823,0.899965
Nextgen,0000,0.016,0.186,0.202,0.899974
Nextgen,0001,0.015,0.187,0.202,0.899972
Nextgen,0002,0.016,0.184,0.2,0.899971
Nextgen,0003,0.016,0.211,0.227,0.899968
Nextgen,0004,0.016,0.159,0.175,0.899971
Niif,0000,0.007,0.59,0.597,0.90002
Niif,0001,0.009,0.597,0.606,0.899982
Niif,0002,0.021,0.598,0.619,0.900036
Niif,0003,0.008,0.629,0.637,0.899996
Niif,0004,0.007,0.615,0.622,0.9000119999999999
Noel,0000,0.015,0.204,0.219,0.900007
Noel,0001,0.016,0.231,0.247,0.900065
Noel,0002,0.015,0.261,0.276,0.900032
Noel,0003,0.015,0.417,0.432,0.900019
Noel,0004,0.015,0.24,0.255,0.900035
Nordu1989,0000,0.001,0.036,0.037,0.89921875
Nordu1989,0001,0.001,0.037,0.038,0.89921875
Nordu1989,0002,0.001,0.036,0.037,0.899375
Nordu1989,0003,0.001,0.036,0.037,0.89921875
Nordu1989,0004,0.001,0.036,0.037,0.89921875
Nordu1997,0000,0.001,0.082,0.083,0.899978
Nordu1997,0001,0.001,0.071,0.072,0.899979
Nordu1997,0002,0.001,0.079,0.08,0.899978
Nordu1997,0003,0.001,0.07,0.071,0.899981
Nordu1997,0004,0.001,0.083,0.084,0.899979
Nordu2005,0000,0.001,0.045,0.046,1.0737555
Nordu2005,0001,0.001,0.047,0.048,1.3499996
Nordu2005,0002,0.001,0.045,0.046,1.3499997
Nordu2005,0003,0.001,0.045,0.046,1.0587268
Nordu2005,0004,0.001,0.054,0.055,1.3499993
Nordu2010,0000,0.001,0.079,0.08,0.8999799999999999
Nordu2010,0001,0.001,0.077,0.078,0.899982
Nordu2010,0002,0.001,0.079,0.08,0.8999809999999999
Nordu2010,0003,0.001,0.078,0.079,0.899979
Nordu2010,0004,0.001,0.086,0.087,0.899985
Nsfcnet,0000,0.001,0.046,0.047,0.937616
Nsfcnet,0001,0.001,0.062,0.063,0.900074
Nsfcnet,0002,0.001,0.048,0.049,0.8999979999999999
Nsfcnet,0003,0.001,0.059,0.06,0.900037
Nsfcnet,0004,0.001,0.064,0.065,0.900011
Nsfnet,0000,0.001,0.081,0.082,0.8957253886010361
Nsfnet,0001,0.001,1800.473,1800.474,0.896372943600464
Nsfnet,0002,0.001,0.255,0.256,0.8976683937823827
Nsfnet,0003,0.001,8.137,8.138,0.9177461139896373
Nsfnet,0004,0.001,163.185,163.186,0.8983160621761658
Ntelos,0000,0.032,2.477,2.509,0.899852
Ntelos,0001,0.03,2.647,2.677,0.899861
Ntelos,0002,0.028,2.72,2.748,0.899862
Ntelos,0003,0.031,2.605,2.636,0.899861
Ntelos,0004,0.035,2.492,2.527,0.8998609999999996
Ntt,0000,0.022,2.815,2.837,3.13294662663966
Ntt,0001,0.016,1.509,1.525,4.50537511252572
Ntt,0002,0.018,3.14,3.158,4.683252555941357
Ntt,0003,0.01,2.367,2.377,2.99619843910751
Ntt,0004,0.014,21.446,21.46,3.4027208116319443
Oteglobe,0000,0.082,18.592,18.674,1.252771
Oteglobe,0001,0.062,16.83,16.892,1.252388
Oteglobe,0002,0.067,17.257,17.324,1.164698
Oteglobe,0003,0.063,17.256,17.319,1.199696
Oteglobe,0004,0.071,16.461,16.532,1.19327
Oxford,0000,0.016,0.26,0.276,0.899989
Oxford,0001,0.015,0.26,0.275,0.899995
Oxford,0002,0.016,0.244,0.26,0.900007
Oxford,0003,0.015,0.272,0.287,0.900027
Oxford,0004,0.016,0.274,0.29,0.900063
Pacificwave,0000,0.016,0.174,0.19,1.8001083
Pacificwave,0001,0.016,0.174,0.19,1.800019
Pacificwave,0002,0.016,0.192,0.208,1.8001212
Pacificwave,0003,0.015,0.189,0.204,1.8000478
Pacificwave,0004,0.015,0.18,0.195,1.8000147
Packetexchange,0000,0.016,0.267,0.283,0.899956
Packetexchange,0001,0.016,0.277,0.293,0.899955
Packetexchange,0002,0.016,0.269,0.285,0.899951
Packetexchange,0003,0.016,0.273,0.289,0.899955
Packetexchange,0004,0.016,0.281,0.297,0.899952
Padi,0000,0.001,0.036,0.037,0.89997
Padi,0001,0.001,0.035,0.036,0.8994
Padi,0002,0.001,0.035,0.036,0.8994
Padi,0003,0.0,0.037,0.037,0.8994
Padi,0004,0.001,0.036,0.037,0.8994
Palmetto,0000,0.03,1.956,1.986,1.013857
Palmetto,0001,0.029,2.321,2.35,0.914641
Palmetto,0002,0.031,2.069,2.1,1.10229
Palmetto,0003,0.027,2.01,2.037,0.99587
Palmetto,0004,0.03,2.185,2.215,0.95853
Peer1,0000,0.001,0.154,0.155,0.899983
Peer1,0001,0.001,0.13,0.131,0.899985
