Topology,DemandFile,Preprocessing time,ILP solve time,Total  time,uMax
Peer1,0002,0.001,0.179,0.18,0.9000049999999999
Peer1,0003,0.001,0.505,0.506,0.900047
Peer1,0004,0.001,0.324,0.325,0.900047
Pern,0000,0.124,22.718,22.842,0.898501
Pern,0001,0.115,22.319,22.434,0.898509
Pern,0002,0.114,22.77,22.884,0.898502
Pern,0003,0.114,22.635,22.749,0.898533
Pern,0004,0.126,22.705,22.831,0.898505
PionierL1,0000,0.023,0.885,0.908,0.89998
PionierL1,0001,0.033,0.854,0.887,0.899984
PionierL1,0002,0.027,0.874,0.901,0.899982
PionierL1,0003,0.008,1.061,1.069,0.899982
PionierL1,0004,0.024,1.015,1.039,0.899954
PionierL3,0000,0.025,1.176,1.201,1.4663587
PionierL3,0001,0.02,1.326,1.346,1.36230575
PionierL3,0002,0.024,1.282,1.306,1.3288334
PionierL3,0003,0.026,1.162,1.188,1.6821686
PionierL3,0004,0.008,1.172,1.18,1.646869
Psinet,0000,0.017,0.349,0.366,0.8992
Psinet,0001,0.016,0.543,0.559,0.8993333333333333
Psinet,0002,0.016,0.32,0.336,0.8992444444444445
Psinet,0003,0.016,0.378,0.394,0.8993111111111111
Psinet,0004,0.016,0.38,0.396,0.8992444444444444
Quest,0000,0.016,0.411,0.427,0.900076
Quest,0001,0.016,1.075,1.091,0.900044
Quest,0002,0.016,468.172,468.188,0.914219
Quest,0003,0.017,0.522,0.539,0.900005
Quest,0004,0.016,6.688,6.704,0.900045
RedBestel,0000,0.061,21.748,21.809,1.125482
RedBestel,0001,0.065,21.877,21.942,1.17221
RedBestel,0002,0.071,21.586,21.657,0.995576
RedBestel,0003,0.071,21.887,21.958,0.960074
RedBestel,0004,0.07,21.694,21.764,1.040702
Rediris,0000,0.016,0.4,0.416,0.9085080385852089
Rediris,0001,0.016,0.309,0.325,0.9093728
Rediris,0002,0.016,0.315,0.331,0.9150008
Rediris,0003,0.015,0.393,0.408,0.9336952
Rediris,0004,0.015,0.296,0.311,0.9752103999999999
Renam,0000,0.0,0.032,0.032,0.89975
Renam,0001,0.0,0.037,0.037,0.899875
Renam,0002,0.0,0.031,0.031,0.89875
Renam,0003,0.0,0.031,0.031,0.899899033607385
Renam,0004,0.0,0.031,0.031,0.89875
Renater1999,0000,0.016,0.252,0.268,0.8996387096774193
Renater1999,0001,0.017,0.267,0.284,0.8996645161290323
Renater1999,0002,0.015,0.258,0.273,0.8996580645161291
Renater1999,0003,0.016,0.267,0.283,0.8996451612903226
Renater1999,0004,0.016,0.266,0.282,0.8996580645161291
Renater2001,0000,0.016,0.287,0.303,0.9568903225806451
Renater2001,0001,0.016,0.265,0.281,1.1750774193548386
Renater2001,0002,0.016,0.305,0.321,0.9475225806451613
Renater2001,0003,0.017,0.263,0.28,0.899832258064516
Renater2001,0004,0.016,0.287,0.303,0.8999225806451613
Renater2004,0000,0.014,0.649,0.663,0.9797988
Renater2004,0001,0.014,0.557,0.571,0.9862756
Renater2004,0002,0.026,0.552,0.578,0.9382732
Renater2004,0003,0.01,3.281,3.291,0.9139764
Renater2004,0004,0.022,0.651,0.673,0.9145584
Renater2006,0000,0.026,0.641,0.667,0.9000792
Renater2006,0001,0.027,0.695,0.722,0.9000012000000001
Renater2006,0002,0.006,2.114,2.12,0.9000092
Renater2006,0003,0.005,0.684,0.689,0.9000556
Renater2006,0004,0.006,0.641,0.647,0.9000248000000001
Renater2008,0000,0.024,0.708,0.732,0.9000476000000001
Renater2008,0001,0.028,0.717,0.745,0.9000528
Renater2008,0002,0.006,1.011,1.017,0.9000604
Renater2008,0003,0.006,0.707,0.713,0.9000412
Renater2008,0004,0.006,0.736,0.742,0.900018
Renater2010,0000,0.031,1.491,1.522,0.8996645161290323
Renater2010,0001,0.028,1.643,1.671,0.8996838709677419
Renater2010,0002,0.025,1.785,1.81,0.8997096774193548
Renater2010,0003,0.025,1.884,1.909,0.8996774193548387
Renater2010,0004,0.028,1.421,1.449,0.8996903225806452
Restena,0000,0.016,0.187,0.203,0.9664176999999999
Restena,0001,0.016,0.176,0.192,0.9543425
Restena,0002,0.015,0.196,0.211,0.951298
Restena,0003,0.016,0.19,0.206,0.9416795
Restena,0004,0.016,0.192,0.208,0.9401447
Reuna,0000,0.021,0.709,0.73,0.8993707317073171
Reuna,0001,0.026,0.779,0.805,0.8993853658536586
Reuna,0002,0.009,0.722,0.731,0.899380487804878
Reuna,0003,0.008,0.712,0.72,0.8994750830564784
Reuna,0004,0.027,0.747,0.774,0.8993756097560975
Rhnet,0000,0.001,0.133,0.134,0.899974
Rhnet,0001,0.002,0.129,0.131,0.899981
Rhnet,0002,0.001,0.132,0.133,0.899979
Rhnet,0003,0.001,0.131,0.132,0.899976
Rhnet,0004,0.001,0.131,0.132,0.899982
Rnp,0000,0.007,0.517,0.524,0.8999904000000001
Rnp,0001,0.01,0.547,0.557,0.8999746666666666
Rnp,0002,0.023,0.493,0.516,0.899975
Rnp,0003,0.005,0.563,0.568,0.8999914999999999
Rnp,0004,0.005,0.546,0.551,0.8999743333333333
Roedunet,0000,0.025,0.859,0.884,2.1918025648589046
Roedunet,0001,0.03,0.824,0.854,1.2592721193415637
Roedunet,0002,0.024,0.878,0.902,1.4329920076412006
Roedunet,0003,0.024,0.803,0.827,1.8847479423868312
Roedunet,0004,0.028,0.91,0.938,2.3476605846080374
RoedunetFibre,0000,0.033,1.889,1.922,0.899786
RoedunetFibre,0001,0.021,1.878,1.899,0.899795
RoedunetFibre,0002,0.026,1.861,1.887,0.899788
RoedunetFibre,0003,0.029,1.808,1.837,0.8998
RoedunetFibre,0004,0.031,1.852,1.883,0.899794
Sago,0000,0.015,0.192,0.207,0.899956
Sago,0001,0.016,0.2,0.216,0.899956
Sago,0002,0.016,0.175,0.191,0.899957
Sago,0003,0.016,0.195,0.211,0.899965
Sago,0004,0.016,0.192,0.208,0.89996
Sanet,0000,0.028,1.745,1.773,0.9002184
Sanet,0001,0.03,1.664,1.694,0.9000333
Sanet,0002,0.029,1.694,1.723,0.9000659
Sanet,0003,0.029,1.562,1.591,0.9001415
Sanet,0004,0.016,1.543,1.559,0.9000316
Sanren,0000,0.001,0.058,0.059,0.90248
Sanren,0001,0.0,0.084,0.084,0.9571069999999999
Sanren,0002,0.001,0.05,0.051,0.90986
Sanren,0003,0.001,0.052,0.053,0.9008349999999999
Sanren,0004,0.001,0.068,0.069,0.921459
Savvis,0000,0.016,0.242,0.258,0.8996222222222222
Savvis,0001,0.016,0.215,0.231,0.8995777777777778
Savvis,0002,0.016,0.26,0.276,0.8995555555555556
Savvis,0003,0.015,0.23,0.245,0.8996000000000001
Savvis,0004,0.016,0.23,0.246,0.8995333333333333
Shentel,0000,0.017,0.475,0.492,0.899942
Shentel,0001,0.008,0.483,0.491,0.899936
Shentel,0002,0.02,0.463,0.483,0.899931
Shentel,0003,0.015,0.47,0.485,0.899931
Shentel,0004,0.008,0.493,0.501,0.899937
Sinet,0000,0.093,5.074,5.167,0.9013528
Sinet,0001,0.062,4.736,4.798,0.902518875
Sinet,0002,0.053,4.623,4.676,0.9002792
Sinet,0003,0.076,4.705,4.781,0.9033021499999999
Sinet,0004,0.06,4.752,4.812,0.9002717
Singaren,0000,0.001,0.06,0.061,0.899993
Singaren,0001,0.0,0.051,0.051,0.899995
Singaren,0002,0.0,0.051,0.051,0.899995
Singaren,0003,0.001,0.056,0.057,0.899994
Singaren,0004,0.001,0.05,0.051,0.899995
Spiralight,0000,0.001,0.15,0.151,0.899987
Spiralight,0001,0.001,0.131,0.132,0.900019
Spiralight,0002,0.002,0.176,0.178,0.900037
Spiralight,0003,0.001,0.141,0.142,0.900068
Spiralight,0004,0.001,0.12,0.121,0.89999
Sprint,0000,0.001,0.132,0.133,0.899933333333332
Sprint,0001,0.001,2.08,2.081,0.9028222222222223
Sprint,0002,0.001,0.201,0.202,0.8999111111111111
Sprint,0003,0.001,0.486,0.487,0.9017777777777778
Sprint,0004,0.001,0.079,0.08,0.9659777777777778
Sunet,0000,0.015,0.464,0.479,1.51693
Sunet,0001,0.013,0.475,0.488,1.509564
Sunet,0002,0.006,0.485,0.491,1.799949
Sunet,0003,0.006,0.482,0.488,1.35008
Sunet,0004,0.005,0.489,0.494,1.483969
Surfnet,0000,0.022,2.379,2.401,1.053419
Surfnet,0001,0.025,2.432,2.457,1.146207
Surfnet,0002,0.032,2.857,2.889,0.900002
Surfnet,0003,0.033,2.337,2.37,1.219621
Surfnet,0004,0.033,2.469,2.502,1.243916
Switch,0000,0.071,9.862,9.933,0.8999492
Switch,0001,0.053,9.977,10.03,0.8999164
Switch,0002,0.04,10.477,10.517,0.8999608
Switch,0003,0.054,9.799,9.853,0.8999704
Switch,0004,0.061,9.495,9.556,0.8999964
SwitchL3,0000,0.018,1.258,1.276,0.9385876
SwitchL3,0001,0.023,1.143,1.166,0.9593941
SwitchL3,0002,0.027,1.212,1.239,0.9711348000000001
SwitchL3,0003,0.012,1.169,1.181,0.9701557
SwitchL3,0004,0.026,1.262,1.288,0.9418736
Syringa,0000,0.06,11.554,11.614,0.899694
Syringa,0001,0.103,11.727,11.83,0.899588
Syringa,0002,0.049,11.829,11.878,0.8995919999999997
Syringa,0003,0.082,11.861,11.943,0.899568
Syringa,0004,0.078,11.829,11.907,0.899564
TataNld,0000,0.159,252.667,252.826,0.899414
TataNld,0001,0.15,230.216,230.366,0.899397
TataNld,0002,0.16,220.357,220.517,0.899344
TataNld,0003,0.158,216.482,216.64,0.899409
TataNld,0004,0.152,261.933,262.085,0.899388
Telcove,0000,0.041,3.251,3.292,0.89935
Telcove,0001,0.046,3.194,3.24,0.899364
Telcove,0002,0.038,3.273,3.311,0.899391
Telcove,0003,0.038,3.233,3.271,0.899365
Telcove,0004,0.035,3.301,3.336,0.899382
Telecomserbia,0000,0.0,0.039,0.039,0.919178
Telecomserbia,0001,0.0,0.039,0.039,0.9037868
Telecomserbia,0002,0.0,0.038,0.038,0.9493364
Telecomserbia,0003,0.0,0.042,0.042,0.9544168
Telecomserbia,0004,0.001,0.037,0.038,0.9027136
Tinet,0000,0.035,3.541,3.576,0.899864
Tinet,0001,0.036,3.141,3.177,0.899858
Tinet,0002,0.035,3.669,3.704,0.899867
Tinet,0003,0.041,3.171,3.212,0.899896
Tinet,0004,0.033,3.195,3.228,0.89991
TLex,0000,0.002,0.073,0.075,1.4800004300819942
TLex,0001,0.001,0.073,0.074,1.554011635232317
TLex,0002,0.002,0.071,0.073,1.1430748015565333
TLex,0003,0.002,0.084,0.086,1.1713539041753087
TLex,0004,0.001,0.093,0.094,1.0130919079164162
Tw,0000,0.032,6.428,6.46,1.138501
Tw,0001,0.043,6.535,6.578,1.103208
Tw,0002,0.03,6.459,6.489,1.126419
Tw,0003,0.037,7.309,7.346,1.172252
Tw,0004,0.042,6.47,6.512,1.101253
Twaren,0000,0.018,0.2,0.218,0.900044
Twaren,0001,0.018,0.218,0.236,0.899993
Twaren,0002,0.018,0.227,0.245,0.900028
Twaren,0003,0.018,0.236,0.254,0.900052
Twaren,0004,0.018,0.195,0.213,0.900033
Ulaknet,0000,0.066,4.012,4.078,0.89985
Ulaknet,0001,0.073,3.934,4.007,0.899832
Ulaknet,0002,0.056,4.003,4.059,0.899846
Ulaknet,0003,0.07,3.955,4.025,0.9538447
Ulaknet,0004,0.051,3.982,4.033,0.899844
UniC,0000,0.018,0.347,0.365,1.7999239999999999
UniC,0001,0.016,0.357,0.373,1.650283
UniC,0002,0.016,0.378,0.394,1.799925
UniC,0003,0.016,0.377,0.393,1.612914
UniC,0004,0.016,0.34,0.356,1.7999239999999999
Uninet,0000,0.001,0.124,0.125,1.350036
Uninet,0001,0.001,0.158,0.159,1.350022
Uninet,0002,0.001,0.111,0.112,1.0423959999999999
Uninet,0003,0.001,0.102,0.103,1.608921
Uninet,0004,0.001,0.109,0.11,1.278975
Uninett2010,0000,0.043,6.944,6.987,0.899835
Uninett2010,0001,0.051,7.05,7.101,0.899832
Uninett2010,0002,0.051,6.91,6.961,1.068928
Uninett2010,0003,0.046,6.915,6.961,1.0120948
Uninett2010,0004,0.039,7.303,7.342,1.0636536
Uninett2011,0000,0.027,5.754,5.781,0.899938
Uninett2011,0001,0.039,5.552,5.591,0.899956
Uninett2011,0002,0.038,5.867,5.905,0.899992
Uninett2011,0003,0.035,5.342,5.377,0.900954
Uninett2011,0004,0.046,5.999,6.045,0.901335
Uran,0000,0.016,0.274,0.29,1.252659
Uran,0001,0.016,0.272,0.288,1.201474
Uran,0002,0.016,0.285,0.301,1.237587
Uran,0003,0.016,0.267,0.283,0.899945
Uran,0004,0.016,0.276,0.292,1.236725
UsCarrier,0000,0.174,195.183,195.357,0.898599
UsCarrier,0001,0.168,201.556,201.724,0.898613
UsCarrier,0002,0.176,191.469,191.645,0.89859
UsCarrier,0003,0.173,196.006,196.179,0.898686
UsCarrier,0004,0.18,198.036,198.216,0.898621
UsSignal,0000,0.04,7.747,7.787,0.899937
UsSignal,0001,0.033,6.801,6.834,0.928269
UsSignal,0002,0.033,5.753,5.786,0.8999429999999999
UsSignal,0003,0.043,7.414,7.457,0.899902
UsSignal,0004,0.032,6.43,6.462,0.89993
Uunet,0000,0.033,2.353,2.386,0.8986666666666667
Uunet,0001,0.034,2.338,2.372,0.8986666666666666
Uunet,0002,0.031,2.453,2.484,0.8986666666666666
Uunet,0003,0.052,3.06,3.112,0.8989333333333334
Uunet,0004,0.035,2.675,2.71,0.8986666666666666
Vinaren,0000,0.015,0.294,0.309,0.8994774193548387
Vinaren,0001,0.019,0.282,0.301,0.8995290322580646
Vinaren,0002,0.016,0.301,0.317,0.8995032258064517
Vinaren,0003,0.016,0.265,0.281,0.8994903225806452
Vinaren,0004,0.017,0.275,0.292,0.899541935483871
VisionNet,0000,0.016,0.349,0.365,0.899945
VisionNet,0001,0.016,0.339,0.355,0.899937
VisionNet,0002,0.016,0.329,0.345,0.899939
VisionNet,0003,0.017,0.335,0.352,0.899932
VisionNet,0004,0.016,0.335,0.351,0.89994
VtlWavenet2008,0000,0.066,27.081,27.147,0.899621
VtlWavenet2008,0001,0.066,27.87,27.936,0.899596
VtlWavenet2008,0002,0.068,25.934,26.002,0.899533
VtlWavenet2008,0003,0.091,27.193,27.284,0.899562
VtlWavenet2008,0004,0.081,26.718,26.799,0.899547
VtlWavenet2011,0000,0.067,38.33,38.397,0.899508
VtlWavenet2011,0001,0.089,39.221,39.31,0.89951
VtlWavenet2011,0002,0.093,34.331,34.424,0.899507
VtlWavenet2011,0003,0.102,32.749,32.851,0.89949
VtlWavenet2011,0004,0.08,33.414,33.494,0.899515
WideJpn,0000,0.009,0.439,0.448,0.9899885
WideJpn,0001,0.005,0.452,0.457,0.899949
WideJpn,0002,0.01,0.425,0.435,0.9899915
WideJpn,0003,0.017,0.416,0.433,0.899945
WideJpn,0004,0.011,0.436,0.447,0.989989
Xeex,0000,0.017,0.456,0.473,0.900022
Xeex,0001,0.016,1.398,1.414,1.024811
Xeex,0002,0.017,0.546,0.563,0.972465
Xeex,0003,0.016,0.775,0.791,1.040276
Xeex,0004,0.016,0.366,0.382,1.0705809999999998
Xspedius,0000,0.023,1.294,1.317,0.900032
Xspedius,0001,0.023,1.032,1.055,0.900037
Xspedius,0002,0.021,1.348,1.369,0.900043
Xspedius,0003,0.023,0.926,0.949,0.900034
Xspedius,0004,0.023,1.313,1.336,0.899979
York,0000,0.015,0.38,0.395,0.899978
York,0001,0.016,0.325,0.341,0.900044
York,0002,0.015,0.407,0.422,0.899998
York,0003,0.015,0.337,0.352,0.900009
York,0004,0.016,0.321,0.337,0.899983
Zamren,0000,0.024,0.681,0.705,0.89855
Zamren,0001,0.022,0.628,0.65,0.89854
Zamren,0002,0.025,0.646,0.671,0.89852
Zamren,0003,0.024,0.634,0.658,0.89848
Zamren,0004,0.006,0.661,0.667,0.89863
