Topology,DemandFile,ExitCode,PreprocessingTime,ILPTime,TotalTime,uMax
Garr200404,0001,0,0.04,2.054,2.094,0.8999677419354839
Garr200404,0002,0,0.038,2.081,2.119,0.8999354838709678
Garr200404,0003,0,0.039,2.338,2.377,0.8999870967741935
Garr200404,0004,0,0.04,1.996,2.036,0.8999935483870968
Garr200902,0000,0,0.516,908.584,909.1,0.8999952
Garr200902,0001,0,0.467,844.263,844.73,0.8999978
Garr200902,0002,0,0.505,843.543,844.048,0.9000184
Garr200902,0003,0,0.466,432.984,433.45,0.899902
Garr200902,0004,0,0.46,803.866,804.326,0.930196
Garr200908,0000,0,0.538,889.358,889.896,0.9000256
Garr200908,0001,0,0.477,941.169,941.646,0.9000076
Garr200908,0002,0,0.476,714.694,715.17,0.9105482
Garr200908,0003,0,0.522,976.616,977.138,0.90005
Garr200908,0004,0,0.503,459.701,460.204,0.9842469999999999
Garr200909,0000,0,0.513,932.663,933.176,0.9306975999999999
Garr200909,0001,0,0.581,488.054,488.635,0.8999169230769231
Garr200909,0002,0,0.577,1042.998,1043.575,0.953362
Garr200909,0003,0,0.604,970.851,971.455,0.900042
Garr200909,0004,0,0.524,978.437,978.961,0.90005
Garr200912,0000,0,0.529,1040.252,1040.781,0.9469323999999999
Garr200912,0001,0,0.489,891.149,891.638,0.9450715999999996
Garr200912,0002,0,0.52,819.343,819.863,0.8999138461538462
Garr200912,0003,0,0.55,564.395,564.945,0.8999261538461538
Garr200912,0004,0,0.538,1008.728,1009.266,0.9330856
Garr201001,0000,0,0.477,976.304,976.781,0.9447408
Garr201001,0001,0,0.532,985.799,986.331,1.091937
Garr201001,0002,0,0.51,605.003,605.513,0.905651
Garr201001,0003,0,0.556,1142.329,1142.885,0.9000855130784708
Garr201001,0004,0,0.477,1007.419,1007.896,1.007009
Garr201003,0000,0,0.524,986.778,987.302,0.9000068
Garr201003,0001,0,0.523,459.815,460.338,1.019401
Garr201003,0002,0,0.57,832.031,832.601,0.8999184615384614
Garr201003,0003,0,0.473,979.689,980.162,0.8999230769230769
Garr201003,0004,0,0.535,815.232,815.767,0.899916923076923
Garr201004,0000,0,0.603,671.876,672.479,0.9242109833333333
Garr201004,0001,0,0.526,1074.993,1075.519,0.976953
Garr201004,0002,0,0.6,874.295,874.895,1.204614
Garr201004,0003,0,0.513,408.482,408.995,0.8999230769230762
Garr201004,0004,1,0.585,1845.164,1845.749,9.637733846153846
Garr201005,0000,0,0.605,1006.978,1007.583,0.9002044
Garr201005,0001,0,0.59,946.148,946.738,0.9000488
Garr201005,0002,0,0.527,1233.64,1234.167,0.9000451999999999
Garr201005,0003,0,0.516,997.996,998.512,0.9000328
Garr201005,0004,0,0.521,574.684,575.205,0.9250832333333326
Garr201007,0000,0,0.566,906.078,906.644,0.8999246153846154
Garr201007,0001,0,0.558,662.727,663.285,1.119515
Garr201007,0002,0,0.528,890.569,891.097,0.9000264
Garr201007,0003,0,0.519,968.729,969.248,0.9000497925056525
Garr201007,0004,0,0.524,901.894,902.418,0.92465365
Garr201008,0000,0,0.581,611.057,611.638,0.8999061538461539
Garr201008,0001,0,0.57,1293.782,1294.352,0.9000144
Garr201008,0002,0,0.519,1103.062,1103.581,0.90005
Garr201008,0003,0,0.582,979.998,980.58,0.899994
Garr201008,0004,0,0.52,512.284,512.804,1.221674
Garr201010,0000,0,0.545,1257.155,1257.7,0.9000633666666659
Garr201010,0001,0,0.59,618.615,619.205,0.8999715999999999
Garr201010,0002,0,0.605,1310.607,1311.212,0.90006
Garr201010,0003,0,0.585,1139.35,1139.935,0.9000481
Garr201010,0004,0,0.537,1192.555,1193.092,0.900038
Garr201012,0000,0,0.618,580.642,581.26,0.9000256
Garr201012,0001,0,0.534,1127.097,1127.631,0.9000416
Garr201012,0002,0,0.612,1227.371,1227.983,0.9000408
Garr201012,0003,0,0.621,1340.74,1341.361,0.8999896976611602
Garr201012,0004,0,0.577,947.818,948.395,0.9000036
Garr201101,0000,0,0.534,1192.722,1193.256,0.9001232
Garr201101,0001,0,0.583,675.492,676.075,0.9000336
Garr201101,0002,1,0.585,1853.026,1853.611,0.9003676821199429
Garr201101,0003,0,0.643,1359.229,1359.872,0.9001128
Garr201101,0004,0,0.564,1185.358,1185.922,0.9000292
Garr201102,0000,0,0.611,480.749,481.36,0.8999399999993329
Garr201102,0001,0,0.709,496.228,496.937,0.89995
Garr201102,0002,0,0.627,1010.807,1011.434,0.899945
Garr201102,0003,0,0.669,594.875,595.544,0.89995
Garr201102,0004,0,0.709,518.32,519.029,0.899944
Garr201103,0000,0,0.666,513.472,514.138,0.899941
Garr201103,0001,0,0.7,563.209,563.909,0.899944
Garr201103,0002,0,0.687,1164.505,1165.192,0.899949
Garr201103,0003,0,0.719,599.881,600.6,0.899944
Garr201103,0004,0,0.718,739.546,740.264,0.899947
Garr201104,0000,0,0.736,570.411,571.147,0.8999409999996715
Garr201104,0001,0,0.687,1305.541,1306.228,0.899944
Garr201104,0002,0,0.705,1251.039,1251.744,0.8999715
Garr201104,0003,0,0.751,597.058,597.809,0.899941
Garr201104,0004,0,0.706,1233.374,1234.08,0.899939
Garr201105,0000,0,0.742,736.019,736.761,0.9000339999999999
Garr201105,0001,0,0.705,1035.574,1036.279,0.8999469999999999
Garr201105,0002,0,0.704,566.893,567.597,0.899942999999439
Garr201105,0003,0,0.778,1154.992,1155.77,0.899944
Garr201105,0004,0,0.709,1142.846,1143.555,0.9000132
Garr201107,0000,0,0.71,1327.959,1328.669,0.899945
Garr201107,0001,0,0.761,650.728,651.489,0.899946
Garr201107,0002,0,0.747,1563.422,1564.169,0.9000464
Garr201107,0003,0,0.699,776.7,777.399,0.899947
Garr201107,0004,0,0.74,1029.027,1029.767,0.899947
Garr201108,0000,0,0.694,1197.843,1198.537,0.899946
Garr201108,0001,0,0.742,643.522,644.264,0.9000216
Garr201108,0002,0,0.759,716.153,716.912,0.9000128
Garr201108,0003,0,0.689,1058.643,1059.332,0.90003
Garr201108,0004,0,0.797,1469.38,1470.177,0.9000552
Garr201109,0000,0,0.79,1124.831,1125.621,0.8999828
Garr201109,0001,0,0.758,1191.02,1191.778,0.899968
Garr201109,0002,0,0.766,719.95,720.716,0.9000416
Garr201109,0003,0,0.697,833.201,833.898,0.9000152
Garr201109,0004,0,0.724,818.762,819.486,0.8999868000000001
Garr201110,0000,0,0.733,692.119,692.852,0.899938
Garr201110,0001,0,0.702,708.388,709.09,0.9000279999999999
Garr201110,0002,0,0.737,729.898,730.635,0.9000444
Garr201110,0003,0,0.701,702.903,703.604,0.9000364
Garr201110,0004,0,0.732,772.68,773.412,0.900044
Garr201111,0000,0,0.763,1229.229,1229.992,0.899966
Garr201111,0001,0,0.742,893.88,894.622,0.900006
Garr201111,0002,0,0.791,1182.619,1183.41,0.9000598
Garr201111,0003,0,0.741,786.993,787.734,0.9000212000000001
Garr201111,0004,0,0.809,1219.317,1220.126,0.9000296
Garr201112,0000,0,0.747,752.631,753.378,0.900016
Garr201112,0001,0,0.784,1296.009,1296.793,0.9000066
Garr201112,0002,0,0.782,1242.202,1242.984,0.9000395999999999
Garr201112,0003,0,0.808,1305.328,1306.136,0.899938
Garr201112,0004,0,0.817,1274.535,1275.352,0.899976
Garr201201,0000,0,0.768,1541.255,1542.023,0.899994
Garr201201,0001,0,0.935,1778.919,1779.854,0.9000344
Garr201201,0002,0,0.787,1405.277,1406.064,0.899939
Garr201201,0003,0,0.799,1474.707,1475.506,0.9000288
Garr201201,0004,0,0.871,819.276,820.147,0.900012
Gblnet,0000,0,0.02,0.094,0.114,0.899993
Gblnet,0001,0,0.013,0.057,0.07,0.899993
Gblnet,0002,0,0.015,0.08,0.095,0.899993
Gblnet,0003,0,0.015,0.07,0.085,0.899993
Gblnet,0004,0,0.014,0.077,0.091,0.899992
Geant2001,0000,0,0.059,19.846,19.905,0.9750882000000001
Geant2001,0001,0,0.057,12.517,12.574,0.8999710610932475
Geant2001,0002,0,0.057,14.575,14.632,0.9443474374999999
Geant2001,0003,0,0.057,13.173,13.23,0.9138689710610932
Geant2001,0004,0,0.088,14.662,14.75,0.9000080385852091
Geant2009,0000,0,0.101,55.612,55.713,0.9000841124999999
Geant2009,0001,0,0.103,104.731,104.834,0.938412
Geant2009,0002,0,0.095,81.278,81.373,0.900099975
Geant2009,0003,0,0.095,55.878,55.973,0.9000656375
Geant2009,0004,0,0.098,49.993,50.091,0.9000684583333332
Geant2010,0000,0,0.121,36.081,36.202,0.9000598473282443
Geant2010,0001,0,0.123,38.053,38.176,0.9000852
Geant2010,0002,0,0.135,46.481,46.616,0.9003101679389313
Geant2010,0003,0,0.123,36.541,36.664,0.9000309
Geant2010,0004,0,0.114,32.034,32.148,0.9000846
Geant2012,0000,0,0.216,227.958,228.174,0.9000568744238953
Geant2012,0001,0,0.205,292.011,292.216,0.9000815721006113
Geant2012,0002,0,0.194,315.965,316.159,0.9000416
Geant2012,0003,0,0.206,312.965,313.171,0.9000589674473458
Geant2012,0004,0,0.211,242.523,242.734,0.9000831
Getnet,0000,0,0.014,0.148,0.162,0.9012333333333329
Getnet,0001,0,0.011,0.213,0.224,0.9124111111111108
Getnet,0002,0,0.015,0.282,0.297,0.9012444444444444
Getnet,0003,0,0.015,0.275,0.29,0.9005777777777778
Getnet,0004,0,0.017,0.088,0.105,0.9246444444444445
Globalcenter,0000,0,0.006,0.577,0.583,1.3514
Globalcenter,0001,0,0.009,0.658,0.667,1.6360666664030599
Globalcenter,0002,0,0.007,0.545,0.552,1.1823777777777777
Globalcenter,0003,0,0.007,0.647,0.654,1.3111111111111111
Globalcenter,0004,0,0.016,0.427,0.443,1.5756666666666668
Globenet,0000,1,1.106,2063.286,2064.392,4.8312718868255615
Globenet,0001,1,1.117,2012.219,2013.336,4.69137
Globenet,0002,1,1.115,2006.461,2007.576,4.141412
Globenet,0003,1,1.116,2005.516,2006.632,4.140424
Globenet,0004,1,1.151,2065.91,2067.061,3.771009922027588
Goodnet,0000,0,0.043,17.619,17.662,0.8999444444444444
Goodnet,0001,0,0.058,101.97,102.028,0.9113888888888889
Goodnet,0002,0,0.04,8.855,8.895,1.2745333333333333
Goodnet,0003,0,0.037,15.169,15.206,0.8999111111111111
Goodnet,0004,0,0.027,6.872,6.899,0.8999777777777778
Grena,0000,0,0.019,0.63,0.649,0.899971
Grena,0001,0,0.028,0.653,0.681,0.899962
Grena,0002,0,0.017,0.634,0.651,0.899965
Grena,0003,0,0.019,0.616,0.635,0.899964
Grena,0004,0,0.03,0.702,0.732,0.899968
Gridnet,0000,0,0.006,4.454,4.46,0.9000333333333334
Gridnet,0001,0,0.008,19.942,19.95,0.9000222222222222
Gridnet,0002,0,0.007,145.394,145.401,0.9000333333333334
Gridnet,0003,0,0.006,5.316,5.322,0.9000333333333334
Gridnet,0004,0,0.008,8.807,8.815,0.8999666666666667
Grnet,0000,0,0.119,24.404,24.523,0.899951
Grnet,0001,0,0.128,24.606,24.734,0.900017
Grnet,0002,0,0.127,24.346,24.473,0.899947
Grnet,0003,0,0.12,24.465,24.585,0.899951
Grnet,0004,0,0.138,24.002,24.14,0.89995
GtsCe,0000,2,-,-,-,-
GtsCe,0001,2,-,-,-,-
GtsCe,0002,2,-,-,-,-
GtsCe,0003,2,-,-,-,-
GtsCe,0004,2,-,-,-,-
GtsCzechRepublic,0000,0,0.112,15.868,15.98,0.8999645
GtsCzechRepublic,0001,0,0.15,15.572,15.722,0.8999609999999999
GtsCzechRepublic,0002,0,0.119,15.905,16.024,0.8999385
GtsCzechRepublic,0003,0,0.111,15.713,15.824,0.8999585
GtsCzechRepublic,0004,0,0.137,15.686,15.823,0.9000134999999981
GtsHungary,0000,0,0.081,10.063,10.144,0.900042
GtsHungary,0001,0,0.078,9.843,9.921,0.9000214999999999
GtsHungary,0002,0,0.064,9.958,10.022,0.8999765
GtsHungary,0003,0,0.076,9.781,9.857,0.899988
GtsHungary,0004,0,0.077,9.744,9.821,0.899991
GtsPoland,0000,0,0.095,25.059,25.154,0.899971
GtsPoland,0001,0,0.088,29.736,29.824,0.9000417499999999
GtsPoland,0002,0,0.095,26.801,26.896,0.9000328333333333
GtsPoland,0003,0,0.097,24.085,24.182,0.9000335
GtsPoland,0004,0,0.099,28.593,28.692,0.899997
GtsRomania,0000,0,0.038,2.114,2.152,0.8999824999999999
GtsRomania,0001,0,0.055,2.098,2.153,0.900045
GtsRomania,0002,0,0.045,2.093,2.138,0.9000055
GtsRomania,0003,0,0.036,1.969,2.005,0.899981
GtsRomania,0004,0,0.038,2.025,2.063,0.89998
GtsSlovakia,0000,0,0.105,16.471,16.576,0.8999553333333332
GtsSlovakia,0001,0,0.116,17.118,17.234,0.90002
GtsSlovakia,0002,0,0.113,16.809,16.922,0.89995
GtsSlovakia,0003,0,0.111,16.508,16.619,0.8999623333333333
GtsSlovakia,0004,0,0.109,16.205,16.314,0.900022
Harnet,0000,0,0.037,3.254,3.291,0.9000511318242344
Harnet,0001,0,0.037,2.779,2.816,0.8999785
Harnet,0002,0,0.037,3.032,3.069,0.9000671105193073
Harnet,0003,0,0.04,3.042,3.082,0.9000195295162006
Harnet,0004,0,0.036,2.874,2.91,0.8999865068797157
Heanet,0000,0,0.007,0.706,0.713,1.0817503333333331
Heanet,0001,0,0.005,0.077,0.082,1.1544575
Heanet,0002,0,0.008,0.305,0.313,1.213517
Heanet,0003,0,0.006,2.427,2.433,0.9000673333333332
Heanet,0004,0,0.007,12.636,12.643,0.9002815
HiberniaCanada,0000,0,0.011,0.406,0.417,0.900014
HiberniaCanada,0001,0,0.011,0.872,0.883,0.902285
HiberniaCanada,0002,0,0.011,0.39,0.401,0.900078
HiberniaCanada,0003,0,0.011,0.389,0.4,0.900043
HiberniaCanada,0004,0,0.011,0.34,0.351,0.900031
HiberniaGlobal,0000,1,0.57,2014.342,2014.912,0.9008885
HiberniaGlobal,0001,0,0.497,1073.982,1074.479,0.8999
HiberniaGlobal,0002,0,0.548,1140.684,1141.232,0.89983
HiberniaGlobal,0003,1,0.522,1926.182,1926.704,0.9005245
HiberniaGlobal,0004,0,0.528,1079.29,1079.818,0.899871375
HiberniaIreland,0000,0,0.016,0.152,0.168,0.903995
HiberniaIreland,0001,0,0.015,0.129,0.144,0.900025
HiberniaIreland,0002,0,0.014,0.197,0.211,0.900001
HiberniaIreland,0003,0,0.015,0.134,0.149,0.9
HiberniaIreland,0004,0,0.014,0.2,0.214,0.900074
HiberniaNireland,0000,0,0.024,2.144,2.168,0.8999916666666666
HiberniaNireland,0001,0,0.024,2.554,2.578,0.9000603333333331
HiberniaNireland,0002,0,0.031,2.067,2.098,0.9000398333333334
HiberniaNireland,0003,0,0.023,1.963,1.986,0.9000258333333333
HiberniaNireland,0004,0,0.024,2.777,2.801,0.9000406666666666
HiberniaUk,0000,0,0.015,0.564,0.579,0.900009
HiberniaUk,0001,0,0.015,0.62,0.635,0.900013
HiberniaUk,0002,0,0.015,0.56,0.575,0.900017
HiberniaUk,0003,0,0.027,0.575,0.602,0.900022
HiberniaUk,0004,0,0.019,0.507,0.526,0.900047
HiberniaUs,0000,0,0.039,5.2,5.239,0.899958
HiberniaUs,0001,0,0.038,6.931,6.969,0.899958
HiberniaUs,0002,0,0.038,5.309,5.347,0.9000604444444446
HiberniaUs,0003,0,0.038,4.88,4.918,0.899965
HiberniaUs,0004,0,0.039,4.986,5.025,0.899955
Highwinds,0000,0,0.027,3.788,3.815,0.9000459583333332
Highwinds,0001,0,0.027,3.911,3.938,0.900018733796296
Highwinds,0002,0,0.03,3.767,3.797,0.9000044
Highwinds,0003,0,0.03,5.005,5.035,0.9000039768518521
Highwinds,0004,0,0.028,3.73,3.758,0.9000019666666668
HostwayInternational,0000,0,0.021,1.065,1.086,0.8999855
HostwayInternational,0001,0,0.021,0.979,1.0,0.899976
HostwayInternational,0002,0,0.018,0.95,0.968,0.899974
HostwayInternational,0003,0,0.022,0.895,0.917,0.9000233333333332
HostwayInternational,0004,0,0.016,0.962,0.978,0.899976
HurricaneElectric,0000,0,0.038,7.114,7.152,0.9000338333333333
HurricaneElectric,0001,0,0.037,7.892,7.929,0.900031
HurricaneElectric,0002,0,0.051,6.871,6.922,0.900023
HurricaneElectric,0003,0,0.037,10.746,10.783,0.9000155
HurricaneElectric,0004,0,0.037,6.555,6.592,0.9000380833333333
Ibm,0000,0,0.029,5.872,5.901,0.899861111111111
Ibm,0001,0,0.024,5.063,5.087,0.8998222222222222
Ibm,0002,0,0.024,4.1,4.124,0.8997555555555555
Ibm,0003,0,0.03,5.878,5.908,0.8998555555555555
Ibm,0004,0,0.024,5.055,5.079,0.8997888888888889
Iij,0000,0,0.126,121.894,122.02,0.9000317399557398
Iij,0001,0,0.125,105.911,106.036,1.0440097133809156
Iij,0002,0,0.128,105.278,105.406,1.026588119695216
Iij,0003,0,0.137,127.3,127.437,0.9000341009864753
Iij,0004,0,0.123,126.576,126.699,0.9000630864063569
Iinet,0000,0,0.102,11.403,11.505,0.90011425
Iinet,0001,0,0.09,10.87,10.96,0.90004425
Iinet,0002,0,0.09,11.279,11.369,0.9000365
Iinet,0003,0,0.143,11.192,11.335,0.900032
Iinet,0004,0,0.09,12.3,12.39,0.900041
Ilan,0000,0,0.012,0.724,0.736,0.9000355
Ilan,0001,0,0.014,0.484,0.498,0.9000713333333313
Ilan,0002,0,0.013,0.431,0.444,0.9000739999999999
Ilan,0003,0,0.011,0.639,0.65,0.9000369999999999
Ilan,0004,0,0.012,0.515,0.527,0.9000636666666665
Integra,0000,0,0.053,10.786,10.839,0.899967
Integra,0001,0,0.057,11.434,11.491,0.89999025
Integra,0002,0,0.058,11.658,11.716,0.90005675
Integra,0003,0,0.056,11.261,11.317,0.90003
Integra,0004,0,0.056,16.571,16.627,0.899985
Intellifiber,0000,2,-,-,-,-
Intellifiber,0001,2,-,-,-,-
Intellifiber,0002,2,-,-,-,-
Intellifiber,0003,2,-,-,-,-
Intellifiber,0004,2,-,-,-,-
Internetmci,0000,0,0.036,5.426,5.462,0.8999592592592592
Internetmci,0001,0,0.036,3.399,3.435,0.8999703703703703
Internetmci,0002,0,0.034,12.556,12.59,0.9000258064516129
Internetmci,0003,0,0.038,4.299,4.337,0.9653182795698924
Internetmci,0004,0,0.034,4.162,4.196,0.8999814814814814
Internode,0000,0,1.075,1096.902,1097.977,1.2119702372950563
Internode,0001,0,1.618,1212.229,1213.847,1.1322613333333333
Internode,0002,0,1.04,927.185,928.225,1.3384756188648907
Internode,0003,0,1.095,1231.016,1232.111,1.132214375
Internode,0004,1,1.295,1911.046,1912.341,1.1348395555555555
Interoute,0000,2,-,-,-,-
Interoute,0001,2,-,-,-,-
Interoute,0002,2,-,-,-,-
Interoute,0003,2,-,-,-,-
Interoute,0004,2,-,-,-,-
Intranetwork,0000,0,0.157,216.069,216.226,0.899881
Intranetwork,0001,0,0.146,212.953,213.099,0.89987
Intranetwork,0002,0,0.169,213.213,213.382,0.899877
Intranetwork,0003,0,0.151,218.24,218.391,0.8998819999999998
Intranetwork,0004,0,0.151,202.835,202.986,0.899883
Ion,0000,2,-,-,-,-
Ion,0001,2,-,-,-,-
Ion,0002,2,-,-,-,-
Ion,0003,2,-,-,-,-
Ion,0004,2,-,-,-,-
IowaStatewideFiberMap,0000,0,0.1,31.228,31.328,0.9000305
IowaStatewideFiberMap,0001,0,0.13,24.495,24.625,0.8999905
IowaStatewideFiberMap,0002,0,0.117,25.097,25.214,0.89999175
IowaStatewideFiberMap,0003,0,0.105,25.955,26.06,0.90003825
IowaStatewideFiberMap,0004,0,0.102,26.105,26.207,0.90003175
Iris,0000,0,0.462,1482.569,1483.031,0.899934
Iris,0001,0,0.387,848.659,849.046,0.8999305
Iris,0002,0,0.453,808.821,809.274,0.89991
Iris,0003,0,0.363,769.084,769.447,0.89988625
Iris,0004,0,0.357,754.935,755.292,0.899853
Istar,0000,0,0.053,2.744,2.797,0.899945
Istar,0001,0,0.076,2.79,2.866,0.899945
Istar,0002,0,0.074,2.724,2.798,0.899944
Istar,0003,0,0.058,2.759,2.817,0.8999479999999999
Istar,0004,0,0.053,2.778,2.831,0.899949
Itnet,0000,0,0.01,0.132,0.142,0.899995
Itnet,0001,0,0.01,0.131,0.141,0.899994
Itnet,0002,0,0.011,0.136,0.147,0.899995
Itnet,0003,0,0.011,0.131,0.142,0.899994
Itnet,0004,0,0.01,0.127,0.137,0.899995
Janetbackbone,0000,0,0.068,19.981,20.049,0.9000339166666668
Janetbackbone,0001,0,0.066,19.047,19.113,0.9000625
Janetbackbone,0002,0,0.066,19.469,19.535,0.9000416666666666
Janetbackbone,0003,0,0.069,18.97,19.039,0.900062
Janetbackbone,0004,0,0.054,33.307,33.361,0.90004125
JanetExternal,0000,0,0.007,0.115,0.122,0.8999952
JanetExternal,0001,0,0.008,0.105,0.113,0.8999956
JanetExternal,0002,0,0.007,0.1,0.107,0.8999948
JanetExternal,0003,0,0.007,0.099,0.106,0.8999944
JanetExternal,0004,0,0.008,0.1,0.108,0.8999952
Janetlense,0000,0,0.036,4.254,4.29,0.9000276666666666
Janetlense,0001,0,0.043,3.752,3.795,0.9000061666666667
Janetlense,0002,0,0.035,3.978,4.013,0.9000245
Janetlense,0003,0,0.036,2.887,2.923,0.9000294999999999
Janetlense,0004,0,0.035,3.684,3.719,0.9000515
Jgn2Plus,0000,0,0.031,0.967,0.998,0.899963
Jgn2Plus,0001,0,0.023,0.94,0.963,0.899966
Jgn2Plus,0002,0,0.031,0.916,0.947,0.899964
Jgn2Plus,0003,0,0.024,0.973,0.997,0.899959
Jgn2Plus,0004,0,0.031,0.919,0.95,0.899959
Karen,0000,0,0.058,5.836,5.894,0.9899956
Karen,0001,0,0.053,5.998,6.051,0.9899956
Karen,0002,0,0.066,5.68,5.746,0.9899958
Karen,0003,0,0.043,5.846,5.889,0.989996699999999
Karen,0004,0,0.052,5.599,5.651,0.9899964
KentmanApr2007,0000,0,0.04,2.536,2.576,0.89968
KentmanApr2007,0001,0,0.039,2.623,2.662,0.89969
KentmanApr2007,0002,0,0.049,2.342,2.391,0.89972
KentmanApr2007,0003,0,0.04,2.537,2.577,0.89971
KentmanApr2007,0004,0,0.039,2.666,2.705,0.89972
KentmanAug2005,0000,0,0.045,5.748,5.793,0.8996516129032258
KentmanAug2005,0001,0,0.045,5.744,5.789,0.8996580645161291
KentmanAug2005,0002,0,0.045,5.567,5.612,0.8996258064516129
KentmanAug2005,0003,0,0.046,5.605,5.651,0.8996516129032258
KentmanAug2005,0004,0,0.044,5.779,5.823,0.8998451612903225
KentmanFeb2008,0000,0,0.046,5.097,5.143,0.8997
KentmanFeb2008,0001,0,0.047,5.191,5.238,0.9928224153211498
KentmanFeb2008,0002,0,0.041,5.133,5.174,0.89968
KentmanFeb2008,0003,0,0.042,5.132,5.174,0.89969
KentmanFeb2008,0004,0,0.042,5.2,5.242,0.89966
KentmanJan2011,0000,0,0.121,32.821,32.942,0.899932
KentmanJan2011,0001,0,0.131,33.181,33.312,0.899914
KentmanJan2011,0002,0,0.139,28.723,28.862,0.899912999999998
KentmanJan2011,0003,0,0.122,33.416,33.538,0.89992
KentmanJan2011,0004,0,0.12,32.384,32.504,0.899933
KentmanJul2005,0000,0,0.024,0.564,0.588,0.8995294117647059
KentmanJul2005,0001,0,0.024,0.567,0.591,0.8995294117647059
KentmanJul2005,0002,0,0.021,0.693,0.714,0.8996470588235294
KentmanJul2005,0003,0,0.021,0.567,0.588,0.8999419354838709
KentmanJul2005,0004,0,0.025,0.595,0.62,0.899916129032258
Kreonet,0000,0,0.01,0.212,0.222,0.8999992
Kreonet,0001,0,0.011,0.214,0.225,0.89999925
Kreonet,0002,0,0.01,0.22,0.23,0.89999925
Kreonet,0003,0,0.011,0.207,0.218,0.89999925
Kreonet,0004,0,0.015,0.218,0.233,0.89999925
LambdaNet,0000,0,0.216,67.517,67.733,0.8999395
LambdaNet,0001,0,0.221,67.195,67.416,0.8998895
LambdaNet,0002,0,0.218,69.385,69.603,0.8999240000000001
LambdaNet,0003,0,0.218,68.448,68.666,0.899911
LambdaNet,0004,0,0.225,66.894,67.119,0.8999645
Latnet,0000,0,1.413,927.461,928.874,0.89704
Latnet,0001,0,1.318,901.854,903.172,0.8969299999998839
Latnet,0002,0,1.124,871.49,872.614,0.89705
Latnet,0003,0,1.18,993.409,994.589,0.89709
Latnet,0004,0,1.313,1028.012,1029.325,0.89701
Layer42,0000,0,0.011,0.176,0.187,0.9000825
Layer42,0001,0,0.016,0.216,0.232,0.9000055
Layer42,0002,0,0.015,0.192,0.207,0.9000495
Layer42,0003,0,0.014,0.074,0.088,0.9745189999999999
Layer42,0004,0,0.014,0.08,0.094,0.900035
Litnet,0000,0,0.234,135.999,136.233,0.899921
Litnet,0001,0,0.231,79.782,80.013,0.899944
Litnet,0002,0,0.228,83.113,83.341,0.899953
Litnet,0003,0,0.226,133.89,134.116,0.899906
Litnet,0004,0,0.235,142.841,143.076,0.899917
Marnet,0000,0,0.048,1.233,1.281,2.357032258064516
Marnet,0001,0,0.043,1.186,1.229,2.932135483870968
Marnet,0002,0,0.033,1.327,1.36,2.4704516129032257
Marnet,0003,0,0.051,1.244,1.295,2.932141935483871
Marnet,0004,0,0.05,1.31,1.36,2.9321225806451614
Marwan,0000,0,0.017,0.835,0.852,0.8998077693231878
Marwan,0001,0,0.016,0.936,0.952,0.8997757308770524
Marwan,0002,0,0.023,1.248,1.271,0.8999138966760112
Marwan,0003,0,0.018,0.848,0.866,0.8997970898411427
Marwan,0004,0,0.017,0.862,0.879,0.8997837404885863
Missouri,0000,1,1.148,2031.958,2033.106,3.4502031803131104
Missouri,0001,1,1.114,2025.325,2026.439,3.564913749694824
Missouri,0002,1,1.127,1992.616,1993.743,3.52253625
Missouri,0003,1,1.108,2032.213,2033.321,3.5571491718292236
Missouri,0004,1,1.105,2076.552,2077.657,3.2094795
Mren,0000,0,0.012,0.046,0.058,0.899997
Mren,0001,0,0.012,0.073,0.085,0.899997
Mren,0002,0,0.016,0.076,0.092,0.899996
Mren,0003,0,0.015,0.046,0.061,0.899998
Mren,0004,0,0.014,0.077,0.091,0.899997
Myren,0000,0,0.112,66.196,66.308,0.8999590032154341
Myren,0001,0,0.115,60.886,61.001,0.8999849999999999
Myren,0002,0,0.124,42.085,42.209,0.8997548387096774
Myren,0003,0,0.123,30.594,30.717,0.89956
Myren,0004,0,0.112,33.495,33.607,0.89964
Napnet,0000,0,0.005,0.05,0.055,1.0766444444444445
Napnet,0001,0,0.011,0.143,0.154,0.9019111111111111
Napnet,0002,0,0.005,0.051,0.056,0.8999555555555556
Napnet,0003,0,0.007,0.092,0.099,1.0675555555555556
Napnet,0004,0,0.007,0.047,0.054,0.8999555555555555
Navigata,0000,0,0.01,0.527,0.537,0.9000675
Navigata,0001,0,0.01,0.712,0.722,0.9000049999999999
Navigata,0002,0,0.01,0.482,0.492,0.900047
Navigata,0003,0,0.013,0.478,0.491,0.900047
Navigata,0004,0,0.011,0.848,0.859,0.900014
Netrail,0000,0,0.006,0.45,0.456,0.9185555555555556
Netrail,0001,0,0.005,1.192,1.197,0.9042222222222223
Netrail,0002,0,0.007,7.132,7.139,0.9004888888888889
Netrail,0003,0,0.005,0.535,0.54,0.9338666666666667
Netrail,0004,0,0.005,0.092,0.097,0.9616888888888888
NetworkUsa,0000,0,0.117,26.372,26.489,0.899981
NetworkUsa,0001,0,0.122,26.802,26.924,0.9000135
NetworkUsa,0002,0,0.118,26.24,26.358,0.8999715
NetworkUsa,0003,0,0.119,26.877,26.996,0.899944
NetworkUsa,0004,0,0.109,26.328,26.437,0.899968
Nextgen,0000,0,0.023,1.1,1.123,0.899974
Nextgen,0001,0,0.023,1.147,1.17,0.899972
Nextgen,0002,0,0.028,1.211,1.239,0.899971
