Topology,DemandFile,Exit code,Total  time,pre-uMax,post-uMax
Garr200112,0001,0,0.717353282,1.0615419354838709,0.8999096774193548
Garr200112,0002,0,0.542829125,1.163374193548387,0.8999548387096774
Garr200112,0003,0,0.576595109,1.2540709677419355,0.899916129032258
Garr200112,0004,0,0.53727291,1.1371290322580645,0.8999483870967742
Garr200212,0000,0,0.521072321,1.0122709677419355,0.8998451612903225
Garr200212,0001,0,0.715138192,1.281658064516129,0.8998838709677419
Garr200212,0002,0,1.066522859,1.5566064516129032,0.8999290322580645
Garr200212,0003,0,0.662086553,1.0883225806451613,0.8998559139784945
Garr200212,0004,0,0.569848492,1.359447311827957,0.8998193548387097
Garr200404,0000,0,0.724543207,1.0720193548387096,0.8999548387096774
Garr200404,0001,0,0.382145703,1.0196387096774193,0.8999096774193548
Garr200404,0002,0,0.383993235,1.2503741935483872,0.8999483870967742
Garr200404,0003,0,3.69455098,1.1724451612903226,0.8999612903225807
Garr200404,0004,0,0.378570939,1.0150193548387096,0.9000064516129033
Garr200902,0000,0,15.150386269,2.2118672,0.900016
Garr200902,0001,0,16.669555444,1.1961616,0.899908
Garr200902,0002,0,16.040326419,1.330906,0.900054
Garr200902,0003,0,6.405027998,1.0292556,0.899902
Garr200902,0004,0,24.882551231,1.361124,0.9312188
Garr200908,0000,0,8.704181555,1.888264,0.9000376
Garr200908,0001,0,9.454235768,1.9892312,0.9000232
Garr200908,0002,0,8.992068979,1.6590224,0.9461292
Garr200908,0003,0,18.243002862,1.8579448,0.90005015
Garr200908,0004,0,6.279144782,1.6451688,0.984247
Garr200909,0000,0,8.401209467,1.8460972,0.9585648
Garr200909,0001,0,7.554703066,1.5310056,0.8999169230769231
Garr200909,0002,0,18.653837817,1.7492150304708818,0.9533252
Garr200909,0003,0,10.024080221,1.576176,0.9000204
Garr200909,0004,0,9.688108279,1.6305696,0.9000216
Garr200912,0000,0,8.171913087,1.4969706,0.9467736
Garr200912,0001,0,8.227298984,1.5403232,0.9645333697524968
Garr200912,0002,0,7.402105257,1.2863341530420966,0.8999138461538462
Garr200912,0003,0,7.558259718,1.6261376,0.8999261538461538
Garr200912,0004,0,11.654167886,1.4553692,0.9563068
Garr201001,0000,0,9.25473416,1.9753044265593562,0.9720178
Garr201001,0001,0,10.426450594,1.619866800804829,1.0920346
Garr201001,0002,0,9.531947293,1.567985,0.905651
Garr201001,0003,0,43.291850148,2.1552498993963782,0.9061028
Garr201001,0004,0,8.878479906,1.993496579476861,1.007009
Garr201003,0000,0,10.734763576,1.1459297666666668,0.900042
Garr201003,0001,0,9.15379816,1.18724,1.0194407333333333
Garr201003,0002,0,10.264751811,1.2872212,0.8999184615384616
Garr201003,0003,0,11.614531878,1.1627034,0.8999230769230769
Garr201003,0004,0,8.376288703,1.095492,0.8999169230769231
Garr201004,0000,0,25.977508839,1.3978076,0.9402784
Garr201004,0001,0,11.541298979,1.4371175666666667,0.9769903333333336
Garr201004,0002,0,5.505097436,1.6119322,1.204614
Garr201004,0003,0,5.932472797,0.9687167371079154,0.8999230769230769
Garr201004,0004,0,13.030727373,1.4510613333333333,0.916602
Garr201005,0000,0,16.100803962,1.2156592,0.9000492
Garr201005,0001,0,9.28464412,1.1102615962441316,0.9000136
Garr201005,0002,0,15.120519671,1.5387842253521127,0.9000076
Garr201005,0003,0,8.92587063,1.15374035,0.9000488
Garr201005,0004,0,45.675227856,1.38090555,0.9234484
Garr201007,0000,0,9.325269419,1.3599599204854347,0.8999246153846154
Garr201007,0001,0,9.380613651,1.2513086333333334,1.119515
Garr201007,0002,0,8.198052463,1.166788,0.9000072
Garr201007,0003,0,12.225884487,1.476117,0.9000037593725377
Garr201007,0004,0,10.798503009,1.604812,0.9600622166666668
Garr201008,0000,0,13.19338357,1.232912,0.8999061538461538
Garr201008,0001,0,7.793969991,1.2268232,0.9000316
Garr201008,0002,0,11.395834894,1.567879,0.9000456
Garr201008,0003,0,16.382602389,1.41157605,0.90001
Garr201008,0004,0,5.801626633,1.2735308,1.221674
Garr201010,0000,0,12.05362147,1.3323118666666667,0.9000678
Garr201010,0001,0,10.657817561,1.2945896,0.9000228
Garr201010,0002,0,22.064630789,1.2278584666666665,0.900063076923077
Garr201010,0003,0,8.810533585,1.323428,0.8999724
Garr201010,0004,0,10.989077656,1.2403428,0.9000068
Garr201012,0000,0,10.435653684,1.0270896,0.9000304
Garr201012,0001,0,12.850425408,1.1092852,0.9000144
Garr201012,0002,0,8.279247997,1.0395304333333333,0.9000388
Garr201012,0003,0,15.627783793,1.4536172,0.9000356405235537
Garr201012,0004,0,6.822290339,0.9768884,0.9000056
Garr201101,0000,0,11.15188375,1.4853348,0.9000332
Garr201101,0001,0,8.574632299,1.354374,0.9000396
Garr201101,0002,0,51.543609553,1.431048812899085,0.9000192
Garr201101,0003,0,11.539655297,1.3771056,0.900052
Garr201101,0004,0,9.127053399,1.319,0.9000312
Garr201102,0000,0,1.805390629,0.89994,0.89994
Garr201102,0001,0,5.932645164,0.9609964,0.89995
Garr201102,0002,0,8.444377496,1.1521176,0.899945
Garr201102,0003,0,5.612694112,1.0782044,0.89995
Garr201102,0004,0,9.296914647,0.9902024,0.899944
Garr201103,0000,0,3.314334375,0.899941,0.899941
Garr201103,0001,0,2.074360254,0.899944,0.899944
Garr201103,0002,0,10.673827342,1.3230408,0.899949
Garr201103,0003,0,7.757085702,0.9707176,0.899944
Garr201103,0004,0,10.09478059,1.20647,0.899947
Garr201104,0000,0,3.439868163,0.899941,0.899941
Garr201104,0001,0,11.28680537,1.1691708,0.899944
Garr201104,0002,0,3.035356422,0.8999715,0.8999715
Garr201104,0003,0,3.34943748,0.899941,0.899941
Garr201104,0004,0,12.549527881,1.0371744,0.899939
Garr201105,0000,0,9.535200945,1.2947772,0.9000276
Garr201105,0001,0,6.984483303,0.9790596,0.899947
Garr201105,0002,0,1.974281491,0.899943,0.899943
Garr201105,0003,0,12.953883942,1.4035784,0.8999761333333334
Garr201105,0004,0,10.98351895,1.0751484,0.9000248
Garr201107,0000,0,14.214207652,1.1242492,0.899945
Garr201107,0001,0,8.623619505,1.1106188,0.899946
Garr201107,0002,0,20.897849329,1.46392,0.9000052
Garr201107,0003,0,10.093656779,1.3550208,0.899947
Garr201107,0004,0,10.183408023,1.3470136,0.899947
Garr201108,0000,0,8.182104021,1.6996964,0.899946
Garr201108,0001,0,6.059100303,1.6592596,0.8999884
Garr201108,0002,0,4.956839868,1.6683392,0.9
Garr201108,0003,0,8.859172221,1.6538584,0.9000012
Garr201108,0004,0,9.791680206,1.739636,0.9000244
Garr201109,0000,0,7.120980019,1.6535364,0.9000136
Garr201109,0001,0,5.966342118,1.6480192,0.9000452
Garr201109,0002,0,6.180768963,1.568964,0.9000052
Garr201109,0003,0,9.182452259,1.637068,0.9000292
Garr201109,0004,0,6.87357808,1.7105288,0.8999792
Garr201110,0000,0,5.823168632,1.7131356,0.9000032
Garr201110,0001,0,7.568556737,1.6387374,0.9000146
Garr201110,0002,0,4.634844597,1.652236,0.9000076
Garr201110,0003,0,6.456689236,1.73936,0.900036
Garr201110,0004,0,5.891027712,1.4783022,0.9000104
Garr201111,0000,0,5.65836025,1.7034908,0.8999652
Garr201111,0001,0,8.550532775,1.7529704,0.9000048
Garr201111,0002,0,6.035977074,1.6175432,0.9000082
Garr201111,0003,0,8.618845913,1.6526388,0.9000032
Garr201111,0004,0,4.989304741,1.6962456,0.9000512
Garr201112,0000,0,5.752782403,1.6166066,0.900047
Garr201112,0001,0,9.180663597,1.555221,0.9000424
Garr201112,0002,0,6.99535743,1.471955,0.9000628
Garr201112,0003,0,7.247730678,1.276268,0.899938
Garr201112,0004,0,7.748421621,1.6565868,0.8999672
Garr201201,0000,0,12.916284772,1.0054736,0.9000188
Garr201201,0001,0,10.878011562,1.2511469166666667,0.9129236
Garr201201,0002,0,7.488668145,1.0280304,0.899976
Garr201201,0003,0,15.068508912,1.1231504,0.900014
Garr201201,0004,0,14.463926587,1.2479412,0.8999572
Gblnet,0000,0,0.032949998,0.899993,0.899993
Gblnet,0001,0,0.03329874,0.899993,0.899993
Gblnet,0002,0,0.032923898,0.899993,0.899993
Gblnet,0003,0,0.033415414,0.899993,0.899993
Gblnet,0004,0,0.032528344,0.899992,0.899992
Geant2001,0000,0,40.467534689,1.2385902,0.9851657125
Geant2001,0001,0,0.981888983,1.1440361736334406,0.899975884244373
Geant2001,0002,0,176.103492218,1.30042545,0.946154425
Geant2001,0003,0,2.895062968,1.0712394,0.9138616
Geant2001,0004,0,1.789691076,1.2215290875,0.900048231511254
Geant2009,0000,0,3.391094275,1.80149405,0.9000567916666667
Geant2009,0001,0,20.388733246,2.2504138833333336,0.9381512
Geant2009,0002,0,9.571695938,2.216407425,0.9000766
Geant2009,0003,0,4.234030724,2.0944492,0.900074075
Geant2009,0004,0,3.457758491,2.0432102,0.9000828208333334
Geant2010,0000,0,2.99560514,2.2397092,0.900041
Geant2010,0001,0,2.443287725,2.57291655,0.9000840305343512
Geant2010,0002,0,76.312612596,2.451569465648855,0.9000591145038168
Geant2010,0003,0,2.722400621,2.41998565,0.9000422
Geant2010,0004,0,2.444528294,2.1475194,0.9000558167938931
Geant2012,0000,0,3.610951464,2.10166315,0.90002385
Geant2012,0001,0,4.22252064,1.9219331555286656,0.9000792
Geant2012,0002,0,4.761556178,2.498362418452318,0.9000500372139569
Geant2012,0003,0,4.703351618,2.7747830023053957,0.9000734790766027
Geant2012,0004,0,3.647199498,1.95512355,0.9000744
Getnet,0000,0,0.258577316,1.057688888888889,0.9163555555555556
Getnet,0001,0,0.893406252,1.3724666666666667,0.9123333333333333
Getnet,0002,0,0.323800349,1.1450444444444445,0.9012444444444444
Getnet,0003,0,0.521627457,1.0886111111111112,0.9037
Getnet,0004,0,0.154161384,1.2756444444444444,0.9381444444444444
Globalcenter,0000,0,0.10694788,1.3514,1.3514
Globalcenter,0001,0,0.086249608,1.6360666666666666,1.6360666666666666
Globalcenter,0002,0,0.090609815,1.1823777777777777,1.1823777777777777
Globalcenter,0003,0,0.083078758,1.3111111111111111,1.3111111111111111
Globalcenter,0004,0,0.097221612,1.5756666666666668,1.5756666666666668
Globenet,0000,0,54.302695566,1.42827,0.899869
Globenet,0001,0,80.440267003,1.477349,0.899849
Globenet,0002,0,83.58889327,1.497911,0.899869
Globenet,0003,0,75.398178658,1.361048,0.899863
Globenet,0004,0,12.460400256,1.415469,0.899916
Goodnet,0000,0,24.51389584,1.8758611111111112,0.8999555555555555
Goodnet,0001,0,4.121059069,1.4355407407407408,0.941
Goodnet,0002,0,0.728819229,1.8184185185185184,1.2745333333333333
Goodnet,0003,0,8.111663042,1.5124518518518517,0.8999592592592592
Goodnet,0004,0,14.887851836,1.5700907407407407,0.899975925925926
Grena,0000,0,0.075606187,0.899971,0.899971
Grena,0001,0,0.070752646,0.899962,0.899962
Grena,0002,0,0.073298817,0.899965,0.899965
Grena,0003,0,0.072572006,0.899964,0.899964
Grena,0004,0,0.073778334,0.899968,0.899968
Gridnet,0000,0,8.347669056,1.4032777777777778,0.9000333333333334
Gridnet,0001,0,1.717481574,1.0364777777777778,0.9
Gridnet,0002,0,22.047325431,1.1017222222222223,0.9000111111111111
Gridnet,0003,0,2.229543511,1.2236555555555555,0.9000333333333334
Gridnet,0004,0,0.448042352,1.5061666666666667,0.9000111111111111
Grnet,0000,0,1.910116697,1.164342,0.899951
Grnet,0001,0,1.429082568,0.91689,0.90002
Grnet,0002,0,1.860147967,1.4110256,0.899947
Grnet,0003,0,0.502666673,0.899951,0.899951
Grnet,0004,0,0.639446083,0.89995,0.89995
GtsCe,0000,1,1808.675608668,2.34334125,2.34334125
GtsCe,0001,1,1808.296041393,2.30135275,2.30135275
GtsCe,0002,1,1808.281155477,2.3004066666666665,2.3004066666666665
GtsCe,0003,1,1808.303126537,2.276162270833334,2.276162270833334
GtsCe,0004,1,1808.763970415,2.293318583333333,2.293318583333333
GtsCzechRepublic,0000,0,0.703525865,1.0437825,0.8999465
GtsCzechRepublic,0001,0,1.269398067,1.309354,0.89996
GtsCzechRepublic,0002,0,1.06642996,1.4538125,0.8999525
GtsCzechRepublic,0003,0,1.570957047,1.3211415,0.899972
GtsCzechRepublic,0004,0,1.490958373,1.467318,0.900008
GtsHungary,0000,0,0.885280076,1.2795465,0.900004
GtsHungary,0001,0,0.481047455,1.0491225,0.8999615
GtsHungary,0002,0,0.876728549,1.2441695,0.900033
GtsHungary,0003,0,0.622907196,1.0528195,0.900033
GtsHungary,0004,0,0.424256808,1.417713,0.900029
GtsPoland,0000,0,2.618409944,1.282924,0.900008
GtsPoland,0001,0,3.341962985,1.327354,0.9000465833333334
GtsPoland,0002,0,1.85427659,1.28676,0.900047
GtsPoland,0003,0,2.07845989,1.120624,0.8999688333333333
GtsPoland,0004,0,2.689076949,1.344564,0.8999855
GtsRomania,0000,0,0.287008262,1.3192185,0.900017
GtsRomania,0001,0,0.339111595,1.481737,0.9000345
GtsRomania,0002,0,0.210486301,1.033897,0.899991
GtsRomania,0003,0,0.308656783,1.5041605,0.899981
GtsRomania,0004,0,0.417631924,1.4860335,0.89998
GtsSlovakia,0000,0,0.741336285,1.6009848333333334,0.899991
GtsSlovakia,0001,0,0.838744113,1.6317453333333332,0.899984
GtsSlovakia,0002,0,0.752335928,1.3163103333333332,0.8999975
GtsSlovakia,0003,0,0.9167825,1.5327306666666667,0.8999788333333334
GtsSlovakia,0004,0,0.574867706,1.5389845,0.9000055
Harnet,0000,0,0.422905406,1.3863256102973813,0.8999765
Harnet,0001,0,0.268683766,1.23868655126498,0.8999785
Harnet,0002,0,1.586608724,1.7888978251220593,0.9134782068353308
Harnet,0003,0,0.187600766,0.9064142032845096,0.9000433200177541
Harnet,0004,0,0.256326544,0.9635739014647137,0.9000071016422547
Heanet,0000,0,0.809889179,1.525681,1.083629
Heanet,0001,0,0.047420965,1.2456468333333333,1.1544575
Heanet,0002,0,0.062561785,1.4278496666666665,1.213517
Heanet,0003,0,0.238051007,1.259999,0.9000673333333333
Heanet,0004,0,1.023117184,0.9394635,0.90152
HiberniaCanada,0000,0,0.205773093,0.9848585,0.900074
HiberniaCanada,0001,0,1.668074942,0.974045,0.902274
HiberniaCanada,0002,0,0.199098867,1.04008,0.900028
HiberniaCanada,0003,0,0.104023066,1.158054,0.90005
HiberniaCanada,0004,0,0.171799204,1.248499,0.900047
HiberniaGlobal,0000,0,33.118468037,1.667433,0.8998755
HiberniaGlobal,0001,0,4.54685182,1.6847075,0.899859
HiberniaGlobal,0002,0,8.556546414,1.6712835,0.8998935
HiberniaGlobal,0003,0,16.52855287,1.73043525,0.899882
HiberniaGlobal,0004,0,8.661010328,1.677241375,0.89981275
HiberniaIreland,0000,0,0.947466424,1.109221,0.903995
HiberniaIreland,0001,0,0.213412439,0.934059,0.900025
HiberniaIreland,0002,0,0.162680225,0.92977,0.90007
HiberniaIreland,0003,0,0.071792601,1.084278,0.900013
HiberniaIreland,0004,0,0.338797257,1.033772,0.900077
HiberniaNireland,0000,0,0.244744626,1.0833698333333335,0.8999896666666668
HiberniaNireland,0001,0,0.50235608,1.1519693333333334,0.900004
HiberniaNireland,0002,0,0.211046164,1.2221675,0.900025
HiberniaNireland,0003,0,0.27322872,1.3035783333333333,0.9000168333333334
HiberniaNireland,0004,0,0.240073506,1.0589783333333336,0.8999905
HiberniaUk,0000,0,0.159742283,1.18647,0.900006
HiberniaUk,0001,0,0.540198891,1.059136,0.899992
HiberniaUk,0002,0,0.345475653,1.140335,0.900037
HiberniaUk,0003,0,0.286795963,0.904381,0.900026
HiberniaUk,0004,0,0.218461072,0.903784,0.900001
HiberniaUs,0000,0,0.406023136,1.229120625,0.899958
HiberniaUs,0001,0,0.446605324,1.3003363472222222,0.899958
HiberniaUs,0002,0,0.515149333,1.312005875,0.90005
HiberniaUs,0003,0,0.142232067,0.899965,0.899965
HiberniaUs,0004,0,0.136159586,0.899955,0.899955
Highwinds,0000,0,0.184063196,1.369458520833333,0.9000472083333332
Highwinds,0001,0,0.414801894,1.3007418833333335,0.9000497939814815
Highwinds,0002,0,0.305399094,1.1709404333333333,0.8999916833333333
Highwinds,0003,0,0.300581332,1.435085727777778,0.9000417939814813
Highwinds,0004,0,0.256367386,1.1925104666666668,0.9000551833333332
HostwayInternational,0000,0,0.127600663,1.255871,0.89999825
HostwayInternational,0001,0,0.076336467,0.899976,0.899976
HostwayInternational,0002,0,0.069564709,0.899974,0.899974
HostwayInternational,0003,0,0.134421485,1.2144663333333334,0.9000556666666666
HostwayInternational,0004,0,0.183912971,0.956655,0.899976
HurricaneElectric,0000,0,0.734307657,1.3286320000000003,0.9000706666666666
HurricaneElectric,0001,0,0.514047417,1.685797,0.9000225
HurricaneElectric,0002,0,0.469680788,1.399607111111111,0.900002
HurricaneElectric,0003,0,0.931164108,1.7691926666666666,0.9000483333333332
HurricaneElectric,0004,0,0.697116132,1.376653861111111,0.90005975
Ibm,0000,0,2.465239804,1.1738222222222223,0.8998555555555555
Ibm,0001,0,2.769353948,1.6093555555555557,0.8998222222222222
Ibm,0002,0,1.885462886,1.0862444444444443,0.8997666666666667
Ibm,0003,0,1.537897346,1.2171574074074074,0.8998555555555555
Ibm,0004,0,1.910922556,1.215850925925926,0.8998444444444444
Iij,0000,0,1.633092534,1.2267730419854896,0.9000842603309329
Iij,0001,0,2.098000383,1.5090386619620197,1.0440097133809156
Iij,0002,0,1.345642651,1.201259467565801,1.026588119695216
Iij,0003,0,1.713176365,1.3415402259355709,0.9000607002582734
Iij,0004,0,1.596143221,1.083474769121335,0.9000307436342593
Iinet,0000,0,8.446553881,1.811158,0.900045
Iinet,0001,0,1.620214758,1.47487075,0.900026
Iinet,0002,0,4.611909381,1.3403495,0.900053
Iinet,0003,0,1.333021491,1.40639675,0.9000155
Iinet,0004,0,5.175541454,1.37533575,0.9000135
Ilan,0000,0,0.524531187,0.9161258333333333,0.9018746666666667
Ilan,0001,0,0.440175067,1.1145498333333335,0.9000513333333332
Ilan,0002,0,0.599057309,1.0772775,0.900023
Ilan,0003,0,0.425763039,0.9988771666666667,0.9000776666666668
Ilan,0004,0,0.148386461,1.0072555,0.900067
Integra,0000,0,0.530193273,1.37438875,0.8999985
Integra,0001,0,0.872886277,1.4051414166666665,0.90003925
Integra,0002,0,0.791880131,1.06792975,0.90004175
Integra,0003,0,0.734936736,1.1854025,0.900022
Integra,0004,0,1.251671802,1.0883085833333332,0.9000255
Intellifiber,0000,0,23.057560531,1.2242573333333335,0.8998135
Intellifiber,0001,0,52.096511748,1.4220760000000003,0.89978
Intellifiber,0002,0,59.544079222,1.3985970277777775,0.899787125
Intellifiber,0003,0,69.567021751,1.3804811666666668,0.8997385
Intellifiber,0004,0,113.633495451,1.394062,0.8997880625
Internetmci,0000,0,1.067390426,1.5703193548387098,0.8999296296296295
Internetmci,0001,0,0.707415239,1.0734666666666666,0.8999407407407408
Internetmci,0002,0,10.055897903,1.5510698924731183,0.9000118279569893
Internetmci,0003,0,0.487331653,1.758709677419355,0.9653021505376345
Internetmci,0004,0,0.532000719,1.366785185185185,0.8999555555555555
Internode,0000,0,37.800495928,1.5740564583333334,1.2119702372950565
Internode,0001,0,16.119731838,1.7385339583333332,1.1322691666666667
Internode,0002,0,11.010133498,1.877145,1.3384756188648905
Internode,0003,0,21.188358867,1.6921379166666666,1.132268
Internode,0004,0,55.521416927,1.7367202083333333,1.1330091666666666
Interoute,0000,0,1327.772507593,2.1879581250000006,0.8997494166666665
Interoute,0001,0,681.761177141,1.9487842500000006,0.8997446666666666
Interoute,0002,0,663.011288879,1.9941194791666668,0.8997510208333332
Interoute,0003,1,1803.589540334,1.891033791666667,1.891033791666667
Interoute,0004,1,1803.462243562,1.9351997499999998,1.9351997499999998
Intranetwork,0000,0,0.8741269,0.899881,0.899881
Intranetwork,0001,0,0.657588012,0.89987,0.89987
Intranetwork,0002,0,0.58182613,0.899877,0.899877
Intranetwork,0003,0,0.941172105,0.9567145,0.899882
Intranetwork,0004,0,0.61008782,0.899883,0.899883
Ion,0000,1,1805.730676209,1.3925633333333332,0.900074
Ion,0001,0,1395.634455976,1.2377126666666665,0.8994356666666666
Ion,0002,0,1500.8002892,1.2629905,0.8994785
Ion,0003,0,1181.923835551,1.32124,0.89951775
Ion,0004,0,246.34069711,1.21564725,0.8994503333333332
IowaStatewideFiberMap,0000,0,2.313063739,1.62593375,0.900046
IowaStatewideFiberMap,0001,0,1.126363314,1.53233,0.9000425
IowaStatewideFiberMap,0002,0,1.482728568,1.64421875,0.900025
IowaStatewideFiberMap,0003,0,1.783998919,1.71679575,0.900032
IowaStatewideFiberMap,0004,0,2.944407977,1.408259,0.9000215
Iris,0000,0,8.196363803,1.51681875,0.899902
Iris,0001,0,8.649449347,1.49946125,0.8999415
Iris,0002,0,19.189452659,1.55736725,0.8998675
Iris,0003,0,6.926971065,1.5581415,0.8999
Iris,0004,0,5.981466712,1.575083,0.89990775
Istar,0000,0,0.137011382,0.899945,0.899945
Istar,0001,0,0.135239179,0.899945,0.899945
Istar,0002,0,0.136691204,0.899944,0.899944
Istar,0003,0,0.136326529,0.899948,0.899948
Istar,0004,0,0.12670355,0.899949,0.899949
Itnet,0000,0,0.04426193,0.899995,0.899995
Itnet,0001,0,0.042611193,0.899994,0.899994
Itnet,0002,0,0.043035437,0.899995,0.899995
Itnet,0003,0,0.043671099,0.899994,0.899994
Itnet,0004,0,0.044406137,0.899995,0.899995
Janetbackbone,0000,0,1.083560425,1.7821865833333332,0.900051
Janetbackbone,0001,0,1.127804201,2.113225,0.900039
Janetbackbone,0002,0,0.959469904,1.5807060833333333,0.9000625
Janetbackbone,0003,0,1.672032441,1.7790295,0.9000165
Janetbackbone,0004,0,1.374226862,1.8281994166666664,0.900026
JanetExternal,0000,0,0.039094015,0.8999952,0.8999952
JanetExternal,0001,0,0.048972857,0.8999956,0.8999956
JanetExternal,0002,0,0.038696811,0.8999948,0.8999948
JanetExternal,0003,0,0.055609698,0.8999944,0.8999944
JanetExternal,0004,0,0.038008975,0.8999952,0.8999952
Janetlense,0000,0,0.579457706,1.562631,0.9000011666666667
Janetlense,0001,0,0.543657341,1.414758833333333,0.9000523333333332
Janetlense,0002,0,0.443397243,1.193208166666667,0.900021
Janetlense,0003,0,0.301829083,1.153866333333333,0.9000691666666666
Janetlense,0004,0,0.490565934,1.0470613333333332,0.9000265
Jgn2Plus,0000,0,0.086692299,0.899963,0.899963
Jgn2Plus,0001,0,0.081763382,0.899966,0.899966
Jgn2Plus,0002,0,0.08381457,0.899964,0.899964
Jgn2Plus,0003,0,0.081707686,0.899959,0.899959
Jgn2Plus,0004,0,0.083213495,0.899959,0.899959
Karen,0000,0,0.510685915,1.4016143,0.9899956
Karen,0001,0,0.55642488,1.22368265,0.9899956
Karen,0002,0,0.547949076,1.1631183,0.9899958
Karen,0003,0,0.275644092,1.17987165,0.9899967
Karen,0004,0,0.187778779,0.9899964,0.9899964
KentmanApr2007,0000,0,0.143396611,0.89968,0.89968
KentmanApr2007,0001,0,0.166801615,0.89969,0.89969
KentmanApr2007,0002,0,0.123998577,0.89972,0.89972
KentmanApr2007,0003,0,0.154426655,0.89971,0.89971
KentmanApr2007,0004,0,0.132169574,0.89972,0.89972
KentmanAug2005,0000,0,0.690088347,1.151658064516129,0.8996516129032258
KentmanAug2005,0001,0,0.30726449,0.8996580645161291,0.8996580645161291
KentmanAug2005,0002,0,0.624700081,1.3120064516129033,0.8996258064516129
KentmanAug2005,0003,0,0.591979771,1.1926322580645161,0.8996516129032258
KentmanAug2005,0004,0,0.750554869,1.5748709677419355,0.8998387096774193
KentmanFeb2008,0000,0,0.231042926,0.8997,0.8997
KentmanFeb2008,0001,0,0.195954769,0.9928224153211498,0.9928224153211498
KentmanFeb2008,0002,0,0.216466756,0.89968,0.89968
KentmanFeb2008,0003,0,0.27541343,0.89969,0.89969
KentmanFeb2008,0004,0,0.209117909,0.89966,0.89966
KentmanJan2011,0000,0,0.57648807,0.899932,0.899932
KentmanJan2011,0001,0,0.51015521,0.899914,0.899914
KentmanJan2011,0002,0,0.457852106,0.899913,0.899913
KentmanJan2011,0003,0,0.544192148,0.89992,0.89992
KentmanJan2011,0004,0,0.539638061,0.899933,0.899933
KentmanJul2005,0000,0,0.076300112,0.8995294117647059,0.8995294117647059
KentmanJul2005,0001,0,0.158420884,1.0952935483870967,0.8995294117647059
KentmanJul2005,0002,0,0.192048209,0.9645225806451613,0.8996470588235295
KentmanJul2005,0003,0,0.300495687,1.1199129032258064,0.899916129032258
KentmanJul2005,0004,0,0.158070035,1.0099903225806453,0.8999032258064517
Kreonet,0000,0,0.049251616,0.8999992,0.8999992
Kreonet,0001,0,0.051733837,0.89999925,0.89999925
Kreonet,0002,0,0.051352195,0.89999925,0.89999925
Kreonet,0003,0,0.050240727,0.89999925,0.89999925
Kreonet,0004,0,0.049134131,0.89999925,0.89999925
LambdaNet,0000,0,3.036609826,1.0407665,0.899982
LambdaNet,0001,0,5.147870644,1.125329,0.8999545
LambdaNet,0002,0,11.644244719,1.0969675,0.899945
LambdaNet,0003,0,3.309129576,1.191726,0.899961
LambdaNet,0004,0,3.285984931,1.0362805,0.8999325
Latnet,0000,0,2.933369886,0.89704,0.89704
Latnet,0001,0,3.321334403,0.99698,0.89693
Latnet,0002,0,2.656098116,0.89705,0.89705
Latnet,0003,0,2.95619289,0.89709,0.89709
Latnet,0004,0,4.441679521,1.034755,0.89701
Layer42,0000,0,0.077207834,1.1844815,0.9000825
Layer42,0001,0,0.102628146,0.95122,0.9000055
Layer42,0002,0,0.072120382,1.149145,0.9000495
Layer42,0003,0,0.058820549,1.3073735,0.974519
Layer42,0004,0,0.180214245,0.9302995,0.900035
Litnet,0000,0,2.25411075,0.946706,0.899952
Litnet,0001,0,2.54596875,1.115487,0.899929
Litnet,0002,0,2.059791204,0.942885,0.899955
Litnet,0003,0,2.523192285,1.156748,0.899958
Litnet,0004,0,2.491194632,1.243692,0.899903
Marnet,0000,0,0.098801413,2.357032258064516,2.357032258064516
Marnet,0001,0,0.087244589,2.932135483870968,2.932135483870968
Marnet,0002,0,0.093281184,2.4704516129032257,2.4704516129032257
Marnet,0003,0,0.088703243,2.932141935483871,2.932141935483871
Marnet,0004,0,0.090098624,2.9321225806451614,2.9321225806451614
Marwan,0000,0,0.21730368,1.03668402082499,0.8998317981577894
Marwan,0001,0,0.412844596,0.9969723668402083,0.8998478173808571
Marwan,0002,0,0.532730241,1.1096342277399545,0.8999586170070751
Marwan,0003,0,0.314754383,1.2650353757842747,0.8998264584167669
Marwan,0004,0,0.342209765,0.99933253237218,0.8997757308770524
Missouri,0000,0,44.211397683,1.155353,0.8997885
Missouri,0001,0,32.42343803,1.1936195,0.89983575
Missouri,0002,0,31.704710527,1.1670445,0.89976775
Missouri,0003,0,140.349121946,1.3122345,0.8998355
Missouri,0004,0,33.906823456,1.201821875,0.932303
Mren,0000,0,0.029330363,0.899997,0.899997
Mren,0001,0,0.030409702,0.899997,0.899997
Mren,0002,0,0.029992142,0.899996,0.899996
Mren,0003,0,0.030607638,0.899998,0.899998
Mren,0004,0,0.029559883,0.899997,0.899997
Myren,0000,0,4.928436821,1.3330635048231512,0.899966
Myren,0001,0,15.140637036,1.250447,0.9000096463022508
Myren,0002,0,2.531924108,1.1978096774193547,0.8997548387096774
Myren,0003,0,0.439298065,0.89956,0.89956
Myren,0004,0,2.054654528,1.2008354838709678,0.89964
Napnet,0000,0,0.040112821,1.327288888888889,1.0766444444444445
Napnet,0001,0,0.056491089,1.1784,0.9241111111111111
Napnet,0002,0,0.047787657,1.2523777777777778,0.8999555555555555
Napnet,0003,0,0.054124159,1.4760888888888888,1.0675555555555556
Napnet,0004,0,0.04091022,1.1335333333333333,0.8999555555555555
