Topology,DemandFile,Exit code,Preprocessing time,ILP solve time,Total  time,uMax
Garr200212,0001,0,0.057,0.168,0.225,1.151116129032258
Garr200212,0002,0,0.057,0.148,0.205,1.124883870967742
Garr200212,0003,0,0.057,0.263,0.32,0.8998322580645162
Garr200212,0004,0,0.057,0.164,0.221,0.8997870967741934
Garr200404,0000,0,0.041,0.176,0.217,0.8999870967741935
Garr200404,0001,0,0.041,0.175,0.216,0.8999612903225805
Garr200404,0002,0,0.041,0.188,0.229,0.8999419354838709
Garr200404,0003,0,0.041,0.481,0.522,0.8999806451612903
Garr200404,0004,0,0.041,0.229,0.27,0.8999999999999999
Garr200902,0000,0,0.487,5.354,5.841,0.953722
Garr200902,0001,0,0.487,5.757,6.244,0.9286592
Garr200902,0002,0,0.487,4.052,4.539,0.9000488
Garr200902,0003,0,0.487,2.195,2.682,0.899902
Garr200902,0004,0,0.487,2.719,3.206,1.1025216
Garr200908,0000,0,0.486,3.896,4.382,0.9000235999999999
Garr200908,0001,0,0.486,4.091,4.577,0.9000536
Garr200908,0002,0,0.486,2.33,2.816,0.9111936
Garr200908,0003,0,0.486,3.959,4.445,0.9000704
Garr200908,0004,0,0.486,2.065,2.551,0.984247
Garr200909,0000,0,0.49,4.168,4.658,0.9314172
Garr200909,0001,0,0.49,1.924,2.4139999999999997,0.8999169230769231
Garr200909,0002,0,0.49,4.131,4.621,0.9535413714102154
Garr200909,0003,0,0.49,2.646,3.136,0.9001292
Garr200909,0004,0,0.49,2.193,2.683,0.9000467999999999
Garr200912,0000,0,0.446,3.884,4.33,0.9469738922897688
Garr200912,0001,0,0.446,3.738,4.184,0.9454816
Garr200912,0002,0,0.446,1.925,2.371,0.8999138461538462
Garr200912,0003,0,0.446,2.119,2.5650000000000004,0.8999261538461538
Garr200912,0004,0,0.446,5.762,6.207999999999999,0.9332749
Garr201001,0000,0,0.533,2.785,3.318,0.9453376
Garr201001,0001,0,0.533,2.449,2.9819999999999998,1.091937
Garr201001,0002,0,0.533,2.632,3.165,0.905651
Garr201001,0003,0,0.533,6.709,7.242,0.9001892
Garr201001,0004,0,0.533,2.494,3.027,1.007009
Garr201003,0000,0,0.473,3.664,4.1370000000000005,0.9109338461538462
Garr201003,0001,0,0.473,2.257,2.73,1.019401
Garr201003,0002,0,0.473,3.845,4.3180000000000005,0.8999184615384616
Garr201003,0003,0,0.473,5.123,5.596,0.9087786597283565
Garr201003,0004,0,0.473,3.443,3.916,0.8999169230769231
Garr201004,0000,0,0.472,15.605,16.077,0.9446123076923076
Garr201004,0001,0,0.472,6.198,6.67,0.9931732
Garr201004,0002,0,0.472,1.938,2.41,1.204614
Garr201004,0003,0,0.472,2.019,2.491,0.8999230769230768
Garr201004,0004,0,0.472,10.103,10.575,0.9928584
Garr201005,0000,0,0.479,4.313,4.792,0.9000272
Garr201005,0001,0,0.479,4.99,5.469,0.9375320187793427
Garr201005,0002,0,0.479,5.733,6.212,1.0407042253521126
Garr201005,0003,0,0.479,4.97,5.449,0.9000725320867986
Garr201005,0004,0,0.479,5.526,6.005,0.9239896000000001
Garr201007,0000,0,0.465,4.225,4.6899999999999995,0.8999246153846154
Garr201007,0001,0,0.465,2.632,3.097,1.119515
Garr201007,0002,0,0.465,6.543,7.008,0.9050392
Garr201007,0003,0,0.465,6.161,6.6259999999999994,0.904954622839032
Garr201007,0004,0,0.465,17.322,17.787,0.9409023
Garr201008,0000,0,0.475,3.791,4.266,0.8999061538461536
Garr201008,0001,0,0.475,3.835,4.31,0.900038
Garr201008,0002,0,0.475,2.683,3.158,1.0335088000000001
Garr201008,0003,0,0.475,4.473,4.9479999999999995,0.9067045
Garr201008,0004,0,0.475,2.178,2.653,1.221674
Garr201010,0000,0,0.486,5.615,6.101,0.900066
Garr201010,0001,0,0.486,4.018,4.504,0.900102
Garr201010,0002,0,0.486,4.483,4.968999999999999,0.9000723999999999
Garr201010,0003,0,0.486,4.217,4.702999999999999,1.0808904
Garr201010,0004,0,0.486,7.314,7.8,0.9270439
Garr201012,0000,0,0.558,4.961,5.519,0.9000732
Garr201012,0001,0,0.558,6.201,6.7589999999999995,0.9165496
Garr201012,0002,0,0.558,5.204,5.762,0.9000676
Garr201012,0003,0,0.558,8.79,9.347999999999999,0.9183309932638019
Garr201012,0004,0,0.558,4.657,5.215,0.9000491999999999
Garr201101,0000,0,0.559,5.88,6.439,0.9626648
Garr201101,0001,0,0.559,5.072,5.631,0.9000148
Garr201101,0002,0,0.559,6.558,7.117,1.1090263999999999
Garr201101,0003,0,0.559,7.205,7.764,0.9000736
Garr201101,0004,0,0.559,3.734,4.293,0.9673555079575126
Garr201102,0000,0,0.59,3.229,3.819,0.89994
Garr201102,0001,0,0.59,3.303,3.893,0.8999499999999969
Garr201102,0002,0,0.59,3.072,3.662,0.899945
Garr201102,0003,0,0.59,2.931,3.521,0.89995
Garr201102,0004,0,0.59,3.488,4.078,0.899944
Garr201103,0000,0,0.619,3.144,3.763,0.899941
Garr201103,0001,0,0.619,3.311,3.9299999999999997,0.899944
Garr201103,0002,0,0.619,4.445,5.064,0.950317
Garr201103,0003,0,0.619,3.352,3.971,0.992136
Garr201103,0004,0,0.619,3.339,3.958,1.024876
Garr201104,0000,0,0.688,4.465,5.153,0.899941
Garr201104,0001,0,0.688,4.189,4.877,1.247638
Garr201104,0002,0,0.688,4.273,4.960999999999999,1.799943
Garr201104,0003,0,0.688,4.291,4.979,0.899941
Garr201104,0004,0,0.688,6.564,7.252,0.899939
Garr201105,0000,0,0.645,3.581,4.226,1.09697
Garr201105,0001,0,0.645,5.078,5.723000000000001,0.899947
Garr201105,0002,0,0.645,3.773,4.418,0.899943
Garr201105,0003,0,0.645,3.786,4.431,0.943398
Garr201105,0004,0,0.645,5.158,5.803000000000001,0.9000192
Garr201107,0000,0,0.661,4.282,4.943,0.925796
Garr201107,0001,0,0.661,3.792,4.452999999999999,1.302537
Garr201107,0002,0,0.661,6.845,7.506,0.909163
Garr201107,0003,0,0.661,3.757,4.418,1.09726
Garr201107,0004,0,0.661,3.896,4.557,1.130553
Garr201108,0000,0,0.674,3.66,4.3340000000000005,1.0897679999999994
Garr201108,0001,0,0.674,5.294,5.968,0.8999748
Garr201108,0002,0,0.674,3.397,4.071,0.8999664
Garr201108,0003,0,0.674,4.965,5.639,0.8999835999999999
Garr201108,0004,0,0.674,5.635,6.309,0.900046
Garr201109,0000,0,0.715,5.38,6.095,0.9000328
Garr201109,0001,0,0.715,3.915,4.63,0.8999656
Garr201109,0002,0,0.715,4.118,4.833,0.9000688
Garr201109,0003,0,0.715,6.129,6.843999999999999,0.900054
Garr201109,0004,0,0.715,3.881,4.596,0.8999884
Garr201110,0000,0,0.636,3.775,4.411,0.899938
Garr201110,0001,0,0.636,4.67,5.306,0.9000456
Garr201110,0002,0,0.636,3.112,3.748,0.899966
Garr201110,0003,0,0.636,3.611,4.247,0.9000012
Garr201110,0004,0,0.636,5.189,5.825,0.9000248
Garr201111,0000,0,0.606,2.782,3.388,0.899962
Garr201111,0001,0,0.606,4.298,4.904,0.9000108
Garr201111,0002,0,0.606,3.77,4.376,0.9000368
Garr201111,0003,0,0.606,4.138,4.744,0.89998
Garr201111,0004,0,0.606,3.119,3.725,0.899964
Garr201112,0000,0,0.616,3.154,3.77,0.9000684
Garr201112,0001,0,0.616,4.117,4.733,0.899982
Garr201112,0002,0,0.616,2.934,3.5500000000000003,0.9000236
Garr201112,0003,0,0.616,3.1,3.716,0.899938
Garr201112,0004,0,0.616,4.374,4.989999999999999,0.89999
Garr201201,0000,0,0.64,3.626,4.266,0.9000156
Garr201201,0001,0,0.64,6.207,6.8469999999999995,0.9608076
Garr201201,0002,0,0.64,3.209,3.849,1.1010239999999998
Garr201201,0003,0,0.64,3.374,4.014,1.277966
Garr201201,0004,0,0.64,3.903,4.543,0.9000756
Gblnet,0000,0,0.016,0.033,0.049,0.899993
Gblnet,0001,0,0.016,0.046,0.062,0.899993
Gblnet,0002,0,0.016,0.043,0.059,0.899993
Gblnet,0003,0,0.016,0.029,0.045,0.899993
Gblnet,0004,0,0.016,0.027,0.043,0.899992
Geant2001,0000,0,0.341,2.345,2.6860000000000004,0.975044
Geant2001,0001,0,0.341,1.066,1.407,0.9000241157556269
Geant2001,0002,0,0.341,1.481,1.822,0.9442032
Geant2001,0003,0,0.341,1.209,1.55,0.9276296
Geant2001,0004,0,0.341,1.334,1.675,0.8999710610932474
Geant2009,0000,0,1.732,9.06,10.792,0.9000799
Geant2009,0001,0,1.732,8.963,10.694999999999999,0.9384986
Geant2009,0002,0,1.732,9.079,10.811,0.9001458
Geant2009,0003,0,1.732,7.805,9.536999999999999,0.9000859
Geant2009,0004,0,1.732,8.21,9.942,0.9000674
Geant2010,0000,0,0.503,5.547,6.05,0.9000361
Geant2010,0001,0,0.503,8.136,8.639,0.9000867
Geant2010,0002,0,0.503,18.151,18.654,0.9001978625954199
Geant2010,0003,0,0.503,6.342,6.845,0.9000818
Geant2010,0004,0,0.503,5.168,5.671,0.9000925801526718
Geant2012,0000,0,0.572,6.869,7.441,0.9001081
Geant2012,0001,0,0.572,7.879,8.450999999999999,0.900143
Geant2012,0002,0,0.572,9.711,10.283,0.9000635999999999
Geant2012,0003,0,0.572,9.452,10.024,0.9000351
Geant2012,0004,0,0.572,7.593,8.165,0.9001168
Getnet,0000,0,0.024,0.057,0.081,0.9060222222222223
Getnet,0001,0,0.024,0.071,0.095,0.9126888888888889
Getnet,0002,0,0.024,0.058,0.082,0.9024222222222222
Getnet,0003,0,0.024,0.07,0.094,0.9014
Getnet,0004,0,0.024,0.047,0.07100000000000001,0.9246444444444445
Globalcenter,0000,0,0.063,0.536,0.599,1.3514
Globalcenter,0001,0,0.063,0.807,0.8700000000000001,1.6360666666666666
Globalcenter,0002,0,0.063,0.623,0.6859999999999999,1.1823777777777777
Globalcenter,0003,0,0.063,0.571,0.6339999999999999,1.3111111111111111
Globalcenter,0004,0,0.063,1.011,1.0739999999999998,1.5756666666666668
Globenet,0000,0,35.993,63.644,99.637,1.161995
Globenet,0001,0,35.993,63.801,99.79400000000001,1.0449439999999999
Globenet,0002,0,35.993,58.399,94.392,1.221443
Globenet,0003,0,35.993,59.508,95.501,1.1140439999999998
Globenet,0004,0,35.993,57.229,93.22200000000001,1.108822
Goodnet,0000,0,0.219,15.842,16.061,0.8999555555555555
Goodnet,0001,0,0.219,0.942,1.161,0.9410000000000001
Goodnet,0002,0,0.219,1.193,1.4120000000000001,1.2745333333333333
Goodnet,0003,0,0.219,5.471,5.69,0.8999555555555555
Goodnet,0004,0,0.219,2.864,3.0829999999999997,0.8999333333333334
Grena,0000,0,0.03,0.05,0.08,0.899971
Grena,0001,0,0.03,0.039,0.069,0.899962
Grena,0002,0,0.03,0.038,0.068,0.899965
Grena,0003,0,0.03,0.039,0.069,0.899964
Grena,0004,0,0.03,0.039,0.069,0.899968
Gridnet,0000,1,0.044,1802.649,1802.693,0.9002640835057151
Gridnet,0001,1,0.044,1801.422,1801.4660000000001,0.9000422025055871
Gridnet,0002,1,0.044,1801.275,1801.3190000000002,0.900085438646799
Gridnet,0003,1,0.044,1801.439,1801.4830000000002,0.9001525220721598
Gridnet,0004,1,0.044,1803.488,1803.5320000000002,0.9003554699956408
Grnet,0000,0,0.097,0.326,0.42300000000000004,0.899951
Grnet,0001,0,0.097,0.268,0.365,0.900007
Grnet,0002,0,0.097,0.344,0.44099999999999995,0.899947
Grnet,0003,0,0.097,0.249,0.346,0.899951
Grnet,0004,0,0.097,0.248,0.345,0.89995
GtsCe,0000,1,-,-,-,-
GtsCe,0001,1,-,-,-,-
GtsCe,0002,1,-,-,-,-
GtsCe,0003,1,-,-,-,-
GtsCe,0004,1,-,-,-,-
GtsCzechRepublic,0000,0,0.121,0.371,0.492,0.900017
GtsCzechRepublic,0001,0,0.121,0.407,0.528,0.899992
GtsCzechRepublic,0002,0,0.121,0.345,0.46599999999999997,0.900014
GtsCzechRepublic,0003,0,0.121,0.422,0.5429999999999999,0.899949
GtsCzechRepublic,0004,0,0.121,0.452,0.573,0.899991
GtsHungary,0000,0,0.099,0.193,0.29200000000000004,0.899968
GtsHungary,0001,0,0.099,0.178,0.277,0.8999889999999999
GtsHungary,0002,0,0.099,0.188,0.28700000000000003,0.900003
GtsHungary,0003,0,0.099,0.188,0.28700000000000003,0.900009
GtsHungary,0004,0,0.099,0.178,0.277,0.900009
GtsPoland,0000,0,0.282,1.672,1.954,0.900042
GtsPoland,0001,0,0.282,2.257,2.539,0.900023
GtsPoland,0002,0,0.282,1.729,2.011,0.900027
GtsPoland,0003,0,0.282,1.333,1.615,0.900033
GtsPoland,0004,0,0.282,1.794,2.076,0.900019
GtsRomania,0000,0,0.052,0.202,0.254,0.9000279999999999
GtsRomania,0001,0,0.052,0.189,0.241,0.899993
GtsRomania,0002,0,0.052,0.175,0.22699999999999998,0.899999
GtsRomania,0003,0,0.052,0.172,0.22399999999999998,0.899981
GtsRomania,0004,0,0.052,0.176,0.22799999999999998,0.89998
GtsSlovakia,0000,0,0.134,0.38,0.514,0.899995
GtsSlovakia,0001,0,0.134,0.446,0.5800000000000001,0.9000119999999999
GtsSlovakia,0002,0,0.134,0.39,0.524,0.8999469999999999
GtsSlovakia,0003,0,0.134,0.442,0.5760000000000001,0.89996
GtsSlovakia,0004,0,0.134,0.377,0.511,0.899971
Harnet,0000,0,0.08,0.256,0.336,1.1346599201065246
Harnet,0001,0,0.08,0.252,0.332,1.0694263648468707
Harnet,0002,0,0.08,0.264,0.34400000000000003,1.2312905459387484
Harnet,0003,0,0.08,0.296,0.376,0.9000617842876165
Harnet,0004,0,0.08,0.253,0.333,0.9000553928095872
Heanet,0000,0,0.026,0.108,0.134,1.188591
Heanet,0001,0,0.026,0.082,0.108,2.308915
Heanet,0002,0,0.026,0.082,0.108,2.159488
Heanet,0003,0,0.026,0.081,0.107,1.0088299999999997
Heanet,0004,0,0.026,0.265,0.29100000000000004,0.902664
HiberniaCanada,0000,0,0.029,0.105,0.134,0.900052
HiberniaCanada,0001,0,0.029,0.245,0.274,0.902284
HiberniaCanada,0002,0,0.029,0.109,0.138,0.900066
HiberniaCanada,0003,0,0.029,0.103,0.132,0.90002
HiberniaCanada,0004,0,0.029,0.222,0.251,0.899996
HiberniaGlobal,0000,0,24.49,40.018,64.508,0.899822
HiberniaGlobal,0001,0,24.49,36.349,60.839,0.899888
HiberniaGlobal,0002,0,24.49,40.454,64.944,0.89982
HiberniaGlobal,0003,0,24.49,39.497,63.986999999999995,0.899855
HiberniaGlobal,0004,0,24.49,34.222,58.712,0.899885
HiberniaIreland,0000,0,0.022,0.07,0.092,0.903995
HiberniaIreland,0001,0,0.022,0.068,0.09,0.900041
HiberniaIreland,0002,0,0.022,0.067,0.089,0.900001
HiberniaIreland,0003,0,0.022,0.05,0.07200000000000001,0.9
HiberniaIreland,0004,0,0.022,0.056,0.078,0.900042
HiberniaNireland,0000,0,0.114,0.477,0.591,0.900034
HiberniaNireland,0001,0,0.114,0.646,0.76,0.900038
HiberniaNireland,0002,0,0.114,0.382,0.496,0.9
HiberniaNireland,0003,0,0.114,0.537,0.651,0.9000289999999708
HiberniaNireland,0004,0,0.114,0.395,0.509,0.900047
HiberniaUk,0000,0,0.045,0.07,0.115,0.900014
HiberniaUk,0001,0,0.045,0.135,0.18,0.900028
HiberniaUk,0002,0,0.045,0.113,0.158,0.900021
HiberniaUk,0003,0,0.045,0.171,0.21600000000000003,0.900022
HiberniaUk,0004,0,0.045,0.099,0.14400000000000002,0.900071
HiberniaUs,0000,0,0.235,0.72,0.955,0.899958
HiberniaUs,0001,0,0.235,0.65,0.885,0.899958
HiberniaUs,0002,0,0.235,0.772,1.0070000000000001,0.9000269999999999
HiberniaUs,0003,0,0.235,0.728,0.963,0.899965
HiberniaUs,0004,0,0.235,0.663,0.898,0.899955
Highwinds,0000,0,0.379,1.285,1.664,1.800059
Highwinds,0001,0,0.379,1.256,1.635,1.800116
Highwinds,0002,0,0.379,1.253,1.632,1.800122
Highwinds,0003,0,0.379,1.268,1.647,1.800023
Highwinds,0004,0,0.379,1.258,1.637,1.800105
HostwayInternational,0000,0,0.062,0.279,0.341,0.900044
HostwayInternational,0001,0,0.062,0.23,0.29200000000000004,0.899976
HostwayInternational,0002,0,0.062,0.229,0.29100000000000004,0.899974
HostwayInternational,0003,0,0.062,0.285,0.347,0.9000659999999999
HostwayInternational,0004,0,0.062,0.229,0.29100000000000004,0.899976
HurricaneElectric,0000,0,0.33,1.562,1.8920000000000001,0.900074
HurricaneElectric,0001,0,0.33,1.351,1.681,0.899996
HurricaneElectric,0002,0,0.33,1.258,1.588,0.900075
HurricaneElectric,0003,0,0.33,1.771,2.101,0.900073
HurricaneElectric,0004,0,0.33,1.209,1.5390000000000001,0.900064
Ibm,0000,0,0.156,1.768,1.924,0.8998222222222222
Ibm,0001,0,0.156,0.864,1.02,0.8998
Ibm,0002,0,0.156,1.118,1.274,0.8998222222222222
Ibm,0003,0,0.156,1.141,1.297,0.8998444444444444
Ibm,0004,0,0.156,0.842,0.998,0.8998444444444444
Iij,0000,0,3.1,5.268,8.368,0.9000420966756688
Iij,0001,0,3.1,5.335,8.435,1.0440097133809156
Iij,0002,0,3.1,5.274,8.374,1.026588119695216
Iij,0003,0,3.1,5.758,8.858,0.9000608844521605
Iij,0004,0,3.1,5.808,8.908,0.900048727655607
Iinet,0000,0,0.154,0.603,0.757,0.9000429999999999
Iinet,0001,0,0.154,0.499,0.653,0.900054
Iinet,0002,0,0.154,0.569,0.723,0.900037
Iinet,0003,0,0.154,0.502,0.656,0.900031
Iinet,0004,0,0.154,0.7,0.854,0.900005
Ilan,0000,0,0.038,0.238,0.27599999999999997,0.900051
Ilan,0001,0,0.038,0.197,0.23500000000000001,0.900029
Ilan,0002,0,0.038,0.249,0.287,0.90008
Ilan,0003,0,0.038,0.178,0.216,0.900082
Ilan,0004,0,0.038,0.141,0.179,0.908743
Integra,0000,0,0.547,1.903,2.45,0.900043
Integra,0001,0,0.547,2.049,2.596,0.900016
Integra,0002,0,0.547,1.981,2.528,0.899968
Integra,0003,0,0.547,1.761,2.308,0.900011
Integra,0004,0,0.547,2.323,2.87,0.900053
Intellifiber,0000,0,17.322,54.619,71.941,0.899759
Intellifiber,0001,0,17.322,60.985,78.307,0.8998109999999999
Intellifiber,0002,0,17.322,57.319,74.641,0.899818
Intellifiber,0003,0,17.322,68.215,85.537,0.899755
Intellifiber,0004,0,17.322,59.254,76.576,0.899765
Internetmci,0000,0,0.137,0.656,0.793,1.8000222222222222
Internetmci,0001,0,0.137,0.738,0.875,1.7998222222222222
Internetmci,0002,0,0.137,0.773,0.91,1.6322666666666663
Internetmci,0003,0,0.137,1.188,1.325,1.5408193548387097
Internetmci,0004,0,0.137,0.761,0.898,1.7999333333333334
Internode,0000,0,0.327,1.649,1.976,1.2119702372950563
Internode,0001,0,0.327,1.751,2.078,1.132475
Internode,0002,0,0.327,1.323,1.65,1.3384756188648905
Internode,0003,0,0.327,1.764,2.091,1.1323022222222223
Internode,0004,0,0.327,1.626,1.9529999999999998,1.1331386666666667
Interoute,0000,1,1842.645,2058.988,3901.633,5.369308948516846
Interoute,0001,1,1842.645,2030.729,3873.374,5.243840932846069
Interoute,0002,1,1842.645,2082.96,3925.605,5.575876951217651
Interoute,0003,1,1842.645,2050.987,3893.632,5.010996
Interoute,0004,1,1842.645,2073.964,3916.609,5.172534942626953
Intranetwork,0000,0,0.652,3.06,3.712,1.221881
Intranetwork,0001,0,0.652,2.875,3.527,1.035221
Intranetwork,0002,0,0.652,2.685,3.337,1.038016
Intranetwork,0003,0,0.652,2.96,3.612,1.086011
Intranetwork,0004,0,0.652,2.802,3.454,0.997462
Ion,0000,0,553.552,802.865,1356.417,0.899497
Ion,0001,0,553.552,728.45,1282.002,0.899416
Ion,0002,0,553.552,716.396,1269.9479999999999,0.899391
Ion,0003,0,553.552,754.893,1308.4450000000002,0.899434
Ion,0004,0,553.552,745.001,1298.5529999999999,0.899439
IowaStatewideFiberMap,0000,0,0.531,3.104,3.6350000000000002,0.900035
IowaStatewideFiberMap,0001,0,0.531,3.046,3.577,0.900003
IowaStatewideFiberMap,0002,0,0.531,2.375,2.906,0.900004
IowaStatewideFiberMap,0003,0,0.531,2.541,3.072,0.900017
IowaStatewideFiberMap,0004,0,0.531,3.837,4.368,0.900029
Iris,0000,0,2.971,11.519,14.49,0.899936
Iris,0001,0,2.971,10.786,13.757,0.899902
Iris,0002,0,2.971,12.167,15.138,0.899861
Iris,0003,0,2.971,12.165,15.136,0.899856
Iris,0004,0,2.971,11.237,14.208,0.899853
Istar,0000,0,0.038,0.098,0.136,0.899945
Istar,0001,0,0.038,0.113,0.151,0.899945
Istar,0002,0,0.038,0.11,0.148,0.899944
Istar,0003,0,0.038,0.108,0.146,0.899948
Istar,0004,0,0.038,0.08,0.118,0.899949
Itnet,0000,0,0.023,0.067,0.09,0.899995
Itnet,0001,0,0.023,0.049,0.07200000000000001,0.899994
Itnet,0002,0,0.023,0.054,0.077,0.899995
Itnet,0003,0,0.023,0.046,0.069,0.899994
Itnet,0004,0,0.023,0.046,0.069,0.899995
Janetbackbone,0000,0,2.023,4.313,6.336,0.900041
Janetbackbone,0001,0,2.023,4.651,6.6739999999999995,0.900062
Janetbackbone,0002,0,2.023,4.924,6.947000000000001,0.900029
Janetbackbone,0003,0,2.023,4.906,6.929,0.900031
Janetbackbone,0004,0,2.023,8.458,10.481,0.8999849999999999
JanetExternal,0000,0,0.022,0.051,0.073,0.8999952
JanetExternal,0001,0,0.022,0.049,0.07100000000000001,0.8999956
JanetExternal,0002,0,0.022,0.051,0.073,0.8999948
JanetExternal,0003,0,0.022,0.044,0.066,0.8999944
JanetExternal,0004,0,0.022,0.051,0.073,0.8999952
Janetlense,0000,0,0.32,0.726,1.046,1.350002
Janetlense,0001,0,0.32,0.697,1.017,1.211573
Janetlense,0002,0,0.32,0.939,1.259,1.155199
Janetlense,0003,0,0.32,0.733,1.053,0.90004
Janetlense,0004,0,0.32,0.76,1.08,0.999798
Jgn2Plus,0000,0,0.032,0.042,0.07400000000000001,0.899963
Jgn2Plus,0001,0,0.032,0.041,0.07300000000000001,0.899966
Jgn2Plus,0002,0,0.032,0.041,0.07300000000000001,0.899964
Jgn2Plus,0003,0,0.032,0.041,0.07300000000000001,0.899959
Jgn2Plus,0004,0,0.032,0.04,0.07200000000000001,0.899959
Karen,0000,0,0.088,0.249,0.33699999999999997,0.9899956
Karen,0001,0,0.088,0.265,0.353,0.9899956
Karen,0002,0,0.088,0.268,0.356,0.9899958
Karen,0003,0,0.088,0.251,0.33899999999999997,0.9899967
Karen,0004,0,0.088,0.258,0.346,0.9899964
KentmanApr2007,0000,0,0.049,0.182,0.23099999999999998,0.89968
KentmanApr2007,0001,0,0.049,0.136,0.185,0.89969
KentmanApr2007,0002,0,0.049,0.178,0.22699999999999998,0.89972
KentmanApr2007,0003,0,0.049,0.128,0.177,0.89971
KentmanApr2007,0004,0,0.049,0.179,0.22799999999999998,0.89972
KentmanAug2005,0000,0,0.057,0.144,0.20099999999999998,0.8996516129032258
KentmanAug2005,0001,0,0.057,0.155,0.212,0.8996580645161291
KentmanAug2005,0002,0,0.057,0.147,0.204,0.8996258064516129
KentmanAug2005,0003,0,0.057,0.145,0.20199999999999999,0.8996516129032258
KentmanAug2005,0004,0,0.057,0.27,0.327,0.8998064516129033
KentmanFeb2008,0000,0,0.06,0.168,0.228,0.8997
KentmanFeb2008,0001,0,0.06,0.246,0.306,0.9928224153211498
KentmanFeb2008,0002,0,0.06,0.237,0.297,0.89968
KentmanFeb2008,0003,0,0.06,0.15,0.21,0.89969
KentmanFeb2008,0004,0,0.06,0.154,0.214,0.89966
KentmanJan2011,0000,0,0.073,0.126,0.199,0.899932
KentmanJan2011,0001,0,0.073,0.141,0.21399999999999997,0.899914
KentmanJan2011,0002,0,0.073,0.087,0.15999999999999998,0.899913
KentmanJan2011,0003,0,0.073,0.109,0.182,0.89992
KentmanJan2011,0004,0,0.073,0.11,0.183,0.899933
KentmanJul2005,0000,0,0.033,0.102,0.135,0.8995294117647059
KentmanJul2005,0001,0,0.033,0.139,0.17200000000000001,0.8995294117647059
KentmanJul2005,0002,0,0.033,0.087,0.12,0.8996470588235294
KentmanJul2005,0003,0,0.033,0.192,0.225,0.8999096774193548
KentmanJul2005,0004,0,0.033,0.169,0.202,0.8999225806451612
Kreonet,0000,0,0.023,0.053,0.076,0.8999992
Kreonet,0001,0,0.023,0.064,0.087,0.89999925
Kreonet,0002,0,0.023,0.033,0.056,0.89999925
Kreonet,0003,0,0.023,0.032,0.055,0.89999925
Kreonet,0004,0,0.023,0.053,0.076,0.89999925
LambdaNet,0000,0,0.268,1.834,2.1020000000000003,0.899946
LambdaNet,0001,0,0.268,2.024,2.292,0.899916
LambdaNet,0002,0,0.268,2.5,2.768,0.899954
LambdaNet,0003,0,0.268,2.048,2.316,0.899912
LambdaNet,0004,0,0.268,1.699,1.967,0.8999
Latnet,0000,0,0.333,0.48,0.813,0.89704
Latnet,0001,0,0.333,0.506,0.839,0.8969299999999999
Latnet,0002,0,0.333,0.425,0.758,0.89705
Latnet,0003,0,0.333,0.455,0.788,0.8970899999999999
Latnet,0004,0,0.333,0.474,0.8069999999999999,0.89701
Layer42,0000,0,0.019,0.073,0.092,0.904542
Layer42,0001,0,0.019,0.088,0.107,0.90265
Layer42,0002,0,0.019,0.065,0.084,0.90378
Layer42,0003,0,0.019,0.044,0.063,0.974519
Layer42,0004,0,0.019,0.039,0.057999999999999996,0.900035
Litnet,0000,0,0.097,0.204,0.301,0.89992
Litnet,0001,0,0.097,0.199,0.29600000000000004,0.899932
Litnet,0002,0,0.097,0.222,0.319,0.899885
Litnet,0003,0,0.097,0.147,0.244,0.899924
Litnet,0004,0,0.097,0.164,0.261,0.899901
Marnet,0000,0,0.032,0.077,0.109,2.357032258064516
Marnet,0001,0,0.032,0.085,0.117,2.932135483870968
Marnet,0002,0,0.032,0.043,0.075,2.4704516129032257
Marnet,0003,0,0.032,0.044,0.076,2.932141935483871
Marnet,0004,0,0.032,0.043,0.075,2.9321225806451614
Marwan,0000,0,0.048,0.222,0.27,0.8998317981577894
Marwan,0001,0,0.048,0.223,0.271,0.9610252302763316
Marwan,0002,0,0.048,0.153,0.201,1.1998718462154585
Marwan,0003,0,0.048,0.143,0.191,0.8998317981577894
Marwan,0004,0,0.048,0.151,0.199,0.8997677212655186
Missouri,0000,0,17.029,50.026,67.055,0.899827
Missouri,0001,0,17.029,51.249,68.278,0.899758
Missouri,0002,0,17.029,57.301,74.33,0.89978
Missouri,0003,0,17.029,49.94,66.969,0.899837
Missouri,0004,0,17.029,56.243,73.272,0.899777
Mren,0000,0,0.017,0.049,0.066,0.899997
Mren,0001,0,0.017,0.044,0.061,0.899997
Mren,0002,0,0.017,0.046,0.063,0.899996
Mren,0003,0,0.017,0.026,0.043,0.899998
Mren,0004,0,0.017,0.043,0.06,0.899997
Myren,0000,0,0.102,0.29,0.39199999999999996,1.44885
Myren,0001,0,0.102,0.286,0.38799999999999996,1.550329
Myren,0002,0,0.102,0.34,0.442,0.8998129032258063
Myren,0003,0,0.102,0.241,0.34299999999999997,0.89956
Myren,0004,0,0.102,0.274,0.376,0.89964
Napnet,0000,0,0.018,0.08,0.098,1.0766444444444445
Napnet,0001,0,0.018,0.081,0.099,0.9019111111111111
Napnet,0002,0,0.018,0.067,0.085,0.8999555555555555
Napnet,0003,0,0.018,0.067,0.085,1.0675555555555554
Napnet,0004,0,0.018,0.041,0.059,0.8999555555555555
Navigata,0000,0,0.046,0.248,0.294,0.900037
Navigata,0001,0,0.046,0.177,0.22299999999999998,0.900009
