Topology,DemandFile,Exit code,Preprocessing time,ILP solve time,Total  time,uMax
Navigata,0002,0,0.046,0.139,0.185,0.899998
Navigata,0003,0,0.046,0.134,0.18,0.900032
Navigata,0004,0,0.046,0.198,0.244,0.900037
Netrail,0000,0,0.035,0.218,0.253,0.9185555555555555
Netrail,0001,0,0.035,0.172,0.207,0.9245111111111111
Netrail,0002,0,0.035,0.276,0.31100000000000005,0.9004888888888888
Netrail,0003,0,0.035,0.178,0.213,0.9542888888888889
Netrail,0004,0,0.035,0.104,0.139,0.9616888888888889
NetworkUsa,0000,0,0.176,1.097,1.273,0.8999479999999981
NetworkUsa,0001,0,0.176,0.805,0.9810000000000001,0.899939
NetworkUsa,0002,0,0.176,0.826,1.002,0.899961
NetworkUsa,0003,0,0.176,0.909,1.085,0.900013
NetworkUsa,0004,0,0.176,1.009,1.1849999999999998,0.899955
Nextgen,0000,0,0.045,0.144,0.189,0.899974
Nextgen,0001,0,0.045,0.126,0.17099999999999999,0.899972
Nextgen,0002,0,0.045,0.211,0.256,0.899971
Nextgen,0003,0,0.045,0.119,0.16399999999999998,0.899968
Nextgen,0004,0,0.045,0.19,0.235,0.899971
Niif,0000,0,0.078,0.173,0.251,0.899989
Niif,0001,0,0.078,0.194,0.272,0.900012
Niif,0002,0,0.078,0.15,0.22799999999999998,0.899996
Niif,0003,0,0.078,0.155,0.23299999999999998,0.90001
Niif,0004,0,0.078,0.147,0.22499999999999998,0.900007
Noel,0000,0,0.126,0.388,0.514,0.899983
Noel,0001,0,0.126,0.334,0.46,0.9000689999999999
Noel,0002,0,0.126,0.402,0.528,0.9000699999999999
Noel,0003,0,0.126,0.348,0.474,0.900033
Noel,0004,0,0.126,0.416,0.542,0.900047
Nordu1989,0000,0,0.018,0.038,0.055999999999999994,0.89921875
Nordu1989,0001,0,0.018,0.041,0.059,0.89921875
Nordu1989,0002,0,0.018,0.05,0.068,0.899375
Nordu1989,0003,0,0.018,0.045,0.063,0.89921875
Nordu1989,0004,0,0.018,0.046,0.064,0.89921875
Nordu1997,0000,0,0.028,0.059,0.087,0.899978
Nordu1997,0001,0,0.028,0.068,0.096,0.899979
Nordu1997,0002,0,0.028,0.063,0.091,0.899978
Nordu1997,0003,0,0.028,0.055,0.083,0.899981
Nordu1997,0004,0,0.028,0.059,0.087,0.899979
Nordu2005,0000,0,0.022,0.068,0.09,1.0737555
Nordu2005,0001,0,0.022,0.032,0.054,1.3499996
Nordu2005,0002,0,0.022,0.032,0.054,1.3499997
Nordu2005,0003,0,0.022,0.031,0.053,1.0587268
Nordu2005,0004,0,0.022,0.051,0.073,1.3499993
Nordu2010,0000,0,0.03,0.068,0.098,0.89998
Nordu2010,0001,0,0.03,0.042,0.07200000000000001,0.899982
Nordu2010,0002,0,0.03,0.046,0.076,0.899981
Nordu2010,0003,0,0.03,0.042,0.07200000000000001,0.899979
Nordu2010,0004,0,0.03,0.04,0.07,0.899985
Nsfcnet,0000,0,0.025,0.118,0.143,0.900035
Nsfcnet,0001,0,0.025,0.058,0.083,0.900006
Nsfcnet,0002,0,0.025,0.048,0.07300000000000001,0.899998
Nsfcnet,0003,0,0.025,0.135,0.16,0.90007
Nsfcnet,0004,0,0.025,0.082,0.10700000000000001,0.9000449999999999
Nsfnet,0000,0,0.039,0.239,0.27799999999999997,0.8957253886010362
Nsfnet,0001,1,0.039,1805.278,1805.317,0.8963724780425896
Nsfnet,0002,0,0.039,0.393,0.432,0.8976683937823834
Nsfnet,0003,1,0.039,1801.952,1801.991,0.9177460338887411
Nsfnet,0004,1,0.039,1800.312,1800.3509999999999,0.898315741112271
Ntelos,0000,0,3.323,11.917,15.24,0.899852
Ntelos,0001,0,3.323,11.469,14.792,0.899861
Ntelos,0002,0,3.323,11.607,14.93,0.899862
Ntelos,0003,0,3.323,12.178,15.501000000000001,0.899861
Ntelos,0004,0,3.323,11.551,14.874,0.899861
Ntt,0000,0,7.454,40.17,47.624,3.1326546625835907
Ntt,0001,0,7.454,32.92,40.374,4.50537511252572
Ntt,0002,0,7.454,25.935,33.388999999999996,4.683031422807356
Ntt,0003,0,7.454,42.799,50.253,2.99619843910751
Ntt,0004,0,7.454,97.792,105.246,3.402074793434928
Oteglobe,0000,0,26.544,125.952,152.496,0.899734
Oteglobe,0001,0,26.544,116.87,143.41400000000002,0.912256
Oteglobe,0002,0,26.544,125.052,151.596,0.899753
Oteglobe,0003,0,26.544,122.828,149.372,0.899791
Oteglobe,0004,0,26.544,102.458,129.002,0.899739
Oxford,0000,0,0.081,0.321,0.402,0.900012
Oxford,0001,0,0.081,0.322,0.403,0.900013
Oxford,0002,0,0.081,0.305,0.386,0.900042
Oxford,0003,0,0.081,0.367,0.448,0.900032
Oxford,0004,0,0.081,0.409,0.49,0.900037
Pacificwave,0000,0,0.056,0.1,0.156,1.8001449
Pacificwave,0001,0,0.056,0.091,0.147,1.800174
Pacificwave,0002,0,0.056,0.08,0.136,1.8000572
Pacificwave,0003,0,0.056,0.08,0.136,1.800084
Pacificwave,0004,0,0.056,0.088,0.144,1.800016
Packetexchange,0000,0,0.116,0.342,0.458,0.899956
Packetexchange,0001,0,0.116,0.363,0.479,0.899955
Packetexchange,0002,0,0.116,0.341,0.457,0.899951
Packetexchange,0003,0,0.116,0.357,0.473,0.899955
Packetexchange,0004,0,0.116,0.329,0.445,0.899952
Padi,0000,0,0.026,0.071,0.09699999999999999,0.89997
Padi,0001,0,0.026,0.041,0.067,0.8994
Padi,0002,0,0.026,0.045,0.071,0.8994
Padi,0003,0,0.026,0.037,0.063,0.8994
Padi,0004,0,0.026,0.025,0.051000000000000004,0.8994
Palmetto,0000,0,7.192,18.433,25.625,1.013857
Palmetto,0001,0,7.192,16.863,24.055,0.914641
Palmetto,0002,0,7.192,18.129,25.321,1.10229
Palmetto,0003,0,7.192,17.273,24.465,0.99587
Palmetto,0004,0,7.192,18.594,25.786,0.95853
Peer1,0000,0,0.069,0.419,0.488,0.899983
Peer1,0001,0,0.069,0.272,0.341,0.8999849999999991
Peer1,0002,0,0.069,0.25,0.319,0.90002
Peer1,0003,0,0.069,0.615,0.6839999999999999,0.900063
Peer1,0004,0,0.069,0.535,0.6040000000000001,0.900079
Pern,0000,0,2.155,3.51,5.664999999999999,0.898501
Pern,0001,0,2.155,3.316,5.471,0.898509
Pern,0002,0,2.155,3.67,5.824999999999999,0.898502
Pern,0003,0,2.155,3.524,5.679,0.898533
Pern,0004,0,2.155,3.496,5.651,0.898505
PionierL1,0000,0,0.388,2.097,2.485,0.899962
PionierL1,0001,0,0.388,1.947,2.335,0.899935
PionierL1,0002,0,0.388,2.053,2.441,0.899964
PionierL1,0003,0,0.388,2.321,2.709,0.899947
PionierL1,0004,0,0.388,1.997,2.3850000000000002,0.8999699999999997
PionierL3,0000,0,0.547,3.447,3.994,1.466546
PionierL3,0001,0,0.547,3.12,3.6670000000000003,1.3623599
PionierL3,0002,0,0.547,3.313,3.8600000000000003,1.32880425
PionierL3,0003,0,0.547,2.779,3.326,1.6821411000000002
PionierL3,0004,0,0.547,2.819,3.366,1.6468374499999994
Psinet,0000,0,0.081,0.351,0.432,0.8992444444444444
Psinet,0001,0,0.081,0.388,0.46900000000000003,0.8993333333333333
Psinet,0002,0,0.081,0.199,0.28,0.8991777777777777
Psinet,0003,0,0.081,0.278,0.35900000000000004,0.8992444444444445
Psinet,0004,0,0.081,0.269,0.35000000000000003,0.8992444444444444
Quest,0000,0,0.3,1.388,1.688,0.900002
Quest,0001,0,0.3,10.507,10.807,0.900057
Quest,0002,0,0.3,163.688,163.988,0.900057
Quest,0003,0,0.3,1.101,1.401,0.900063
Quest,0004,0,0.3,8.88,9.180000000000001,0.900074
RedBestel,0000,0,17.892,57.858,75.75,1.12546
RedBestel,0001,0,17.892,58.355,76.247,1.172223
RedBestel,0002,0,17.892,58.231,76.123,0.995595
RedBestel,0003,0,17.892,56.342,74.234,0.960022
RedBestel,0004,0,17.892,56.527,74.419,1.040689
Rediris,0000,0,0.136,0.624,0.76,0.9000824000000001
Rediris,0001,0,0.136,0.535,0.671,0.9000844
Rediris,0002,0,0.136,0.575,0.711,0.9000828
Rediris,0003,0,0.136,0.823,0.959,0.9000536
Rediris,0004,0,0.136,0.782,0.918,0.9000712
Renam,0000,0,0.019,0.026,0.045,0.89975
Renam,0001,0,0.019,0.036,0.05499999999999999,0.899875
Renam,0002,0,0.019,0.037,0.055999999999999994,0.89875
Renam,0003,0,0.019,0.025,0.044,0.899899033607385
Renam,0004,0,0.019,0.024,0.043,0.89875
Renater1999,0000,0,0.035,0.063,0.098,0.8996387096774193
Renater1999,0001,0,0.035,0.055,0.09,0.8996645161290323
Renater1999,0002,0,0.035,0.052,0.087,0.8996580645161291
Renater1999,0003,0,0.035,0.079,0.114,0.8996451612903226
Renater1999,0004,0,0.035,0.081,0.116,0.8996580645161291
Renater2001,0000,0,0.057,0.285,0.34199999999999997,0.899925
Renater2001,0001,0,0.057,0.174,0.23099999999999998,0.8999806451612903
Renater2001,0002,0,0.057,0.183,0.24,0.8998322580645162
Renater2001,0003,0,0.057,0.128,0.185,0.8998322580645162
Renater2001,0004,0,0.057,0.144,0.20099999999999998,0.8999612903225807
Renater2004,0000,0,0.194,1.009,1.2029999999999998,0.9000768
Renater2004,0001,0,0.194,0.938,1.132,0.9001068
Renater2004,0002,0,0.194,1.047,1.2409999999999999,0.9000828
Renater2004,0003,0,0.194,2.222,2.416,0.9000816
Renater2004,0004,0,0.194,0.831,1.025,0.9000603999999999
Renater2006,0000,0,0.46,2.033,2.493,0.899994
Renater2006,0001,0,0.46,1.919,2.379,0.9000376
Renater2006,0002,0,0.46,4.426,4.886,0.9000608
Renater2006,0003,0,0.46,1.844,2.3040000000000003,0.9000143999999999
Renater2006,0004,0,0.46,2.289,2.749,0.9000428
Renater2008,0000,0,0.497,1.851,2.348,0.9000208
Renater2008,0001,0,0.497,1.847,2.344,0.9000232
Renater2008,0002,0,0.497,2.548,3.045,0.9000596
Renater2008,0003,0,0.497,1.822,2.319,0.9000188
Renater2008,0004,0,0.497,2.398,2.895,0.9000524
Renater2010,0000,0,2.489,8.364,10.853000000000002,0.8996387096774193
Renater2010,0001,0,2.489,7.979,10.468,0.8996645161290322
Renater2010,0002,0,2.489,8.142,10.631,0.8997032258064516
Renater2010,0003,0,2.489,11.937,14.425999999999998,0.8997096774193548
Renater2010,0004,0,2.489,8.096,10.585,0.8997032258064516
Restena,0000,0,0.037,0.22,0.257,0.8999996
Restena,0001,0,0.037,0.138,0.17500000000000002,0.9001157000000001
Restena,0002,0,0.037,0.13,0.167,0.9000538
Restena,0003,0,0.037,0.155,0.192,0.900088
Restena,0004,0,0.037,0.198,0.23500000000000001,0.90005
Reuna,0000,0,0.075,0.095,0.16999999999999998,0.8993707317073171
Reuna,0001,0,0.075,0.11,0.185,0.8993853658536586
Reuna,0002,0,0.075,0.103,0.178,0.899380487804878
Reuna,0003,0,0.075,0.115,0.19,0.8994750830564784
Reuna,0004,0,0.075,0.1,0.175,0.8993756097560975
Rhnet,0000,0,0.041,0.105,0.146,0.899974
Rhnet,0001,0,0.041,0.111,0.152,0.899981
Rhnet,0002,0,0.041,0.11,0.151,0.899979
Rhnet,0003,0,0.041,0.105,0.146,0.899976
Rhnet,0004,0,0.041,0.105,0.146,0.899982
Rnp,0000,0,0.107,0.347,0.45399999999999996,0.8999904
Rnp,0001,0,0.107,0.33,0.437,0.8999746666666667
Rnp,0002,0,0.107,0.31,0.417,0.899975
Rnp,0003,0,0.107,0.313,0.42,0.8999915
Rnp,0004,0,0.107,0.307,0.414,0.8999743333333333
Roedunet,0000,0,0.105,0.089,0.194,2.1918025648589046
Roedunet,0001,0,0.105,0.08,0.185,1.2592721193415637
Roedunet,0002,0,0.105,0.077,0.182,1.4329920076412006
Roedunet,0003,0,0.105,0.119,0.22399999999999998,1.8847479423868312
Roedunet,0004,0,0.105,0.124,0.22899999999999998,2.3476605846080374
RoedunetFibre,0000,0,0.54,2.887,3.427,0.899786
RoedunetFibre,0001,0,0.54,2.856,3.396,0.899795
RoedunetFibre,0002,0,0.54,2.661,3.201,0.899788
RoedunetFibre,0003,0,0.54,2.744,3.2840000000000003,0.8998
RoedunetFibre,0004,0,0.54,2.975,3.515,0.899794
Sago,0000,0,0.04,0.05,0.09,0.899956
Sago,0001,0,0.04,0.045,0.08499999999999999,0.899956
Sago,0002,0,0.04,0.041,0.081,0.899957
Sago,0003,0,0.04,0.04,0.08,0.899965
Sago,0004,0,0.04,0.042,0.082,0.89996
Sanet,0000,0,0.22,1.169,1.389,0.9002091
Sanet,0001,0,0.22,1.489,1.709,0.9000527
Sanet,0002,0,0.22,1.366,1.586,0.9000102
Sanet,0003,0,0.22,1.172,1.392,0.9002046
Sanet,0004,0,0.22,1.147,1.367,0.9001005
Sanren,0000,0,0.018,0.069,0.08700000000000001,0.90248
Sanren,0001,0,0.018,0.068,0.08600000000000001,0.9571069999999999
Sanren,0002,0,0.018,0.074,0.092,0.90986
Sanren,0003,0,0.018,0.045,0.063,0.9008349999999999
Sanren,0004,0,0.018,0.06,0.078,0.921459
Savvis,0000,0,0.063,0.171,0.234,0.8996666666666667
Savvis,0001,0,0.063,0.166,0.229,0.8996222222222222
Savvis,0002,0,0.063,0.177,0.24,0.8995777777777778
Savvis,0003,0,0.063,0.16,0.223,0.8995111111111112
Savvis,0004,0,0.063,0.25,0.313,0.8994666666666666
Shentel,0000,0,0.255,0.878,1.133,0.899942
Shentel,0001,0,0.255,0.982,1.237,0.899936
Shentel,0002,0,0.255,0.992,1.2469999999999999,0.899931
Shentel,0003,0,0.255,0.941,1.196,0.899931
Shentel,0004,0,0.255,1.065,1.3199999999999998,0.899937
Sinet,0000,0,0.698,2.061,2.759,0.90453015
Sinet,0001,0,0.698,1.839,2.537,0.90786715
Sinet,0002,0,0.698,1.882,2.58,0.9017151
Sinet,0003,0,0.698,1.768,2.466,0.9060982000000001
Sinet,0004,0,0.698,1.893,2.591,0.9017897
Singaren,0000,0,0.022,0.034,0.056,0.899993
Singaren,0001,0,0.022,0.032,0.054,0.899995
Singaren,0002,0,0.022,0.03,0.052,0.899995
Singaren,0003,0,0.022,0.03,0.052,0.899994
Singaren,0004,0,0.022,0.03,0.052,0.899995
Spiralight,0000,0,0.058,0.215,0.273,0.899991
Spiralight,0001,0,0.058,0.2,0.258,0.900072
Spiralight,0002,0,0.058,0.226,0.28400000000000003,0.900075
Spiralight,0003,0,0.058,0.205,0.263,0.900042
Spiralight,0004,0,0.058,0.212,0.27,0.900018
Sprint,0000,0,0.074,0.436,0.51,0.8999555555555556
Sprint,0001,0,0.074,8.606,8.68,0.9
Sprint,0002,0,0.074,1.01,1.084,0.8999111111111111
Sprint,0003,1,0.074,1801.63,1801.7040000000002,0.9000221476744098
Sprint,0004,0,0.074,0.29,0.364,0.9659777777777775
Sunet,0000,0,0.229,1.034,1.2630000000000001,1.51693
Sunet,0001,0,0.229,0.87,1.099,1.509564
Sunet,0002,0,0.229,0.97,1.199,1.799949
Sunet,0003,0,0.229,0.947,1.176,1.349993
Sunet,0004,0,0.229,0.823,1.052,1.483969
Surfnet,0000,0,6.322,17.358,23.68,1.053419
Surfnet,0001,0,6.322,15.972,22.294,1.146207
Surfnet,0002,0,6.322,20.419,26.741,0.899983
Surfnet,0003,0,6.322,15.866,22.188,1.219621
Surfnet,0004,0,6.322,15.35,21.672,1.243916
Switch,0000,0,20.703,58.418,79.121,0.8999728
Switch,0001,0,20.703,59.79,80.493,0.8999812
Switch,0002,0,20.703,61.551,82.254,0.8999732
Switch,0003,0,20.703,60.152,80.855,0.8999524
Switch,0004,0,20.703,59.095,79.798,0.8999404
SwitchL3,0000,0,1.342,5.998,7.34,0.8999938
SwitchL3,0001,0,1.342,5.318,6.66,0.900048
SwitchL3,0002,0,1.342,5.29,6.632,0.9000215
SwitchL3,0003,0,1.342,5.837,7.179,0.9000456
SwitchL3,0004,0,1.342,5.686,7.0280000000000005,0.900035
Syringa,0000,0,0.496,0.774,1.27,0.899689
Syringa,0001,0,0.496,0.781,1.2770000000000001,0.899588
Syringa,0002,0,0.496,0.779,1.275,0.899636
Syringa,0003,0,0.496,0.779,1.275,0.899568
Syringa,0004,0,0.496,0.831,1.327,0.899564
TataNld,0000,1,-,-,-,-
TataNld,0001,1,-,-,-,-
TataNld,0002,1,-,-,-,-
TataNld,0003,1,-,-,-,-
TataNld,0004,1,-,-,-,-
Telcove,0000,0,0.187,0.182,0.369,0.89935
Telcove,0001,0,0.187,0.19,0.377,0.899364
Telcove,0002,0,0.187,0.141,0.32799999999999996,0.899391
Telcove,0003,0,0.187,0.187,0.374,0.899365
Telcove,0004,0,0.187,0.148,0.33499999999999996,0.899382
Telecomserbia,0000,0,0.022,0.044,0.066,0.9191779999999999
Telecomserbia,0001,0,0.022,0.046,0.068,0.9037868
Telecomserbia,0002,0,0.022,0.046,0.068,0.9405584
Telecomserbia,0003,0,0.022,0.057,0.079,0.9544168000000001
Telecomserbia,0004,0,0.022,0.04,0.062,0.9027136
Tinet,0000,0,51.34,52.999,104.339,0.899854
Tinet,0001,0,51.34,53.91,105.25,0.89991
Tinet,0002,0,51.34,54.233,105.57300000000001,0.899896
Tinet,0003,0,51.34,49.574,100.914,0.899871
Tinet,0004,0,51.34,49.755,101.095,0.899841
TLex,0000,0,0.033,0.062,0.095,1.4800004300819942
TLex,0001,0,0.033,0.068,0.101,1.5540116352323168
TLex,0002,0,0.033,0.073,0.106,1.1430723785593828
TLex,0003,0,0.033,0.086,0.119,1.1714165992265793
TLex,0004,0,0.033,0.063,0.096,1.0131456681656943
Tw,0000,0,822.004,719.604,1541.6080000000002,0.899934
Tw,0001,0,822.004,866.563,1688.567,0.899961
Tw,0002,0,822.004,813.628,1635.632,0.899989
Tw,0003,0,822.004,953.223,1775.2269999999999,0.900012
Tw,0004,0,822.004,917.745,1739.749,0.899998
Twaren,0000,0,0.04,0.173,0.213,0.900046
Twaren,0001,0,0.04,0.084,0.124,0.900012
Twaren,0002,0,0.04,0.083,0.123,0.900014
Twaren,0003,0,0.04,0.175,0.215,0.900063
Twaren,0004,0,0.04,0.129,0.169,0.900027
Ulaknet,0000,0,0.222,0.184,0.406,0.89985
Ulaknet,0001,0,0.222,0.19,0.41200000000000003,0.899832
Ulaknet,0002,0,0.222,0.16,0.382,0.899846
Ulaknet,0003,0,0.222,0.163,0.385,0.9538447
Ulaknet,0004,0,0.222,0.167,0.389,0.899844
UniC,0000,0,0.07,0.205,0.275,1.7999239999999999
UniC,0001,0,0.07,0.208,0.278,1.650283
UniC,0002,0,0.07,0.245,0.315,1.799925
UniC,0003,0,0.07,0.285,0.355,1.612914
UniC,0004,0,0.07,0.243,0.313,1.799924
Uninet,0000,0,0.052,0.208,0.26,1.350088
Uninet,0001,0,0.052,0.257,0.309,1.350108
Uninet,0002,0,0.052,0.236,0.288,1.0424
Uninet,0003,0,0.052,0.196,0.248,1.350125
Uninet,0004,0,0.052,0.196,0.248,1.278923
Uninett2010,0000,0,5.93,28.101,34.031,0.899835
Uninett2010,0001,0,5.93,29.65,35.58,0.8998344
Uninett2010,0002,0,5.93,29.796,35.726,1.0688952
Uninett2010,0003,0,5.93,29.861,35.791,1.0120669999999998
Uninett2010,0004,0,5.93,38.036,43.966,1.063672
Uninett2011,0000,0,5.392,24.276,29.668,0.899902
Uninett2011,0001,0,5.392,24.756,30.148,0.899979
Uninett2011,0002,0,5.392,30.561,35.953,0.899992
Uninett2011,0003,0,5.392,25.12,30.512,0.899998
Uninett2011,0004,0,5.392,30.601,35.993,0.900021
Uran,0000,0,0.041,0.086,0.127,0.90002
Uran,0001,0,0.041,0.063,0.10400000000000001,0.899982
Uran,0002,0,0.041,0.106,0.147,0.900052
Uran,0003,0,0.041,0.086,0.127,0.899945
Uran,0004,0,0.041,0.095,0.136,0.900006
UsCarrier,0000,0,949.624,1573.543,2523.167,0.898599
UsCarrier,0001,0,949.624,1698.369,2647.993,0.898603
UsCarrier,0002,0,949.624,1491.009,2440.633,0.89859
UsCarrier,0003,0,949.624,1545.673,2495.297,0.898685
UsCarrier,0004,0,949.624,1721.711,2671.335,0.898703
UsSignal,0000,0,28.188,62.36,90.548,0.899929
UsSignal,0001,0,28.188,53.207,81.395,0.928273
UsSignal,0002,0,28.188,61.134,89.322,0.899949
UsSignal,0003,0,28.188,52.038,80.226,0.899933
UsSignal,0004,0,28.188,61.517,89.705,0.899886
Uunet,0000,0,32.235,32.121,64.356,0.8986444444444445
Uunet,0001,0,32.235,32.976,65.211,0.8986444444444445
Uunet,0002,0,32.235,37.521,69.756,0.8986666666666666
Uunet,0003,0,32.235,41.174,73.40899999999999,0.8989111111111111
Uunet,0004,0,32.235,33.791,66.026,0.8986444444444445
Vinaren,0000,0,0.047,0.102,0.149,0.8994774193548387
Vinaren,0001,0,0.047,0.073,0.12,0.8995290322580645
Vinaren,0002,0,0.047,0.071,0.118,0.8995032258064516
Vinaren,0003,0,0.047,0.086,0.133,0.8994903225806452
Vinaren,0004,0,0.047,0.073,0.12,0.899541935483871
VisionNet,0000,0,0.053,0.056,0.109,0.899945
VisionNet,0001,0,0.053,0.054,0.107,0.899937
VisionNet,0002,0,0.053,0.052,0.105,0.899939
VisionNet,0003,0,0.053,0.05,0.10300000000000001,0.899932
VisionNet,0004,0,0.053,0.054,0.107,0.89994
VtlWavenet2008,0000,0,19.963,69.008,88.971,0.899565
VtlWavenet2008,0001,0,19.963,71.21,91.173,0.899623
VtlWavenet2008,0002,0,19.963,68.653,88.61600000000001,0.899574
VtlWavenet2008,0003,0,19.963,67.637,87.6,0.89954
VtlWavenet2008,0004,0,19.963,69.239,89.202,0.89961
VtlWavenet2011,0000,0,22.867,77.887,100.754,0.899504
VtlWavenet2011,0001,0,22.867,79.878,102.745,0.899548
VtlWavenet2011,0002,0,22.867,79.655,102.522,0.899548
VtlWavenet2011,0003,0,22.867,76.55,99.417,0.89949
VtlWavenet2011,0004,0,22.867,78.946,101.813,0.899577
WideJpn,0000,0,0.064,0.109,0.173,0.9899885
WideJpn,0001,0,0.064,0.065,0.129,0.899949
WideJpn,0002,0,0.064,0.065,0.129,0.9899915
WideJpn,0003,0,0.064,0.074,0.138,0.899945
WideJpn,0004,0,0.064,0.098,0.162,0.989989
Xeex,0000,0,0.433,1.802,2.235,0.900001
Xeex,0001,0,0.433,3.114,3.5469999999999997,0.900052
Xeex,0002,0,0.433,2.458,2.891,0.90006
Xeex,0003,0,0.433,2.178,2.6109999999999998,0.900067
Xeex,0004,0,0.433,1.698,2.131,0.900017
Xspedius,0000,0,2.072,7.03,9.102,0.900046
Xspedius,0001,0,2.072,8.016,10.088000000000001,0.900032
Xspedius,0002,0,2.072,7.255,9.327,0.900042
Xspedius,0003,0,2.072,7.857,9.929,0.900022
Xspedius,0004,0,2.072,6.534,8.606,0.900031
York,0000,0,0.061,0.24,0.301,0.900007
York,0001,0,0.061,0.238,0.299,0.899985
York,0002,0,0.061,0.237,0.298,0.900006
York,0003,0,0.061,0.256,0.317,0.899983
York,0004,0,0.061,0.248,0.309,0.900024
Zamren,0000,0,0.075,0.08,0.155,0.89855
Zamren,0001,0,0.075,0.071,0.146,0.89854
Zamren,0002,0,0.075,0.121,0.196,0.89852
Zamren,0003,0,0.075,0.078,0.153,0.89848
Zamren,0004,0,0.075,0.08,0.155,0.89863
