Topology,DemandFile,2-SR_SolveTime,3-SR_SolveTime,2-SR_TotalTime,3-SR_TotalTime,2-SR_umax,3-SR_umax
Garr200909,0000,1.556,10.802,1.752,11.324,0.9082958,0.9081924
Garr200909,0001,0.564,2.58,0.7789999999999999,2.948,0.8999169230769231,0.8999169230769231
Garr200909,0002,1.617,9.479,1.841,10.003,0.9001271999999999,0.9001086
Garr200909,0003,1.259,8.613,1.4649999999999999,9.091999999999999,0.9000708,0.9000572
Garr200909,0004,0.835,5.833,1.05,6.346,0.9000731999999999,0.9000708
Garr200912,0000,1.891,9.556,2.103,10.045,0.9020796,0.9007763999999999
Garr200912,0001,1.485,6.005,1.703,6.466,0.9015856,0.9018016
Garr200912,0002,0.574,4.351,0.7609999999999999,4.766,0.8999138461538462,0.8999138461538462
Garr200912,0003,0.544,2.747,0.754,3.136,0.8999261538461538,0.8999261538461538
Garr200912,0004,3.415,51.287,3.685,51.832,0.9000554,0.9000278
Garr201001,0000,1.843,11.966,2.06,12.517999999999999,0.9024678846153845,0.9009768333333331
Garr201001,0001,0.913,10.02,1.109,10.602,0.8999184615384616,0.8999184615384616
Garr201001,0002,1.272,6.313,1.484,6.906,0.8999169230769226,0.8999169230769231
Garr201001,0003,1.756,13.619,1.957,14.138,0.9001288,0.9000632000000001
Garr201001,0004,0.645,5.454,0.823,5.81,0.986385,0.986385
Garr201003,0000,1.237,8.813,1.4520000000000002,9.295,0.9000789333333331,0.9001124
Garr201003,0001,1.385,6.279,1.605,6.862,0.9001316,0.9000442
Garr201003,0002,0.902,5.347,1.1720000000000002,5.8790000000000004,0.8999184615384616,0.8999184615384616
Garr201003,0003,0.702,4.741,0.9189999999999999,5.244,0.8999230769230769,0.8999230769230769
Garr201003,0004,0.913,4.706,1.105,5.283,0.8999169230769231,0.8999169230769231
Garr201004,0000,2.128,14.949,2.361,15.546,0.9016682,0.901064
Garr201004,0001,2.797,16.528,2.991,17.044999999999998,0.9029209736776864,0.9012796
Garr201004,0002,1.046,5.749,1.282,6.273,1.0253984615384615,1.0253984615384615
Garr201004,0003,0.681,2.632,0.8740000000000001,3.077,0.8999230769230769,0.8999230769230766
Garr201004,0004,5.197,38.352,5.443,38.873999999999995,0.900228275,0.9002220666666666
Garr201005,0000,1.358,9.45,1.5910000000000002,9.963999999999999,0.9000832,0.9000449999999999
Garr201005,0001,1.336,10.152,1.586,10.722999999999999,0.9000153,0.900067
Garr201005,0002,1.849,14.936,2.115,15.475,0.9001652,0.9000888
Garr201005,0003,0.933,6.929,1.1680000000000001,7.607,0.9000742,0.9001019333333333
Garr201005,0004,1.541,9.033,1.787,9.689,0.9007903166666664,0.9006747166666665
Garr201007,0000,0.637,4.671,0.867,5.212000000000001,0.8999246153846154,0.8999246153846154
Garr201007,0001,1.734,10.997,1.9689999999999999,11.51,0.9056208,0.905035
Garr201007,0002,1.025,5.944,1.274,6.495,0.9000792,0.9001212
Garr201007,0003,1.332,9.025,1.5550000000000002,9.539,0.900007595466964,0.8999911002609311
Garr201007,0004,2.051,18.483,2.334,19.23,0.90114925,0.9005792499999999
Garr201008,0000,0.898,6.774,1.138,7.252,0.8999061538461532,0.8999061538461538
Garr201008,0001,1.07,7.634,1.302,8.206,0.9000848,0.9000786000000001
Garr201008,0002,0.916,4.984,1.1360000000000001,5.454,0.900082,0.9000496
Garr201008,0003,1.302,7.609,1.5270000000000001,8.138,0.9000364000000001,0.900108
Garr201008,0004,1.401,8.685,1.627,9.189,0.9008248,0.901529501995664
Garr201010,0000,1.695,10.667,1.94,11.264,0.9020616,0.902048
Garr201010,0001,1.266,8.8,1.513,9.376000000000001,0.9001012,0.9000839999999999
Garr201010,0002,0.964,6.003,1.189,6.503,0.900072,0.9000698
Garr201010,0003,1.574,14.407,1.806,14.95,0.9001096,0.900132
Garr201010,0004,1.402,7.67,1.665,8.176,0.9001290000000001,0.9000598
Garr201012,0000,0.829,5.015,1.046,5.52,0.9000912,0.9000541333333334
Garr201012,0001,1.254,8.343,1.478,8.821,0.90003,0.9000312
Garr201012,0002,1.181,7.504,1.428,7.997999999999999,0.9000511999999999,0.9000812
Garr201012,0003,1.264,6.788,1.475,7.277,0.8999973548048925,0.9000519989669817
Garr200112,0004,0.173,0.215,0.215,0.268,0.8999354838709677,0.8999290322580645
Garr201101,0000,1.489,11.917,1.711,12.509,0.9001536,0.9001753333333332
Garr201101,0001,1.147,6.906,1.3900000000000001,7.42,0.9000528,0.8999808
Garr201101,0002,2.596,13.487,2.839,14.053,0.9010924,0.901342227685865
Garr201101,0003,1.278,9.783,1.5090000000000001,10.328,0.9001651999999999,0.9001248
Garr201101,0004,1.101,12.191,1.331,12.780000000000001,0.9000363999999994,0.9001393020072622
Garr200404,0000,0.402,0.194,0.44,0.23500000000000001,0.8999741935483871,0.8999870967741935
Garr201102,0001,0.639,3.255,0.839,3.653,0.89995,0.89995
Garr201102,0002,0.734,5.676,0.964,6.409,0.899945,0.899945
Garr201102,0003,0.599,4.818,0.8079999999999999,5.308999999999999,0.89995,0.89995
Garr201102,0004,0.725,7.437,0.982,8.0,0.899944,0.899944
Garr200902,0000,4.555,9.317,4.976,9.857,0.9000931999999999,0.9001396
Garr201103,0001,0.656,3.642,0.886,4.117,0.899944,0.899944
Garr201103,0002,0.836,6.321,1.1019999999999999,6.8839999999999995,0.899949,0.899949
Garr201103,0003,0.71,4.014,0.976,4.566000000000001,0.899944,0.899944
Garr201103,0004,0.819,6.037,1.097,6.55,0.899947,0.899947
Garr201104,0000,0.854,7.768,1.112,8.506,0.899941,0.899941
Garr201104,0001,0.826,6.384,1.142,7.182,0.899944,0.899944
Garr200908,0002,1.398,3.934,1.763,4.481,0.9467565787792799,0.9112488000000001
Garr200908,0003,1.395,11.338,1.76,11.885,0.9000456,0.9000864
Garr201104,0004,1.496,9.227,1.7730000000000001,9.978,0.899939,0.899939
Garr201105,0000,0.912,8.63,1.187,9.268,0.900054,0.9000264
Garr201105,0001,0.781,6.015,1.076,6.710999999999999,0.899947,0.899947
Garr200909,0002,2.914,5.104,3.552,6.414,0.9496084098468841,0.9495032000000001
Garr201105,0003,1.158,8.141,1.4669999999999999,8.82,0.899944,0.899944
Garr201105,0004,1.419,9.276,1.691,9.974,0.9000494,0.9000468
Garr201107,0000,1.557,12.079,1.9289999999999998,12.805,0.899945,0.899945
Garr201107,0001,0.656,4.516,0.89,5.078,0.899946,0.899946
Garr201107,0002,1.827,10.777,2.096,11.356,0.9001292,0.9000656
Garr201107,0003,0.865,5.95,1.113,6.591,0.899947,0.899947
Garr201107,0004,0.943,8.393,1.217,9.079,0.899947,0.899947
Garr201108,0000,0.913,7.455,1.1520000000000001,8.015,0.899946,0.899946
Garr201108,0001,1.368,6.085,1.621,6.606,0.9000122,0.8999634
Garr201108,0002,0.725,5.867,0.961,6.393,0.8999739999999997,0.8999727999999998
Garr201108,0003,1.416,7.818,1.664,8.379999999999999,0.89998,0.8999808
Garr201108,0004,1.36,7.39,1.6260000000000001,8.083,0.8999905333333329,0.8999655999999998
Garr201109,0000,1.12,9.867,1.3880000000000001,10.577000000000002,0.9000038666666664,0.9000456000000002
Garr201109,0001,1.443,8.13,1.744,8.88,0.8999974,0.8999656
Garr201109,0002,1.507,11.417,1.766,12.214,0.899981,0.9000268
Garr201109,0003,1.641,12.492,1.919,13.184000000000001,0.9000903,0.9000494
Garr201109,0004,0.817,7.438,1.0739999999999998,7.9959999999999996,0.9000038,0.8999755999999999
Garr201110,0000,1.514,13.453,1.851,14.257,0.899938,0.899938
Garr201110,0001,0.667,4.796,0.919,5.3100000000000005,0.900019,0.9000378
Garr201110,0002,1.202,7.725,1.514,8.495,0.8999804,0.899966
Garr201110,0003,1.016,9.233,1.306,9.872,0.8999752,0.8999636
Garr201110,0004,1.012,6.979,1.287,7.569,0.9001077333333335,0.900008
Garr201111,0000,1.227,8.109,1.4900000000000002,8.626,0.9000002,0.899962
Garr201111,0001,1.41,5.77,1.685,6.351999999999999,0.8999718,0.8999892
Garr201111,0002,0.986,4.614,1.225,5.0729999999999995,0.9000018,0.9000052
Garr201111,0003,1.512,9.875,1.787,10.441,0.899989,0.8999932
Garr201111,0004,1.126,4.048,1.3889999999999998,4.477,0.8999658,0.8999642
Garr201112,0000,0.625,2.163,0.903,2.541,0.9000546,0.9000286
Garr201112,0001,1.041,4.981,1.3519999999999999,5.502,0.9000404,0.900009
Garr201112,0002,0.759,5.668,1.036,6.266,0.900032,0.9000218
Garr201112,0003,0.913,6.287,1.2,6.913,0.8999379999999999,0.899938
Garr201112,0004,1.453,6.711,1.762,7.448,0.899965,0.8999652
Garr201201,0000,1.194,8.768,1.51,9.376000000000001,0.9000615999999997,0.9000758
Garr201201,0001,1.972,13.15,2.267,13.948,0.9000564,0.900038
Garr201201,0002,0.92,4.41,1.171,4.9110000000000005,0.899939,0.899939
Garr201201,0003,0.976,5.249,1.241,5.821,0.9000545333333334,0.9000486666666664
Garr201201,0004,1.014,7.403,1.296,8.072,0.9000684,0.9000475499999997
Geant2001,0000,0.956,9.077,1.034,9.191,0.9000546623794212,0.8999726688102894
Geant2001,0001,0.261,1.322,0.327,1.4340000000000002,0.9000265273311897,0.8999790996784565
Geant2001,0002,0.373,2.073,0.43,2.181,0.8999774919614143,0.9000289389067524
Geant2001,0003,0.303,1.35,0.366,1.4780000000000002,0.9000612,0.9000018
Geant2001,0004,0.26,1.274,0.325,1.383,0.9000297427652734,0.8999694533762058
Geant2009,0000,1.091,9.643,1.198,9.974,0.90101335,0.9009899
Geant2009,0001,0.838,6.343,0.9329999999999999,6.749,1.0846294,1.0845966
Geant2009,0002,1.117,5.693,1.216,6.012,0.9004264,0.9001296750000001
Geant2009,0003,1.358,5.053,1.4520000000000002,5.37,0.9004574,0.9001419
Geant2009,0004,1.298,7.549,1.3980000000000001,7.8660000000000005,0.900129,0.900150025
Geant2010,0000,1.084,8.411,1.191,8.91,0.9000243053435114,0.9001418015267175
Geant2010,0001,0.821,7.789,0.9299999999999999,8.202,0.9001314809160305,0.900136
Geant2010,0002,5.943,30.548,6.056,31.218,0.9003042,0.9002255499999999
Geant2010,0003,1.615,10.289,1.727,10.672,0.9001589499999999,0.9000910999999999
Geant2010,0004,0.902,13.038,1.0130000000000001,13.651,0.9002061679389313,0.9000786749999999
Geant2012,0000,0.856,8.781,0.972,9.327,0.900241758162024,0.9001134558245075
Geant2012,0001,1.098,11.784,1.222,12.341000000000001,0.90024205,0.9001226
Geant2012,0002,1.692,12.905,1.81,13.472,0.9000660837270775,0.9001934790877655
Geant2012,0003,2.35,11.924,2.474,12.447,0.9002045,0.90013105
Geant2012,0004,0.906,6.424,1.044,7.038,0.9001379441988787,0.9001431069900564
Getnet,0000,0.06,0.067,0.08399999999999999,0.085,0.9033333333333333,0.9012333333333333
Getnet,0001,0.064,0.08,0.083,0.106,0.9172444444444444,0.9126888888888889
Getnet,0002,0.081,0.18,0.10600000000000001,0.204,0.9014333333333333,0.9002777777777777
Getnet,0003,0.055,0.09,0.08,0.109,0.9083999999999999,0.9014
Getnet,0004,0.043,0.045,0.068,0.065,0.9246444444444445,0.9246444444444445
Globalcenter,0000,0.113,0.904,0.139,0.968,1.1339555555555556,1.1339555555555552
Globalcenter,0001,0.093,1.097,0.11599999999999999,1.164,1.3850666666666667,1.3850666666666667
Garr201104,0002,2.104,7.145,2.872,8.561,0.8999715,0.8999715
Globalcenter,0003,0.074,0.749,0.10099999999999999,0.8,1.2450888888888887,1.245088888888889
Globalcenter,0004,0.254,0.682,0.278,0.7470000000000001,1.324,1.324
Globenet,0000,7.83,245.31,8.48,281.015,0.899895,0.899869
Globenet,0001,11.052,262.482,11.779,299.07500000000005,0.899809,0.8998379999999999
Globenet,0002,7.378,210.113,8.104,246.429,0.899825,0.899813
Globenet,0003,6.888,204.789,7.684,247.065,0.899813,0.899813
Globenet,0004,8.69,151.065,9.350999999999999,176.911,0.899827,0.899832
Goodnet,0000,4.358,5.98,4.396999999999999,6.075,0.8999666666666667,0.8999666666666667
Goodnet,0001,0.317,3.617,0.353,3.69,0.8999666666666665,0.8999222222222223
Goodnet,0002,6.491,6.99,6.529,7.074,0.9279333333333333,0.9279111111111111
Goodnet,0003,0.662,3.993,0.7020000000000001,4.068,0.8999444444444444,0.8999444444444444
Goodnet,0004,1.45,5.272,1.4849999999999999,5.362,0.8999777777777778,0.8999777777777778
Gridnet,0000,1.938,2.276,1.9609999999999999,2.3099999999999996,0.9,0.9000111111111111
Gridnet,0001,486.279,21.482,486.304,21.512,0.9000444444444444,0.9000111111111111
Gridnet,0002,14.043,38.319,14.074,38.361000000000004,0.9000148148148147,0.8999777777777778
Gridnet,0003,210.713,26.002,210.73499999999999,26.038999999999998,0.9001111111111111,0.9000222222222222
Gridnet,0004,3.965,15.173,3.9949999999999997,15.206,0.9002111111111111,0.9000222222222222
Grnet,0000,0.172,0.435,0.28099999999999997,0.547,0.899951,0.899951
Grnet,0001,0.172,0.525,0.269,0.641,0.900011,0.900013
Grnet,0002,0.236,0.465,0.361,0.587,0.899947,0.89996675
Grnet,0003,0.179,0.376,0.276,0.491,0.899951,0.899951
Garr201109,0004,3.813,14.3,4.324,15.103000000000002,0.8999668000000001,0.9000008
GtsCe,0000,211.27,1326.065,218.215,1903.827,0.8991754999999999,2.57872
GtsCe,0001,163.005,1078.812,170.549,2013.2749999999999,0.9461105,2.948508166666669
GtsCe,0002,105.424,1184.914,112.528,1972.733,1.0448,2.5336709022521973
GtsCe,0003,117.056,1305.712,124.42,1913.464,1.004086,2.7661211490631104
GtsCe,0004,125.787,1262.885,132.66400000000002,1921.211,0.900416,2.7529375
GtsCzechRepublic,0000,0.178,0.308,0.291,0.417,0.899979,0.89995
GtsCzechRepublic,0001,0.223,0.574,0.301,0.6699999999999999,0.8999425,0.89994
GtsCzechRepublic,0002,0.168,0.353,0.252,0.43999999999999995,0.899953,0.8999955
GtsCzechRepublic,0003,0.187,0.222,0.275,0.311,0.900016,0.9000049999999999
GtsCzechRepublic,0004,0.236,0.299,0.33899999999999997,0.4,0.899956,0.9000235
GtsHungary,0000,0.094,0.118,0.164,0.19,0.919792,0.9197395
GtsHungary,0001,0.104,0.138,0.173,0.22200000000000003,0.9000239999999999,0.899981
GtsHungary,0002,0.122,0.109,0.187,0.185,0.899999,0.900005
GtsHungary,0003,0.098,0.1,0.165,0.17099999999999999,0.900031,0.900019
GtsHungary,0004,0.132,0.123,0.203,0.20800000000000002,0.900002,0.900004
GtsPoland,0000,0.613,1.815,0.694,1.9489999999999998,0.900019,0.900036
GtsPoland,0001,0.6,1.342,0.692,1.471,0.90003,0.9000455
GtsPoland,0002,0.51,2.164,0.607,2.298,0.900042,0.9000462499999999
GtsPoland,0003,0.36,0.741,0.441,0.862,0.900002,0.9000315
GtsPoland,0004,0.639,1.877,0.745,2.013,0.9000265,0.9000405
GtsRomania,0000,0.129,0.214,0.169,0.266,0.9000303333333334,0.9000641666666667
GtsRomania,0001,0.124,0.215,0.16799999999999998,0.271,0.900037,0.9000165
GtsRomania,0002,0.086,0.156,0.125,0.207,0.900019,0.9000445
GtsRomania,0003,0.119,0.159,0.16899999999999998,0.219,0.899981,0.899981
GtsRomania,0004,0.091,0.196,0.142,0.256,0.89998,0.89998
GtsSlovakia,0000,0.168,0.33,0.259,0.42900000000000005,0.90551,0.9
GtsSlovakia,0001,0.186,0.383,0.279,0.485,0.8999375,0.8999769999999998
GtsSlovakia,0002,0.139,0.248,0.225,0.359,0.8999985,0.8999889999999999
GtsSlovakia,0003,0.204,0.348,0.287,0.43699999999999994,0.900018,0.899972
GtsSlovakia,0004,0.094,0.185,0.21000000000000002,0.277,0.899959,0.8999780000000001
Harnet,0000,0.132,0.203,0.178,0.254,0.8999776298268974,0.8999765
Harnet,0001,0.089,0.242,0.13,0.304,0.8999785,0.8999785
Harnet,0002,0.199,0.431,0.25,0.484,0.9000585885486018,0.9000463382157123
Harnet,0003,0.1,0.126,0.14200000000000002,0.179,0.9000310696848645,0.9000113626276076
Harnet,0004,0.118,0.177,0.176,0.23099999999999998,0.9000255659121171,0.8999994673768309
Heanet,0000,0.07,0.146,0.08700000000000001,0.173,1.083629,1.083629
Heanet,0001,0.072,0.14,0.09899999999999999,0.163,1.002387,1.0023869999999981
Heanet,0002,0.079,0.046,0.1,0.072,1.103875,1.103875
Heanet,0003,0.075,0.096,0.098,0.121,1.00883,1.00883
Heanet,0004,0.237,0.586,0.253,0.611,0.902664,0.901341
HiberniaCanada,0000,0.092,0.084,0.119,0.113,0.900032,0.900013
HiberniaCanada,0001,0.156,0.303,0.186,0.33599999999999997,0.900182,0.9001865
HiberniaCanada,0002,0.102,0.125,0.131,0.157,0.899994,0.9000665
HiberniaCanada,0003,0.06,0.074,0.087,0.103,0.900058,0.900055
HiberniaCanada,0004,0.1,0.256,0.126,0.28900000000000003,0.900015,0.900013
HiberniaGlobal,0000,2.875,18.749,3.212,21.119,0.8998235,0.8998165
HiberniaGlobal,0001,3.002,28.109,3.323,29.650000000000002,0.8998325,0.8998115
HiberniaGlobal,0002,2.636,24.951,2.9570000000000003,26.705000000000002,0.899869,0.8998185
HiberniaGlobal,0003,2.413,42.765,2.711,44.738,0.8998265,0.899863
HiberniaGlobal,0004,3.144,35.717,3.444,37.467,0.8998405,0.8998705
HiberniaIreland,0000,0.039,0.069,0.056999999999999995,0.098,0.903995,0.903995
HiberniaIreland,0001,0.065,0.077,0.087,0.101,0.900041,0.900041
HiberniaIreland,0002,0.051,0.052,0.072,0.071,0.900071,0.900036
HiberniaIreland,0003,0.049,0.056,0.067,0.077,0.900013,0.9
HiberniaIreland,0004,0.059,0.073,0.08,0.10099999999999999,0.900077,0.900042
HiberniaNireland,0000,0.088,0.182,0.124,0.22799999999999998,0.8999965,0.899999
HiberniaNireland,0001,0.134,0.333,0.17,0.377,0.9000655,0.900041
HiberniaNireland,0002,0.105,0.3,0.14,0.364,0.9000095,0.9000594999999999
HiberniaNireland,0003,0.106,0.429,0.142,0.497,0.900039,0.900033
HiberniaNireland,0004,0.134,0.244,0.171,0.296,0.9000495000000001,0.9000035
HiberniaUk,0000,0.067,0.108,0.10200000000000001,0.14200000000000002,0.9000005,0.899998
HiberniaUk,0001,0.077,0.197,0.11399999999999999,0.229,0.8999995,0.90004
HiberniaUk,0002,0.107,0.166,0.138,0.197,0.9000385,0.9000085
HiberniaUk,0003,0.079,0.105,0.114,0.138,0.900004,0.9000225
HiberniaUk,0004,0.063,0.132,0.093,0.165,0.900047,0.9000165
HiberniaUs,0000,0.178,0.809,0.236,0.905,0.8999579999999998,0.899958
HiberniaUs,0001,0.185,0.713,0.23199999999999998,0.825,0.899958,0.899958
HiberniaUs,0002,0.177,0.487,0.22999999999999998,0.564,0.900059,0.900028
Grena,0003,0.049,0.055,0.08,0.08499999999999999,0.899964,0.899964
Grena,0004,0.064,0.055,0.095,0.08499999999999999,0.899968,0.899968
Highwinds,0000,0.14,0.542,0.187,0.634,0.9000705555555555,0.900048611111111
Highwinds,0001,0.212,1.063,0.262,1.172,0.9000005,0.9000735
Highwinds,0002,0.21,0.645,0.262,0.744,0.9000016666666666,0.9000095
Highwinds,0003,0.186,0.906,0.239,1.032,0.9000792222222223,0.9000323333333332
Highwinds,0004,0.188,0.97,0.241,1.104,0.9000197999999999,0.9000384333333332
HostwayInternational,0000,0.108,0.248,0.145,0.304,0.9000104999999999,0.90005175
Grnet,0001,0.412,1.15,0.593,1.3159999999999998,0.900049,0.899992
Grnet,0002,0.253,0.479,0.434,0.645,0.899947,0.899947
HostwayInternational,0003,0.078,0.203,0.113,0.24300000000000002,0.9000276666666666,0.8999888333333332
HostwayInternational,0004,0.069,0.173,0.10200000000000001,0.22399999999999998,0.899976,0.899976
HurricaneElectric,0000,0.443,1.834,0.505,1.956,0.9000475,0.9000379999999998
HurricaneElectric,0001,0.225,0.675,0.28300000000000003,0.79,0.9000195,0.90004
HurricaneElectric,0002,0.249,0.887,0.308,0.992,0.900041,0.899986
HurricaneElectric,0003,0.77,2.529,0.829,2.665,0.8999976666666666,0.9000629999999998
HurricaneElectric,0004,0.391,0.781,0.442,0.887,0.9000625,0.90006
Ibm,0000,0.773,0.84,0.808,0.9099999999999999,0.8998666666666666,0.8998444444444443
Ibm,0001,0.354,0.708,0.39099999999999996,0.77,0.8998,0.8998333333333334
Ibm,0002,0.303,1.235,0.34299999999999997,1.3010000000000002,0.8998111111111111,0.8997999999999993
Ibm,0003,0.51,1.6,0.549,1.665,0.8998444444444444,0.8998666666666643
Ibm,0004,0.103,1.136,0.13999999999999999,1.1929999999999998,0.8997888888888889,0.8998222222222222
Iij,0000,0.99,14.057,1.1099999999999999,15.335,0.9000623914930556,0.9000319995016718
Iij,0001,0.585,4.383,0.692,4.834,0.9000886977291237,0.9000234596032665
Iij,0002,0.615,8.18,0.73,8.797,0.9000751511059671,0.9001023280767747
Iij,0003,0.886,8.552,0.994,9.116999999999999,0.9001248834555041,0.900072438432356
Iij,0004,0.87,7.545,0.981,8.393,0.9001201781389317,0.9000510384516461
Iinet,0000,0.462,0.926,0.546,1.0310000000000001,0.900032,0.9000901666666665
Iinet,0001,0.362,0.447,0.445,0.535,0.899996,0.900039
Iinet,0002,0.276,0.781,0.363,0.893,0.900028,0.90006
Iinet,0003,0.196,0.346,0.27,0.44199999999999995,0.900065,0.90004
Iinet,0004,0.393,0.879,0.47500000000000003,0.979,0.9000289999999999,0.900047
Ilan,0000,0.113,0.13,0.14,0.159,0.9000693333333333,0.9000616666666668
Ilan,0001,0.139,0.088,0.17200000000000001,0.119,0.9110193333333333,0.9110549999999998
Ilan,0002,0.081,0.109,0.107,0.14300000000000002,0.9000699999999999,0.9000293333333332
Ilan,0003,0.302,0.183,0.33399999999999996,0.213,0.900075333333333,0.9000586666666667
Ilan,0004,0.062,0.083,0.096,0.11800000000000001,0.9000799999999998,0.9000739999999999
Integra,0000,0.29,1.089,0.362,1.208,0.900008,0.900032
Integra,0001,0.222,1.14,0.29200000000000004,1.2599999999999998,0.899979,0.8999779999999997
Integra,0002,0.307,0.823,0.372,0.9299999999999999,0.900003,0.8999885
Integra,0003,0.227,1.516,0.29100000000000004,1.629,0.899995,0.8999895
Integra,0004,0.265,1.351,0.329,1.471,0.899971,0.900001
Intellifiber,0000,3.856,24.29,4.382,26.005,0.8997555,0.8997535
Intellifiber,0001,5.468,47.785,5.997,51.029999999999994,0.899785,0.899811
Intellifiber,0002,6.242,45.247,6.808,47.397,0.8997425,0.8997455000000002
Intellifiber,0003,4.312,36.747,4.796,38.811,0.8997385,0.899739
Intellifiber,0004,4.506,49.486,5.073,52.242,0.8997745,0.8997465
Internetmci,0000,0.227,1.442,0.276,1.5959999999999999,0.8999962962962961,0.900011111111111
Internetmci,0001,0.185,0.886,0.224,0.973,0.8999814814814815,0.8999592592592592
Internetmci,0002,0.812,2.539,0.8560000000000001,2.6310000000000002,0.9618741935483871,0.9615387096774194
Internetmci,0003,0.441,1.684,0.481,1.794,0.9000048387096774,0.8999806451612903
Internetmci,0004,0.36,1.318,0.40299999999999997,1.411,0.8999777777777778,0.8999444444444444
Internode,0000,1.201,12.081,1.493,12.633,0.9000911111111111,0.9001866666666667
Internode,0001,1.479,7.543,1.7690000000000001,8.022,0.9001590624999999,0.9001695833333333
Internode,0002,1.604,5.636,1.8820000000000001,6.133,0.9000853333333333,0.9001688888888889
Internode,0003,1.114,7.204,1.4000000000000001,7.752,0.9002981597222219,0.900322888888889
Internode,0004,0.838,4.717,1.107,5.116,0.9001229166666667,0.9001957777777778
Interoute,0000,41.299,937.521,43.768,1000.4879999999999,0.8997585,0.8997621666666666
Interoute,0001,57.228,980.693,59.556000000000004,1017.51,0.8997345,0.899763
Interoute,0002,73.162,1438.433,75.77000000000001,1566.554,0.8997486875,0.899748375
Interoute,0003,38.271,679.943,40.563,724.066,0.9307983333333334,0.9103048333333333
Interoute,0004,50.684,852.794,53.104,927.406,0.945672,0.9307295
HiberniaIreland,0000,0.105,0.114,0.125,0.136,0.903995,0.903995
HiberniaIreland,0001,0.172,0.141,0.19199999999999998,0.16299999999999998,0.900041,0.900041
HiberniaIreland,0002,0.114,0.136,0.134,0.158,0.900001,0.900001
Intranetwork,0003,0.67,5.892,0.8130000000000001,6.601,0.899882,0.899882
HiberniaIreland,0004,0.133,0.12,0.153,0.142,0.900042,0.900042
Ion,0000,50.73,792.938,54.199999999999996,824.701,0.930431,0.901738
Ion,0001,50.194,679.796,53.726,707.696,0.8994465,0.899416
Ion,0002,37.794,451.887,40.989999999999995,469.067,0.899391,0.8993915
Ion,0003,50.669,819.315,54.134,856.3430000000001,0.899449,0.8994415
Ion,0004,37.022,458.233,40.301,473.714,0.8993795,0.8993795
IowaStatewideFiberMap,0000,0.76,3.621,0.851,3.836,0.900001,0.899983
IowaStatewideFiberMap,0001,0.459,1.797,0.542,1.9509999999999998,0.90000275,0.90003175
IowaStatewideFiberMap,0002,0.439,1.623,0.528,1.772,0.899978,0.8999855
IowaStatewideFiberMap,0003,0.732,3.575,0.819,3.817,0.899981,0.89996
IowaStatewideFiberMap,0004,0.777,1.859,0.869,2.017,0.9000144999999999,0.9000245
Iris,0000,1.178,8.78,1.405,9.299999999999999,0.8999365,0.8998605
Iris,0001,1.822,8.507,2.023,8.988999999999999,0.8998675,0.8998575
Iris,0002,0.904,8.777,1.088,9.408,0.8998845,0.8999065
Iris,0003,1.66,10.483,1.8479999999999999,11.004000000000001,0.8998755,0.8998505
Iris,0004,0.777,5.584,0.9670000000000001,5.971,0.899882,0.8998535
Janetbackbone,0000,0.498,2.423,0.578,2.638,0.9000614999999997,0.9000571666666665
Janetbackbone,0001,0.725,3.806,0.8059999999999999,4.013,0.9000396666666669,0.9000253333333331
Janetbackbone,0002,0.579,2.195,0.6559999999999999,2.359,0.9000214999999998,0.9000604999999999
Janetbackbone,0003,0.546,4.588,0.63,4.938,0.9000501666666666,0.9000182499999999
Janetbackbone,0004,0.779,3.598,0.857,3.827,0.9000494999999998,0.900045
Janetlense,0000,0.23,0.928,0.277,1.008,0.913246,0.913246
Janetlense,0001,0.179,0.652,0.22199999999999998,0.749,0.900018,0.9000426666666667
Janetlense,0002,0.184,0.519,0.22899999999999998,0.597,0.900029,0.900078
Janetlense,0003,0.168,0.64,0.21600000000000003,0.747,0.9000375,0.9000256666666665
Janetlense,0004,0.206,1.069,0.249,1.238,0.900064,0.90004
Karen,0000,0.205,0.282,0.275,0.34299999999999997,0.9000045,0.900062
Karen,0001,0.111,0.146,0.163,0.208,0.9206591999999999,0.9206592
Karen,0002,0.104,0.141,0.162,0.22699999999999998,0.9010468,0.9010468
Karen,0003,0.098,0.214,0.158,0.316,0.9785005,0.9785005
HurricaneElectric,0004,0.441,5.34,0.502,5.67,0.9000669444444445,0.9000396666666665
KentmanAug2005,0000,0.116,0.113,0.187,0.181,0.8996516129032258,0.8996516129032258
Ibm,0001,0.291,5.674,0.33299999999999996,5.83,0.8998666666666666,0.8998222222222222
KentmanAug2005,0002,0.15,0.145,0.211,0.21699999999999997,0.8996258064516129,0.8996258064516129
KentmanAug2005,0003,0.084,0.101,0.14,0.169,0.8996516129032258,0.8996516129032258
KentmanAug2005,0004,0.134,0.239,0.203,0.302,0.8998225806451611,0.8998344086021504
Iij,0000,2.44,29.087,3.025,33.556,0.900024229868613,0.9000157820671509
KentmanJul2005,0001,0.066,0.083,0.097,0.117,0.8995294117647059,0.8995294117647059
KentmanJul2005,0002,0.058,0.092,0.091,0.129,0.8996470588235294,0.8996470588235294
KentmanJul2005,0003,0.125,0.132,0.156,0.17200000000000001,0.8999451612903225,0.8999032258064491
KentmanJul2005,0004,0.055,0.083,0.086,0.116,0.8999645161290323,0.8999354838709678
