Topology,DemandFile,2-SR_SolveTime,3-SR_SolveTime,2-SR_umax,3-SR_umax
Garr200109,0004,0.297,2.2,0.8998967741935483,0.8999677419354839
Garr200112,0000,0.294,2.829,0.899883870967742,0.8999483870967742
Garr200112,0001,0.273,2.81,0.8999354838709678,0.8998838709677419
Garr200112,0002,0.315,2.823,0.8999741935483871,0.8999741935483871
Garr200112,0003,0.282,2.792,0.899916129032258,0.8999290322580645
Garr200112,0004,0.258,2.804,0.8999290322580645,0.899916129032258
Garr200212,0000,0.292,4.781,0.8998677419354838,0.8998774193548387
Garr200212,0001,0.313,5.105,0.8998451612903221,0.8998365591397847
Garr200212,0002,0.283,4.887,0.8999096774193548,0.8999247311827957
Garr200212,0003,0.261,4.872,0.8998580645161288,0.8998817204301073
Garr200212,0004,0.241,4.715,0.8997978494623656,0.8998215053763441
Garr200404,0000,0.387,1.912,0.8999483870967742,0.8999419354838709
Garr200404,0001,0.186,2.094,0.8999354838709678,0.8999677419354839
Garr200404,0002,0.263,2.119,0.8999548387096774,0.8999354838709678
Garr200404,0003,0.214,2.377,0.8999612903225807,0.8999870967741935
Garr200404,0004,0.172,2.036,0.8999870967741935,0.8999935483870968
Garr200902,0000,2.901,909.1,0.9001364,0.8999952
Garr200902,0001,2.771,844.73,0.899908,0.8999978
Garr200902,0002,2.517,844.048,0.8999864,0.9000184
Garr200902,0003,2.192,433.45,0.899902,0.899902
Garr200902,0004,2.857,804.326,0.9320303999999999,0.930196
Garr200908,0000,2.175,889.896,0.9000004,0.9000256
Garr200908,0001,2.775,941.646,0.900076,0.9000076
Garr200908,0002,2.915,715.17,0.9467672,0.9105482
Garr200908,0003,3.661,977.138,0.9000048,0.90005
Garr200908,0004,2.082,460.204,0.984247,0.9842469999999999
Garr200909,0000,2.787,933.176,0.9592114,0.9306975999999999
Garr200909,0001,2.19,488.635,0.8999169230769231,0.8999169230769231
Garr200909,0002,3.104,1043.575,0.953402,0.953362
Garr200909,0003,2.487,971.455,0.8999904000000001,0.900042
Garr200909,0004,2.289,978.961,0.9001212,0.90005
Garr200912,0000,2.48,1040.781,0.9469809707094992,0.9469323999999999
Garr200912,0001,2.517,891.638,0.9650124,0.9450715999999996
Garr200912,0002,2.439,819.863,0.8999138461538462,0.8999138461538462
Garr200912,0003,2.054,564.945,0.8999261538461538,0.8999261538461538
Garr200912,0004,2.483,1009.266,0.9568708,0.9330856
Garr201001,0000,3.077,976.781,0.9726618,0.9447408
Garr201001,0001,2.552,986.331,1.091937,1.091937
Garr201001,0002,2.676,605.513,0.905651,0.905651
Garr201001,0003,3.511,1142.885,0.906406,0.9000855130784708
Garr201001,0004,2.607,1007.896,1.007009,1.007009
Garr201003,0000,2.808,987.302,0.9000648,0.9000068
Garr201003,0001,2.251,460.338,1.019401,1.019401
Garr201003,0002,2.327,832.601,0.8999184615384616,0.8999184615384614
Garr201003,0003,2.28,980.162,0.8999230769230769,0.8999230769230769
Garr201003,0004,2.294,815.767,0.8999169230769231,0.899916923076923
Garr201004,0000,3.437,672.479,0.9417278166666664,0.9242109833333333
Garr201004,0001,2.591,1075.519,0.976953,0.976953
Garr201004,0002,2.212,874.895,1.204614,1.204614
Garr201004,0003,2.248,408.995,0.8999230769230769,0.8999230769230762
Garr201004,0004,6.079,1845.749,0.9175984333333334,9.637733846153846
Garr201005,0000,2.853,1007.583,0.9001212,0.9002044
Garr201005,0001,2.847,946.738,0.9000852,0.9000488
Garr201005,0002,3.016,1234.167,0.9000951999999999,0.9000451999999999
Garr201005,0003,2.829,998.512,0.9000912000000001,0.9000328
Garr201005,0004,2.909,575.205,0.925324,0.9250832333333326
Garr201007,0000,2.355,906.644,0.8999246153846154,0.8999246153846154
Garr201007,0001,2.685,663.285,1.1195149999999998,1.119515
Garr201007,0002,3.161,891.097,0.900074,0.9000264
Garr201007,0003,2.975,969.248,0.9000104,0.9000497925056525
Garr201007,0004,2.493,902.418,0.9616369666666669,0.92465365
Garr201008,0000,3.032,611.638,0.8999061538461538,0.8999061538461539
Garr201008,0001,2.839,1294.352,0.9000408,0.9000144
Garr201008,0002,2.721,1103.581,0.9000152,0.90005
Garr201008,0003,2.997,980.58,0.9000828,0.899994
Garr201008,0004,2.364,512.804,1.221674,1.221674
Garr201010,0000,2.913,1257.7,0.9001282,0.9000633666666659
Garr201010,0001,2.848,619.205,0.9000704,0.8999715999999999
Garr201010,0002,3.028,1311.212,0.900106,0.90006
Garr201010,0003,3.327,1139.935,0.9001692,0.9000481
Garr201010,0004,3.129,1193.092,0.9000728,0.900038
Garr201012,0000,2.445,581.26,0.9000312,0.9000256
Garr201012,0001,3.287,1127.631,0.9000632,0.9000416
Garr201012,0002,2.878,1227.983,0.900078,0.9000408
Garr201012,0003,3.269,1341.361,0.9000046638966369,0.8999896976611602
Garr201012,0004,3.082,948.395,0.9000552,0.9000036
Garr201101,0000,3.383,1193.256,0.9002604,0.9001232
Garr201101,0001,2.846,676.075,0.900028,0.9000336
Garr201101,0002,4.091,1853.611,0.900372,0.9003676821199429
Garr201101,0003,3.427,1359.872,0.900084,0.9001128
Garr201101,0004,3.471,1185.922,0.9000615999999999,0.9000292
Garr201102,0000,2.602,481.36,0.89994,0.8999399999993329
Garr201102,0001,2.688,496.937,0.89995,0.89995
Garr201102,0002,2.685,1011.434,0.899945,0.899945
Garr201102,0003,2.599,595.544,0.89995,0.89995
Garr201102,0004,2.617,519.029,0.899944,0.899944
Garr201103,0000,2.862,514.138,0.899941,0.899941
Garr201103,0001,2.817,563.909,0.899944,0.899944
Garr201103,0002,3.219,1165.192,0.899949,0.899949
Garr201103,0003,2.966,600.6,0.899944,0.899944
Garr201103,0004,3.202,740.264,0.899947,0.899947
Garr201104,0000,3.078,571.147,0.899941,0.8999409999996715
Garr201104,0001,3.034,1306.228,0.899944,0.899944
Garr201104,0002,2.859,1251.744,0.8999715,0.8999715
Garr201104,0003,3.263,597.809,0.899941,0.899941
Garr201104,0004,3.028,1234.08,0.899939,0.899939
Garr201105,0000,3.068,736.761,0.900058,0.9000339999999999
Garr201105,0001,3.064,1036.279,0.899947,0.8999469999999999
Garr201105,0002,3.086,567.597,0.899943,0.899942999999439
Garr201105,0003,3.565,1155.77,0.8999439999999996,0.899944
Garr201105,0004,3.268,1143.555,0.9000548,0.9000132
Garr201107,0000,3.471,1328.669,0.899945,0.899945
Garr201107,0001,3.013,651.489,0.899946,0.899946
Garr201107,0002,3.62,1564.169,0.9000368,0.9000464
Garr201107,0003,3.401,777.399,0.899947,0.899947
Garr201107,0004,3.377,1029.767,0.899947,0.899947
Garr201108,0000,3.155,1198.537,0.899946,0.899946
Garr201108,0001,3.411,644.264,0.8999812,0.9000216
Garr201108,0002,3.115,716.912,0.9000116,0.9000128
Garr201108,0003,3.419,1059.332,0.899978,0.90003
Garr201108,0004,3.568,1470.177,0.8999676,0.9000552
Garr201109,0000,3.561,1125.621,0.8999728,0.8999828
Garr201109,0001,3.616,1191.778,0.8999944,0.899968
Garr201109,0002,3.591,720.716,0.8999915999999999,0.9000416
Garr201109,0003,3.85,833.898,0.9000488,0.9000152
Garr201109,0004,3.805,819.486,0.9000132,0.8999868000000001
Garr201110,0000,3.479,692.852,0.8999379999999999,0.899938
Garr201110,0001,3.428,709.09,0.9000056,0.9000279999999999
Garr201110,0002,3.486,730.635,0.899992,0.9000444
Garr201110,0003,3.506,703.604,0.8999824,0.9000364
Garr201110,0004,3.281,773.412,0.8999984,0.900044
Garr201111,0000,3.772,1229.992,0.8999692,0.899966
Garr201111,0001,3.675,894.622,0.8999972,0.900006
Garr201111,0002,3.535,1183.41,0.9000432,0.9000598
Garr201111,0003,3.628,787.734,0.89998,0.9000212000000001
Garr201111,0004,3.58,1220.126,0.9000236,0.9000296
Garr201112,0000,3.431,753.378,0.9000228,0.900016
Garr201112,0001,3.741,1296.793,0.9000052,0.9000066
Garr201112,0002,3.633,1242.984,0.9000028,0.9000395999999999
Garr201112,0003,3.481,1306.136,0.899938,0.899938
Garr201112,0004,3.861,1275.352,0.8999924,0.899976
Garr201201,0000,3.567,1542.023,0.9000624,0.899994
Garr201201,0001,4.06,1779.854,0.9153203166666662,0.9000344
Garr201201,0002,3.303,1406.064,0.899939,0.899939
Garr201201,0003,3.445,1475.506,0.900084,0.9000288
Garr201201,0004,3.628,820.147,0.9000083999999999,0.900012
Gblnet,0000,0.075,0.114,0.899993,0.899993
Gblnet,0001,0.072,0.07,0.899993,0.899993
Gblnet,0002,0.037,0.095,0.899993,0.899993
Gblnet,0003,0.061,0.085,0.899993,0.899993
Gblnet,0004,0.069,0.091,0.899992,0.899992
Geant2001,0000,1.286,19.905,0.9860945,0.9750882000000001
Geant2001,0001,0.59,12.574,0.8999967845659164,0.8999710610932475
Geant2001,0002,3.273,14.632,0.9453406,0.9443474374999999
Geant2001,0003,0.85,13.23,0.9138641479099677,0.9138689710610932
Geant2001,0004,0.651,14.75,0.9000144694533762,0.9000080385852091
Geant2009,0000,3.35,55.713,0.900004275,0.9000841124999999
Geant2009,0001,4.628,104.834,0.93880865,0.938412
Geant2009,0002,2.868,81.373,0.9004695291666667,0.900099975
Geant2009,0003,2.399,55.973,0.900149675,0.9000656375
Geant2009,0004,3.282,50.091,0.9001049499999999,0.9000684583333332
Geant2010,0000,1.202,36.202,0.9000378625954198,0.9000598473282443
Geant2010,0001,1.502,38.176,0.9000856183206107,0.9000852
Geant2010,0002,4.562,46.616,0.9003350229007634,0.9003101679389313
Geant2010,0003,1.27,36.664,0.9000897,0.9000309
Geant2010,0004,1.127,32.148,0.9001192061068702,0.9000846
Geant2012,0000,1.277,228.174,0.900120920941481,0.9000568744238953
Geant2012,0001,1.183,292.216,0.90009065,0.9000815721006113
Geant2012,0002,2.018,316.159,0.900189990715348,0.9000416
Geant2012,0003,2.166,313.171,0.90011865,0.9000589674473458
Geant2012,0004,1.474,242.734,0.9001062697773274,0.9000831
Getnet,0000,0.12,0.162,0.9163555555555555,0.9012333333333329
Getnet,0001,0.116,0.224,0.9123333333333333,0.9124111111111108
Getnet,0002,0.113,0.297,0.9012444444444444,0.9012444444444444
Getnet,0003,0.152,0.29,0.9037,0.9005777777777778
Getnet,0004,0.063,0.105,0.9381444444444441,0.9246444444444445
Globalcenter,0000,0.094,0.583,1.3514,1.3514
Globalcenter,0001,0.123,0.667,1.6360666666666663,1.6360666664030599
Globalcenter,0002,0.136,0.552,1.1823777777777777,1.1823777777777777
Globalcenter,0003,0.072,0.654,1.3111111111111111,1.3111111111111111
Globalcenter,0004,0.06,0.443,1.5756666666666668,1.5756666666666668
Globenet,0000,12.559,2064.392,0.899908,4.8312718868255615
Globenet,0001,15.52,2013.336,0.899843,4.69137
Globenet,0002,12.263,2007.576,0.899889,4.141412
Globenet,0003,11.853,2006.632,0.899867,4.140424
Globenet,0004,11.38,2067.061,0.899827,3.771009922027588
Goodnet,0000,14.642,17.662,0.8999481481481483,0.8999444444444444
Goodnet,0001,0.864,102.028,0.9409999999999998,0.9113888888888889
Goodnet,0002,0.946,8.895,1.2745333333333333,1.2745333333333333
Goodnet,0003,1.403,15.206,0.8999666666666667,0.8999111111111111
Goodnet,0004,2.031,6.899,0.8999703703703703,0.8999777777777778
Grena,0000,0.085,0.649,0.899971,0.899971
Grena,0001,0.083,0.681,0.899962,0.899962
Grena,0002,0.16,0.651,0.899965,0.899965
Grena,0003,0.148,0.635,0.899964,0.899964
Grena,0004,0.086,0.732,0.899968,0.899968
Gridnet,0000,1.315,4.46,0.9,0.9000333333333334
Gridnet,0001,10.909,19.95,0.9000111111111111,0.9000222222222222
Gridnet,0002,9.163,145.401,0.9000111111111111,0.9000333333333334
Gridnet,0003,4.996,5.322,0.9000333333333334,0.9000333333333334
Gridnet,0004,2.176,8.815,0.9000222222222223,0.8999666666666667
Grnet,0000,0.58,24.523,0.899951,0.899951
Grnet,0001,0.623,24.734,0.900055,0.900017
Grnet,0002,0.642,24.473,0.899947,0.899947
Grnet,0003,0.677,24.585,0.899951,0.899951
Grnet,0004,0.585,24.14,0.89995,0.89995
GtsCe,0000,465.024,-,0.8991534166666661,-
GtsCe,0001,301.409,-,0.899156,-
GtsCe,0002,386.279,-,0.8991495,-
GtsCe,0003,417.706,-,0.8992830000000005,-
GtsCe,0004,403.028,-,0.8992284166666668,-
GtsCzechRepublic,0000,0.695,15.98,0.8999805,0.8999645
GtsCzechRepublic,0001,0.677,15.722,0.89995,0.8999609999999999
GtsCzechRepublic,0002,0.677,16.024,0.8999565,0.8999385
GtsCzechRepublic,0003,0.656,15.824,0.8999385,0.8999585
GtsCzechRepublic,0004,0.667,15.823,0.8999375,0.9000134999999981
GtsHungary,0000,0.38,10.144,0.9000315,0.900042
GtsHungary,0001,0.383,9.921,0.899984,0.9000214999999999
GtsHungary,0002,0.403,10.022,0.9000315,0.8999765
GtsHungary,0003,0.431,9.857,0.9000095,0.899988
GtsHungary,0004,0.439,9.821,0.899971,0.899991
GtsPoland,0000,1.303,25.154,0.900031,0.899971
GtsPoland,0001,1.325,29.824,0.9000111666666666,0.9000417499999999
GtsPoland,0002,1.284,26.896,0.9000001666666665,0.9000328333333333
GtsPoland,0003,0.95,24.182,0.9000173333333333,0.9000335
GtsPoland,0004,1.407,28.692,0.899968,0.899997
GtsRomania,0000,0.165,2.152,0.9000585,0.8999824999999999
GtsRomania,0001,0.264,2.153,0.90003,0.900045
GtsRomania,0002,0.167,2.138,0.9000085,0.9000055
GtsRomania,0003,0.157,2.005,0.899981,0.899981
GtsRomania,0004,0.23,2.063,0.89998,0.89998
GtsSlovakia,0000,0.566,16.576,0.8999674999999999,0.8999553333333332
GtsSlovakia,0001,0.661,17.234,0.9000016666666665,0.90002
GtsSlovakia,0002,0.732,16.922,0.8999604999999996,0.89995
GtsSlovakia,0003,0.753,16.619,0.8999656666666667,0.8999623333333333
GtsSlovakia,0004,0.702,16.314,0.8999359999999998,0.900022
Harnet,0000,0.308,3.291,0.8999765,0.9000511318242344
Harnet,0001,0.213,2.816,0.8999785,0.8999785
Harnet,0002,0.437,3.069,0.9135041278295606,0.9000671105193073
Harnet,0003,0.242,3.082,0.9000708388814913,0.9000195295162006
Harnet,0004,0.23,2.91,0.9000362183754992,0.8999865068797157
Heanet,0000,0.08,0.713,1.083629,1.0817503333333331
Heanet,0001,0.088,0.082,1.1544575,1.1544575
Heanet,0002,0.057,0.313,1.213517,1.213517
Heanet,0003,0.648,2.433,0.9000673333333332,0.9000673333333332
Heanet,0004,0.742,12.643,0.9015196583881457,0.9002815
HiberniaCanada,0000,0.094,0.417,0.900007,0.900014
HiberniaCanada,0001,0.346,0.883,0.902309,0.902285
HiberniaCanada,0002,0.242,0.401,0.900008,0.900078
HiberniaCanada,0003,0.228,0.4,0.90003,0.900043
HiberniaCanada,0004,0.139,0.351,0.900028,0.900031
HiberniaGlobal,0000,9.458,2014.912,0.8998345,0.9008885
HiberniaGlobal,0001,7.012,1074.479,0.8998115,0.8999
HiberniaGlobal,0002,9.676,1141.232,0.8998389999999999,0.89983
HiberniaGlobal,0003,10.146,1926.704,0.89990425,0.9005245
HiberniaGlobal,0004,7.322,1079.818,0.89981,0.899871375
HiberniaIreland,0000,0.137,0.168,0.903995,0.903995
HiberniaIreland,0001,0.121,0.144,0.900041,0.900025
HiberniaIreland,0002,0.106,0.211,0.900001,0.900001
HiberniaIreland,0003,0.1,0.149,0.9,0.9
HiberniaIreland,0004,0.146,0.214,0.900077,0.900074
HiberniaNireland,0000,0.209,2.168,0.8999941666666667,0.8999916666666666
HiberniaNireland,0001,0.314,2.578,0.9000024999999999,0.9000603333333331
HiberniaNireland,0002,0.254,2.098,0.9000664999999999,0.9000398333333334
HiberniaNireland,0003,0.278,1.986,0.9000291666666667,0.9000258333333333
HiberniaNireland,0004,0.259,2.801,0.9000221666666667,0.9000406666666666
HiberniaUk,0000,0.09,0.579,0.9000349999999999,0.900009
HiberniaUk,0001,0.225,0.635,0.9000509999999999,0.900013
HiberniaUk,0002,0.131,0.575,0.900073,0.900017
HiberniaUk,0003,0.159,0.602,0.900022,0.900022
HiberniaUk,0004,0.083,0.526,0.90005,0.900047
HiberniaUs,0000,0.323,5.239,0.899958,0.899958
HiberniaUs,0001,0.406,6.969,0.899958,0.899958
HiberniaUs,0002,0.495,5.347,0.9000694027777778,0.9000604444444446
HiberniaUs,0003,0.286,4.918,0.899965,0.899965
HiberniaUs,0004,0.313,5.025,0.899955,0.899955
Highwinds,0000,0.383,3.815,0.9000629351851853,0.9000459583333332
Highwinds,0001,0.265,3.938,0.8999939537037036,0.900018733796296
Highwinds,0002,0.367,3.797,0.9000090500000001,0.9000044
Highwinds,0003,0.261,5.035,0.9000515740740739,0.9000039768518521
Highwinds,0004,0.296,3.758,0.8999971333333332,0.9000019666666668
HostwayInternational,0000,0.158,1.086,0.89998875,0.8999855
HostwayInternational,0001,0.126,1.0,0.899976,0.899976
HostwayInternational,0002,0.181,0.968,0.899974,0.899974
HostwayInternational,0003,0.122,0.917,0.9000184999999999,0.9000233333333332
HostwayInternational,0004,0.124,0.978,0.899976,0.899976
HurricaneElectric,0000,0.667,7.152,0.9000196666666667,0.9000338333333333
HurricaneElectric,0001,0.51,7.929,0.900026,0.900031
HurricaneElectric,0002,0.355,6.922,0.900027,0.900023
HurricaneElectric,0003,1.034,10.783,0.9000708333333333,0.9000155
HurricaneElectric,0004,0.559,6.592,0.900043,0.9000380833333333
Ibm,0000,3.481,5.901,0.8998694444444445,0.899861111111111
Ibm,0001,0.343,5.087,0.8998444444444444,0.8998222222222222
Ibm,0002,0.543,4.124,0.8998222222222222,0.8997555555555555
Ibm,0003,0.419,5.908,0.8998601851851851,0.8998555555555555
Ibm,0004,0.501,5.079,0.8998222222222222,0.8997888888888889
Iij,0000,1.314,122.02,0.9000625170797966,0.9000317399557398
Iij,0001,1.19,106.036,1.0440097133809156,1.0440097133809156
Iij,0002,1.165,105.406,1.026588119695216,1.026588119695216
Iij,0003,2.002,127.437,0.9000697425036436,0.9000341009864753
Iij,0004,1.86,126.699,0.9000337828333976,0.9000630864063569
Iinet,0000,1.006,11.505,0.90012925,0.90011425
Iinet,0001,0.491,10.96,0.900011,0.90004425
Iinet,0002,0.84,11.369,0.900054,0.9000365
Iinet,0003,0.831,11.335,0.9000775,0.900032
Iinet,0004,0.687,12.39,0.9000655,0.900041
Ilan,0000,0.377,0.736,0.900049,0.9000355
Ilan,0001,0.259,0.498,0.9000203333333333,0.9000713333333313
Ilan,0002,0.215,0.444,0.9000676666666666,0.9000739999999999
Ilan,0003,0.285,0.65,0.9000331666666666,0.9000369999999999
Ilan,0004,0.196,0.527,0.9000243333333333,0.9000636666666665
Integra,0000,0.659,10.839,0.89998375,0.899967
Integra,0001,0.524,11.491,0.89997,0.89999025
Integra,0002,0.858,11.716,0.9000045,0.90005675
Integra,0003,0.595,11.317,0.90002375,0.90003
Integra,0004,0.596,16.627,0.899988,0.899985
Intellifiber,0000,16.547,-,0.8997355,-
Intellifiber,0001,14.921,-,0.8997485,-
Intellifiber,0002,17.064,-,0.8997285,-
Intellifiber,0003,18.083,-,0.8997385,-
Intellifiber,0004,17.529,-,0.8997614375,-
Internetmci,0000,0.356,5.462,0.8999703703703703,0.8999592592592592
Internetmci,0001,0.313,3.435,0.8999407407407408,0.8999703703703703
Internetmci,0002,7.147,12.59,0.8999806451612903,0.9000258064516129
Internetmci,0003,0.448,4.337,0.9653462365591398,0.9653182795698924
Internetmci,0004,0.199,4.196,0.8999888888888888,0.8999814814814814
Internode,0000,3.425,1097.977,1.2119702372950563,1.2119702372950563
Internode,0001,3.751,1213.847,1.132372,1.1322613333333333
Internode,0002,3.422,928.225,1.3384756188648905,1.3384756188648907
Internode,0003,3.5,1232.111,1.1323439583333332,1.132214375
Internode,0004,3.59,1912.341,1.1331564444444444,1.1348395555555555
Interoute,0000,119.218,-,0.8999026666666666,-
Interoute,0001,133.743,-,0.8997635416666666,-
Interoute,0002,168.458,-,0.8997915625000001,-
Interoute,0003,129.055,-,0.8997414583333333,-
Interoute,0004,121.224,-,0.8997314999999995,-
Intranetwork,0000,1.817,216.226,0.899881,0.899881
Intranetwork,0001,1.861,213.099,0.89987,0.89987
Intranetwork,0002,1.668,213.382,0.899877,0.899877
Intranetwork,0003,1.967,218.391,0.899882,0.8998819999999998
Intranetwork,0004,1.903,202.986,0.899883,0.899883
Ion,0000,217.846,-,0.899488,-
Ion,0001,159.35,-,0.8995017500000002,-
Ion,0002,145.874,-,0.89941325,-
Ion,0003,139.537,-,0.89946325,-
Ion,0004,147.001,-,0.89945875,-
IowaStatewideFiberMap,0000,1.379,31.328,0.90000875,0.9000305
IowaStatewideFiberMap,0001,0.973,24.625,0.9000405,0.8999905
IowaStatewideFiberMap,0002,1.004,25.214,0.89998575,0.89999175
IowaStatewideFiberMap,0003,1.049,26.06,0.9000355,0.90003825
IowaStatewideFiberMap,0004,1.054,26.207,0.9000305,0.90003175
Iris,0000,4.076,1483.031,0.89988875,0.899934
Iris,0001,3.344,849.046,0.8998575,0.8999305
Iris,0002,3.712,809.274,0.89989675,0.89991
Iris,0003,4.681,769.447,0.899865,0.89988625
Iris,0004,3.685,755.292,0.899853,0.899853
Istar,0000,0.213,2.797,0.899945,0.899945
Istar,0001,0.211,2.866,0.899945,0.899945
Istar,0002,0.243,2.798,0.899944,0.899944
Istar,0003,0.242,2.817,0.8999479999999999,0.8999479999999999
Istar,0004,0.21,2.831,0.899949,0.899949
Itnet,0000,0.092,0.142,0.899995,0.899995
Itnet,0001,0.095,0.141,0.899994,0.899994
Itnet,0002,0.086,0.147,0.899995,0.899995
Itnet,0003,0.077,0.142,0.899994,0.899994
Itnet,0004,0.068,0.137,0.899995,0.899995
Janetbackbone,0000,1.164,20.049,0.900039,0.9000339166666668
Janetbackbone,0001,1.222,19.113,0.9000580833333334,0.9000625
Janetbackbone,0002,1.033,19.535,0.9000046666666667,0.9000416666666666
Janetbackbone,0003,1.41,19.039,0.9000345,0.900062
Janetbackbone,0004,2.103,33.361,0.900062,0.90004125
JanetExternal,0000,0.059,0.122,0.8999952,0.8999952
JanetExternal,0001,0.065,0.113,0.8999956,0.8999956
JanetExternal,0002,0.058,0.107,0.8999948,0.8999948
JanetExternal,0003,0.059,0.106,0.8999944,0.8999944
JanetExternal,0004,0.072,0.108,0.8999952,0.8999952
Janetlense,0000,0.357,4.29,0.9000423333333334,0.9000276666666666
Janetlense,0001,0.313,3.795,0.9000321666666665,0.9000061666666667
Janetlense,0002,0.325,4.013,0.9000505,0.9000245
Janetlense,0003,0.318,2.923,0.8999916666666666,0.9000294999999999
Janetlense,0004,0.414,3.719,0.900038,0.9000515
Jgn2Plus,0000,0.151,0.998,0.899963,0.899963
Jgn2Plus,0001,0.095,0.963,0.899966,0.899966
Jgn2Plus,0002,0.117,0.947,0.899964,0.899964
Jgn2Plus,0003,0.171,0.997,0.899959,0.899959
Jgn2Plus,0004,0.166,0.95,0.899959,0.899959
Karen,0000,0.347,5.894,0.9899956,0.9899956
Karen,0001,0.291,6.051,0.9899956,0.9899956
Karen,0002,0.317,5.746,0.9899958,0.9899958
Karen,0003,0.336,5.889,0.9899967,0.989996699999999
Karen,0004,0.353,5.651,0.9899964,0.9899964
KentmanApr2007,0000,0.221,2.576,0.89968,0.89968
KentmanApr2007,0001,0.226,2.662,0.89969,0.89969
KentmanApr2007,0002,0.194,2.391,0.89972,0.89972
KentmanApr2007,0003,0.269,2.577,0.89971,0.89971
KentmanApr2007,0004,0.304,2.705,0.89972,0.89972
KentmanAug2005,0000,0.342,5.793,0.8996516129032258,0.8996516129032258
KentmanAug2005,0001,0.346,5.789,0.8996580645161291,0.8996580645161291
KentmanAug2005,0002,0.338,5.612,0.8996258064516129,0.8996258064516129
KentmanAug2005,0003,0.288,5.651,0.8996516129032258,0.8996516129032258
KentmanAug2005,0004,0.351,5.823,0.8998064516129032,0.8998451612903225
KentmanFeb2008,0000,0.279,5.143,0.8997,0.8997
KentmanFeb2008,0001,0.257,5.238,0.9928224153211498,0.9928224153211498
KentmanFeb2008,0002,0.25,5.174,0.89968,0.89968
KentmanFeb2008,0003,0.29,5.174,0.89969,0.89969
KentmanFeb2008,0004,0.305,5.242,0.89966,0.89966
KentmanJan2011,0000,0.527,32.942,0.899932,0.899932
KentmanJan2011,0001,0.59,33.312,0.8999139999999999,0.899914
KentmanJan2011,0002,0.628,28.862,0.899913,0.899912999999998
KentmanJan2011,0003,0.506,33.538,0.89992,0.89992
KentmanJan2011,0004,0.586,32.504,0.8999329999999999,0.899933
KentmanJul2005,0000,0.159,0.588,0.8995294117647059,0.8995294117647059
KentmanJul2005,0001,0.163,0.591,0.8995294117647059,0.8995294117647059
KentmanJul2005,0002,0.184,0.714,0.8996470588235294,0.8996470588235294
KentmanJul2005,0003,0.162,0.588,0.8999193548387097,0.8999419354838709
KentmanJul2005,0004,0.176,0.62,0.8999064516129032,0.899916129032258
Kreonet,0000,0.088,0.222,0.8999992,0.8999992
Kreonet,0001,0.114,0.225,0.89999925,0.89999925
Kreonet,0002,0.104,0.23,0.89999925,0.89999925
Kreonet,0003,0.056,0.218,0.89999925,0.89999925
Kreonet,0004,0.053,0.233,0.89999925,0.89999925
LambdaNet,0000,1.67,67.733,0.899899,0.8999395
LambdaNet,0001,1.937,67.416,0.899962,0.8998895
LambdaNet,0002,2.295,69.603,0.8999265,0.8999240000000001
LambdaNet,0003,1.731,68.666,0.8999045,0.899911
LambdaNet,0004,1.717,67.119,0.8999705,0.8999645
Latnet,0000,3.524,928.874,0.89704,0.89704
Latnet,0001,3.587,903.172,0.89693,0.8969299999998839
Latnet,0002,3.402,872.614,0.89705,0.89705
Latnet,0003,3.572,994.589,0.8970899999999999,0.89709
Latnet,0004,3.502,1029.325,0.8970099999999999,0.89701
Layer42,0000,0.263,0.187,0.9000825,0.9000825
Layer42,0001,0.139,0.232,0.9000665,0.9000055
Layer42,0002,0.133,0.207,0.9000495,0.9000495
Layer42,0003,0.068,0.088,0.9745189999999999,0.9745189999999999
Layer42,0004,0.059,0.094,0.900035,0.900035
Litnet,0000,0.872,136.233,0.899897,0.899921
Litnet,0001,0.7,80.013,0.899929,0.899944
Litnet,0002,0.877,83.341,0.89996,0.899953
Litnet,0003,0.825,134.116,0.899909,0.899906
Litnet,0004,0.726,143.076,0.899901,0.899917
Marnet,0000,0.157,1.281,2.357032258064516,2.357032258064516
Marnet,0001,0.103,1.229,2.932135483870968,2.932135483870968
Marnet,0002,0.161,1.36,2.4704516129032257,2.4704516129032257
Marnet,0003,0.149,1.295,2.932141935483871,2.932141935483871
Marnet,0004,0.113,1.36,2.9321225806451614,2.9321225806451614
Marwan,0000,0.183,0.852,0.899847817380857,0.8998077693231878
Marwan,0001,0.241,0.952,0.8998398077693232,0.8997757308770524
Marwan,0002,0.456,1.271,0.8999185689494058,0.8999138966760112
Marwan,0003,0.165,0.866,0.8997864103590977,0.8997970898411427
Marwan,0004,0.238,0.879,0.8997997597116539,0.8997837404885863
Missouri,0000,13.091,2033.106,0.89975,3.4502031803131104
Missouri,0001,13.904,2026.439,0.8997495,3.564913749694824
Missouri,0002,13.43,1993.743,0.89977725,3.52253625
Missouri,0003,12.681,2033.321,0.8997545,3.5571491718292236
Missouri,0004,13.365,2077.657,0.899768,3.2094795
Mren,0000,0.04,0.058,0.899997,0.899997
Mren,0001,0.03,0.085,0.899997,0.899997
Mren,0002,0.029,0.092,0.899996,0.899996
Mren,0003,0.054,0.061,0.899998,0.899998
Mren,0004,0.059,0.091,0.899997,0.899997
Myren,0000,0.657,66.308,0.8999541800643087,0.8999590032154341
Myren,0001,0.66,61.001,0.899984,0.8999849999999999
Myren,0002,0.614,42.209,0.8997870967741934,0.8997548387096774
Myren,0003,0.606,30.717,0.89956,0.89956
