Topology,DemandFile,2-SR_SolveTime,2-SR_umax
BeyondTheNetwork,0003,53.295428721,0.89995125
BeyondTheNetwork,0004,7.672756164,0.8999796666666667
Bics,0000,2.70496056,0.8999818333333333
Bics,0001,1.812633121,0.899998
Bics,0002,2.369413193,0.9000230833333334
Bics,0003,2.742963781,0.9000026666666666
Bics,0004,1.774639794,0.9000355
Biznet,0000,1.417933264,0.89998
Biznet,0001,1.309230936,0.900021
Biznet,0002,1.140291963,0.9000225
Biznet,0003,1.697060841,0.900003
Biznet,0004,1.307590694,0.899972
Bren,0000,1.570537579,0.899938202247191
Bren,0001,1.953054191,0.8999073033707865
Bren,0002,1.58941703,0.8999719101123596
Bren,0003,1.320741897,0.8999775280898876
Bren,0004,2.061285694,0.899966
BsonetEurope,0000,0.538233422,0.9000718333333333
BsonetEurope,0001,2.115938971,0.9000701666666667
BsonetEurope,0002,0.287222443,0.9000453333333334
BsonetEurope,0003,0.452969086,0.9000133333333333
BsonetEurope,0004,0.837256853,0.90002075
BtAsiaPac,0000,11.528839186,0.9004351666666667
BtAsiaPac,0001,2.927194791,0.9000824999999999
BtAsiaPac,0002,12.057357013,0.900065
BtAsiaPac,0003,3.996544357,0.900072
BtAsiaPac,0004,1.628724964,0.900075
BtEurope,0000,1.807138463,0.8999935
BtEurope,0001,1.580321599,0.900071
BtEurope,0002,3.09435636,0.9000085
BtEurope,0003,0.752930873,0.9000345
BtEurope,0004,2.018526301,1.131795
BtLatinAmerica,0000,1.019054673,0.899748
BtLatinAmerica,0001,1.196995784,0.899738
BtLatinAmerica,0002,0.930034158,0.899758
BtLatinAmerica,0003,1.120240596,0.899746
BtLatinAmerica,0004,0.93543339,0.89975
BtNorthAmerica,0000,130.034579935,0.9000637361111111
BtNorthAmerica,0001,60.583040703,0.9000703333333334
BtNorthAmerica,0002,61.329661339,0.9058919166666666
BtNorthAmerica,0003,1665.847803007,0.9000590708333333
BtNorthAmerica,0004,25.351957515,0.9000465
Canerie,0000,1.026294589,0.900004
Canerie,0001,0.59429676,0.899958
Canerie,0002,1.192930761,0.899982
Canerie,0003,0.928476971,0.899998
Canerie,0004,1.22323153,0.899995
Carnet,0000,0.655037383,0.899842
Carnet,0001,0.604775576,0.899832
Carnet,0002,0.681702043,0.899832
Carnet,0003,0.657918807,0.899839
Carnet,0004,0.69438313,0.899834
Cernet,0000,3.694556109,0.9566365640100839
Cernet,0001,3.067677591,1.0418408287084282
Cernet,0002,2.259294791,1.0376085163490976
Cernet,0003,2.886690831,0.9492432
Cernet,0004,3.058293594,0.9283629001067106
Cesnet1993,0000,0.040946464,0.8981666666666667
Cesnet1993,0001,0.040225684,0.8975
Cesnet1993,0002,0.041576235,0.8975
Cesnet1993,0003,0.040838197,0.8975
Cesnet1993,0004,0.040781567,0.8985
Cesnet1997,0000,0.052939988,0.8994705882352941
Cesnet1997,0001,0.052018975,0.8995
Cesnet1997,0002,0.052003342,0.8994705882352941
Cesnet1997,0003,0.05416851,0.8993529411764706
Cesnet1997,0004,0.052030954,0.8993823529411765
Cesnet1999,0000,0.054029929,0.8998774193548387
Cesnet1999,0001,0.050535186,0.8998529411764706
Cesnet1999,0002,0.051719086,0.89925
Cesnet1999,0003,0.052810445,0.8992258064516129
Cesnet1999,0004,0.053860486,0.8998529411764706
Cesnet2001,0000,0.1449233,1.058107012680759
Cesnet2001,0001,0.149093724,1.058107012680759
Cesnet2001,0002,0.139970079,1.0581092801387684
Cesnet2001,0003,0.136539067,1.0581002103067303
Cesnet2001,0004,0.13590641,1.058107012680759
Cesnet200304,0000,1.621952384,0.900063
Cesnet200304,0001,1.088260893,0.8999583333333333
Cesnet200304,0002,1.160893784,0.900038
Cesnet200304,0003,1.143218176,0.900056
Cesnet200304,0004,1.159981249,0.8999533333333334
Cesnet200511,0000,1.794721064,0.9000446
Cesnet200511,0001,2.249406301,0.9000224
Cesnet200511,0002,3.436309024,0.9000015
Cesnet200511,0003,2.85624938,0.9000578
Cesnet200511,0004,2.528308619,0.9000306970646007
Cesnet200603,0000,2.2179482,0.9000072
Cesnet200603,0001,2.669997811,0.899922
Cesnet200603,0002,2.142719579,0.9000218
Cesnet200603,0003,2.364737771,0.9000397433508288
Cesnet200603,0004,2.260187977,0.8999903
Cesnet200706,0000,3.599110889,0.8999860207390297
Cesnet200706,0001,2.417258983,0.900002
Cesnet200706,0002,3.069825525,0.9000224
Cesnet200706,0003,3.811599451,0.9000258212870341
Cesnet200706,0004,3.143289032,0.9000144
Cesnet201006,0000,3.789451366,0.8999906894725408
Cesnet201006,0001,4.192436747,0.8999713561368332
Cesnet201006,0002,7.415546871,0.900027702634981
Cesnet201006,0003,6.251327067,0.8999928941511742
Cesnet201006,0004,4.013231009,0.8999566017490563
Chinanet,0000,14.574469627,0.900019375
Chinanet,0001,1054.851171936,1.0084203333333335
Chinanet,0002,36.356944245,0.8999895
Chinanet,0003,23.463526918,0.9000615
Chinanet,0004,117.041172666,0.95462775
Claranet,0000,0.407244429,0.900058
Claranet,0001,0.246487432,0.9000405
Claranet,0002,0.220866625,0.9000425
Claranet,0003,0.413277981,0.900046
Claranet,0004,0.179026006,0.900019
Cogentco,0000,1818.797310404,1.6349348958333332
Cogentco,0001,1819.75344093,1.701552875
Cogentco,0002,1819.173015103,1.73250228125
Cogentco,0003,1819.864061932,1.7316863125
Cogentco,0004,1819.025666506,1.5546565
Colt,0000,279.452730943,0.898647
Colt,0001,966.381443261,0.8986426666666667
Colt,0002,953.661409305,0.898828
Colt,0003,623.958258463,0.89866525
Colt,0004,449.691583869,0.8986765
Columbus,0000,51.741938384,0.8997413333333334
Columbus,0001,26.778972747,0.899769
Columbus,0002,106.24789893,0.899735
Columbus,0003,72.267355636,0.899746
Columbus,0004,149.638067273,0.8997755833333334
Compuserve,0000,0.360445569,0.8999277777777778
Compuserve,0001,25.411780734,0.8999111111111111
Compuserve,0002,1803.436820611,0.9000888888888889
Compuserve,0003,3.767394541,0.8998888888888888
Compuserve,0004,1.154194417,0.8998666666666667
CrlNetworkServices,0000,2.057077893,0.8991777777777777
CrlNetworkServices,0001,2.180208297,0.8986777777777778
CrlNetworkServices,0002,1.693645002,0.8986444444444445
CrlNetworkServices,0003,1.505041563,0.8986666666666666
CrlNetworkServices,0004,1.512014015,0.8986888888888889
Cudi,0000,1.337977223,0.8998870833333333
Cudi,0001,1.292870411,0.8999529166666667
Cudi,0002,1.240027074,0.8998883333333333
Cudi,0003,1.741496505,0.8998845833333333
Cudi,0004,1.036690314,0.8998883333333333
Cwix,0000,2.054518872,0.8988185185185186
Cwix,0001,2.505215967,0.8989444444444444
Cwix,0002,1.507684364,0.8989185185185185
Cwix,0003,2.013436852,0.8988555555555555
Cwix,0004,1.353202069,0.8989333333333334
Cynet,0000,0.244138567,0.8994971804511278
Cynet,0001,0.253548556,0.8994501879699248
Cynet,0002,0.241121956,0.8994736842105263
Cynet,0003,0.248627226,0.8995112781954887
Cynet,0004,0.2424435,0.8994736842105263
Darkstrand,0000,0.890368343,0.899999
Darkstrand,0001,0.86146682,0.89999875
Darkstrand,0002,0.577275458,0.900028
Darkstrand,0003,0.862417622,0.89998
Darkstrand,0004,0.76871048,0.89999675
Dataxchange,0000,0.047445563,1.0392666666666666
Dataxchange,0001,0.046551502,1.0802222222222222
Dataxchange,0002,0.064877741,1.2024
Dataxchange,0003,0.041248896,0.8999333333333334
Dataxchange,0004,0.041847525,1.432511111111111
Deltacom,0000,580.57017841,0.8996523736111111
Deltacom,0001,1083.236209261,0.8997158249999999
Deltacom,0002,597.086538066,0.8996205
Deltacom,0003,741.141776167,0.89969475
Deltacom,0004,922.728708289,0.8997179166666667
DeutscheTelekom,0000,1.635612903,0.900032
DeutscheTelekom,0001,1.022424958,0.899957
DeutscheTelekom,0002,0.488479939,0.899957
DeutscheTelekom,0003,1.574958925,0.900009
DeutscheTelekom,0004,1.433975757,0.89996
Dfn,0000,70.236718512,0.900042125
Dfn,0001,1172.989619082,0.90013475
Dfn,0002,274.505254261,0.90569
Dfn,0003,91.643150384,0.900027
Dfn,0004,422.327460743,0.904334625
DialtelecomCz,0000,1311.144251282,0.899297
DialtelecomCz,0001,1807.195678241,1.54252475
DialtelecomCz,0002,1630.587516663,0.8992525
DialtelecomCz,0003,881.502273652,0.89921575
DialtelecomCz,0004,1807.033636567,1.3284085
Digex,0000,1.02046281,0.8989555555555555
Digex,0001,0.686719172,0.8988
Digex,0002,1.11176098,0.8989111111111111
Digex,0003,0.975813959,0.8988
Digex,0004,1.172959276,0.8988277777777778
Easynet,0000,0.337313801,0.900018
Easynet,0001,0.248049683,0.9000065
Easynet,0002,0.225816422,0.9000555
Easynet,0003,0.225927378,0.900009
Easynet,0004,0.321136258,0.90005
Eenet,0000,0.110541985,0.9539915
Eenet,0001,0.055295678,0.9539885
Eenet,0002,0.053029568,0.953989
Eenet,0003,0.052421286,0.95399
Eenet,0004,0.052904211,0.953991
EliBackbone,0000,0.652157001,0.90004725
EliBackbone,0001,0.480444152,0.900027
EliBackbone,0002,1.132252159,0.9000708333333333
EliBackbone,0003,1.776165963,0.9000745
EliBackbone,0004,0.392430728,0.9000605
Epoch,0000,0.040362307,0.9926666666666667
Epoch,0001,0.103110159,0.9000333333333334
Epoch,0002,0.627664744,0.9000888888888889
Epoch,0003,0.110366252,0.9000555555555556
Epoch,0004,0.573759679,0.9001888888888889
Ernet,0000,0.438920091,0.8999745
Ernet,0001,0.996506582,0.899946
Ernet,0002,0.51755213,0.899949
Ernet,0003,0.64313918,0.899947
Ernet,0004,0.724485844,0.899949
Esnet,0000,33.362629552,0.8999883683159103
Esnet,0001,37.690333751,0.8999968
Esnet,0002,34.576684273,0.9000091603967652
Esnet,0003,20.598191892,0.9000409
Esnet,0004,39.04199403,0.9000476
Eunetworks,0000,0.120605534,0.900043
Eunetworks,0001,0.11700865,0.9000641666666668
Eunetworks,0002,0.310522575,0.9000308333333333
Eunetworks,0003,0.167305948,0.9000515
Eunetworks,0004,0.14080923,0.9000616666666666
Evolink,0000,1.027372637,0.899939
Evolink,0001,1.603315197,0.8999275
Evolink,0002,1.490232844,0.89995725
Evolink,0003,1.267174594,0.8999975
Evolink,0004,1.638267471,0.89997475
Fatman,0000,0.082171037,0.899978
Fatman,0001,0.077034764,0.899977
Fatman,0002,0.092672358,0.899971
Fatman,0003,0.076712691,0.899973
Fatman,0004,0.08722121,0.899973
Fccn,0000,0.255151932,0.899989
Fccn,0001,0.174239298,0.899969
Fccn,0002,0.190660493,0.900054
Fccn,0003,0.324090793,0.900002
Fccn,0004,0.322164932,0.89998
Forthnet,0000,2.272847837,0.8999888888888888
Forthnet,0001,3.053503712,0.8999883888888889
Forthnet,0002,3.092748376,0.8999891111111111
Forthnet,0003,2.449327988,0.8999876111111111
Forthnet,0004,4.031956064,0.8999896111111111
Funet,0000,0.592420586,0.8999835
Funet,0001,0.712178199,0.900001
Funet,0002,0.803885465,0.899978
Funet,0003,0.535009059,0.899961
Funet,0004,0.885975953,0.9000095
Gambia,0000,0.28692285,0.89968
Gambia,0001,0.196393298,0.89965
Gambia,0002,0.219304829,0.89968
Gambia,0003,0.20123608,0.899655
Gambia,0004,0.229466181,0.89966
Garr199901,0000,0.429914568,0.900039
Garr199901,0001,0.514570635,0.90006
Garr199901,0002,0.979518783,0.900069
Garr199901,0003,0.34155955,0.900056
Garr199901,0004,0.55454286,0.90005
Garr199904,0000,0.685677723,0.8999354838709678
Garr199904,0001,1.393875061,0.8999225806451613
Garr199904,0002,0.896497171,0.8999290322580645
Garr199904,0003,0.501016224,0.8999935483870968
Garr199904,0004,0.519072418,0.8999806451612903
Garr199905,0000,3.784753053,0.8999741935483871
Garr199905,0001,0.563796966,0.8999419354838709
Garr199905,0002,0.459599001,0.8999741935483871
Garr199905,0003,6.871945329,0.8999806451612903
Garr199905,0004,0.636027059,0.8999612903225807
Garr200109,0000,0.391387336,0.8999483870967742
Garr200109,0001,0.427747521,0.8999096774193548
Garr200109,0002,0.717249274,0.8999935483870968
Garr200109,0003,0.553021256,0.8999612903225807
Garr200109,0004,0.343765387,0.8999483870967742
Garr200112,0000,0.523149679,0.8999096774193548
Garr200112,0001,0.717353282,0.8999096774193548
Garr200112,0002,0.542829125,0.8999548387096774
Garr200112,0003,0.576595109,0.899916129032258
Garr200112,0004,0.53727291,0.8999483870967742
Garr200212,0000,0.521072321,0.8998451612903225
Garr200212,0001,0.715138192,0.8998838709677419
Garr200212,0002,1.066522859,0.8999290322580645
Garr200212,0003,0.662086553,0.8998559139784945
Garr200212,0004,0.569848492,0.8998193548387097
Garr200404,0000,0.724543207,0.8999548387096774
Garr200404,0001,0.382145703,0.8999096774193548
Garr200404,0002,0.383993235,0.8999483870967742
Garr200404,0003,3.69455098,0.8999612903225807
Garr200404,0004,0.378570939,0.9000064516129033
Garr200902,0000,15.150386269,0.900016
Garr200902,0001,16.669555444,0.899908
Garr200902,0002,16.040326419,0.900054
Garr200902,0003,6.405027998,0.899902
Garr200902,0004,24.882551231,0.9312188
Garr200908,0000,8.704181555,0.9000376
Garr200908,0001,9.454235768,0.9000232
Garr200908,0002,8.992068979,0.9461292
Garr200908,0003,18.243002862,0.90005015
Garr200908,0004,6.279144782,0.984247
Garr200909,0000,8.401209467,0.9585648
Garr200909,0001,7.554703066,0.8999169230769231
Garr200909,0002,18.653837817,0.9533252
Garr200909,0003,10.024080221,0.9000204
Garr200909,0004,9.688108279,0.9000216
Garr200912,0000,8.171913087,0.9467736
Garr200912,0001,8.227298984,0.9645333697524968
Garr200912,0002,7.402105257,0.8999138461538462
Garr200912,0003,7.558259718,0.8999261538461538
Garr200912,0004,11.654167886,0.9563068
Garr201001,0000,9.25473416,0.9720178
Garr201001,0001,10.426450594,1.0920346
Garr201001,0002,9.531947293,0.905651
Garr201001,0003,43.291850148,0.9061028
Garr201001,0004,8.878479906,1.007009
Garr201003,0000,10.734763576,0.900042
Garr201003,0001,9.15379816,1.0194407333333333
Garr201003,0002,10.264751811,0.8999184615384616
Garr201003,0003,11.614531878,0.8999230769230769
Garr201003,0004,8.376288703,0.8999169230769231
Garr201004,0000,25.977508839,0.9402784
Garr201004,0001,11.541298979,0.9769903333333336
Garr201004,0002,5.505097436,1.204614
Garr201004,0003,5.932472797,0.8999230769230769
Garr201004,0004,13.030727373,0.916602
Garr201005,0000,16.100803962,0.9000492
Garr201005,0001,9.28464412,0.9000136
Garr201005,0002,15.120519671,0.9000076
Garr201005,0003,8.92587063,0.9000488
Garr201005,0004,45.675227856,0.9234484
Garr201007,0000,9.325269419,0.8999246153846154
Garr201007,0001,9.380613651,1.119515
Garr201007,0002,8.198052463,0.9000072
Garr201007,0003,12.225884487,0.9000037593725377
Garr201007,0004,10.798503009,0.9600622166666668
Garr201008,0000,13.19338357,0.8999061538461538
Garr201008,0001,7.793969991,0.9000316
Garr201008,0002,11.395834894,0.9000456
Garr201008,0003,16.382602389,0.90001
Garr201008,0004,5.801626633,1.221674
Garr201010,0000,12.05362147,0.9000678
Garr201010,0001,10.657817561,0.9000228
Garr201010,0002,22.064630789,0.900063076923077
Garr201010,0003,8.810533585,0.8999724
Garr201010,0004,10.989077656,0.9000068
Garr201012,0000,10.435653684,0.9000304
Garr201012,0001,12.850425408,0.9000144
Garr201012,0002,8.279247997,0.9000388
Garr201012,0003,15.627783793,0.9000356405235537
Garr201012,0004,6.822290339,0.9000056
Garr201101,0000,11.15188375,0.9000332
Garr201101,0001,8.574632299,0.9000396
Garr201101,0002,51.543609553,0.9000192
Garr201101,0003,11.539655297,0.900052
Garr201101,0004,9.127053399,0.9000312
Garr201102,0000,1.805390629,0.89994
Garr201102,0001,5.932645164,0.89995
Garr201102,0002,8.444377496,0.899945
Garr201102,0003,5.612694112,0.89995
Garr201102,0004,9.296914647,0.899944
Garr201103,0000,3.314334375,0.899941
Garr201103,0001,2.074360254,0.899944
Garr201103,0002,10.673827342,0.899949
Garr201103,0003,7.757085702,0.899944
Garr201103,0004,10.09478059,0.899947
Garr201104,0000,3.439868163,0.899941
Garr201104,0001,11.28680537,0.899944
Garr201104,0002,3.035356422,0.8999715
Garr201104,0003,3.34943748,0.899941
Garr201104,0004,12.549527881,0.899939
Garr201105,0000,9.535200945,0.9000276
Garr201105,0001,6.984483303,0.899947
Garr201105,0002,1.974281491,0.899943
Garr201105,0003,12.953883942,0.8999761333333334
Garr201105,0004,10.98351895,0.9000248
Garr201107,0000,14.214207652,0.899945
Garr201107,0001,8.623619505,0.899946
Garr201107,0002,20.897849329,0.9000052
Garr201107,0003,10.093656779,0.899947
Garr201107,0004,10.183408023,0.899947
Garr201108,0000,8.182104021,0.899946
Garr201108,0001,6.059100303,0.8999884
Garr201108,0002,4.956839868,0.9
Garr201108,0003,8.859172221,0.9000012
Garr201108,0004,9.791680206,0.9000244
Garr201109,0000,7.120980019,0.9000136
Garr201109,0001,5.966342118,0.9000452
Garr201109,0002,6.180768963,0.9000052
Garr201109,0003,9.182452259,0.9000292
Garr201109,0004,6.87357808,0.8999792
Garr201110,0000,5.823168632,0.9000032
Garr201110,0001,7.568556737,0.9000146
Garr201110,0002,4.634844597,0.9000076
Garr201110,0003,6.456689236,0.900036
Garr201110,0004,5.891027712,0.9000104
Garr201111,0000,5.65836025,0.8999652
Garr201111,0001,8.550532775,0.9000048
Garr201111,0002,6.035977074,0.9000082
Garr201111,0003,8.618845913,0.9000032
Garr201111,0004,4.989304741,0.9000512
Garr201112,0000,5.752782403,0.900047
Garr201112,0001,9.180663597,0.9000424
Garr201112,0002,6.99535743,0.9000628
Garr201112,0003,7.247730678,0.899938
Garr201112,0004,7.748421621,0.8999672
Garr201201,0000,12.916284772,0.9000188
Garr201201,0001,10.878011562,0.9129236
Garr201201,0002,7.488668145,0.899976
Garr201201,0003,15.068508912,0.900014
Garr201201,0004,14.463926587,0.8999572
Gblnet,0000,0.032949998,0.899993
Gblnet,0001,0.03329874,0.899993
Gblnet,0002,0.032923898,0.899993
Gblnet,0003,0.033415414,0.899993
Gblnet,0004,0.032528344,0.899992
Geant2001,0000,40.467534689,0.9851657125
Geant2001,0001,0.981888983,0.899975884244373
Geant2001,0002,176.103492218,0.946154425
Geant2001,0003,2.895062968,0.9138616
Geant2001,0004,1.789691076,0.900048231511254
Geant2009,0000,3.391094275,0.9000567916666667
Geant2009,0001,20.388733246,0.9381512
Geant2009,0002,9.571695938,0.9000766
Geant2009,0003,4.234030724,0.900074075
Geant2009,0004,3.457758491,0.9000828208333334
Geant2010,0000,2.99560514,0.900041
Geant2010,0001,2.443287725,0.9000840305343512
Geant2010,0002,76.312612596,0.9000591145038168
Geant2010,0003,2.722400621,0.9000422
Geant2010,0004,2.444528294,0.9000558167938931
Geant2012,0000,3.610951464,0.90002385
Geant2012,0001,4.22252064,0.9000792
Geant2012,0002,4.761556178,0.9000500372139569
Geant2012,0003,4.703351618,0.9000734790766027
Geant2012,0004,3.647199498,0.9000744
Getnet,0000,0.258577316,0.9163555555555556
Getnet,0001,0.893406252,0.9123333333333333
Getnet,0002,0.323800349,0.9012444444444444
Getnet,0003,0.521627457,0.9037
Getnet,0004,0.154161384,0.9381444444444444
Globalcenter,0000,0.10694788,1.3514
Globalcenter,0001,0.086249608,1.6360666666666666
Globalcenter,0002,0.090609815,1.1823777777777777
Globalcenter,0003,0.083078758,1.3111111111111111
Globalcenter,0004,0.097221612,1.5756666666666668
Globenet,0000,54.302695566,0.899869
Globenet,0001,80.440267003,0.899849
Globenet,0002,83.58889327,0.899869
Globenet,0003,75.398178658,0.899863
Globenet,0004,12.460400256,0.899916
Goodnet,0000,24.51389584,0.8999555555555555
Goodnet,0001,4.121059069,0.941
Goodnet,0002,0.728819229,1.2745333333333333
Goodnet,0003,8.111663042,0.8999592592592592
Goodnet,0004,14.887851836,0.899975925925926
Grena,0000,0.075606187,0.899971
Grena,0001,0.070752646,0.899962
Grena,0002,0.073298817,0.899965
Grena,0003,0.072572006,0.899964
Grena,0004,0.073778334,0.899968
Gridnet,0000,8.347669056,0.9000333333333334
Gridnet,0001,1.717481574,0.9
Gridnet,0002,22.047325431,0.9000111111111111
Gridnet,0003,2.229543511,0.9000333333333334
Gridnet,0004,0.448042352,0.9000111111111111
Grnet,0000,1.910116697,0.899951
Grnet,0001,1.429082568,0.90002
Grnet,0002,1.860147967,0.899947
