Topology,DemandFile,TabuIGPWO,MIP,2-SR full,3-SR full,2-SRPP,2-SRPP-adj,3-SRPP,3-SRPP-adj,2-CG4SR,3-CG4SR
Cernet,0001,1801.381714586,3.067677591,0.761,193.026,0.501,1.26,0.8280000000000001,1.681,17.313224013,17.585931383
Cernet,0002,1802.861947081,2.259294791,0.711,157.672,0.43500000000000005,1.638,0.6960000000000001,2.434,15.314444576,15.178708469
Cernet,0003,1800.658706029,2.886690831,0.707,130.302,0.371,1.7349999999999999,0.628,2.0149999999999997,18.159022937,18.261143132
Cernet,0004,1800.957410103,3.058293594,0.754,168.446,0.372,0.6990000000000001,0.796,1.264,16.710511264,16.160369441
Cesnet1993,0000,1800.010602012,0.040946464,0.043,0.182,0.076,0.076,0.069,0.069,0.208353006,0.1986437
Cesnet1993,0001,1800.015408511,0.040225684,0.043,0.125,0.064,0.064,0.057999999999999996,0.057999999999999996,0.201931116,0.193887149
Cesnet1993,0002,1800.00272653,0.041576235,0.043,0.137,0.095,0.095,0.079,0.079,0.19443592,0.229523023
Cesnet1993,0003,1800.027630035,0.040838197,0.044,0.122,0.057999999999999996,0.057999999999999996,0.056999999999999995,0.056999999999999995,0.215152414,0.194545536
Cesnet1993,0004,1800.024089303,0.040781567,0.044,0.153,0.073,0.073,0.056999999999999995,0.056999999999999995,0.196496888,0.196036916
Cesnet1997,0000,1800.033729796,0.052939988,0.056,0.254,0.086,0.086,0.103,0.103,0.40010337,0.331524453
Cesnet1997,0001,1800.056219669,0.052018975,0.058,0.293,0.07500000000000001,0.07500000000000001,0.071,0.071,0.353202514,0.336135858
Cesnet1997,0002,1800.092100405,0.052003342,0.056,0.3,0.11000000000000001,0.11000000000000001,0.095,0.095,0.225241688,0.343972903
Cesnet1997,0003,1800.069491651,0.05416851,0.085,0.26,0.067,0.067,0.069,0.069,0.351354304,0.339814907
Cesnet1997,0004,1800.035129167,0.052030954,0.061,0.282,0.077,0.077,0.068,0.068,0.335920963,0.354148611
Cesnet1999,0000,1800.044055317,0.054029929,0.083,0.218,0.085,0.085,0.075,0.075,0.352028075,0.328355118
Cesnet1999,0001,1800.058547125,0.050535186,0.055,0.221,0.061,0.061,0.065,0.065,0.338207639,0.328893329
Cesnet1999,0002,1800.003027452,0.051719086,0.055,0.21,0.084,0.084,0.067,0.067,0.336674132,0.323682039
Cesnet1999,0003,1800.051195079,0.052810445,0.055,0.213,0.062,0.062,0.064,0.064,0.350625613,0.328689898
Cesnet1999,0004,1800.03078675,0.053860486,0.054,0.284,0.062,0.062,0.064,0.064,0.354344198,0.374569586
Cesnet2001,0000,1800.032121956,0.1449233,0.152,2.689,0.128,0.183,0.227,0.135,1.339081782,1.268960709
Cesnet2001,0001,1800.29301559,0.149093724,0.151,2.686,0.129,0.215,0.097,1.558,1.127008908,1.179205631
Cesnet2001,0002,1800.187001357,0.139970079,0.154,2.673,0.131,0.293,0.11399999999999999,0.25,1.175976828,1.167128154
Cesnet2001,0003,1800.475181573,0.136539067,0.151,2.46,0.097,0.176,0.099,0.194,1.154024061,1.263680879
Cesnet2001,0004,1800.095407632,0.13590641,0.15,2.765,0.098,0.22699999999999998,0.097,0.312,1.153169163,1.377651279
Cesnet200304,0000,1800.448867502,1.621952384,0.403,6.945,0.29,0.836,0.28200000000000003,1.5,4.190331791,3.983779425
Cesnet200304,0001,1800.004833662,1.088260893,0.313,7.167,0.279,0.752,0.214,1.253,3.78963607,3.61172596
Cesnet200304,0002,1800.561691022,1.160893784,0.342,6.902,0.34299999999999997,0.7629999999999999,0.28200000000000003,3.891,3.239906095,3.297391803
Cesnet200304,0003,1800.440874634,1.143218176,0.32,7.092,0.203,0.8499999999999999,0.27,1.3239999999999998,3.274157116,3.442287967
Cesnet200304,0004,1800.172687981,1.159981249,0.29,7.108,0.301,0.725,0.295,1.389,3.271847784,3.422919564
Cesnet200511,0000,1801.322368316,1.794721064,0.904,140.07,0.44399999999999995,0.44399999999999995,1.611,1.611,10.320020014,10.493307634
Cesnet200511,0001,1801.204673118,2.249406301,0.834,100.132,0.46799999999999997,0.46799999999999997,1.795,1.795,12.099326955,11.748224837
Cesnet200511,0002,1802.039523537,3.436309024,0.748,104.187,0.572,0.572,1.524,1.524,10.970534904,12.169055453
Cesnet200511,0003,1800.345341021,2.85624938,0.739,179.412,0.589,0.589,1.708,1.708,13.748258748,12.94039634
Cesnet200511,0004,1801.383606184,2.528308619,0.728,101.831,0.43399999999999994,0.43399999999999994,2.348,2.348,11.034353462,12.530373406
Cesnet200603,0000,1801.590851375,2.2179482,0.758,166.898,0.488,0.488,1.5879999999999999,1.5879999999999999,12.881945292,12.944367046
Cesnet200603,0001,1801.074757498,2.669997811,0.739,100.133,0.45499999999999996,0.45499999999999996,1.458,1.458,9.276823147,9.643492204
Cesnet200603,0002,1801.010138666,2.142719579,0.709,132.488,0.553,0.553,1.383,1.383,10.575604521,10.522717143
Cesnet200603,0003,1802.150992661,2.364737771,0.796,169.916,0.46699999999999997,0.46699999999999997,1.521,1.521,8.939178241,9.313791787
Cesnet200603,0004,1800.129299389,2.260187977,0.78,158.178,0.588,0.588,2.3680000000000003,2.3680000000000003,9.140645356,9.74295489
Cesnet200706,0000,1802.979438311,3.599110889,1.053,168.834,0.6739999999999999,0.6739999999999999,1.8800000000000001,1.8800000000000001,27.122957971,28.056438746
Cesnet200706,0001,1803.189396647,2.417258983,1.041,182.861,0.531,0.531,2.019,2.019,21.850985555,23.13345313
Cesnet200706,0002,1801.835401005,3.069825525,1.024,190.399,0.495,0.495,1.639,1.639,25.6157086,23.744229338
Cesnet200706,0003,1800.05744063,3.811599451,1.283,171.558,0.613,0.613,2.6159999999999997,2.6159999999999997,26.929014017,27.957862006
Cesnet200706,0004,1803.080074616,3.143289032,0.903,192.746,0.5710000000000001,0.5710000000000001,2.459,2.459,26.579849079,24.867455356
Cesnet201006,0000,1800.950156714,3.789451366,1.97,509.223,1.078,3.653,11.445,12.928,57.829423034,55.435357524
Cesnet201006,0001,1801.959396798,4.192436747,2.133,551.261,1.2069999999999999,2.919,11.386000000000001,12.422,60.092406579,55.054307945
Cesnet201006,0002,1802.362336001,7.415546871,2.132,518.804,1.251,2.2279999999999998,15.67,12.309999999999999,63.611115373,64.054491612
Cesnet201006,0003,1804.457251637,6.251327067,2.534,485.324,1.585,2.3979999999999997,16.378,12.344000000000001,57.870573825,59.538778645
Cesnet201006,0004,1801.488409315,4.013231009,2.118,488.031,1.216,3.332,15.909,17.285999999999998,57.672692031,60.888387259
Chinanet,0000,1800.657321873,14.574469627,6.449,1623.143,6.438,6.438,117.7,117.7,34.926446089,32.464129636
Chinanet,0001,1804.801741913,1054.851171936,9.935,1814.989,14.764,14.764,208.92000000000002,208.92000000000002,34.800664016,34.678251874
Chinanet,0002,1800.238293814,36.356944245,7.585,1635.42,14.763,14.763,223.095,223.095,-,44.44924599
Chinanet,0003,1804.758933039,23.463526918,3.65,359.744,11.699,11.699,140.899,140.899,30.716528397,30.070546451
Chinanet,0004,1801.207373297,117.041172666,6.239,1588.503,10.841,10.841,781.624,781.624,38.745080548,33.356159502
Claranet,0000,1800.018038268,0.407244429,0.194,0.934,0.256,0.256,0.523,0.523,0.85448095,0.905862049
Claranet,0001,1800.027883497,0.246487432,0.12,0.675,0.14900000000000002,0.14900000000000002,0.368,0.368,0.541537627,0.731537064
Claranet,0002,1800.04043423,0.220866625,0.091,0.534,0.216,0.216,0.639,0.639,0.583441203,1.057850976
Claranet,0003,1800.068307507,0.413277981,0.118,0.642,0.171,0.171,0.49,0.49,0.871124001,0.858440515
Claranet,0004,1800.026660757,0.179026006,0.089,0.57,0.157,0.157,0.32799999999999996,0.32799999999999996,0.525168578,0.507546534
Cogentco,0000,-,1818.797310404,761.179,-,489.974,489.974,-,-,-,-
Cogentco,0001,-,1819.75344093,837.743,-,549.4699999999999,549.4699999999999,-,-,-,-
Cogentco,0002,2078.914552979,1819.173015103,828.703,-,518.286,518.286,-,-,-,-
Cogentco,0003,-,1819.864061932,933.462,-,601.7679999999999,601.7679999999999,-,-,-,-
Cogentco,0004,-,1819.025666506,918.932,-,596.226,596.226,-,-,-,-
Colt,0000,1832.02353058,279.452730943,310.203,-,109.762,109.762,2060.847,2060.847,-,-
Colt,0001,1870.184084448,966.381443261,318.665,-,118.834,118.834,2079.6420000000003,2079.6420000000003,-,-
Colt,0002,1836.980584952,953.661409305,311.706,-,126.258,126.258,2082.3,2082.3,-,-
Colt,0003,1820.299552723,623.958258463,299.095,-,106.214,106.214,1960.433,1960.433,-,-
Colt,0004,1843.023583292,449.691583869,287.598,-,111.91799999999999,111.91799999999999,2071.038,2071.038,-,-
Columbus,0000,1803.493949685,51.741938384,15.448,-,9.734,9.734,271.749,271.749,219.266823503,221.730140258
Columbus,0001,1813.352900619,26.778972747,14.134,-,8.823,8.823,179.856,179.856,209.904651455,213.301755233
Columbus,0002,1801.991961123,106.24789893,14.765,-,9.516,9.516,209.112,209.112,219.685894255,229.345969255
Columbus,0003,1809.958299201,72.267355636,14.244,2039.514,9.097,9.097,259.116,259.116,210.307702958,214.167620444
Columbus,0004,1808.386459427,149.638067273,19.298,-,10.081999999999999,10.081999999999999,181.203,181.203,220.435824184,219.839597709
Compuserve,0000,1800.031268668,0.360445569,1.416,1.481,1.564,1.564,0.65,0.65,1.421760875,1.408828213
Compuserve,0001,1800.008538286,25.411780734,3.829,2.699,0.869,0.869,2.015,2.015,1.089826917,1.068889781
Compuserve,0002,1800.024635412,1803.436820611,3.156,9.132,4.625,4.625,9.827,9.827,1.158050947,0.850779654
Compuserve,0003,1800.059291205,3.767394541,1.499,1.015,0.28200000000000003,0.28200000000000003,1.192,1.192,1.292017677,1.417917814
Compuserve,0004,1800.10839935,1.154194417,0.807,1.337,1.129,1.129,1.093,1.093,1.361062005,1.608642983
CrlNetworkServices,0000,1800.174559506,2.057077893,0.983,25.322,0.868,0.868,2.97,2.97,5.156847263,5.83897136
CrlNetworkServices,0001,1800.804032858,2.180208297,0.73,22.895,0.7999999999999999,0.7999999999999999,3.46,3.46,5.999963291,6.12121554
CrlNetworkServices,0002,1800.508150588,1.693645002,1.019,22.119,0.87,0.87,2.807,2.807,5.774607652,6.160668264
CrlNetworkServices,0003,1800.199551392,1.505041563,1.039,22.155,0.861,0.861,4.282,4.282,5.21312802,5.676935971
CrlNetworkServices,0004,1801.404298987,1.512014015,0.982,22.094,0.87,0.87,4.267,4.267,5.74631373,5.644019561
Cudi,0000,1800.831045009,1.337977223,1.421,183.279,0.271,0.271,0.327,0.327,31.851823546,31.327850903
Cudi,0001,1802.522887457,1.292870411,1.431,186.267,0.28500000000000003,0.28500000000000003,0.358,0.358,31.631386878,31.778951771
Cudi,0002,1801.695764138,1.240027074,1.45,194.409,0.279,0.279,0.328,0.328,32.302069705,33.001581428
Cudi,0003,1803.84711483,1.741496505,1.602,191.918,0.28200000000000003,0.28200000000000003,0.311,0.311,32.11494414,32.165739506
Cudi,0004,1801.228829977,1.036690314,1.342,181.524,0.276,0.276,0.324,0.324,31.445406535,31.433504191
Cwix,0000,1800.024873648,2.054518872,1.002,28.68,0.765,0.765,5.9639999999999995,5.9639999999999995,7.578468315,7.535326927
Cwix,0001,1801.067265265,2.505215967,1.351,30.969,1.2630000000000001,1.2630000000000001,4.87,4.87,9.454907657,9.380795425
Cwix,0002,1800.794929683,1.507684364,1.061,28.318,0.705,0.705,3.967,3.967,7.418326031,6.998616178
Cwix,0003,1800.346279878,2.013436852,1.19,30.111,0.721,0.721,5.675,5.675,7.602687613,8.064397639
Cwix,0004,1800.26994816,1.353202069,1.08,27.652,0.979,0.979,5.874,5.874,7.910043196,7.700673314
Cynet,0000,1800.669213908,0.244138567,0.331,6.637,0.128,0.128,0.136,0.136,2.386796546,2.586454188
Cynet,0001,1800.361749389,0.253548556,0.298,6.93,0.131,0.131,0.14600000000000002,0.14600000000000002,2.831987892,2.788954421
Cynet,0002,1801.23401112,0.241121956,0.306,6.713,0.156,0.156,0.135,0.135,2.241293175,2.534851746
Cynet,0003,1800.8101925,0.248627226,0.343,6.831,0.13,0.13,0.14600000000000002,0.14600000000000002,2.336601944,2.584208374
Cynet,0004,1800.94515018,0.2424435,0.296,6.775,0.141,0.141,0.136,0.136,2.562167567,2.759746884
Darkstrand,0000,1800.775296037,0.890368343,0.473,11.161,0.361,0.361,1.466,1.466,2.815872158,2.590048631
Darkstrand,0001,1800.362888349,0.86146682,0.676,11.269,0.583,0.583,1.999,1.999,2.651130446,2.640651001
Darkstrand,0002,1800.308164671,0.577275458,0.666,10.994,0.506,0.506,1.225,1.225,2.641651461,2.607396499
Darkstrand,0003,1800.852785584,0.862417622,0.522,11.535,0.372,0.372,1.256,1.256,2.675459641,2.582350974
Darkstrand,0004,1800.401667059,0.76871048,0.693,11.086,0.488,0.488,1.357,1.357,2.603366091,2.752801615
Dataxchange,0000,1800.026126039,0.047445563,0.051,0.062,0.062,0.062,0.08499999999999999,0.08499999999999999,0.159783828,0.170775387
Dataxchange,0001,1800.014616579,0.046551502,0.046,0.058,0.065,0.065,0.089,0.089,0.197999072,0.193850155
Dataxchange,0002,1800.002703207,0.064877741,0.061,0.059,0.063,0.063,0.08399999999999999,0.08399999999999999,0.170144628,0.168440328
Dataxchange,0003,1800.002432291,0.041248896,0.074,0.054,0.083,0.083,0.079,0.079,0.167515376,0.170250897
Dataxchange,0004,1800.005785803,0.041847525,0.04,0.053,0.078,0.078,0.088,0.088,0.165709372,0.197582926
Deltacom,0000,1897.194873795,580.57017841,140.999,-,106.78,106.78,-,-,-,-
Deltacom,0001,1855.743654971,1083.236209261,146.708,-,138.62800000000001,138.62800000000001,-,-,-,-
Deltacom,0002,1886.225651205,597.086538066,121.307,-,92.3,92.3,-,-,-,-
Deltacom,0003,1887.291732621,741.141776167,128.827,-,105.486,105.486,-,-,-,-
Deltacom,0004,1842.183334884,922.728708289,142.172,-,109.301,109.301,-,-,-,-
DeutscheTelekom,0000,1800.380704693,1.635612903,0.834,24.406,1.4909999999999999,1.4909999999999999,20.226999999999997,20.226999999999997,6.917417075,6.700640022
DeutscheTelekom,0001,1800.055548175,1.022424958,0.717,22.189,0.741,0.741,11.794,11.794,4.833539963,5.138407717
DeutscheTelekom,0002,1800.394724545,0.488479939,0.842,21.824,0.737,0.737,11.347,11.347,4.67446237,4.588910496
DeutscheTelekom,0003,1800.875260955,1.574958925,0.83,23.97,0.706,0.706,11.345,11.345,5.52774012,4.942218601
DeutscheTelekom,0004,1800.029555971,1.433975757,0.754,21.578,0.6699999999999999,0.6699999999999999,16.368000000000002,16.368000000000002,4.757021679,4.613235237
Dfn,0000,1800.446400861,70.236718512,6.672,1530.257,5.5169999999999995,5.5169999999999995,129.96200000000002,129.96200000000002,120.797057579,121.850157744
Dfn,0001,1808.039025848,1172.989619082,48.347,1861.728,30.201,30.201,597.307,597.307,197.547543666,173.251923641
Dfn,0002,1804.83066129,274.505254261,16.963,1876.723,13.557,13.557,264.361,264.361,216.974269028,185.625741654
Dfn,0003,1801.098636887,91.643150384,14.508,1874.872,11.381,11.381,375.101,375.101,234.710986196,240.619398181
Dfn,0004,1806.578386974,422.327460743,14.489,1916.705,12.675,12.675,317.335,317.335,229.888180217,213.305405174
DialtelecomCz,0000,1910.016994026,1311.144251282,200.537,-,119.33500000000001,119.33500000000001,1819.283,1819.283,-,-
DialtelecomCz,0001,1800.734721053,1807.195678241,196.085,-,121.203,121.203,2040.993,2040.993,-,-
DialtelecomCz,0002,1924.995531155,1630.587516663,203.419,-,177.95999999999998,177.95999999999998,2043.589,2043.589,-,-
DialtelecomCz,0003,1952.282303187,881.502273652,203.143,-,109.45700000000001,109.45700000000001,1601.288,1601.288,-,-
DialtelecomCz,0004,1979.513882514,1807.033636567,208.043,-,124.022,124.022,2039.918,2039.918,-,-
Digex,0000,1800.502923201,1.02046281,0.955,18.436,0.534,0.534,3.335,3.335,4.158403268,4.665134584
Digex,0001,1800.617035144,0.686719172,0.797,18.769,0.522,0.522,3.121,3.121,4.154321542,4.554323661
Digex,0002,1800.003829771,1.11176098,0.75,18.769,0.614,0.614,3.032,3.032,4.208386174,4.022727832
Digex,0003,1800.127214269,0.975813959,0.714,18.871,0.754,0.754,3.265,3.265,4.201180643,4.304068913
Digex,0004,1800.594478344,1.172959276,0.887,19.211,0.718,0.718,4.887,4.887,4.43344708,4.325993377
Easynet,0000,1800.053863353,0.337313801,0.322,1.816,0.21200000000000002,0.21200000000000002,0.745,0.745,1.146660423,1.078952856
Easynet,0001,1800.214465207,0.248049683,0.17,1.831,0.21200000000000002,0.21200000000000002,0.599,0.599,0.965783417,1.011580022
Easynet,0002,1800.158709203,0.225816422,0.169,1.78,0.269,0.269,0.711,0.711,1.125291096,0.961057598
Easynet,0003,1800.122418927,0.225927378,0.224,2.004,0.24300000000000002,0.24300000000000002,0.8059999999999999,0.8059999999999999,1.235786889,1.087103176
Easynet,0004,1800.238701561,0.321136258,0.197,2.019,0.232,0.232,0.742,0.742,1.111830484,1.072757262
Eenet,0000,1800.094346019,0.110541985,0.059,0.332,0.067,0.477,0.084,0.193,0.355688446,0.346869958
Eenet,0001,1800.087811959,0.055295678,0.058,0.291,0.067,0.5660000000000001,0.069,0.134,0.371945301,0.379127387
Eenet,0002,1800.028866719,0.053029568,0.06,0.349,0.098,0.107,0.108,0.12,0.272382667,0.335261684
Eenet,0003,1800.041254739,0.052421286,0.057,0.28,0.066,0.21100000000000002,0.088,0.144,0.238281252,0.373190056
Eenet,0004,1800.001723961,0.052904211,0.059,0.328,0.091,0.14300000000000002,0.072,0.135,0.385542684,0.339708943
EliBackbone,0000,1800.147208008,0.652157001,0.372,5.627,0.638,0.638,3.419,3.419,1.939065518,2.016004126
EliBackbone,0001,1800.374486467,0.480444152,0.497,4.618,0.534,0.534,3.205,3.205,1.222878785,1.115546744
EliBackbone,0002,1800.058784962,1.132252159,0.714,6.834,0.666,0.666,8.044,8.044,1.477406765,1.402244535
EliBackbone,0003,1800.07958655,1.776165963,0.589,9.395,1.145,1.145,6.739,6.739,1.934415467,2.16646561
EliBackbone,0004,1800.186424126,0.392430728,0.476,5.889,0.682,0.682,2.847,2.847,1.631654794,1.842780118
Epoch,0000,1800.001541608,0.040362307,0.042,0.064,0.092,0.092,0.164,0.164,0.166117483,0.19837955
Epoch,0001,1800.010038421,0.103110159,0.126,0.376,0.095,0.095,0.22,0.22,0.16585239,0.167387102
Epoch,0002,1800.008737744,0.627664744,0.424,1.933,0.514,0.514,2.642,2.642,0.192498379,0.181385783
Epoch,0003,1800.011160572,0.110366252,0.211,0.162,0.186,0.186,0.18,0.18,0.172579138,0.189796361
Epoch,0004,1800.008185508,0.573759679,0.389,2.175,0.532,0.532,1.501,1.501,0.173815133,0.166161423
Ernet,0000,1800.136710474,0.438920091,0.488,9.471,0.28700000000000003,0.28700000000000003,0.553,0.553,3.227123905,3.296312011
Ernet,0001,1800.021951507,0.996506582,0.604,9.413,0.372,0.372,0.82,0.82,4.918505645,4.353605125
Ernet,0002,1800.359013907,0.51755213,0.495,9.586,0.437,0.437,0.619,0.619,3.955623538,4.322690585
Ernet,0003,1800.098412108,0.64313918,0.451,9.622,0.386,0.386,0.599,0.599,3.703860649,3.257253063
Ernet,0004,1800.537419617,0.724485844,0.43,9.524,0.339,0.339,0.526,0.526,3.935674159,3.883534051
Esnet,0000,1801.193264852,33.362629552,6.611,1962.244,2.722,9.146,36.36,64.01100000000001,263.783586984,261.972958452
Esnet,0001,1801.434989582,37.690333751,6.492,2020.642,2.578,4.79,24.391000000000002,62.625,220.074492164,246.766685807
Esnet,0002,1812.135781814,34.576684273,6.453,1964.75,2.592,4.67,26.813,41.027,256.455001109,264.251804466
Esnet,0003,1800.59642005,20.598191892,6.317,1964.51,2.684,6.578,22.944,50.437,268.323595811,254.278017647
Esnet,0004,1803.416857371,39.04199403,6.281,2013.436,2.641,5.8100000000000005,30.828,39.717,243.136479392,242.15519117
Eunetworks,0000,1800.15411146,0.120605534,0.201,0.518,0.152,0.152,0.326,0.326,0.432319329,0.58130388
Eunetworks,0001,1800.002230084,0.11700865,0.124,0.505,0.135,0.135,0.31,0.31,0.540983736,0.483019469
Eunetworks,0002,1800.04263629,0.310522575,0.18,0.533,0.127,0.127,0.265,0.265,0.507119927,0.552669279
Eunetworks,0003,1800.004258286,0.167305948,0.113,0.555,0.138,0.138,0.294,0.294,0.409619599,0.419575961
Eunetworks,0004,1800.035472276,0.14080923,0.129,0.57,0.225,0.225,0.268,0.268,0.421392715,0.440503407
Evolink,0000,1800.391491373,1.027372637,0.877,27.734,0.548,0.548,2.6270000000000002,2.6270000000000002,7.750172437,7.991498218
Evolink,0001,1801.426519165,1.603315197,1.061,28.473,0.586,0.586,2.705,2.705,9.215416938,9.286980775
Evolink,0002,1800.314106654,1.490232844,1.119,28.853,0.6819999999999999,0.6819999999999999,3.3840000000000003,3.3840000000000003,8.97372738,9.61469018
Evolink,0003,1800.038785889,1.267174594,0.921,27.184,0.579,0.579,2.8970000000000002,2.8970000000000002,8.504504317,8.212228057
Evolink,0004,1800.0742567,1.638267471,1.09,27.429,0.583,0.583,3.105,3.105,8.694370177,8.589084099
Fatman,0000,1800.143273168,0.082171037,0.167,0.873,0.164,0.164,0.308,0.308,0.60752296,0.626522325
Fatman,0001,1800.131324659,0.077034764,0.181,0.909,0.143,0.143,0.261,0.261,0.572644354,0.616646588
Fatman,0002,1800.032923311,0.092672358,0.11,0.88,0.154,0.154,0.28400000000000003,0.28400000000000003,0.629695124,0.571492954
Fatman,0003,1800.076193681,0.076712691,0.168,0.884,0.144,0.144,0.261,0.261,0.593045398,0.67086973
Fatman,0004,1800.038149449,0.08722121,0.148,0.926,0.147,0.147,0.269,0.269,0.588970298,0.692266068
Fccn,0000,1800.215629998,0.255151932,0.22,2.724,0.157,0.157,0.21999999999999997,0.21999999999999997,1.479967769,1.467907885
Fccn,0001,1800.219446762,0.174239298,0.243,2.782,0.155,0.155,0.191,0.191,1.448711352,1.288635412
Fccn,0002,1800.263036625,0.190660493,0.239,2.73,0.17400000000000002,0.17400000000000002,0.287,0.287,1.418993615,1.209005972
Fccn,0003,1800.014765485,0.324090793,0.242,2.759,0.161,0.161,0.2,0.2,1.616824869,1.753404163
Fccn,0004,1800.286041532,0.322164932,0.26,2.887,0.146,0.146,0.22999999999999998,0.22999999999999998,1.374570833,1.349180969
Forthnet,0000,1801.611184254,2.272847837,2.325,528.282,0.305,0.305,0.318,0.318,79.360855606,79.275273506
Forthnet,0001,1806.154110062,3.053503712,2.351,497.426,0.318,0.318,0.351,0.351,86.76039443,89.479038794
Forthnet,0002,1804.872287176,3.092748376,2.23,516.425,0.378,0.378,0.367,0.367,81.385195175,75.347370889
Forthnet,0003,1809.805643819,2.449327988,2.331,522.784,0.317,0.317,0.33399999999999996,0.33399999999999996,86.592162818,90.525994444
Forthnet,0004,1803.761952658,4.031956064,2.35,621.637,0.385,0.385,0.353,0.353,91.049050422,93.194369986
Funet,0000,1800.706326708,0.592420586,0.473,8.381,0.46499999999999997,0.46499999999999997,1.514,1.514,1.915393026,2.296490183
Funet,0001,1800.365954164,0.712178199,0.395,8.302,0.391,0.391,1.428,1.428,2.247524832,2.263704008
Funet,0002,1800.102325768,0.803885465,0.377,8.103,0.328,0.328,1.512,1.512,1.92311395,2.054153507
Funet,0003,1800.101084924,0.535009059,0.483,8.008,0.35,0.35,1.4529999999999998,1.4529999999999998,2.072083597,2.104372191
Funet,0004,1800.016753205,0.885975953,0.481,7.946,0.391,0.391,1.351,1.351,2.071043012,2.164134458
Gambia,0000,1800.798792084,0.28692285,0.245,6.305,0.157,0.157,0.277,0.277,1.879582872,1.827884472
Gambia,0001,1800.074230335,0.196393298,0.278,6.653,0.172,0.172,0.206,0.206,2.078509352,2.43579433
Gambia,0002,1800.851478943,0.219304829,0.24,6.225,0.19799999999999998,0.19799999999999998,0.195,0.195,2.138966574,2.252258395
Gambia,0003,1800.545280974,0.20123608,0.329,6.651,0.182,0.182,0.208,0.208,2.140751392,1.833736365
Gambia,0004,1800.030720578,0.229466181,0.329,6.732,0.183,0.183,0.2,0.2,2.015951026,2.40840374
Garr199901,0000,1800.032330791,0.429914568,0.245,0.722,0.176,0.176,0.273,0.273,0.593834709,0.59088309
Garr199901,0001,1800.159645556,0.514570635,0.822,1.206,0.402,0.402,1.045,1.045,0.93783665,0.848248348
Garr199901,0002,1800.017404355,0.979518783,0.216,0.788,0.242,0.242,0.367,0.367,0.752994112,0.751833267
Garr199901,0003,1800.008347681,0.34155955,0.173,0.969,0.177,0.177,0.32199999999999995,0.32199999999999995,0.576110201,0.67482718
Garr199901,0004,1800.068211367,0.55454286,0.154,0.866,0.207,0.207,0.38,0.38,0.69800753,0.579547025
Garr199904,0000,1800.171373465,0.685677723,0.255,2.438,0.20500000000000002,0.20500000000000002,0.23199999999999998,0.23199999999999998,1.552705888,1.816125083
Garr199904,0001,1800.39683473,1.393875061,0.269,2.311,0.23800000000000002,0.23800000000000002,0.431,0.431,1.368316816,1.372549245
Garr199904,0002,1800.0010007,0.896497171,0.203,2.41,0.184,0.184,0.33599999999999997,0.33599999999999997,1.543303214,1.556201978
Garr199904,0003,1800.06201441,0.501016224,0.258,2.31,0.311,0.311,0.369,0.369,1.637011154,1.719204824
Garr199904,0004,1800.32276394,0.519072418,0.28,2.562,0.216,0.216,0.262,0.262,1.274461175,1.30442457
Garr199905,0000,1800.191798367,3.784753053,0.711,3.02,0.7270000000000001,0.7270000000000001,1.355,1.355,1.833807806,1.928782713
Garr199905,0001,1800.194082449,0.563796966,0.36,2.425,0.192,0.192,0.22399999999999998,0.22399999999999998,1.604338276,1.651605468
Garr199905,0002,1800.095204393,0.459599001,0.227,2.523,0.173,0.173,0.271,0.271,1.505699147,1.634297547
Garr199905,0003,1800.427861674,6.871945329,0.721,2.675,1.2129999999999999,1.2129999999999999,0.6890000000000001,0.6890000000000001,2.11234614,2.615002896
Garr199905,0004,1800.286623219,0.636027059,0.218,2.534,0.23199999999999998,0.23199999999999998,0.312,0.312,1.290368009,1.428488694
Garr200109,0000,1800.103946983,0.391387336,0.183,1.937,0.181,0.181,0.412,0.412,1.436964805,1.613785163
Garr200109,0001,1800.059766736,0.427747521,0.181,2.028,0.257,0.257,0.203,0.203,1.360981587,1.293331285
Garr200109,0002,1800.325176818,0.717249274,0.305,2.029,0.20400000000000001,0.20400000000000001,0.301,0.301,1.181079696,1.228011729
Garr200109,0003,1800.223266838,0.553021256,0.235,2.064,0.201,0.201,0.196,0.196,1.247294663,1.362488553
Garr200109,0004,1800.233873912,0.343765387,0.297,2.2,0.177,0.177,0.246,0.246,1.140906363,1.102770511
Garr200112,0000,1800.444803073,0.523149679,0.294,2.829,0.222,0.222,0.33799999999999997,0.33799999999999997,1.633607211,1.718375861
Garr200112,0001,1800.13498101,0.717353282,0.273,2.81,0.161,0.161,0.246,0.246,1.792526459,1.872743361
Garr200112,0002,1800.262385851,0.542829125,0.315,2.823,0.221,0.221,0.25,0.25,1.72355675,1.826055393
Garr200112,0003,1800.149319827,0.576595109,0.282,2.792,0.183,0.183,0.236,0.236,1.556963969,1.589593041
Garr200112,0004,1800.004228847,0.53727291,0.258,2.804,0.215,0.215,0.268,0.268,1.485319053,1.67703292
Garr200212,0000,1800.336247041,0.521072321,0.292,4.781,0.176,0.176,0.338,0.338,2.366715934,2.096921713
Garr200212,0001,1800.646698122,0.715138192,0.313,5.105,0.39699999999999996,0.39699999999999996,0.356,0.356,2.282469915,2.523309467
Garr200212,0002,1800.092676177,1.066522859,0.283,4.887,0.38,0.38,0.304,0.304,2.28875256,2.066022884
Garr200212,0003,1800.248778857,0.662086553,0.261,4.872,0.278,0.278,0.259,0.259,2.206361244,2.363739469
