Topology,DemandFile,TabuIGPWO,MIP,2-SR full,3-SR full,2-SRPP,2-SRPP-adj,3-SRPP,3-SRPP-adj,2-CG4SR,3-CG4SR
Garr200212,0004,1800.372087677,0.569848492,0.241,4.715,0.251,0.251,0.242,0.242,2.18418957,2.156673097
Garr200404,0000,1800.15265471,0.724543207,0.387,1.912,0.44,0.44,0.23500000000000001,0.23500000000000001,1.450067321,1.522496778
Garr200404,0001,1800.057611472,0.382145703,0.186,2.094,0.145,0.145,0.22,0.22,1.160959255,1.200553064
Garr200404,0002,1800.018507643,0.383993235,0.263,2.119,0.20500000000000002,0.20500000000000002,0.321,0.321,1.407139693,1.274349817
Garr200404,0003,1800.202917483,3.69455098,0.214,2.377,0.63,0.63,0.897,0.897,1.47878877,1.513961572
Garr200404,0004,1800.170872047,0.378570939,0.172,2.036,0.211,0.211,0.261,0.261,1.290008924,1.318627609
Garr200902,0000,1800.65776883,15.150386269,2.901,909.1,1.323,4.976,6.6000000000000005,9.857,106.71312496,107.588438611
Garr200902,0001,1800.960004504,16.669555444,2.771,844.73,0.859,1.295,4.365,7.423,77.789198175,78.765268749
Garr200902,0002,1800.200516942,16.040326419,2.517,844.048,1.355,3.8209999999999997,6.398,9.256,77.9266471,77.173664407
Garr200902,0003,1801.630638937,6.405027998,2.192,433.45,0.8899999999999999,2.1029999999999998,3.668,5.772,59.942964694,60.609166472
Garr200902,0004,1801.035487563,24.882551231,2.857,804.326,1.176,3.32,4.625,15.768999999999998,82.724002401,81.49968231
Garr200908,0000,1804.724583288,8.704181555,2.175,889.896,1.234,2.8630000000000004,6.5249999999999995,8.818000000000001,86.693382263,83.712087897
Garr200908,0001,1805.021792154,9.454235768,2.775,941.646,1.667,1.406,7.1579999999999995,7.878,79.709987748,83.037482115
Garr200908,0002,1807.06213734,8.992068979,2.915,715.17,1.4389999999999998,1.763,3.9829999999999997,4.481,73.81837858,83.188335176
Garr200908,0003,1801.156135447,18.243002862,3.661,977.138,1.537,1.76,6.528,11.885,86.928871398,86.871793702
Garr200908,0004,1802.93336231,6.279144782,2.082,460.204,0.861,1.2,3.4269999999999996,4.822,64.78290909,68.115688091
Garr200909,0000,1803.833155474,8.401209467,2.787,933.176,1.303,3.078,6.424,8.102,74.751530358,78.473364162
Garr200909,0001,1803.706744327,7.554703066,2.19,488.635,0.919,2.255,3.4130000000000003,5.2490000000000006,72.065243489,72.849039544
Garr200909,0002,1804.747953304,18.653837817,3.104,1043.575,1.514,3.552,6.364,6.414,96.356201372,97.183916208
Garr200909,0003,1802.008201085,10.024080221,2.487,971.455,1.379,2.263,5.95,7.445,90.500526377,87.740792726
Garr200909,0004,1803.537727734,9.688108279,2.289,978.961,0.984,1.8199999999999998,3.8550000000000004,8.182,81.744054272,75.250513115
Garr200912,0000,1802.110759245,8.171913087,2.48,1040.781,1.161,2.725,6.196,12.503,73.411065523,71.393664468
Garr200912,0001,1803.117529546,8.227298984,2.517,891.638,1.346,1.989,7.1899999999999995,5.314,72.398047917,76.635964085
Garr200912,0002,1804.613920765,7.402105257,2.439,819.863,0.891,2.152,3.044,6.303,65.506533379,63.191082403
Garr200912,0003,1804.391649309,7.558259718,2.054,564.945,0.8999999999999999,2.482,3.1910000000000003,7.455,61.255785373,61.156078824
Garr200912,0004,1802.810666999,11.654167886,2.483,1009.266,1.4280000000000002,2.905,9.495,11.936,102.465475679,124.85173961
Garr201001,0000,1803.357965733,9.25473416,3.077,976.781,1.593,2.398,11.238999999999999,14.553,68.223793722,75.232848671
Garr201001,0001,1802.888025225,10.426450594,2.552,986.331,0.9339999999999999,4.248,5.113,8.175,64.312166772,65.726422121
Garr201001,0002,1804.828133889,9.531947293,2.676,605.513,1.498,1.9569999999999999,7.957000000000001,9.93,65.470604509,64.836210505
Garr201001,0003,1806.758716777,43.291850148,3.511,1142.885,2.151,4.049,13.315999999999999,16.926000000000002,102.944236143,101.487233342
Garr201001,0004,1805.162034896,8.878479906,2.607,1007.896,0.9510000000000001,2.036,5.023000000000001,11.705000000000002,70.360211766,68.919359781
Garr201003,0000,1801.945576877,10.734763576,2.808,987.302,1.304,2.46,6.548,9.79,84.437926192,78.794231006
Garr201003,0001,1803.727536109,9.15379816,2.251,460.338,0.8600000000000001,1.741,4.023,10.195,68.504865337,68.322443315
Garr201003,0002,1802.003530003,10.264751811,2.327,832.601,1.128,1.818,4.11,6.9959999999999996,68.469051349,64.752869567
Garr201003,0003,1801.231627291,11.614531878,2.28,980.162,0.907,1.1280000000000001,5.572,7.942,73.669033493,71.130245825
Garr201003,0004,1807.510594941,8.376288703,2.294,815.767,0.885,1.251,3.923,5.497,69.396559683,70.562076934
Garr201004,0000,1802.798479281,25.977508839,3.437,672.479,1.562,6.347,8.780999999999999,8.826,87.792671793,89.292923645
Garr201004,0001,1800.213325191,11.541298979,2.591,1075.519,1.306,3.604,7.0489999999999995,10.609,80.758015269,81.703186399
Garr201004,0002,1800.40172397,5.505097436,2.212,874.895,0.8160000000000001,3.456,3.746,9.678,65.348699184,66.859140857
Garr201004,0003,1802.054925511,5.932472797,2.248,408.995,0.823,3.377,3.109,4.535,57.953278181,59.049056612
Garr201004,0004,1804.376335526,13.030727373,6.079,1845.749,2.09,3.659,7.196,12.008000000000001,101.875759416,107.018358175
Garr201005,0000,1800.087089271,16.100803962,2.853,1007.583,1.048,3.096,4.211,9.655,75.761301395,75.038601163
Garr201005,0001,1804.856094512,9.28464412,2.847,946.738,1.373,2.063,6.28,7.464,72.607868764,70.946639286
Garr201005,0002,1807.792752618,15.120519671,3.016,1234.167,1.536,2.396,6.763,19.861,100.347431424,106.041349676
Garr201005,0003,1805.536624008,8.92587063,2.829,998.512,0.9750000000000001,1.6680000000000001,3.7960000000000003,6.947,76.148064292,81.173828245
Garr201005,0004,1800.106234477,45.675227856,2.909,575.205,1.3339999999999999,4.21,6.687,7.181,96.222572682,98.029697068
Garr201007,0000,1802.264756796,9.325269419,2.355,906.644,0.952,3.684,4.601999999999999,5.792999999999999,84.039362979,75.442995979
Garr201007,0001,1801.024929317,9.380613651,2.685,663.285,0.9279999999999999,4.388,6.04,11.998999999999999,85.028028317,87.439978894
Garr201007,0002,1801.942452892,8.198052463,3.161,891.097,1.258,3.313,4.317,6.856999999999999,77.633932573,81.005822809
Garr201007,0003,1803.855739441,12.225884487,2.975,969.248,1.3599999999999999,2.508,9.277,9.276,88.874702208,88.940995559
Garr201007,0004,1802.846735465,10.798503009,2.493,902.418,0.96,2.8810000000000002,10.943,9.969,108.087806651,108.638778104
Garr201008,0000,1800.717627435,13.19338357,3.032,611.638,1.261,1.744,5.319,6.7090000000000005,81.109920553,86.183281145
Garr201008,0001,1804.843761524,7.793969991,2.839,1294.352,1.013,1.911,3.759,8.274,75.546179519,76.448680786
Garr201008,0002,1801.127581091,11.395834894,2.721,1103.581,1.484,2.44,7.002,6.038,84.884204936,84.762579684
Garr201008,0003,1806.76825016,16.382602389,2.997,980.58,1.571,3.072,6.907,8.546,100.101457518,96.456352024
Garr201008,0004,1803.080346885,5.801626633,2.364,512.804,0.8620000000000001,3.157,3.343,14.885,74.251237213,73.434364186
Garr201010,0000,1801.051316023,12.05362147,2.913,1257.7,1.4809999999999999,4.137,8.685,9.168999999999999,113.685635183,111.23939362
Garr201010,0001,1803.372431122,10.657817561,2.848,619.205,1.264,1.961,6.507,9.838,84.597363605,84.461214232
Garr201010,0002,1802.422248698,22.064630789,3.028,1311.212,1.416,2.999,8.955,8.042,106.15951031,105.700448965
Garr201010,0003,1804.301296728,8.810533585,3.327,1139.935,1.571,3.119,7.777,11.703999999999999,90.416944297,103.997725883
Garr201010,0004,1807.959082343,10.989077656,3.129,1193.092,1.436,1.9060000000000001,7.249,7.774,103.650382554,100.125359613
Garr201012,0000,1802.308420035,10.435653684,2.445,581.26,1.077,1.077,6.507,6.507,81.57216005,84.710785396
Garr201012,0001,1807.631982829,12.850425408,3.287,1127.631,1.478,1.478,5.811999999999999,5.811999999999999,91.149796947,85.974399813
Garr201012,0002,1802.303507145,8.279247997,2.878,1227.983,1.5550000000000002,1.5550000000000002,8.654,8.654,86.947006488,91.780969406
Garr201012,0003,1807.59655377,15.627783793,3.269,1341.361,1.661,1.661,10.321,10.321,100.3747947,105.637368559
Garr201012,0004,1800.815673786,6.822290339,3.082,948.395,1.2950000000000002,1.2950000000000002,6.6129999999999995,6.6129999999999995,75.652642895,78.317670941
Garr201101,0000,1803.9287818,11.15188375,3.383,1193.256,2.024,2.5149999999999997,9.591999999999999,13.206,105.487922594,103.137263219
Garr201101,0001,1809.030600835,8.574632299,2.846,676.075,1.326,2.318,7.793,11.372,83.178146854,83.949160598
Garr201101,0002,1802.288907311,51.543609553,4.091,1853.611,2.2409999999999997,4.838,12.021999999999998,27.02,99.1552837,101.192255529
Garr201101,0003,1801.453855885,11.539655297,3.427,1359.872,1.601,4.073,9.642999999999999,13.866,93.019915649,96.989216813
Garr201101,0004,1801.967943558,9.127053399,3.471,1185.922,1.592,3.784,8.596,12.469999999999999,82.544537961,85.704734793
Garr201102,0000,1802.273737729,1.805390629,2.602,481.36,1.053,4.496,5.5249999999999995,7.54,81.321985778,81.683886372
Garr201102,0001,1803.802724875,5.932645164,2.688,496.937,1.044,1.874,5.59,8.838000000000001,79.142912835,78.747599509
Garr201102,0002,1802.445280714,8.444377496,2.685,1011.434,0.982,1.9699999999999998,4.976999999999999,10.794,86.742514825,89.081699688
Garr201102,0003,1801.176925304,5.612694112,2.599,595.544,0.944,3.6229999999999998,4.8069999999999995,8.16,85.379946423,83.55036374
Garr201102,0004,1800.932258098,9.296914647,2.617,519.029,1.078,1.708,4.939,7.674,84.095598529,86.278240325
Garr201103,0000,1801.901092406,3.314334375,2.862,514.138,1.056,1.538,5.444999999999999,11.052999999999999,78.824985447,86.566699781
Garr201103,0001,1801.387081476,2.074360254,2.817,563.909,1.081,1.3900000000000001,5.789,6.484999999999999,90.192815295,92.009286477
Garr201103,0002,1805.907399449,10.673827342,3.219,1165.192,1.34,2.06,9.243,11.943999999999999,104.121349731,102.175306861
Garr201103,0003,1802.633946594,7.757085702,2.966,600.6,1.081,1.561,5.878,9.301,90.033312114,93.007525493
Garr201103,0004,1807.312201712,10.09478059,3.202,740.264,1.1500000000000001,2.929,6.208,7.995,106.306145393,110.253345146
Garr201104,0000,1810.661710586,3.439868163,3.078,571.147,1.166,2.4450000000000003,6.744,8.966,99.037054239,99.981230242
Garr201104,0001,1805.813113023,11.28680537,3.034,1306.228,1.613,2.641,10.371,8.446,115.283741118,116.518955528
Garr201104,0002,1801.423093894,3.035356422,2.859,1251.744,1.475,2.872,6.894,8.561,97.570002868,98.134126043
Garr201104,0003,1804.513917749,3.34943748,3.263,597.809,1.256,1.823,6.646,9.359,101.24834466,100.290051426
Garr201104,0004,1800.249983031,12.549527881,3.028,1234.08,1.059,1.802,5.7059999999999995,13.288,110.41588176,111.6813347
Garr201105,0000,1803.913508447,9.535200945,3.068,736.761,1.6509999999999998,2.92,7.145,10.121,116.096877797,127.389816121
Garr201105,0001,1811.675459045,6.984483303,3.064,1036.279,1.21,1.6480000000000001,6.391,8.863999999999999,96.687700948,98.421342655
Garr201105,0002,1801.318000113,1.974281491,3.086,567.597,1.142,1.6269999999999998,6.319000000000001,11.505,94.336825245,95.360843463
Garr201105,0003,1801.061372314,12.953883942,3.565,1155.77,1.134,1.7399999999999998,6.210000000000001,10.467,116.90944315,129.17076574
Garr201105,0004,1808.402258778,10.98351895,3.268,1143.555,1.525,2.541,8.998999999999999,11.924,122.216269007,129.046916789
Garr201107,0000,1803.851943302,14.214207652,3.471,1328.669,1.1440000000000001,1.53,7.5120000000000005,14.895,119.170996732,115.964771457
Garr201107,0001,1803.955461044,8.623619505,3.013,651.489,1.121,2.0389999999999997,6.135,8.739,99.370433538,108.626874007
Garr201107,0002,1803.369980339,20.897849329,3.62,1564.169,1.683,2.294,12.110999999999999,14.094000000000001,138.789342437,139.907865471
Garr201107,0003,1809.091537075,10.093656779,3.401,777.399,1.155,2.567,6.779999999999999,9.175,111.315679868,115.230926719
Garr201107,0004,1807.623047049,10.183408023,3.377,1029.767,1.137,1.618,6.866,11.032,104.898694792,115.547919104
Garr201108,0000,1800.80884818,8.182104021,3.155,1198.537,1.229,2.237,6.176,9.166,116.928206647,107.496134035
Garr201108,0001,1807.933019896,6.059100303,3.411,644.264,1.146,2.407,8.301,11.809000000000001,110.775908457,103.766110057
Garr201108,0002,1801.488462649,4.956839868,3.115,716.912,1.041,1.815,5.341,9.049999999999999,111.252523033,102.571981478
Garr201108,0003,1807.348382575,8.859172221,3.419,1059.332,1.4540000000000002,2.481,8.966,15.034,120.06459947,128.359678106
Garr201108,0004,1805.355524207,9.791680206,3.568,1470.177,1.491,2.136,6.2940000000000005,11.653,118.58714446,122.144592553
Garr201109,0000,1804.277020971,7.120980019,3.561,1125.621,1.319,2.649,11.82,12.409,121.707907021,114.255590009
Garr201109,0001,1805.716088924,5.966342118,3.616,1191.778,1.5150000000000001,2.466,7.3629999999999995,14.012,112.20197768,119.774693967
Garr201109,0002,1802.097896029,6.180768963,3.591,720.716,1.221,3.1510000000000002,11.988999999999999,16.373,120.016925205,117.442805289
Garr201109,0003,1812.277691128,9.182452259,3.85,833.898,1.815,3.9650000000000003,11.643,17.073,131.652213029,133.5627769
Garr201109,0004,1800.080835104,6.87357808,3.805,819.486,1.225,4.324,11.191,15.103000000000002,120.803007136,125.794448527
Garr201110,0000,1802.487181015,5.823168632,3.479,692.852,1.205,1.573,6.793,9.878,120.991472336,118.138333076
Garr201110,0001,1806.431527773,7.568556737,3.428,709.09,1.413,1.942,8.587,11.544,108.885339704,110.6899566
Garr201110,0002,1802.718650752,4.634844597,3.486,730.635,1.308,2.806,8.054,7.833,120.17471053,110.959713302
Garr201110,0003,1800.946843532,6.456689236,3.506,703.604,1.468,1.981,8.895999999999999,8.673,113.798124208,123.326077125
Garr201110,0004,1806.281498677,5.891027712,3.281,773.412,1.257,1.954,8.784999999999998,8.28,119.587228059,124.706057096
Garr201111,0000,1806.810266135,5.65836025,3.772,1229.992,1.374,1.9249999999999998,7.271,11.017999999999999,118.63188008,116.295948026
Garr201111,0001,1803.11727523,8.550532775,3.675,894.622,1.4260000000000002,1.8130000000000002,8.564,12.024,133.741985978,130.629529563
Garr201111,0002,1809.69704157,6.035977074,3.535,1183.41,1.524,5.649,5.405,9.089,123.446648574,121.955225235
Garr201111,0003,1806.755061444,8.618845913,3.628,787.734,1.495,2.687,7.709,11.902999999999999,133.059477873,134.929361137
Garr201111,0004,1801.909447158,4.989304741,3.58,1220.126,1.3559999999999999,1.811,5.637,10.950999999999999,128.072871274,129.501258064
Garr201112,0000,1811.577041058,5.752782403,3.431,753.378,1.162,1.717,5.5729999999999995,9.01,127.777799694,128.277292822
Garr201112,0001,1805.876050841,9.180663597,3.741,1296.793,1.53,2.222,5.984999999999999,8.628,136.874111568,147.634855458
Garr201112,0002,1810.73671675,6.99535743,3.633,1242.984,1.182,2.076,7.351,11.168,136.55989737,140.91697451
Garr201112,0003,1807.409014093,7.247730678,3.481,1306.136,1.142,2.608,5.3709999999999996,7.963,138.382837245,146.523684491
Garr201112,0004,1802.328352481,7.748421621,3.861,1275.352,1.499,3.353,7.59,10.056999999999999,134.037171082,144.795894766
Garr201201,0000,1814.255459805,12.916284772,3.567,1542.023,1.564,2.213,8.584,12.46,133.610705698,132.826645031
Garr201201,0001,1809.091688654,10.878011562,4.06,1779.854,1.744,3.665,9.541,15.781,145.300679556,162.621070425
Garr201201,0002,1803.753853564,7.488668145,3.303,1406.064,1.151,1.5510000000000002,5.5969999999999995,8.612,128.889172125,124.136380678
Garr201201,0003,1801.948281848,15.068508912,3.445,1475.506,1.69,3.473,8.235,12.547,144.880986728,138.155468765
Garr201201,0004,1800.29837998,14.463926587,3.628,820.147,1.599,1.674,6.048,8.495,131.268747821,129.171078224
Gblnet,0000,1800.011838566,0.032949998,0.075,0.114,0.054000000000000006,0.054000000000000006,0.059,0.059,0.170989747,0.185590216
Gblnet,0001,1800.014262892,0.03329874,0.072,0.07,0.05500000000000001,0.05500000000000001,0.05,0.05,0.169159502,0.175408255
Gblnet,0002,1800.016688416,0.032923898,0.037,0.095,0.076,0.076,0.049,0.049,0.1769874,0.224409442
Gblnet,0003,1800.002228886,0.033415414,0.061,0.085,0.08,0.08,0.065,0.065,0.168077833,0.168448404
Gblnet,0004,1800.022021539,0.032528344,0.069,0.091,0.057999999999999996,0.057999999999999996,0.054,0.054,0.16788313,0.179430618
Geant2001,0000,1800.359864109,40.467534689,1.286,19.905,5.321999999999999,2.8089999999999997,8.985,18.588,6.541254362,6.307669131
Geant2001,0001,1800.229384036,0.981888983,0.59,12.574,0.5760000000000001,0.679,4.4110000000000005,6.125,2.999956744,2.912597352
Geant2001,0002,1800.012818524,176.103492218,3.273,14.632,2.994,2.4539999999999997,4.4350000000000005,6.286,3.911918072,4.705241293
Geant2001,0003,1800.047070805,2.895062968,0.85,13.23,0.7470000000000001,0.996,4.9270000000000005,5.0729999999999995,3.097404621,3.043968529
Geant2001,0004,1800.357858031,1.789691076,0.651,14.75,0.623,0.75,5.0360000000000005,6.005,2.910467884,3.47106751
Geant2009,0000,1800.243650948,3.391094275,3.35,55.713,2.254,3.559,26.166,31.358,11.133557354,11.237573556
Geant2009,0001,1800.150365714,20.388733246,4.628,104.834,3.1990000000000003,7.516,37.275999999999996,108.009,24.98355304,16.35759436
Geant2009,0002,1800.054333456,9.571695938,2.868,81.373,2.193,4.95,26.088,36.222,12.238880091,11.506920572
Geant2009,0003,1800.854106513,4.234030724,2.399,55.973,3.107,2.9120000000000004,26.267,42.484,13.345496188,11.980384064
Geant2009,0004,1800.025019783,3.457758491,3.282,50.091,2.361,3.722,37.169,40.127,12.418615955,11.589542597
Geant2010,0000,1800.795310645,2.99560514,1.202,36.202,1.004,2.848,8.054,9.92,23.283770078,21.722513045
Geant2010,0001,1800.057133466,2.443287725,1.502,38.176,1.247,2.7169999999999996,9.736,10.427,21.000071626,20.393238399
Geant2010,0002,1801.3144876,76.312612596,4.562,46.616,6.388999999999999,4.007,24.956,23.462,23.3649311,19.101855059
Geant2010,0003,1800.276890591,2.722400621,1.27,36.664,1.2550000000000001,3.0869999999999997,8.061,12.335999999999999,18.634394545,19.722268818
Geant2010,0004,1800.405912808,2.444528294,1.127,32.148,1.004,5.513999999999999,5.825,8.347999999999999,13.880674162,15.66804837
Geant2012,0000,1800.156589932,3.610951464,1.277,228.174,0.968,1.7520000000000002,10.661,12.149999999999999,30.725657686,25.473390873
Geant2012,0001,1801.287439079,4.22252064,1.183,292.216,1.4660000000000002,2.878,10.120999999999999,12.497,24.824049864,23.978018007
Geant2012,0002,1800.844281762,4.761556178,2.018,316.159,1.6700000000000002,2.814,9.241,13.311,27.228232624,27.690703099
Geant2012,0003,1801.381444522,4.703351618,2.166,313.171,1.497,3.041,11.415,15.083,31.185109547,28.747976471
Geant2012,0004,1801.637337846,3.647199498,1.474,242.734,0.962,1.9580000000000002,6.346,11.376,23.801699996,23.694554883
Getnet,0000,1800.001553194,0.258577316,0.12,0.162,0.156,0.156,0.142,0.142,0.19175608,0.198965675
Getnet,0001,1800.014541298,0.893406252,0.116,0.224,0.147,0.147,0.22899999999999998,0.22899999999999998,0.191211257,0.26215977
Getnet,0002,1800.007460674,0.323800349,0.113,0.297,0.207,0.207,0.263,0.263,0.177447057,0.215466566
Getnet,0003,1800.011992995,0.521627457,0.152,0.29,0.179,0.179,0.434,0.434,0.214952918,0.174337763
Getnet,0004,1800.000229079,0.154161384,0.063,0.105,0.082,0.082,0.086,0.086,0.166223258,0.174093033
Globalcenter,0000,1800.008690351,0.10694788,0.094,0.583,0.1,0.1,0.655,0.655,0.282917677,0.277822751
Globalcenter,0001,1800.006486101,0.086249608,0.123,0.667,0.10600000000000001,0.10600000000000001,0.831,0.831,0.240751882,0.372844615
Globalcenter,0002,1800.005403656,0.090609815,0.136,0.552,0.136,0.136,0.647,0.647,0.240341512,0.263170301
Globalcenter,0003,1800.011646264,0.083078758,0.072,0.654,0.11299999999999999,0.11299999999999999,0.6739999999999999,0.6739999999999999,0.240370176,0.242522442
Globalcenter,0004,1800.016291234,0.097221612,0.06,0.443,0.143,0.143,1.663,1.663,0.244556597,0.246263506
Globenet,0000,1803.024860464,54.302695566,12.559,2064.392,8.706,8.706,269.745,269.745,287.826308903,296.500813336
Globenet,0001,1818.621326353,80.440267003,15.52,2013.336,11.534,11.534,250.928,250.928,269.047889031,274.376760428
Globenet,0002,1807.662884279,83.58889327,12.263,2007.576,8.548,8.548,274.444,274.444,272.179725861,271.645061815
Globenet,0003,1808.07296415,75.398178658,11.853,2006.632,7.613,7.613,248.322,248.322,265.661332865,261.632178261
Globenet,0004,1812.306202252,12.460400256,11.38,2067.061,7.687,7.687,236.4,236.4,242.424676846,243.971810047
Goodnet,0000,1800.01996339,24.51389584,14.642,17.662,7.159000000000001,7.159000000000001,43.276,43.276,1.070173615,0.937239756
Goodnet,0001,1800.203898705,4.121059069,0.864,102.028,0.724,0.724,50.251,50.251,0.794503435,0.903035824
Goodnet,0002,1800.137806631,0.728819229,0.946,8.895,1.07,1.07,7.784000000000001,7.784000000000001,0.91448732,1.094794506
Goodnet,0003,1800.01968305,8.111663042,1.403,15.206,1.869,1.869,15.593,15.593,0.982885608,0.821531146
Goodnet,0004,1800.216998904,14.887851836,2.031,6.899,1.597,1.597,8.99,8.99,0.912756494,1.777408851
Grena,0000,1800.071709328,0.075606187,0.085,0.649,0.081,0.081,0.08,0.08,0.402748906,0.502168427
Grena,0001,1800.154111716,0.070752646,0.083,0.681,0.094,0.094,0.103,0.103,0.398881916,0.504902531
Grena,0002,1800.099733823,0.073298817,0.16,0.651,0.094,0.094,0.08099999999999999,0.08099999999999999,0.505897979,0.601462339
Grena,0003,1800.113992431,0.072572006,0.148,0.635,0.08,0.08,0.08499999999999999,0.08499999999999999,0.539704369,0.542365503
Grena,0004,1800.13953476,0.073778334,0.086,0.732,0.095,0.095,0.08499999999999999,0.08499999999999999,0.510932186,0.496991719
Gridnet,0000,1800.009730012,8.347669056,1.315,4.46,4.207,4.207,10.229000000000001,10.229000000000001,0.36008536,0.209547572
Gridnet,0001,1800.021201042,1.717481574,10.909,19.95,19.146,19.146,9.139000000000001,9.139000000000001,0.234405886,0.338101712
Gridnet,0002,1800.002995733,22.047325431,9.163,145.401,6.305,6.305,162.69400000000002,162.69400000000002,0.236963792,0.284145959
Gridnet,0003,1800.047777804,2.229543511,4.996,5.322,3.919,3.919,63.321999999999996,63.321999999999996,0.633417569,0.520009652
Gridnet,0004,1800.002525933,0.448042352,2.176,8.815,1.358,1.358,6.584,6.584,0.252558893,0.284827565
Grnet,0000,1800.39279694,1.910116697,0.58,24.523,0.286,0.46299999999999997,0.511,3.003,8.367829208,8.69066222
Grnet,0001,1801.326512058,1.429082568,0.623,24.734,0.283,0.593,0.44199999999999995,1.3159999999999998,8.857951028,9.148364962
Grnet,0002,1800.168672123,1.860147967,0.642,24.473,0.296,0.434,0.43400000000000005,0.645,9.206731485,8.849069868
Grnet,0003,1802.528124485,0.502666673,0.677,24.585,0.292,0.447,0.479,1.055,8.721823471,8.615366237
Grnet,0004,1801.767821795,0.639446083,0.585,24.14,0.311,0.442,0.41600000000000004,0.629,8.036328153,8.107209906
GtsCe,0000,1812.918597278,1808.675608668,465.024,-,421.926,421.926,-,-,-,-
GtsCe,0001,1831.724217696,1808.296041393,301.409,-,215.361,215.361,-,-,-,-
GtsCe,0002,1820.46970552,1808.281155477,386.279,-,307.402,307.402,-,-,-,-
GtsCe,0003,1827.048370133,1808.303126537,417.706,-,311.811,311.811,-,-,-,-
GtsCe,0004,1824.038924946,1808.763970415,403.028,-,319.277,319.277,-,-,-,-
GtsCzechRepublic,0000,1800.650675532,0.703525865,0.695,15.98,0.441,0.441,0.874,0.874,4.949004462,4.725913266
GtsCzechRepublic,0001,1800.043718611,1.269398067,0.677,15.722,0.47400000000000003,0.47400000000000003,0.772,0.772,5.336826507,5.555088205
GtsCzechRepublic,0002,1800.285805215,1.06642996,0.677,16.024,0.53,0.53,0.807,0.807,4.321365902,4.331248469
GtsCzechRepublic,0003,1800.260515199,1.570957047,0.656,15.824,0.444,0.444,0.845,0.845,5.620794993,5.427341137
GtsCzechRepublic,0004,1800.248480199,1.490958373,0.667,15.823,0.5700000000000001,0.5700000000000001,0.794,0.794,5.623414387,5.887473693
GtsHungary,0000,1800.23351251,0.885280076,0.38,10.144,0.28500000000000003,0.28500000000000003,0.509,0.509,2.977082676,2.765357407
GtsHungary,0001,1800.658575538,0.481047455,0.383,9.921,0.325,0.325,0.41700000000000004,0.41700000000000004,2.639924954,2.6477025
GtsHungary,0002,1800.362282983,0.876728549,0.403,10.022,0.26,0.26,0.42600000000000005,0.42600000000000005,2.775141523,2.813589173
GtsHungary,0003,1800.51926449,0.622907196,0.431,9.857,0.278,0.278,0.482,0.482,3.051552627,2.806422967
GtsHungary,0004,1800.491359748,0.424256808,0.439,9.821,0.316,0.316,0.44799999999999995,0.44799999999999995,2.687670029,2.749994163
GtsPoland,0000,1800.103591269,2.618409944,1.303,25.154,0.6859999999999999,0.6859999999999999,6.0120000000000005,6.0120000000000005,5.081092737,5.303570012
GtsPoland,0001,1801.297426737,3.341962985,1.325,29.824,1.4769999999999999,1.4769999999999999,8.116999999999999,8.116999999999999,7.234200355,7.157238893
GtsPoland,0002,1800.492224905,1.85427659,1.284,26.896,1.271,1.271,7.985,7.985,5.899535875,6.113190869
GtsPoland,0003,1800.278880634,2.07845989,0.95,24.182,0.729,0.729,5.988,5.988,5.607182268,5.423341228
GtsPoland,0004,1800.848680581,2.689076949,1.407,28.692,1.159,1.159,7.713,7.713,6.566580308,6.525295683
GtsRomania,0000,1800.084433947,0.287008262,0.165,2.152,0.20500000000000002,0.20500000000000002,0.449,0.449,1.060047673,1.167932355
GtsRomania,0001,1800.337527782,0.339111595,0.264,2.153,0.194,0.194,0.417,0.417,1.246290567,1.143433029
GtsRomania,0002,1800.173219435,0.210486301,0.167,2.138,0.181,0.181,0.315,0.315,1.166762859,1.192848663
GtsRomania,0003,1800.046904577,0.308656783,0.157,2.005,0.16999999999999998,0.16999999999999998,0.322,0.322,1.388864954,1.129949181
GtsRomania,0004,1800.197746071,0.417631924,0.23,2.063,0.16799999999999998,0.16799999999999998,0.297,0.297,1.264766157,1.155875601
GtsSlovakia,0000,1801.049750598,0.741336285,0.566,16.576,0.40900000000000003,0.40900000000000003,1.0150000000000001,1.0150000000000001,8.102701663,6.820733416
GtsSlovakia,0001,1800.764760135,0.838744113,0.661,17.234,0.437,0.437,2.028,2.028,11.087536025,10.219897832
GtsSlovakia,0002,1800.077792118,0.752335928,0.732,16.922,0.45,0.45,1.1320000000000001,1.1320000000000001,9.498387372,9.118786191
GtsSlovakia,0003,1800.89816227,0.9167825,0.753,16.619,0.5589999999999999,0.5589999999999999,1.4,1.4,9.530566776,8.508760119
GtsSlovakia,0004,1800.681842998,0.574867706,0.702,16.314,0.456,0.456,1.1920000000000002,1.1920000000000002,7.436304596,7.441044841
Harnet,0000,1800.081109091,0.422905406,0.308,3.291,0.239,0.239,0.601,0.601,1.213233431,1.274670349
Harnet,0001,1800.163756969,0.268683766,0.213,2.816,0.21200000000000002,0.21200000000000002,0.6749999999999999,0.6749999999999999,1.062473663,1.153094395
Harnet,0002,1800.12356922,1.586608724,0.437,3.069,0.375,0.375,0.735,0.735,1.367074691,1.47751132
Harnet,0003,1800.199076368,0.187600766,0.242,3.082,0.256,0.256,0.539,0.539,1.136622075,1.191022562
Harnet,0004,1800.000031,0.256326544,0.23,2.91,0.21500000000000002,0.21500000000000002,0.7,0.7,0.947223056,1.107182057
